"tablescraper-selected-row","name","name href","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","num","num 2","num 3","num 4","tablescraper-selected-row 5","tablescraper-selected-row 6","on","on href","intop_btnarea"
"1","리그 오브 레전드","javascript:void(0);","RTS","88.16","28.77","9,341","10,831,712","95","6,912,396","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"2","배틀그라운드","javascript:void(0);","FPS","65.24","24.60","9,283","9,262,919","83","6,721,667","카카오/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"3","FIFA 온라인 4","javascript:void(0);","스포츠","92.77","9.66","9,283","3,636,593","64","3,240,269","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"4","오버워치","javascript:void(0);","FPS","24.05","9.07","9,229","3,414,893","72","2,844,871","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"5","메이플스토리","javascript:void(0);","RPG","45.11","5.81","9,143","2,187,277","97","1,352,499","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"6","서든어택","javascript:void(0);","FPS","9.19","3.47","9,101","1,304,075","66","1,188,977","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"7","스타크래프트 리마스터","javascript:void(0);","RTS","8.42","2.75","9,027","1,033,877","74","848,088","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"8","던전앤파이터","javascript:void(0);","액션","62.35","2.18","8,547","817,429","93","515,211","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"9","월드 오브 워크래프트","javascript:void(0);","RPG","10.57","1.37","6,542","512,445","124","245,071","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"10","리니지","javascript:void(0);","RPG","8.24","1.07","5,773","399,333","114","211,061","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"11","사이퍼즈","javascript:void(0);","액션","24.00","0.84","5,842","314,559","116","161,863","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"12","디아블로3","javascript:void(0);","RPG","5.39","0.70","5,912","261,085","110","142,893","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"13","카트라이더","javascript:void(0);","레이싱","82.50","0.68","8,138","252,944","37","414,272","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"14","블레이드 & 소울","javascript:void(0);","RPG","3.67","0.48","4,560","177,812","98","108,222","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"15","검은사막","javascript:void(0);","RPG","3.12","0.41","4,121","151,245","118","76,885","(주)펄어비스","유료","","",""
