"tablescraper-selected-row","name","name href","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","num","num 2","num 3","num 4","tablescraper-selected-row 5","tablescraper-selected-row 6","on","on href","intop_btnarea"
"1","리그 오브 레전드","javascript:void(0);","RTS","93.78","53.19","8,418","9,583,457","106","5,430,316","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"2","FIFA 온라인 4","javascript:void(0);","스포츠","92.88","6.83","8,211","1,229,518","62","1,188,075","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"3","배틀그라운드","javascript:void(0);","FPS","34.84","6.19","7,630","1,114,859","102","660,043","카카오/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"4","오버워치","javascript:void(0);","FPS","27.49","4.89","7,684","879,828","91","579,090","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"5","서든어택","javascript:void(0);","FPS","26.14","4.65","7,667","836,561","78","651,153","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"6","메이플스토리","javascript:void(0);","RPG","26.99","3.05","7,333","548,370","96","344,450","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"7","던전앤파이터","javascript:void(0);","액션","62.90","2.68","6,925","482,089","102","277,885","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"8","스타크래프트 리마스터","javascript:void(0);","RTS","3.80","2.16","7,107","388,199","84","279,656","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"9","로스트아크","javascript:void(0);","RPG","15.20","1.72","5,055","308,762","139","133,413","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"10","리니지","javascript:void(0);","RPG","9.22","1.04","2,572","187,248","183","61,602","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"11","리니지2","javascript:void(0);","RPG","8.81","1.00","1,187","178,974","417","26,058","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"12","패스 오브 엑자일","javascript:void(0);","RPG","6.41","0.73","2,589","130,148","165","47,444","카카오/그라인딩 기어 게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"13","발로란트","javascript:void(0);","FPS","3.61","0.65","3,171","115,533","88","79,233","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"14","사이퍼즈","javascript:void(0);","액션","14.82","0.64","3,207","113,530","122","55,911","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"15","카트라이더","javascript:void(0);","레이싱","98.64","0.57","5,667","101,725","37","167,005","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"16","월드 오브 워크래프트","javascript:void(0);","RPG","4.80","0.55","2,666","97,503","126","46,720","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"17","워크래프트3 리포지드","javascript:void(0);","RTS","0.88","0.50","2,673","89,513","93","57,557","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"18","블레이드 & 소울","javascript:void(0);","RPG","3.54","0.40","1,678","71,758","136","31,519","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"19","스타크래프트2","javascript:void(0);","RTS","0.69","0.39","3,122","70,167","87","48,332","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"20","Monster Hunter : World","javascript:void(0);","액션","7.16","0.31","1,551","54,844","121","27,194","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"21","아이온","javascript:void(0);","RPG","2.62","0.30","1,290","53,121","129","24,815","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"22","디아블로3","javascript:void(0);","RPG","2.18","0.25","1,761","44,109","105","25,248","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"23","검은사막","javascript:void(0);","RPG","2.12","0.24","1,287","43,008","149","17,378","(주)펄어비스","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"24","히어로즈 오브 더 스톰","javascript:void(0);","RTS","0.41","0.23","1,644","41,151","106","23,380","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"25","한게임 로우바둑이","javascript:void(0);","보드","13.99","0.22","1,913","39,253","27","89,111","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"26","스페셜포스","javascript:void(0);","FPS","1.15","0.21","1,261","36,667","119","18,496","네오위즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"27","레인보우식스 시즈","javascript:void(0);","FPS","1.13","0.20","1,589","36,015","83","26,248","네오위즈/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"28","거상","javascript:void(0);","RPG","1.78","0.20","1,130","35,986","112","18,897","(주)에이케이인터렉티브","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"29","DOTA 2","javascript:void(0);","RTS","0.36","0.20","649","35,956","139","15,555","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"30","GTA 5","javascript:void(0);","액션","4.64","0.20","1,482","35,504","79","26,885","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"31","테일즈런너","javascript:void(0);","스포츠","2.66","0.20","2,177","35,169","52","40,505","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"32","콜 오브 듀티: 모던 워페어","javascript:void(0);","FPS","1.04","0.19","1,804","33,178","58","34,921","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"33","크레이지아케이드","javascript:void(0);","아케이드","58.80","0.17","2,212","29,510","41","43,813","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"34","Dead by Daylight","javascript:void(0);","액션","3.80","0.17","1,156","29,091","81","21,878","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"35","파이널판타지14","javascript:void(0);","RPG","1.38","0.16","898","27,918","152","10,978","액토즈소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"36","엘소드","javascript:void(0);","RPG","1.31","0.15","923","26,602","108","14,064","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"37","뮤 온라인","javascript:void(0);","RPG","1.20","0.14","367","24,259","217","6,723","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"38","APEX LEGENDS","javascript:void(0);","FPS","0.76","0.14","863","24,245","94","15,724","Origin/스팀","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"39","Counter-Strike : Global Offensive","javascript:void(0);","FPS","0.73","0.13","679","23,197","79","17,679","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"40","피망 고스톱","javascript:void(0);","보드","7.65","0.12","1,586","21,461","47","27,636","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"41","피망 포커","javascript:void(0);","보드","7.62","0.12","1,608","21,374","31","42,390","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"42","마비노기 영웅전","javascript:void(0);","RPG","1.02","0.12","755","20,691","118","10,510","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"43","하스스톤","javascript:void(0);","보드","7.25","0.12","1,377","20,326","67","18,413","블리자드","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"44","한게임 하이로우","javascript:void(0);","보드","7.20","0.12","1,274","20,202","23","54,287","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"45","테라","javascript:void(0);","RPG","0.94","0.11","526","18,997","104","10,958","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"46","카운터-스트라이크 온라인","javascript:void(0);","FPS","0.57","0.11","1,352","18,219","61","18,104","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"47","Destiny: Guardians","javascript:void(0);","FPS","0.57","0.10","627","18,013","129","8,424","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"48","아키에이지","javascript:void(0);","RPG","0.78","0.09","382","15,746","70","13,606","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"49","디아블로2","javascript:void(0);","RPG","0.77","0.09","547","15,566","122","7,712","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"50","한게임 바둑","javascript:void(0);","보드","5.32","0.09","964","14,909","63","14,269","한게임","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"51","한게임 신맞고","javascript:void(0);","보드","5.25","0.09","1,122","14,726","39","23,141","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"52","슬러거","javascript:void(0);","스포츠","1.11","0.09","681","14,659","60","14,893","네오위즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"53","월드 오브 탱크","javascript:void(0);","액션","1.87","0.08","490","14,289","128","6,714","워게이밍유한회사","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"54","오디션","javascript:void(0);","아케이드","26.62","0.08","534","13,359","55","14,487","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"55","마비노기","javascript:void(0);","RPG","0.65","0.08","744","13,070","77","10,270","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"56","엠게임 바둑","javascript:void(0);","보드","4.65","0.08","635","13,029","77","10,213","웹젠","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"57","아바","javascript:void(0);","FPS","0.41","0.08","552","12,823","72","10,730","네오위즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"58","바람의나라","javascript:void(0);","RPG","0.60","0.07","491","11,991","91","7,899","넥슨","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"59","한게임 7포커","javascript:void(0);","보드","4.25","0.07","1,080","11,916","23","31,864","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"60","프리스톤테일","javascript:void(0);","RPG","0.56","0.07","266","11,205","58","11,761","마상소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"61","마구마구","javascript:void(0);","스포츠","0.85","0.07","825","11,195","33","21,058","넷마블","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"62","프리스타일2","javascript:void(0);","스포츠","0.83","0.07","610","10,908","78","8,389","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"63","겟앰프드","javascript:void(0);","대전격투","49.17","0.06","634","10,333","66","9,543","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"64","DK온라인","javascript:void(0);","RPG","0.51","0.06","143","10,322","203","3,083","마상소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"65","뮤 블루","javascript:void(0);","RPG","0.50","0.06","62","10,142","509","1,229","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"66","TEKKEN 7","javascript:void(0);","대전격투","47.71","0.06","677","10,027","56","10,800","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"67","프리스타일","javascript:void(0);","스포츠","0.75","0.06","412","9,878","88","6,736","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"68","소울워커","javascript:void(0);","RPG","0.49","0.06","410","9,855","114","5,169","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"69","넷마블 바둑","javascript:void(0);","보드","3.45","0.06","532","9,677","98","5,927","넷마블","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"70","Left 4 Dead 2","javascript:void(0);","액션","1.26","0.06","529","9,631","65","8,811","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"71","R2","javascript:void(0);","RPG","0.46","0.06","236","9,329","121","4,645","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"72","클로저스","javascript:void(0);","액션","1.20","0.06","475","9,137","85","6,479","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"73","한게임 라스베가스 포커","javascript:void(0);","보드","3.08","0.05","1,080","8,621","14","37,144","한게임","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"74","천애명월도","javascript:void(0);","RPG","0.42","0.05","270","8,423","109","4,681","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"75","Escape from Tarkov","javascript:void(0);","FPS","0.26","0.05","255","8,121","78","6,272","배틀스테이트 게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"76","클럽엠스타","javascript:void(0);","캐주얼","54.20","0.05","250","7,813","70","6,744","넷마블","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"77","러브비트","javascript:void(0);","아케이드","14.28","0.04","431","7,164","63","6,854","엔씨소프트","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"78","피망 베가스","javascript:void(0);","보드","2.41","0.04","696","6,746","18","22,754","네오위즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"79","피망 바둑","javascript:void(0);","보드","2.41","0.04","471","6,742","65","6,317","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"80","미르의전설2","javascript:void(0);","RPG","0.33","0.04","152","6,645","111","3,669","와이디온라인","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"81","버블파이터","javascript:void(0);","슈팅","83.49","0.04","449","6,561","60","6,698","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"82","넷마블 사천성","javascript:void(0);","보드","2.34","0.04","619","6,545","56","7,104","넷마블","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"83","스페셜포스2","javascript:void(0);","FPS","0.21","0.04","330","6,448","97","4,000","넷마블","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"84","한게임 신사천성","javascript:void(0);","보드","2.18","0.04","544","6,101","50","7,457","한게임","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"85","오로바둑","javascript:void(0);","보드","2.17","0.04","285","6,066","97","3,792","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"86","넷마블 포커리그","javascript:void(0);","보드","2.12","0.04","464","5,935","42","8,620","넷마블","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"87","넷마블 윷놀이","javascript:void(0);","보드","1.99","0.04","508","5,579","40","8,531","넷마블","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"88","라테일","javascript:void(0);","RPG","0.27","0.03","239","5,395","97","3,350","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"89","ARK:Survival Evolved","javascript:void(0);","FPS","0.17","0.03","105","5,328","110","2,904","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"90","라그나로크","javascript:void(0);","RPG","0.26","0.03","151","5,231","99","3,162","그라비티","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"91","Rust","javascript:void(0);","액션","0.66","0.03","105","4,992","170","1,768","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"92","astellia royal","javascript:void(0);","RPG","0.24","0.03","80","4,801","252","1,153","㈜웨이투빗","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"93","Black Squad","javascript:void(0);","FPS","0.14","0.03","176","4,316","91","2,881","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"94","Warframe","javascript:void(0);","FPS","0.13","0.03","142","4,007","97","2,489","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"95","트리 오브 세이비어","javascript:void(0);","RPG","0.20","0.03","130","3,955","108","2,183","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"96","이카루스","javascript:void(0);","RPG","0.20","0.03","107","3,895","104","2,327","카카오게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"97","Football Manager 2020","javascript:void(0);","스포츠","0.28","0.03","104","3,691","150","1,486","세가(주)","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"98","하운즈리로드","javascript:void(0);","FPS","0.12","0.03","102","3,638","101","2,190","넷마블","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"99","에오스","javascript:void(0);","RPG","0.18","0.02","76","3,548","141","1,529","카카오게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"100","한게임 맞고","javascript:void(0);","보드","1.19","0.02","243","3,332","46","4,384","한게임","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"101","한게임 신윷놀이","javascript:void(0);","보드","1.14","0.02","341","3,190","41","4,802","한게임","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"102","Tom Clancy`s The Division 2","javascript:void(0);","FPS","0.10","0.02","109","3,180","111","1,756","Uplay","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"103","데카론","javascript:void(0);","RPG","0.16","0.02","83","3,178","142","1,339","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"104","프리스타일풋볼Z","javascript:void(0);","스포츠","0.23","0.02","152","3,014","55","3,374","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"105","Sid Meier`s Civilization VI","javascript:void(0);","RTS","0.03","0.02","105","2,967","135","1,332","스팀/Epic Games","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"106","RF온라인","javascript:void(0);","RPG","0.15","0.02","49","2,951","118","1,510","카카오게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"107","넷마블 바둑nTV","javascript:void(0);","보드","1.05","0.02","163","2,932","113","1,562","넷마블","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"108","영웅온라인","javascript:void(0);","RPG","0.15","0.02","67","2,884","162","1,101","웹젠","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"109","로한","javascript:void(0);","RPG","0.14","0.02","65","2,811","168","1,004","플레이위드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"110","한게임 파티훌라","javascript:void(0);","보드","0.99","0.02","361","2,772","20","8,488","한게임","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"111","군주온라인","javascript:void(0);","RPG","0.14","0.02","55","2,726","152","1,063","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"112","샷온라인","javascript:void(0);","스포츠","0.21","0.02","76","2,724","122","1,315","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"113","넷마블 모두의마블","javascript:void(0);","보드","0.94","0.02","221","2,638","39","4,061","넷마블","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"114","테일즈 위버","javascript:void(0);","RPG","0.13","0.02","131","2,627","96","1,657","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"115","War Thunder","javascript:void(0);","액션","0.34","0.02","115","2,561","95","1,623","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"116","카발온라인","javascript:void(0);","RPG","0.13","0.02","66","2,543","185","826","플레이위드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"117","Conqueror's Blade","javascript:void(0);","RPG","0.13","0.02","50","2,500","151","1,002","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"118","로스트사가","javascript:void(0);","액션","0.32","0.02","187","2,451","57","2,618","넥슨","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"119","워록","javascript:void(0);","FPS","0.08","0.02","104","2,412","83","1,788","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"120","피망 장기","javascript:void(0);","보드","0.83","0.02","204","2,330","52","2,712","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"121","메이플스토리2","javascript:void(0);","RPG","0.11","0.02","133","2,202","82","1,640","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"122","대항해시대 온라인","javascript:void(0);","RPG","0.11","0.02","63","2,201","134","993","넷마블","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"123","DJMAX RESPECT V","javascript:void(0);","캐주얼","14.86","0.02","165","2,142","67","1,947","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"124","7DaysToDie","javascript:void(0);","FPS","0.07","0.02","43","2,094","138","914","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"125","넷마블 틀린그림찾기","javascript:void(0);","보드","0.73","0.02","265","2,048","39","3,254","넷마블","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"126","어둠의전설","javascript:void(0);","RPG","0.11","0.02","77","2,037","108","1,129","넥슨","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"127","한게임 고스톱","javascript:void(0);","보드","0.72","0.02","177","2,016","54","2,243","한게임","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"128","Human: Fall Flat","javascript:void(0);","캐주얼","13.52","0.02","97","1,949","87","1,331","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"129","열혈강호","javascript:void(0);","RPG","0.10","0.02","34","1,875","229","495","웹젠","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"130","Total War: THREE KINGDOMS","javascript:void(0);","액션","0.25","0.02","51","1,857","119","970","스팀","유료","","",""
