"tablescraper-selected-row","name","name href","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","num","num 2","num 3","num 4","tablescraper-selected-row 5","tablescraper-selected-row 6","on","on href","intop_btnarea"
"1","리그 오브 레전드","javascript:void(0);","RTS","93.77","48.31","7,586","9,135,757","102","5,394,252","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"2","서든어택","javascript:void(0);","FPS","39.12","8.24","7,293","1,557,956","77","1,225,917","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"3","배틀그라운드","javascript:void(0);","FPS","27.42","5.78","6,938","1,092,106","96","681,983","카카오/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"4","FIFA 온라인 4","javascript:void(0);","스포츠","92.15","5.24","7,395","989,368","57","1,062,662","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"5","오버워치","javascript:void(0);","FPS","23.70","4.99","7,058","943,805","86","661,263","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"6","로스트아크","javascript:void(0);","RPG","23.83","3.80","6,641","718,705","119","361,977","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"7","메이플스토리","javascript:void(0);","RPG","21.22","3.39","6,828","639,830","92","423,522","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"8","아이온","javascript:void(0);","RPG","15.01","2.40","4,709","452,526","156","175,164","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"9","스타크래프트 리마스터","javascript:void(0);","RTS","4.00","2.06","6,539","389,582","78","303,287","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"10","던전앤파이터","javascript:void(0);","액션","48.91","1.59","5,409","300,510","110","161,237","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"11","리니지2","javascript:void(0);","RPG","7.57","1.21","1,090","228,215","491","28,720","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"12","리니지","javascript:void(0);","RPG","5.96","0.96","2,405","179,742","178","60,740","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"13","월드 오브 워크래프트","javascript:void(0);","RPG","5.06","0.81","3,053","152,460","147","62,123","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"14","발로란트","javascript:void(0);","FPS","3.39","0.72","3,786","134,808","77","106,843","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"15","이터널 리턴","javascript:void(0);","액션","16.41","0.54","2,993","100,802","90","67,246","카카오/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"16","카트라이더","javascript:void(0);","레이싱","98.27","0.52","5,406","96,608","33","176,790","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"17","사이퍼즈","javascript:void(0);","액션","13.85","0.45","2,574","85,045","125","40,858","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"18","워크래프트3 리포지드","javascript:void(0);","RTS","0.82","0.43","2,357","79,811","89","53,707","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"19","패스 오브 엑자일","javascript:void(0);","RPG","2.46","0.40","1,611","74,084","162","27,656","카카오/그라인딩 기어 게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"20","엘리온","javascript:void(0);","RPG","2.17","0.35","1,357","65,328","161","24,396","카카오게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"21","스타크래프트2","javascript:void(0);","RTS","0.64","0.33","2,841","61,947","84","44,862","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"22","블레이드 & 소울","javascript:void(0);","RPG","1.78","0.29","1,352","53,621","140","22,946","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"23","디아블로3","javascript:void(0);","RPG","1.65","0.27","1,881","49,544","107","27,920","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"24","APEX LEGENDS","javascript:void(0);","FPS","1.15","0.25","1,491","45,534","92","30,149","Origin/스팀","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"25","테일즈런너","javascript:void(0);","스포츠","3.88","0.23","2,413","41,646","51","49,773","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"26","검은사막","javascript:void(0);","RPG","1.31","0.21","1,260","39,451","133","17,754","(주)펄어비스","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"27","한게임 로우바둑이","javascript:void(0);","보드","13.73","0.21","1,871","38,145","26","88,277","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"28","크레이지아케이드","javascript:void(0);","아케이드","67.94","0.20","2,498","37,493","40","56,960","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"29","스페셜포스","javascript:void(0);","FPS","0.92","0.20","1,261","36,621","114","19,186","네오위즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"30","히어로즈 오브 더 스톰","javascript:void(0);","RTS","0.37","0.19","1,428","35,855","106","20,358","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"31","레인보우식스 시즈","javascript:void(0);","FPS","0.90","0.19","1,700","35,536","68","31,430","네오위즈/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"32","GTA 5","javascript:void(0);","액션","5.48","0.18","1,614","33,664","65","31,172","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"33","DOTA 2","javascript:void(0);","RTS","0.31","0.16","546","30,013","135","13,359","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"34","거상","javascript:void(0);","RPG","0.93","0.15","893","27,753","113","14,931","(주)에이케이인터렉티브","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"35","Counter-Strike : Global Offensive","javascript:void(0);","FPS","0.69","0.15","740","27,469","84","19,642","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"36","그랑사가","javascript:void(0);","RPG","0.90","0.15","611","26,958","192","8,442","엔픽셀","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"37","테라","javascript:void(0);","RPG","0.82","0.14","662","24,611","96","15,655","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"38","뮤 온라인","javascript:void(0);","RPG","0.80","0.13","378","23,890","215","6,691","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"39","파이널판타지14","javascript:void(0);","RPG","0.75","0.12","776","22,551","146","9,276","액토즈소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"40","DK온라인","javascript:void(0);","RPG","0.75","0.12","266","22,436","204","6,623","마상소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"41","한게임 하이로우","javascript:void(0);","보드","7.39","0.11","1,218","20,519","23","54,415","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"42","피망 고스톱","javascript:void(0);","보드","7.30","0.11","1,550","20,287","46","26,499","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"43","피망 포커","javascript:void(0);","보드","7.20","0.11","1,562","19,996","30","41,256","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"44","엘소드","javascript:void(0);","RPG","0.67","0.11","928","19,954","91","12,742","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"45","R2","javascript:void(0);","RPG","0.64","0.11","382","19,134","83","14,046","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"46","겟앰프드","javascript:void(0);","대전격투","59.83","0.11","1,022","19,073","68","17,077","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"47","디아블로2","javascript:void(0);","RPG","0.61","0.10","705","18,379","90","12,431","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"48","마비노기 영웅전","javascript:void(0);","RPG","0.61","0.10","688","18,369","118","9,304","넥슨","유료","","",""
