"tablescraper-selected-row","name","name href","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","num","num 2","num 3","num 4","tablescraper-selected-row 5","tablescraper-selected-row 6","on","on href","intop_btnarea"
"1","리그 오브 레전드","javascript:void(0);","RTS","93.42","53.62","8,424","5,808,825","105","3,339,117","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"2","FIFA 온라인 4","javascript:void(0);","스포츠","92.86","6.65","8,209","720,429","64","682,353","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"3","배틀그라운드","javascript:void(0);","FPS","36.61","6.42","7,688","695,565","99","425,551","카카오/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"4","오버워치","javascript:void(0);","FPS","27.33","4.80","7,762","519,246","89","350,452","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"5","서든어택","javascript:void(0);","FPS","25.09","4.40","7,715","476,602","76","380,792","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"6","메이플스토리","javascript:void(0);","RPG","28.59","3.27","7,541","353,856","92","231,408","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"7","던전앤파이터","javascript:void(0);","액션","62.74","2.48","6,954","268,260","97","164,595","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"8","스타크래프트 리마스터","javascript:void(0);","RTS","3.98","2.29","7,306","247,428","79","190,152","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"9","로스트아크","javascript:void(0);","RPG","14.66","1.68","5,265","181,345","128","85,829","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"10","리니지","javascript:void(0);","RPG","8.99","1.03","2,671","111,263","181","37,095","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"11","리니지2","javascript:void(0);","RPG","8.60","0.99","1,273","106,359","401","16,198","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"12","패스 오브 엑자일","javascript:void(0);","RPG","6.82","0.78","2,852","84,397","161","31,821","카카오/그라인딩 기어 게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"13","사이퍼즈","javascript:void(0);","액션","16.91","0.67","3,488","72,302","115","37,659","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"14","발로란트","javascript:void(0);","FPS","3.49","0.62","3,290","66,242","83","48,289","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"15","카트라이더","javascript:void(0);","레이싱","98.99","0.58","5,971","62,549","35","107,814","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"16","워크래프트3 리포지드","javascript:void(0);","RTS","0.96","0.55","2,952","59,203","90","39,985","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"17","월드 오브 워크래프트","javascript:void(0);","RPG","4.48","0.52","2,806","55,440","117","28,479","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"18","블레이드 & 소울","javascript:void(0);","RPG","3.60","0.42","1,847","44,557","134","19,935","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"19","스타크래프트2","javascript:void(0);","RTS","0.71","0.41","3,386","44,123","83","32,040","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"20","아이온","javascript:void(0);","RPG","2.53","0.29","1,318","31,242","125","15,002","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"21","히어로즈 오브 더 스톰","javascript:void(0);","RTS","0.43","0.25","1,858","26,552","98","16,402","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"22","검은사막","javascript:void(0);","RPG","2.12","0.25","1,457","26,145","140","11,297","(주)펄어비스","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"23","디아블로3","javascript:void(0);","RPG","2.08","0.24","1,917","25,705","102","15,283","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"24","DOTA 2","javascript:void(0);","RTS","0.40","0.23","735","24,559","138","10,705","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"25","한게임 로우바둑이","javascript:void(0);","보드","14.53","0.21","1,907","22,731","28","50,096","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"26","스페셜포스","javascript:void(0);","FPS","1.14","0.20","1,356","21,627","115","11,294","네오위즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"27","거상","javascript:void(0);","RPG","1.73","0.20","1,265","21,373","101","12,710","(주)에이케이인터렉티브","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"28","GTA 5","javascript:void(0);","액션","4.81","0.19","1,615","20,537","73","17,065","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"29","레인보우식스 시즈","javascript:void(0);","FPS","1.06","0.19","1,692","19,981","80","15,146","네오위즈/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"30","테일즈런너","javascript:void(0);","스포츠","2.45","0.18","2,165","18,972","53","21,865","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"31","Dead by Daylight","javascript:void(0);","액션","4.19","0.17","1,247","17,912","79","13,735","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"32","크레이지아케이드","javascript:void(0);","아케이드","60.58","0.17","2,311","17,516","41","26,312","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"33","Monster Hunter : World","javascript:void(0);","액션","3.77","0.15","1,064","16,081","111","8,817","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"34","Counter-Strike : Global Offensive","javascript:void(0);","FPS","0.80","0.14","712","15,154","76","12,059","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"35","파이널판타지14","javascript:void(0);","RPG","1.21","0.14","870","14,941","147","6,108","액토즈소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"36","뮤 온라인","javascript:void(0);","RPG","1.18","0.14","377","14,524","202","4,326","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"37","콜 오브 듀티: 모던 워페어","javascript:void(0);","FPS","0.75","0.13","1,650","14,075","50","17,915","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"38","마비노기 영웅전","javascript:void(0);","RPG","1.08","0.13","884","13,253","115","6,976","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"39","APEX LEGENDS","javascript:void(0);","FPS","0.66","0.12","826","12,507","96","7,814","Origin/스팀","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"40","아키에이지","javascript:void(0);","RPG","1.01","0.12","423","12,430","99","7,584","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"41","피망 고스톱","javascript:void(0);","보드","7.85","0.12","1,593","12,281","48","15,512","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"42","엘소드","javascript:void(0);","RPG","1.00","0.12","894","12,269","105","6,926","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"43","피망 포커","javascript:void(0);","보드","7.75","0.12","1,593","12,114","32","23,005","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"44","한게임 하이로우","javascript:void(0);","보드","7.16","0.11","1,293","11,204","23","29,688","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"45","카운터-스트라이크 온라인","javascript:void(0);","FPS","0.57","0.10","1,499","10,804","57","11,430","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"46","하스스톤","javascript:void(0);","보드","6.82","0.10","1,388","10,669","61","10,546","블리자드","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
