"tablescraper-selected-row","name","name href","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","num","num 2","num 3","num 4","tablescraper-selected-row 5","tablescraper-selected-row 6","on","on href","intop_btnarea"
"1","리그 오브 레전드","javascript:void(0);","RTS","92.44","45.60","9,342","12,905,143","97","7,998,654","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"2","배틀그라운드","javascript:void(0);","FPS","51.83","12.42","9,122","3,513,440","75","2,835,209","카카오/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"3","FIFA 온라인 4","javascript:void(0);","스포츠","92.52","7.44","9,225","2,105,396","53","2,393,286","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"4","오버워치","javascript:void(0);","FPS","29.23","7.01","9,090","1,981,760","70","1,696,806","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"5","서든어택","javascript:void(0);","FPS","12.23","2.93","8,795","828,932","65","776,067","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"6","메이플스토리","javascript:void(0);","RPG","24.02","2.90","8,554","818,437","86","570,658","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"7","스타크래프트 리마스터","javascript:void(0);","RTS","5.01","2.47","8,697","699,026","74","569,142","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"8","월드 오브 워크래프트","javascript:void(0);","RPG","17.34","2.09","6,987","590,973","114","313,606","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"9","던전앤파이터","javascript:void(0);","액션","52.74","1.73","7,420","488,748","108","265,110","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"10","로스트아크","javascript:void(0);","RPG","12.80","1.55","6,051","435,991","154","169,950","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"11","카트라이더","javascript:void(0);","레이싱","99.36","1.31","8,612","368,934","34","667,393","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"12","리니지","javascript:void(0);","RPG","8.12","0.98","4,823","276,649","123","134,969","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"13","디아블로3","javascript:void(0);","RPG","6.16","0.75","5,045","209,797","120","105,113","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"14","사이퍼즈","javascript:void(0);","액션","22.34","0.74","4,998","206,984","111","112,256","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"15","패스 오브 엑자일","javascript:void(0);","RPG","4.84","0.59","3,398","164,656","127","73,328","카카오/그라인딩 기어 게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"16","레인보우식스 시즈","javascript:void(0);","FPS","2.31","0.56","4,770","156,512","66","142,273","네오위즈/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"17","리니지2","javascript:void(0);","RPG","3.96","0.48","2,627","134,890","146","55,750","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"18","스타크래프트2","javascript:void(0);","RTS","0.77","0.38","4,667","107,207","73","87,926","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"19","검은사막","javascript:void(0);","RPG","2.86","0.35","2,790","97,383","131","44,500","(주)펄어비스","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"20","GTA 5","javascript:void(0);","액션","9.42","0.31","2,853","87,246","72","73,082","스팀","유료","","",""
