"tablescraper-selected-row","name","name href","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","num","num 2","num 3","num 4","tablescraper-selected-row 5","tablescraper-selected-row 6","on","on href","intop_btnarea"
"1","배틀그라운드","javascript:void(0);","FPS","79.31","41.81","9,304","13,811,543","84","9,837,075","카카오/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"2","리그 오브 레전드","javascript:void(0);","RTS","88.86","26.05","9,351","8,605,081","92","5,603,143","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"3","오버워치","javascript:void(0);","FPS","14.01","7.39","9,208","2,439,134","65","2,257,232","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"4","서든어택","javascript:void(0);","FPS","5.69","3.00","9,011","989,248","64","933,667","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"5","메이플스토리","javascript:void(0);","RPG","28.32","2.46","8,508","810,979","90","542,172","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"6","스타크래프트 리마스터","javascript:void(0);","RTS","7.61","2.23","8,818","736,464","72","620,475","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"7","던전앤파이터","javascript:void(0);","액션","69.88","2.22","8,451","733,508","85","509,416","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"8","리니지","javascript:void(0);","RPG","12.04","1.05","5,537","344,597","108","191,917","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"9","월드 오브 워크래프트","javascript:void(0);","RPG","7.81","0.68","4,952","223,581","123","109,786","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"10","사이퍼즈","javascript:void(0);","액션","20.09","0.64","5,091","210,866","110","114,306","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"11","디아블로3","javascript:void(0);","RPG","6.44","0.56","5,202","184,390","105","105,363","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"12","카트라이더","javascript:void(0);","레이싱","86.60","0.54","7,353","176,490","34","317,866","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"13","천애명월도","javascript:void(0);","RPG","5.92","0.52","3,492","169,523","121","84,296","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"14","아이온","javascript:void(0);","RPG","5.37","0.47","3,609","153,755","86","107,278","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"15","블레이드 & 소울","javascript:void(0);","RPG","5.19","0.45","4,136","148,383","99","89,641","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"16","소울워커","javascript:void(0);","RPG","4.11","0.36","3,319","117,517","86","82,370","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"17","검은사막","javascript:void(0);","RPG","3.73","0.33","3,461","106,724","110","58,259","(주)펄어비스","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"18","히어로즈 오브 더 스톰","javascript:void(0);","RTS","1.06","0.32","2,958","102,459","87","70,751","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
