"tablescraper-selected-row","name","name href","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","num","num 2","num 3","num 4","tablescraper-selected-row 5","tablescraper-selected-row 6","on","on href","intop_btnarea"
"1","리그 오브 레전드","javascript:void(0);","RTS","93.09","46.35","9,327","13,790,278","98","8,472,746","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"2","배틀그라운드","javascript:void(0);","FPS","48.22","10.83","9,118","3,221,634","74","2,637,407","카카오/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"3","FIFA 온라인 4","javascript:void(0);","스포츠","93.69","9.39","9,225","2,792,896","58","2,764,434","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"4","오버워치","javascript:void(0);","FPS","31.35","7.04","9,062","2,094,184","69","1,816,248","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"5","메이플스토리","javascript:void(0);","RPG","27.43","3.18","8,584","945,402","106","541,295","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"6","서든어택","javascript:void(0);","FPS","12.90","2.90","8,794","861,674","69","758,097","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"7","월드 오브 워크래프트","javascript:void(0);","RPG","20.26","2.35","7,111","698,410","140","299,245","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"8","스타크래프트 리마스터","javascript:void(0);","RTS","4.50","2.24","8,629","665,895","76","527,963","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"9","던전앤파이터","javascript:void(0);","액션","48.93","1.47","7,255","436,549","102","252,283","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"10","카트라이더","javascript:void(0);","레이싱","99.29","1.25","8,630","371,775","36","636,790","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"11","로스트아크","javascript:void(0);","RPG","10.28","1.20","5,598","354,383","145","147,144","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"12","패스 오브 엑자일","javascript:void(0);","RPG","8.74","1.02","4,935","301,222","144","125,775","카카오/그라인딩 기어 게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"13","리니지","javascript:void(0);","RPG","6.03","0.70","3,809","207,868","137","91,468","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"14","사이퍼즈","javascript:void(0);","액션","21.04","0.64","4,760","187,699","115","97,288","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"15","레인보우식스 시즈","javascript:void(0);","FPS","2.21","0.50","4,497","147,070","66","135,414","네오위즈/스팀","유료","","",""
