"tablescraper-selected-row","name","name href","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","num","num 2","num 3","num 4","tablescraper-selected-row 5","tablescraper-selected-row 6","on","on href","intop_btnarea"
"1","리그 오브 레전드","javascript:void(0);","RTS","94.09","47.05","6,292","3,543,153","104","2,053,781","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"2","FIFA 온라인 4","javascript:void(0);","스포츠","94.49","8.74","4,451","657,620","70","575,944","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"3","배틀그라운드","javascript:void(0);","FPS","35.97","6.50","3,937","488,894","101","295,149","카카오/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"4","서든어택","javascript:void(0);","FPS","28.49","5.15","3,579","387,303","75","312,799","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"5","리니지2","javascript:void(0);","RPG","30.07","5.07","589","381,704","766","31,184","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"6","오버워치","javascript:void(0);","FPS","24.69","4.46","3,695","335,575","89","227,162","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"7","메이플스토리","javascript:void(0);","RPG","20.64","3.48","3,576","261,928","108","150,309","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"8","리니지","javascript:void(0);","RPG","14.01","2.37","1,285","177,778","219","48,698","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"9","던전앤파이터","javascript:void(0);","액션","66.66","2.27","2,702","170,363","108","93,879","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"10","스타크래프트 리마스터","javascript:void(0);","RTS","3.64","1.82","3,261","136,871","84","98,676","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"11","로스트아크","javascript:void(0);","RPG","10.07","1.70","2,210","127,800","141","54,775","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"12","발로란트","javascript:void(0);","FPS","3.86","0.70","1,356","52,444","89","36,480","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"13","카트라이더","javascript:void(0);","레이싱","99.20","0.64","2,655","48,035","35","83,604","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"14","사이퍼즈","javascript:void(0);","액션","13.48","0.46","1,043","34,429","123","17,088","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"15","워크래프트3 리포지드","javascript:void(0);","RTS","0.91","0.46","972","33,923","97","21,609","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"16","월드 오브 워크래프트","javascript:void(0);","RPG","2.60","0.44","881","32,909","132","15,134","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"17","블레이드 & 소울","javascript:void(0);","RPG","2.36","0.40","591","29,904","143","12,481","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"18","아키에이지","javascript:void(0);","RPG","2.32","0.39","152","29,346","270","6,886","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"19","아이온","javascript:void(0);","RPG","1.87","0.32","446","23,641","123","11,889","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"20","스타크래프트2","javascript:void(0);","RTS","0.60","0.30","1,047","22,563","88","15,606","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"21","DK온라인","javascript:void(0);","RPG","1.49","0.26","114","18,836","277","4,136","마상소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"22","거상","javascript:void(0);","RPG","1.49","0.25","372","18,797","180","6,579","(주)에이케이인터렉티브","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"23","디아블로3","javascript:void(0);","RPG","1.43","0.24","630","18,070","115","9,549","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"24","스페셜포스","javascript:void(0);","FPS","1.23","0.23","564","16,633","119","8,404","네오위즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"25","검은사막","javascript:void(0);","RPG","1.29","0.22","413","16,285","184","5,472","(주)펄어비스","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"26","R2","javascript:void(0);","RPG","1.15","0.20","99","14,511","102","8,547","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"27","GTA 5","javascript:void(0);","액션","5.64","0.20","639","14,411","70","12,170","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"28","히어로즈 오브 더 스톰","javascript:void(0);","RTS","0.36","0.18","527","13,431","107","7,590","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"29","피망 포커","javascript:void(0);","보드","12.86","0.18","792","13,080","33","24,496","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"30","테일즈런너","javascript:void(0);","스포츠","1.88","0.18","816","13,045","57","14,010","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"31","레인보우식스 시즈","javascript:void(0);","FPS","0.92","0.17","568","12,456","78","9,762","네오위즈/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"32","한게임 로우바둑이","javascript:void(0);","보드","11.85","0.16","602","12,050","30","24,972","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"33","DOTA 2","javascript:void(0);","RTS","0.32","0.16","198","11,995","135","5,487","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"34","Dead by Daylight","javascript:void(0);","액션","4.51","0.16","406","11,513","82","8,775","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"35","크레이지아케이드","javascript:void(0);","아케이드","62.23","0.16","868","11,434","42","16,660","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"36","패스 오브 엑자일","javascript:void(0);","RPG","0.85","0.15","287","10,683","152","4,281","카카오/그라인딩 기어 게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"37","피망 고스톱","javascript:void(0);","보드","10.19","0.14","746","10,364","44","14,332","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"38","슬러거","javascript:void(0);","스포츠","1.43","0.14","246","9,886","108","5,841","네오위즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"39","콜 오브 듀티: 모던 워페어","javascript:void(0);","FPS","0.72","0.13","595","9,786","60","10,104","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"40","Monster Hunter : World","javascript:void(0);","액션","3.61","0.13","307","9,217","124","4,512","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"41","파이널판타지14","javascript:void(0);","RPG","0.62","0.11","218","7,766","174","2,752","액토즈소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"42","뮤 온라인","javascript:void(0);","RPG","0.59","0.10","96","7,485","237","1,997","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"43","APEX LEGENDS","javascript:void(0);","FPS","0.55","0.10","255","7,399","100","4,553","Origin/스팀","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"44","Counter-Strike : Global Offensive","javascript:void(0);","FPS","0.55","0.10","222","7,387","78","5,731","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"45","마비노기 영웅전","javascript:void(0);","RPG","0.57","0.10","256","7,114","127","3,521","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"46","하스스톤","javascript:void(0);","보드","6.84","0.10","416","6,956","61","6,815","블리자드","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"47","엘소드","javascript:void(0);","RPG","0.55","0.10","284","6,950","105","4,091","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"48","카운터-스트라이크 온라인","javascript:void(0);","FPS","0.51","0.10","525","6,857","56","7,387","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"49","뮤 블루","javascript:void(0);","RPG","0.53","0.09","12","6,633","1,022","425","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"50","Destiny: Guardians","javascript:void(0);","FPS","0.49","0.09","193","6,560","135","2,872","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"51","한게임 하이로우","javascript:void(0);","보드","6.19","0.09","393","6,291","28","14,169","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"52","테라","javascript:void(0);","RPG","0.46","0.08","132","5,746","151","2,455","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"53","Escape from Tarkov","javascript:void(0);","FPS","0.41","0.08","114","5,538","79","4,369","배틀스테이트 게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"54","아바","javascript:void(0);","FPS","0.39","0.07","185","5,181","90","3,595","네오위즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"55","월드 오브 탱크","javascript:void(0);","액션","1.90","0.07","159","4,838","145","2,012","워게이밍유한회사","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"56","한게임 바둑","javascript:void(0);","보드","4.68","0.07","274","4,757","73","3,990","한게임","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"57","프리스톤테일","javascript:void(0);","RPG","0.37","0.07","79","4,692","60","4,893","마상소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"58","디아블로2","javascript:void(0);","RPG","0.37","0.07","145","4,661","128","2,352","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"59","바람의나라","javascript:void(0);","RPG","0.36","0.07","140","4,520","94","2,925","넥슨","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"60","엠게임 바둑","javascript:void(0);","보드","4.25","0.06","200","4,319","84","3,156","웹젠","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"61","오디션","javascript:void(0);","아케이드","23.37","0.06","159","4,293","63","4,057","웹젠","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"62","마비노기","javascript:void(0);","RPG","0.34","0.06","241","4,256","62","4,048","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"63","피망 베가스","javascript:void(0);","보드","4.08","0.06","358","4,146","21","12,046","네오위즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"64","프리스타일2","javascript:void(0);","스포츠","0.59","0.06","199","4,105","81","3,131","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"65","천애명월도","javascript:void(0);","RPG","0.32","0.06","97","3,995","101","2,402","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"66","ARK:Survival Evolved","javascript:void(0);","FPS","0.30","0.06","40","3,981","178","1,360","스팀","유료","","",""
