"tablescraper-selected-row","name","name href","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","num","num 2","num 3","num 4","tablescraper-selected-row 5","tablescraper-selected-row 6","on","on href","intop_btnarea"
"1","리그 오브 레전드","javascript:void(0);","RTS","94.52","47.31","9,172","17,344,045","100","10,459,042","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"2","배틀그라운드","javascript:void(0);","FPS","38.03","7.73","8,926","2,831,352","81","2,108,198","카카오/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"3","오버워치","javascript:void(0);","FPS","35.96","7.31","8,947","2,677,100","81","1,994,674","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"4","FIFA 온라인 4","javascript:void(0);","스포츠","92.43","7.22","9,082","2,646,204","54","2,948,187","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"5","메이플스토리","javascript:void(0);","RPG","49.87","7.00","8,951","2,563,393","111","1,375,913","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"6","서든어택","javascript:void(0);","FPS","19.49","3.96","8,865","1,450,858","69","1,263,783","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"7","던전앤파이터","javascript:void(0);","액션","61.98","2.84","8,419","1,039,416","116","535,005","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"8","스타크래프트 리마스터","javascript:void(0);","RTS","3.58","1.79","8,405","656,103","78","507,173","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"9","카트라이더","javascript:void(0);","레이싱","99.59","1.44","8,589","527,148","43","727,989","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"10","로스트아크","javascript:void(0);","RPG","10.13","1.42","6,225","520,228","153","204,899","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"11","리니지","javascript:void(0);","RPG","5.73","0.81","3,896","294,268","168","105,110","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"12","리니지2","javascript:void(0);","RPG","4.77","0.67","2,139","244,796","286","51,745","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"13","패스 오브 엑자일","javascript:void(0);","RPG","4.25","0.60","3,886","218,278","149","88,063","카카오/그라인딩 기어 게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"14","사이퍼즈","javascript:void(0);","액션","11.21","0.52","4,564","187,858","119","94,618","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"15","Monster Hunter : World","javascript:void(0);","액션","11.01","0.51","3,363","184,553","126","87,788","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"16","월드 오브 워크래프트","javascript:void(0);","RPG","3.30","0.47","3,898","169,471","123","83,006","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"17","검은사막","javascript:void(0);","RPG","2.78","0.39","3,078","142,712","153","56,087","(주)펄어비스","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"18","블레이드 & 소울","javascript:void(0);","RPG","2.76","0.39","3,046","141,579","130","64,498","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"19","GTA 5","javascript:void(0);","액션","7.80","0.36","3,369","130,751","83","95,070","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"20","레인보우식스 시즈","javascript:void(0);","FPS","1.69","0.35","4,019","125,151","73","103,663","네오위즈/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"21","디아블로3","javascript:void(0);","RPG","2.36","0.34","3,632","121,112","113","64,295","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"22","테일즈런너","javascript:void(0);","스포츠","4.00","0.32","4,886","114,404","49","142,322","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"23","스타크래프트2","javascript:void(0);","RTS","0.59","0.30","4,474","108,142","78","84,093","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"24","워크래프트3 리포지드","javascript:void(0);","RTS","0.53","0.27","3,028","95,545","75","76,650","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"25","크레이지아케이드","javascript:void(0);","아케이드","71.55","0.25","4,755","89,582","38","142,060","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"26","파이널판타지14","javascript:void(0);","RPG","1.68","0.24","2,314","86,055","145","35,603","액토즈소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"27","아이온","javascript:void(0);","RPG","1.67","0.24","1,916","85,712","135","38,141","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"28","히어로즈 오브 더 스톰","javascript:void(0);","RTS","0.42","0.21","2,881","76,017","97","47,212","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"29","콜 오브 듀티: 모던 워페어","javascript:void(0);","FPS","0.98","0.20","2,891","72,947","49","90,460","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"30","스페셜포스","javascript:void(0);","FPS","0.78","0.16","2,136","58,008","108","32,212","네오위즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"31","한게임 로우바둑이","javascript:void(0);","보드","11.10","0.14","2,523","50,229","27","113,278","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"32","엘소드","javascript:void(0);","RPG","0.97","0.14","2,232","49,627","85","35,040","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"33","DOTA 2","javascript:void(0);","RTS","0.27","0.14","990","49,449","128","23,632","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"34","Destiny: Guardians","javascript:void(0);","FPS","0.62","0.13","1,470","45,948","119","23,488","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"35","아키에이지","javascript:void(0);","RPG","0.87","0.13","1,103","44,468","63","42,285","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"36","마비노기 영웅전","javascript:void(0);","RPG","0.83","0.12","1,678","42,331","103","24,561","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"37","하스스톤","javascript:void(0);","보드","8.75","0.11","2,810","39,620","57","42,146","블리자드","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"38","거상","javascript:void(0);","RPG","0.76","0.11","1,476","38,775","99","23,573","(주)에이케이인터렉티브","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"39","한게임 신맞고","javascript:void(0);","보드","8.12","0.11","2,431","36,734","40","55,416","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"40","카운터-스트라이크 온라인","javascript:void(0);","FPS","0.49","0.10","2,771","36,415","53","41,671","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"41","소울워커","javascript:void(0);","RPG","0.70","0.10","1,422","35,976","108","19,924","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"42","Counter-Strike : Global Offensive","javascript:void(0);","FPS","0.45","0.10","1,226","33,273","74","27,030","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"43","피망 고스톱","javascript:void(0);","보드","7.06","0.09","2,561","31,954","44","43,674","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"44","피망 포커","javascript:void(0);","보드","7.04","0.09","2,261","31,854","33","57,967","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
