"tablescraper-selected-row","name","name href","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","num","num 2","num 3","num 4","tablescraper-selected-row 5","tablescraper-selected-row 6","on","on href","intop_btnarea"
"1","리그 오브 레전드","javascript:void(0);","RTS","93.37","49.14","9,297","12,989,233","94","8,352,957","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"2","배틀그라운드","javascript:void(0);","FPS","46.43","10.28","9,045","2,717,181","72","2,266,343","카카오/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"3","오버워치","javascript:void(0);","FPS","32.50","7.20","9,016","1,901,684","71","1,612,467","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"4","FIFA 온라인 4","javascript:void(0);","스포츠","91.66","7.03","9,169","1,857,658","53","2,122,638","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"5","서든어택","javascript:void(0);","FPS","13.44","2.98","8,664","786,569","68","696,346","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"6","메이플스토리","javascript:void(0);","RPG","25.02","2.87","8,475","757,021","93","485,605","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"7","월드 오브 워크래프트","javascript:void(0);","RPG","20.61","2.36","6,865","623,518","139","269,300","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"8","스타크래프트 리마스터","javascript:void(0);","RTS","4.37","2.30","8,495","607,769","75","487,644","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"9","던전앤파이터","javascript:void(0);","액션","50.46","1.49","6,952","393,504","105","217,611","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"10","로스트아크","javascript:void(0);","RPG","11.66","1.34","5,543","352,690","148","143,173","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"11","카트라이더","javascript:void(0);","레이싱","99.29","1.19","8,389","312,785","36","532,154","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"12","패스 오브 엑자일","javascript:void(0);","RPG","7.82","0.90","4,400","236,377","145","98,203","카카오/그라인딩 기어 게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"13","리니지","javascript:void(0);","RPG","6.96","0.80","3,923","210,439","134","94,628","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"14","사이퍼즈","javascript:void(0);","액션","21.17","0.63","4,481","165,053","113","87,543","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"15","레인보우식스 시즈","javascript:void(0);","FPS","2.00","0.45","4,077","116,778","66","106,979","네오위즈/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"16","리니지2","javascript:void(0);","RPG","3.71","0.43","2,194","112,160","156","43,283","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"17","스타크래프트2","javascript:void(0);","RTS","0.67","0.36","4,257","93,067","76","73,375","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"18","디아블로3","javascript:void(0);","RPG","3.07","0.36","3,404","92,711","92","68,003","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"19","워크래프트3 리포지드","javascript:void(0);","RTS","0.55","0.29","2,810","75,906","70","65,904","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"20","GTA 5","javascript:void(0);","액션","9.46","0.28","2,542","73,775","74","59,904","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"21","히어로즈 오브 더 스톰","javascript:void(0);","RTS","0.53","0.28","2,967","72,493","94","46,464","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"22","검은사막","javascript:void(0);","RPG","2.37","0.28","2,416","71,463","119","35,966","(주)펄어비스","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"23","Destiny: Guardians","javascript:void(0);","FPS","1.22","0.27","1,784","71,087","130","32,835","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"24","블레이드 & 소울","javascript:void(0);","RPG","2.26","0.26","2,328","68,151","94","43,147","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"25","아이온","javascript:void(0);","RPG","2.20","0.26","1,948","66,561","108","37,100","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"26","테일즈런너","javascript:void(0);","스포츠","2.96","0.23","3,738","59,926","43","84,515","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"27","크레이지아케이드","javascript:void(0);","아케이드","62.88","0.23","4,071","58,710","35","101,455","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"28","Monster Hunter : World","javascript:void(0);","액션","7.20","0.22","1,946","56,133","104","32,016","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"29","DOTA 2","javascript:void(0);","RTS","0.41","0.22","1,097","55,845","121","27,561","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"30","스페셜포스","javascript:void(0);","FPS","0.90","0.20","2,016","52,582","91","34,845","네오위즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"31","APEX LEGENDS","javascript:void(0);","FPS","0.85","0.19","2,074","49,726","67","44,791","Origin/스팀","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"32","한게임 로우바둑이","javascript:void(0);","보드","12.82","0.18","2,541","47,291","26","109,201","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"33","거상","javascript:void(0);","RPG","1.38","0.16","1,703","41,550","86","29,172","(주)에이케이인터렉티브","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"34","마구마구","javascript:void(0);","스포츠","1.93","0.15","2,972","38,964","23","102,078","넷마블","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"35","카운터-스트라이크 온라인","javascript:void(0);","FPS","0.65","0.15","2,932","38,032","51","45,265","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"36","한게임 신맞고","javascript:void(0);","보드","8.09","0.12","2,281","29,857","38","47,792","한게임","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"37","마비노기 영웅전","javascript:void(0);","RPG","0.95","0.11","1,199","28,668","108","15,977","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"38","피망 고스톱","javascript:void(0);","보드","7.76","0.11","2,507","28,607","42","41,736","네오위즈","무료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"39","Counter-Strike : Global Offensive","javascript:void(0);","FPS","0.48","0.11","1,159","27,846","70","24,008","스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"40","마비노기","javascript:void(0);","RPG","0.90","0.11","1,460","27,142","80","20,252","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
