"tablescraper-selected-row","name","name href","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","num","num 2","num 3","num 4","tablescraper-selected-row 5","tablescraper-selected-row 6","on","on href","intop_btnarea"
"1","리그 오브 레전드","javascript:void(0);","RTS","93.28","46.83","9,199","12,445,247","94","7,978,997","라이엇게임즈","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"2","FIFA 온라인 4","javascript:void(0);","스포츠","93.58","9.69","9,124","2,573,961","58","2,637,159","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"3","배틀그라운드","javascript:void(0);","FPS","42.50","9.39","8,916","2,493,691","76","1,991,078","카카오/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"4","오버워치","javascript:void(0);","FPS","32.97","7.28","8,930","1,934,439","74","1,581,089","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"5","서든어택","javascript:void(0);","FPS","15.98","3.53","8,699","937,311","69","820,395","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"6","메이플스토리","javascript:void(0);","RPG","25.08","2.67","8,384","708,186","83","511,902","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"7","스타크래프트 리마스터","javascript:void(0);","RTS","4.36","2.19","8,403","580,744","73","481,741","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"8","월드 오브 워크래프트","javascript:void(0);","RPG","18.31","1.95","6,405","516,872","140","222,023","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"9","카트라이더","javascript:void(0);","레이싱","99.55","1.93","8,592","511,595","44","711,615","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"10","로스트아크","javascript:void(0);","RPG","11.93","1.27","5,609","336,696","136","149,078","스마일게이트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"11","던전앤파이터","javascript:void(0);","액션","46.76","1.25","6,599","331,455","105","185,888","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"12","리니지","javascript:void(0);","RPG","9.31","0.99","4,168","262,668","142","111,717","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"13","사이퍼즈","javascript:void(0);","액션","23.47","0.63","4,408","166,343","115","86,666","넥슨","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"14","디아블로3","javascript:void(0);","RPG","4.97","0.53","3,782","140,269","106","76,057","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"15","리니지2","javascript:void(0);","RPG","4.30","0.46","1,980","121,260","180","40,707","엔씨소프트","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"16","콜 오브 듀티: 모던 워페어","javascript:void(0);","FPS","1.78","0.40","3,415","104,437","46","138,482","블리자드","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
"17","레인보우식스 시즈","javascript:void(0);","FPS","1.69","0.38","3,815","98,702","65","92,931","네오위즈/스팀","유료","","",""
"","","","","","","","","","","","","점유율 등락","javascript:void(0);","이용시간 등락"
