rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,1.0,쿠키런: 킹덤,Devsisters Corporation,롤플레잉게임,3.02
2,-1.0,브롤스타즈,Supercell,액션게임,-3.07
3,,ROBLOX,Roblox Corporation,어드벤처게임,0.44
4,,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-0.85
5,,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,-4.51
6,,배틀그라운드,"KRAFTON, Inc.",슈팅게임,-3.73
7,1.0,Pokémon GO,"Niantic, Inc.",어드벤처게임,-1.21
8,-1.0,무한의 계단,NFLY STUDIO,아케이드게임,-7.39
9,1.0,Minecraft,Mojang,액션게임,-1.64
10,2.0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,-5.2
11,0.0,프렌즈샷: 누구나골프,Kakao Games Corp.,,
12,1.0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,-1.59
13,1.0,캔디크러쉬사가,King,캐주얼게임,-2.63
14,-5.0,MARVEL 퓨처 레볼루션,Netmarble,롤플레잉게임,-30.53
15,1.0,꿈의 집 (Homescapes),Playrix,캐주얼게임,-2.76
16,-1.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,스포츠게임,-5.12
17,1.0,클래시 로얄,Supercell,전략게임,-1.42
18,-1.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-3.31
19,,클래시 오브 클랜,Supercell,전략게임,-0.97
20,2.0,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,-3.2
21,-1.0,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-5.3
22,-1.0,오딘: 발할라 라이징,Kakao Games Corp.,롤플레잉게임,-5.3
23,,좀비고등학교,AWESOMEPIECE,아케이드게임,-1.27
24,2.0,애니팡2,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.39
25,,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,-3.24
26,-2.0,Rummikub,Kinkajoo,보드게임,-4.84
27,,애니팡4,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-3.82
28,,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,1.03
29,,애니팡3,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-2.58
30,10.0,원신-1주년,miHoYo Limited,어드벤처게임,30.6
31,-1.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,0.21
32,1.0,냥코 대전쟁,PONOS Corporation,캐주얼게임,1.33
33,-2.0,LoL+,"Riot Games, Inc",게임커뮤니티,-1.65
34,,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,-1.48
35,,애니팡 맞고,PLAYLINKS Corp.,카지노게임,-0.47
36,,피파모바일,NEXON Company,스포츠게임,-5.52
37,,워드퍼즐 - 단어 게임! 재미있는 단어 퍼즐,Kerun Games,퍼즐/퀴즈게임,-5.54
38,3.0,애니팡 사천성,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-2.41
39,-28.0,블레이드&소울2,NCSOFT,롤플레잉게임,-58.09
40,-1.0,U+프로야구(모든 통신사 이용가능),LG유플러스(LG Uplus Corporation),야구,-5.84
41,-3.0,Among Us,Innersloth LLC,액션게임,-8.37
42,1.0,캔디크러쉬소다,King,캐주얼게임,-3.01
43,1.0,컴투스프로야구2021,Com2uS,스포츠게임,-3.79
44,1.0,한게임 포커,NHN BIGFOOT,카지노게임,-3.49
45,1.0,모두의마블,Netmarble,보드게임,-4.87
46,1.0,프렌즈타운,Kakao Games Corp.,퍼즐/퀴즈게임,3.83
47,-15.0,코노스바 모바일 - 판타스틱 데이즈,NEXON Company,,-33.33
48,2.0,Project Makeover,"Magic Tavern, Inc.",캐주얼게임,1.37
49,-1.0,가디언 테일즈,Kakao Games Corp.,롤플레잉게임,-1.88
50,2.0,리니지M,NCSOFT,롤플레잉게임,4.05
51,-2.0,피쉬돔 (Fishdom),Playrix,퍼즐/퀴즈게임,-3.6
52,-1.0,장기,게임 스튜디오 모노몹,보드게임,-1.28
53,,위 베어 베어스 더 퍼즐,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-2.82
54,,맞고의 신 : 카카오 공식 무료 고스톱,"Wemade Max Co., Ltd.",카지노게임,-3.08
55,94.0,고양이를 만나,BadMouse,,145.78
56,-1.0,제2의 나라: CROSS WORLDS,Netmarble,롤플레잉게임,0.64
57,,스도쿠 - 무료 두뇌훈련 스도쿠 퍼즐,Easybrain,보드게임,-0.9
58,,마피아42,TEAM42,전략게임,-0.51
59,-3.0,메이플스토리M,NEXON Company,롤플레잉게임,-5.35
60,-1.0,로드 오브 히어로즈,CloverGames,롤플레잉게임,-3.66
61,3.0,하스스톤,"Blizzard Entertainment, Inc.",카드게임,3.52
62,-2.0,Rider,Ketchapp,아케이드게임,-2.3
63,10.0,라스트오리진,SmartJoy,,4.41
64,-1.0,궁수의 전설,Habby,액션게임,-2.36
65,1.0,애니팡,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-1.12
66,-1.0,Toon Blast,Peak,퍼즐/퀴즈게임,-1.69
67,,행복의 저택,"Magic Tavern, Inc.",퍼즐/퀴즈게임,-4.67
68,-6.0,1945 공군: 슈팅 비행기게임 - 고전게임,ONESOFT,아케이드게임,-7.89
69,16.0,에픽세븐,Smilegate Megaport,롤플레잉게임,15.17
70,-2.0,피망 섯다,NEOWIZ corp,카지노게임,-5.54
71,,Case Hunter – 진실은 언제나 하나!,Focus apps,퍼즐/퀴즈게임,-4.55
72,2.0,꿈의 마을 (Township),Playrix,캐주얼게임,-1.37
73,-1.0,한게임 섯다&맞고,NHN BIGFOOT,카지노게임,-5.56
74,1.0,Toy Blast - 토이 블라스트,Peak,퍼즐/퀴즈게임,-3.27
75,-14.0,슬레이어 키우기,GEAR2,시뮬레이션게임,-15.09
76,-7.0,백야극광,PROXIMA BETA,롤플레잉게임,-14.01
77,1.0,고스트헌터 - 퇴마사키우기,DAERISOFT,어드벤처게임,-3.57
78,5.0,골팡 골프 부킹. 조인. 국내.해외 골프투어 필수어플,(주)골팡,골프,0.07
79,-9.0,뱅드림! 걸즈 밴드 파티!,Kakao Games Corp.,리듬/타일게임,-14.9
80,6.0,히어로즈 테일즈,37 Mobile Games,롤플레잉게임,3.25
81,3.0,고스톱 PLUS (무료 맞고 게임),BUZZPOWDER,카지노게임,0.36
82,-6.0,명일방주,Yostar Limited.,전략게임,-9.18
83,-1.0,Soul Knight,ChillyRoom,액션게임,-4.23
84,-3.0,콜 오브 듀티: 모바일,PROXIMA BETA,액션게임,-4.99
85,-5.0,세븐나이츠2,Netmarble,롤플레잉게임,-6.65
86,-7.0,"단어호감 - 워드 게임, 재미있는 퍼즐 게임",Kerun Games,퍼즐/퀴즈게임,-7.67
87,5.0,물 퍼즐 정렬 - 색상 정렬 게임,Sonatgame,퍼즐/퀴즈게임,4.85
88,-1.0,타임 프린세스,IGG.COM,롤플레잉게임,-3.56
89,11.0,"XGOLF 엑스골프 - 골프부킹, 1인예약, 1박2일, 해외골프","GreenWorks Co.,Ltd.",골프,8.59
90,-2.0,드래곤 플라이트,LINE Games,아케이드게임,-2.9
91,5.0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,롤플레잉게임,5.1
92,-1.0,eFootball PES 2021,KONAMI,스포츠게임,-1.44
93,2.0,레알팜 : 진짜 농산물 주는 게임,NEOGAMES,시뮬레이션게임,-0.44
94,3.0,Royal Match,"Dream Games, Ltd.",퍼즐/퀴즈게임,2.43
95,-1.0,상하이 애니팡,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-1.41
96,-3.0,스누피 틀린그림찾기,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-2.98
97,1.0,앙상블스타즈!!,HappyElements,시뮬레이션게임,1.16
98,5.0,토킹톰 골드런,Outfit7 Limited,액션게임,-1.04
99,2.0,프렌즈사천성,Kakao Games Corp.,퍼즐/퀴즈게임,-2.24
100,2.0,달려라 티라노,PathBreaker,캐주얼게임,-2.06
101,7.0,세븐나이츠,Netmarble,롤플레잉게임,0.35
102,-13.0,고스트워 : 캐주얼 배틀 아레나,RHAON,전략게임,-11.57
103,9.0,프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉게임,4.68
104,-5.0,페이트/그랜드 오더,Netmarble,롤플레잉게임,-4.94
105,1.0,바람의나라: 연,NEXON Company,롤플레잉게임,-4.14
106,5.0,피망 뉴맞고: 카카오맞고 1등 고스톱,NEOWIZ corp,카지노게임,2.62
107,-3.0,동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션게임,-5.03
108,-1.0,숨겨진 유산,Playrix,어드벤처게임,-4.34
109,0.0,나의 히어로 아카데미아: 최강 히어로,Bluetaku Pte. Ltd.,,
110,,고스톱 프리: 무료 맞고 혼자 치는 화투게임,NEOWIZ corp,카지노게임,-1.49
111,-2.0,아이러브커피,NEXTURE Corporation,캐주얼게임,-2.95
112,-7.0,머지 스네이크(Merge Snake!),"Wuhan Weipai Network Technology Co., Ltd.",캐주얼게임,-9.29
113,,AFK 아레나,LilithGames,롤플레잉게임,-3.76
114,6.0,스와이프 벽돌깨기 - no.1 벽돌깨기 게임,Nine Games,아케이드게임,1.84
115,1.0,Zepp,Huami Inc.,운동/피트니스,-1.15
116,6.0,Nonogram.com(피크로스) - 픽처 크로스 퍼즐 게임,Easybrain,퍼즐/퀴즈게임,0.75
117,-2.0,블록 퍼즐 보석,hua weiwei,퍼즐/퀴즈게임,-2.37
118,1.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,롤플레잉게임,-1.85
119,-1.0,Identity V -제5인격,NetEase Games,롤플레잉게임,-2.71
120,5.0,검은사막 모바일,PEARL ABYSS,롤플레잉게임,2.43
121,,3D운전교실,John 3:16,시뮬레이션게임,-2.55
122,1.0,쿠키런 for Kakao,Devsisters Corporation,어드벤처게임,-1.6
123,-6.0,매직 타일 3,AMANOTES PTE LTD,리듬/타일게임,-6.45
124,-10.0,붕괴3rd,miHoYo Limited,액션게임,-12.0
125,-1.0,에브리타운,FLERO Games,시뮬레이션게임,-2.91
126,11.0,기적의 검,4399 KOREA,롤플레잉게임,6.51
127,2.0,애니팡 포커,PLAYLINKS Corp.,카지노게임,-2.26
128,3.0,KBO STATS,"Sports2i Co., Ltd.",야구,-1.38
129,1.0,모바일 레전드: Bang Bang,Moonton,슈팅게임,-3.15
130,9.0,스도쿠 - 무료 클래식 스도쿠 퍼즐,Beetles Games Studio,퍼즐/퀴즈게임,1.26
131,11.0,패밀리팜 어드벤처,Century Games Pte. Ltd.,시뮬레이션게임,2.94
132,1.0,1010!,Zynga,퍼즐/퀴즈게임,-2.61
133,0.0,드래곤빌리지 NEW,highbrow,,
134,-8.0,마구마구 2021,Netmarble,스포츠게임,-8.66
135,-1.0,라이즈 오브 킹덤즈,LilithGames,전략게임,-2.19
136,-8.0,SortPuz: 물의 색깔 정렬 퍼즐 게임,JoyPuz,퍼즐/퀴즈게임,-8.26
137,-2.0,Fidget Toys Trading: 팝잇 말랑이 거래 게임,Freeplay Inc,퍼즐/퀴즈게임,-3.14
138,-61.0,짐승친구들M,BigPictureTeam,롤플레잉게임,-42.7
139,-1.0,지오메트리 대시 라이트 (Geometry Dash L),RobTop Games,아케이드게임,-3.09
140,-4.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,,-4.85
141,-9.0,"Brain Out – 넌센스 마스터, 두뇌 트레이닝",Focus apps,퍼즐/퀴즈게임,-9.14
