rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,25.7
2,,브롤스타즈,Supercell,액션게임,-3.42
3,,배틀그라운드,"KRAFTON, Inc.",슈팅게임,-8.32
4,1.0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-1.57
5,-1.0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,-8.0
6,,ROBLOX,Roblox Corporation,어드벤처게임,-1.43
7,,Minecraft,Mojang,액션게임,-3.88
8,1.0,Pokémon GO,"Niantic, Inc.",어드벤처게임,0.5
9,-1.0,클래시 로얄,Supercell,전략게임,-5.82
10,,좀비고등학교,AWESOMEPIECE,아케이드게임,-7.04
11,,클래시 오브 클랜,Supercell,전략게임,-3.38
12,,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-2.28
13,1.0,애니팡3,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-1.67
14,1.0,꿈의 집 (Homescapes),Playrix,캐주얼게임,-1.9
15,3.0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,-0.88
16,1.0,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,-1.64
17,-4.0,AFK 아레나,LilithGames,롤플레잉게임,-9.61
18,2.0,캔디크러쉬사가,King,캐주얼게임,-2.28
19,,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,-4.53
20,-4.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-8.03
21,,애니팡2,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-1.2
22,,LoL+,"Riot Games, Inc",게임커뮤니티,-3.34
23,,무한의 계단,NFLY STUDIO,아케이드게임,-4.67
24,,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,-0.82
25,,고스트헌터 - 퇴마사키우기,DAERISOFT,어드벤처게임,-0.45
26,,궁수의 전설,Habby,액션게임,-5.46
27,3.0,프렌즈타운,Kakao Games Corp.,퍼즐/퀴즈게임,6.6
28,,애니팡 사천성,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.78
29,,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,-0.29
30,1.0,애니팡 맞고,PLAYLINKS Corp.,카지노게임,-0.86
31,1.0,Rummikub,Kinkajoo,보드게임,-6.13
32,1.0,캔디크러쉬소다,King,캐주얼게임,-2.07
33,1.0,모두의마블,Netmarble,보드게임,1.01
