rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,1.0,브롤스타즈,Supercell,액션게임,1.09
2,-1.0,쿠키런: 킹덤,Devsisters Corporation,롤플레잉게임,-0.82
3,,ROBLOX,Roblox Corporation,어드벤처게임,7.76
4,,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-0.92
5,,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,-0.53
6,,Pokémon GO,"Niantic, Inc.",어드벤처게임,4.35
7,,배틀그라운드,"KRAFTON, Inc.",슈팅게임,4.79
8,,무한의 계단,NFLY STUDIO,아케이드게임,2.85
9,2.0,Minecraft,Mojang,액션게임,6.81
10,,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,-2.54
11,1.0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,0.8
12,1.0,캔디크러쉬사가,King,캐주얼게임,0.75
13,2.0,클래시 로얄,Supercell,전략게임,3.18
14,-5.0,Pokémon UNITE,The Pokemon Company,,-10.65
15,-1.0,꿈의 집 (Homescapes),Playrix,캐주얼게임,0.34
16,1.0,클래시 오브 클랜,Supercell,전략게임,0.44
17,-1.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-0.9
18,,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,스포츠게임,4.86
19,13.0,라이엇 모바일,"Riot Games, Inc",게임커뮤니티,37.29
20,-1.0,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,-0.72
21,-1.0,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-1.04
22,-1.0,애니팡2,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.78
23,-1.0,Rummikub,Kinkajoo,보드게임,-1.16
24,-1.0,좀비고등학교,AWESOMEPIECE,아케이드게임,-4.46
25,,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,1.6
26,-2.0,애니팡4,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-1.06
27,-1.0,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,-0.94
28,-1.0,애니팡3,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-1.56
29,,오딘: 발할라 라이징,Kakao Games Corp.,롤플레잉게임,4.33
30,-2.0,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,-2.9
31,-1.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,0.18
32,-1.0,원신-1주년,miHoYo Limited,어드벤처게임,-1.68
33,1.0,애니팡 맞고,PLAYLINKS Corp.,카지노게임,-0.88
34,1.0,냥코 대전쟁,PONOS Corporation,캐주얼게임,1.42
35,2.0,워드퍼즐 - 단어 게임! 재미있는 단어 퍼즐,Kerun Games,퍼즐/퀴즈게임,0.49
36,0.0,아르미스,Netease Games Global,,
37,-4.0,프렌즈샷: 누구나골프,Kakao Games Corp.,스포츠게임,-13.28
38,,피파모바일,NEXON Company,스포츠게임,0.19
39,,애니팡 사천성,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.98
40,,U+프로야구(모든 통신사 이용가능),LG유플러스(LG Uplus Corporation),야구,-1.1
41,,캔디크러쉬소다,King,캐주얼게임,-1.29
42,1.0,한게임 포커,NHN BIGFOOT,카지노게임,0.08
43,2.0,Among Us,Innersloth LLC,액션게임,4.4
44,-8.0,미니어스: 작지만 놀라운 모험,BILIBILI,롤플레잉게임,-20.98
45,-1.0,컴투스프로야구2021,Com2uS,스포츠게임,-0.86
46,-4.0,모두의마블,Netmarble,보드게임,-11.71
47,-1.0,프렌즈타운,Kakao Games Corp.,퍼즐/퀴즈게임,-3.32
48,-1.0,장기,게임 스튜디오 모노몹,보드게임,-0.31
49,-1.0,피쉬돔 (Fishdom),Playrix,퍼즐/퀴즈게임,0.01
50,6.0,고스트워 : 캐주얼 배틀 아레나,RHAON,전략게임,6.42
51,1.0,스도쿠 - 두뇌 훈련용 퍼즐 게임,Easybrain,보드게임,1.38
52,-2.0,Project Makeover,"Magic Tavern, Inc.",캐주얼게임,-3.25
53,-2.0,맞고의 신 : 카카오 공식 무료 고스톱,"Wemade Max Co., Ltd.",카지노게임,-1.95
54,-5.0,가디언 테일즈,Kakao Games Corp.,롤플레잉게임,-5.3
55,-2.0,위 베어 베어스 더 퍼즐,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.92
56,-2.0,리니지M,NCSOFT,롤플레잉게임,-5.04
57,6.0,고스트헌터 - 퇴마사키우기,DAERISOFT,어드벤처게임,7.37
58,-1.0,메이플스토리M,NEXON Company,롤플레잉게임,-1.5
59,,Rider,Ketchapp,아케이드게임,0.65
60,-2.0,로드 오브 히어로즈,CloverGames,롤플레잉게임,-2.03
61,-1.0,마피아42,TEAM42,전략게임,0.39
62,,골팡 골프 부킹. 조인. 국내.해외 골프투어 필수어플,(주)골팡,골프,1.05
63,3.0,라스트오리진,SmartJoy,,-0.04
64,,하스스톤,"Blizzard Entertainment, Inc.",카드게임,-2.87
65,,애니팡,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-1.36
66,2.0,Toon Blast,Peak,퍼즐/퀴즈게임,-0.31
67,-12.0,월드 플리퍼,Kakao Games Corp.,액션게임,-17.85
68,-1.0,한게임 섯다&맞고,NHN BIGFOOT,카지노게임,-4.31
69,,행복의 저택,"Magic Tavern, Inc.",퍼즐/퀴즈게임,-1.77
70,,꿈의 마을 (Township),Playrix,캐주얼게임,0.38
71,-10.0,프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉게임,-11.31
72,7.0,Royal Match,"Dream Games, Ltd.",퍼즐/퀴즈게임,8.58
73,1.0,"XGOLF 엑스골프 - 골프부킹, 1인예약, 1박2일, 해외골프","GreenWorks Co.,Ltd.",골프,4.74
74,-3.0,앙상블스타즈!!,HappyElements,시뮬레이션게임,0.58
