rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,쿠키런: 킹덤,Devsisters Corporation,롤플레잉게임,-0.07
2,,브롤스타즈,Supercell,액션게임,-2.06
3,,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,-3.65
4,,ROBLOX,Roblox Corporation,어드벤처게임,-1.22
5,1.0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-1.0
6,-1.0,배틀그라운드,"KRAFTON, Inc.",슈팅게임,-1.62
7,,Pokémon GO,"Niantic, Inc.",어드벤처게임,-0.05
8,1.0,무한의 계단,NFLY STUDIO,아케이드게임,2.39
9,1.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-1.54
10,-2.0,Among Us,Innersloth LLC,액션게임,-7.38
11,,Minecraft,Mojang,액션게임,-5.52
12,1.0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,-0.63
13,-1.0,꿈의 집 (Homescapes),Playrix,캐주얼게임,-1.48
14,,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,-0.16
15,2.0,클래시 로얄,Supercell,전략게임,1.78
16,,캔디크러쉬사가,King,캐주얼게임,0.82
17,-2.0,좀비고등학교,AWESOMEPIECE,아케이드게임,-4.96
18,,클래시 오브 클랜,Supercell,전략게임,0.06
19,,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,-0.19
20,,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-0.29
21,,애니팡2,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.41
22,,애니팡4,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.68
23,,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,-1.1
24,3.0,LoL+,"Riot Games, Inc",게임커뮤니티,10.03
25,-1.0,애니팡3,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.57
26,-1.0,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,-0.2
27,1.0,Rummikub,Kinkajoo,보드게임,1.76
28,-2.0,그랑사가,NPIXEL,롤플레잉게임,-8.63
29,,애니팡 맞고,PLAYLINKS Corp.,카지노게임,-0.57
30,,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,-0.36
31,1.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,0.73
32,3.0,워드퍼즐 - 단어 게임! 재미있는 무료 단어 퍼즐,Kerun Games,퍼즐/퀴즈게임,5.48
33,1.0,애니팡 사천성,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.08
34,-3.0,세븐나이츠2,Netmarble,롤플레잉게임,-9.11
35,1.0,캔디크러쉬소다,King,캐주얼게임,0.04
36,-3.0,메이플스토리M,NEXON Company,롤플레잉게임,-16.27
37,,한게임 포커,NHN BIGFOOT,카지노게임,1.45
38,,고스트헌터 - 퇴마사키우기,DAERISOFT,어드벤처게임,2.11
39,,리니지M,NCSOFT,롤플레잉게임,5.41
40,1.0,원신,miHoYo Limited,어드벤처게임,6.16
41,1.0,가디언 테일즈,Kakao Games Corp.,롤플레잉게임,2.34
42,-2.0,모두의마블,Netmarble,보드게임,-10.36
43,,프렌즈타운,Kakao Games Corp.,퍼즐/퀴즈게임,-4.71
44,1.0,맞고의 신 : 카카오 공식 무료 고스톱,"Wemade Max Co., Ltd.",카지노게임,-0.74
45,2.0,장기,게임 스튜디오 모노몹,보드게임,0.67
46,,위 베어 베어스 더 퍼즐,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.68
47,-3.0,Project Makeover,"Magic Tavern, Inc.",캐주얼게임,-6.76
48,,궁수의 전설,Habby,액션게임,-3.06
49,0.0,앨리스클로젯,Kakao Games Corp.,시뮬레이션게임,
50,,머지 스네이크(Merge Snake!),"Wuhan Weipai Network Technology Co., Ltd.",캐주얼게임,-2.8
51,,애니팡,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.89
52,,냥코 대전쟁,PONOS Corporation,캐주얼게임,-0.86
53,,스도쿠 - 무료 두뇌훈련 스도쿠 퍼즐,Easybrain,보드게임,-0.51
54,2.0,피쉬돔 (Fishdom),Playrix,퍼즐/퀴즈게임,2.12
55,-6.0,로드 오브 히어로즈,CloverGames,롤플레잉게임,-10.95
56,-1.0,토킹톰 골드런,Outfit7 Limited,액션게임,-1.03
57,,Rider,Ketchapp,아케이드게임,0.02
58,-4.0,고스트워 : 캐주얼 배틀 아레나,RHAON,전략게임,-2.87
59,-1.0,피망 섯다,NEOWIZ corp,카지노게임,-0.04
60,-1.0,Toy Blast - 토이 블라스트,Peak,퍼즐/퀴즈게임,-1.48
61,1.0,콜 오브 듀티: 모바일,PROXIMA BETA,액션게임,-0.12
62,2.0,고스톱 PLUS (무료 맞고 게임),BUZZPOWDER,카지노게임,-0.18
63,2.0,Toon Blast,Peak,퍼즐/퀴즈게임,-0.86
64,2.0,한게임 섯다,NHN BIGFOOT,카지노게임,-0.39
65,-2.0,하스스톤,"Blizzard Entertainment, Inc.",카드게임,-2.28
66,-6.0,AFK 아레나,LilithGames,롤플레잉게임,-6.17
67,-6.0,쿠키런 for Kakao,Devsisters Corporation,어드벤처게임,-6.27
68,4.0,검은사막 모바일,PEARL ABYSS,롤플레잉게임,2.67
69,9.0,프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉게임,8.93
70,-1.0,드래곤 플라이트,LINE Games,아케이드게임,-1.31
71,-3.0,꿈의 마을 (Township),Playrix,캐주얼게임,-1.69
72,-5.0,마피아42,TEAM42,전략게임,-6.16
73,-2.0,"Happy Color – 컬러링북, 숫자 색칠 게임",X-Flow,유아교육,-1.07
74,1.0,단어호감 - 무료 워드 게임! 재미있는 퍼즐 게임,Kerun Games,퍼즐/퀴즈게임,-2.15
75,-1.0,라스트오리진,SmartJoy,,-2.34
76,-3.0,Blob Runner 3D,Zynga,액션게임,-4.15
77,-7.0,뱅드림! 걸즈 밴드 파티!,Kakao Games Corp.,리듬/타일게임,-7.05
78,-1.0,상하이 애니팡,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.25
79,21.0,삼국지 전략판,Qookka Games,전략게임,25.08
80,2.0,Soul Knight,ChillyRoom,액션게임,0.79
81,-1.0,블록 퍼즐 보석,hua weiwei,퍼즐/퀴즈게임,-0.3
82,-3.0,기적의 검,4399 KOREA,롤플레잉게임,-2.9
83,,스누피 틀린그림찾기,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.2
84,-8.0,3D운전교실,John 3:16,시뮬레이션게임,-8.1
85,,슈퍼펭귄 (Super Penguins),Supersolid,액션게임,0.49
86,5.0,일곱 개의 대죄: GRAND CROSS,Netmarble,롤플레잉게임,3.51
87,,프렌즈사천성,Kakao Games Corp.,퍼즐/퀴즈게임,-0.43
88,1.0,피망 뉴맞고: 카카오맞고 1등 고스톱,NEOWIZ corp,카지노게임,-1.26
89,-5.0,사신키우기 온라인 : 시즌2 무한의성장,DAERISOFT,시뮬레이션게임,-6.62
90,-4.0,바람의나라: 연,NEXON Company,롤플레잉게임,-4.39
91,-1.0,명일방주,Yostar Limited.,전략게임,-2.78
92,1.0,리니지2M,NCSOFT,롤플레잉게임,-1.18
93,3.0,조이느 클래시 3D,Supersonic Studios LTD,아케이드게임,-0.24
94,-13.0,카운터사이드,NEXON Company,롤플레잉게임,-14.1
95,-1.0,아이러브커피,PATIGames Corp.,캐주얼게임,-1.96
96,-4.0,라이즈 오브 킹덤즈,LilithGames,전략게임,-2.54
97,-2.0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,전략게임,-2.21
98,10.0,Stacky Dash,Supersonic Studios LTD,액션게임,7.85
99,-2.0,블록스케이프 - Blockscapes,PeopleFun,퍼즐/퀴즈게임,-3.12
100,-12.0,"Brain Out – 넌센스 마스터, 두뇌 트레이닝",Focus apps,퍼즐/퀴즈게임,-8.2
101,-3.0,제5인격,X.D. Global,어드벤처게임,-3.52
102,4.0,페이트/그랜드 오더,Netmarble,롤플레잉게임,4.59
103,8.0,워더 선별 퍼즐은,IEC Global Pty Ltd,퍼즐/퀴즈게임,6.1
104,-5.0,매직 타일 3,AMANOTES PTE LTD,리듬/타일게임,-2.9
105,-2.0,1945 공군: 슈팅 비행기게임 - 무료게임,ONESOFT,아케이드게임,-0.12
106,7.0,지오메트리 대시 라이트 (Geometry Dash L),RobTop Games,아케이드게임,5.26
107,-6.0,행복의 저택,"Magic Tavern, Inc.",퍼즐/퀴즈게임,-1.49
108,-6.0,세븐나이츠,Netmarble,롤플레잉게임,-2.27
109,-5.0,Tiles Hop: EDM Rush!,AMANOTES PTE LTD,리듬/타일게임,-1.27
110,2.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,롤플레잉게임,1.89
111,-6.0,레알팜 : 진짜 농산물 주는 게임,NEOGAMES,시뮬레이션게임,-1.58
112,-5.0,의지의 히어로,ZPLAY Games,액션게임,-1.18
113,3.0,스와이프 벽돌깨기 - no.1 벽돌깨기 게임,Nine Games,아케이드게임,4.51
114,,달려라 티라노,PathBreaker,캐주얼게임,0.39
115,,Blockudoku - 블록 퍼즐 게임,Easybrain,퍼즐/퀴즈게임,-0.64
116,4.0,1010!,Gram Games Limited,퍼즐/퀴즈게임,1.69
117,8.0,로데오 스템피드: 스카이 동물원 사파리,Yodo1 Games,캐주얼게임,6.87
118,,모바일 레전드: Bang Bang,Moonton,슈팅게임,-1.18
119,3.0,바운스볼,RAON GAMES,퍼즐/퀴즈게임,1.52
120,12.0,에브리타운,FLERO Games,시뮬레이션게임,13.04
121,,고스톱 프리: 무료 맞고 혼자 치는 화투게임,NEOWIZ corp,카지노게임,0.58
122,-13.0,에픽세븐,Smilegate Megaport,롤플레잉게임,-7.74
123,-4.0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,시뮬레이션게임,-1.02
124,-1.0,애니팡 포커,PLAYLINKS Corp.,카지노게임,0.64
125,-1.0,Nonogram.com(피크로스) - 픽처 크로스 퍼즐 게임,Easybrain,퍼즐/퀴즈게임,-0.67
126,,숨겨진 유산,Playrix,어드벤처게임,0.79
127,16.0,붕괴3rd,miHoYo Limited,액션게임,15.69
128,-11.0,로닌: 더 라스트 사무라이,Dreamotion Inc.,액션게임,-8.6
129,5.0,Block Puzzle,Block Puzzle Jewel Games,퍼즐/퀴즈게임,3.31
130,1.0,리니지2 레볼루션,Netmarble,롤플레잉게임,-0.28
131,-2.0,Supreme Duelist Stickman,Nerons Brother,액션게임,-2.15
132,21.0,리듬 대보검,BattleCry HQ Studio,리듬/타일게임,18.21
133,-23.0,먹방 키우기,fffungame,시뮬레이션게임,-19.23
134,8.0,A Dance Of Fire and Ice,7th Beat Games,리듬/타일게임,4.22
135,3.0,사활 마스터 (바둑),LR Studios,보드게임,0.43
136,-6.0,아이러브니키,Kakao Games Corp.,시뮬레이션게임,-3.42
137,-9.0,틀린 그림 찾기 1000레벨 이상,Gamma Play,퍼즐/퀴즈게임,-8.21
138,1.0,캔디크러쉬 프렌즈 사가,King,캐주얼게임,-1.08
139,-2.0,토킹톰 히어로 대시,Outfit7 Limited,액션게임,-2.4
140,-13.0,블리치: 만해의 길,DAMO NETWORK LIMITED,롤플레잉게임,-9.41
141,-5.0,Tile Master,Higgs Studio,보드게임,-3.99
142,2.0,Top War: Battle Game,Topwar Studio,전략게임,2.41
143,-3.0,"모비 - 사전예약, 사전등록, 게임쿠폰",헝그리앱 Group,게임정보,-4.11
144,3.0,나무 블록 퍼즐 - 무료 클래식 블록 퍼즐 게임,Beetles Studio,퍼즐/퀴즈게임,1.57
145,-4.0,블레이드&소울 레볼루션,Netmarble,롤플레잉게임,-4.44
146,-11.0,퍼즐앤드래곤,GungHoOnlineEntertainment,퍼즐/퀴즈게임,-6.26
147,4.0,서머너즈 워: 천공의 아레나,Com2uS,롤플레잉게임,4.79
