rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,-17.1
2,,Among Us,Innersloth LLC,액션게임,-16.92
3,,브롤스타즈,Supercell,액션게임,-17.41
4,1.0,ROBLOX,Roblox Corporation,어드벤처게임,-12.61
5,1.0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-3.36
6,-2.0,배틀그라운드,"KRAFTON, Inc.",슈팅게임,-18.63
7,,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,-13.84
8,1.0,Pokémon GO,"Niantic, Inc.",어드벤처게임,-6.61
9,-1.0,Minecraft,Mojang,액션게임,-21.56
10,1.0,클래시 로얄,Supercell,전략게임,-8.92
11,2.0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,-2.35
12,2.0,꿈의 집 (Homescapes),Playrix,캐주얼게임,-0.79
13,-1.0,애니팡4,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-4.65
14,2.0,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-3.88
15,-5.0,원신,miHoYo Limited,어드벤처게임,-29.93
16,3.0,클래시 오브 클랜,Supercell,전략게임,-4.11
17,1.0,LoL+,"Riot Games, Inc",게임커뮤니티,-7.42
18,2.0,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,-2.33
19,-2.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-12.74
20,1.0,캔디크러쉬사가,King,캐주얼게임,-3.47
21,2.0,애니팡2,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-1.03
22,2.0,애니팡3,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-2.34
23,-8.0,무한의 계단,NFLY STUDIO,아케이드게임,-22.01
24,1.0,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,-1.85
25,2.0,가디언 테일즈,Kakao Games Corp.,롤플레잉게임,-9.86
26,-4.0,좀비고등학교,AWESOMEPIECE,아케이드게임,-21.99
27,-1.0,바람의나라: 연,NEXON Company,롤플레잉게임,-15.04
28,1.0,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,-9.89
29,1.0,고스트헌터 - 퇴마사키우기,DAERISOFT,어드벤처게임,-11.46
30,2.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,-4.44
31,-3.0,머지 스네이크(Merge Snake!),"Wuhan Weipai Network Technology Co., Ltd.",캐주얼게임,-21.02
32,-1.0,모두의마블,Netmarble,보드게임,-14.8
33,2.0,애니팡 사천성,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-1.44
34,,애니팡 맞고,PLAYLINKS Corp.,카지노게임,-1.97
35,-2.0,Rummikub,Kinkajoo,보드게임,-15.5
36,2.0,캔디크러쉬소다,King,캐주얼게임,-2.84
37,2.0,한게임 포커,NHN BIGFOOT,카지노게임,-4.66
38,-2.0,메이플스토리M,NEXON Company,롤플레잉게임,-12.24
39,-2.0,궁수의 전설,Habby,액션게임,-16.17
40,,AFK 아레나,LilithGames,롤플레잉게임,-9.2
41,1.0,리니지M,NCSOFT,롤플레잉게임,-7.66
42,-1.0,워드퍼즐 - 단어 게임! 재미있는 무료 단어 퍼즐,Kerun Games,퍼즐/퀴즈게임,-8.64
43,,프렌즈타운,Kakao Games Corp.,퍼즐/퀴즈게임,-4.92
44,2.0,위 베어 베어스 더 퍼즐,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-2.72
45,-1.0,냥코 대전쟁,PONOS Corporation,캐주얼게임,-18.83
46,1.0,맞고의 신 : 카카오 공식 무료 고스톱,"Wemade Max Co., Ltd.",카지노게임,-3.56
47,1.0,장기,게임 스튜디오 모노몹,보드게임,-3.21
48,0.0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,
49,5.0,애니팡,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,0.35
50,-1.0,일루전 커넥트,ChangYou,롤플레잉게임,-7.03
51,-1.0,로드 오브 히어로즈,CloverGames,롤플레잉게임,-4.35
52,25.0,Toy Blast - 토이 블라스트,Peak,퍼즐/퀴즈게임,21.05
53,,하스스톤,"Blizzard Entertainment, Inc.",카드게임,-8.5
54,-9.0,토킹톰 골드런,Outfit7 Limited,액션게임,-24.06
55,-4.0,고스트워 : 캐주얼 배틀 아레나,RHAON,전략게임,-10.97
56,3.0,피망 섯다,NEOWIZ corp,카지노게임,-6.59
57,5.0,세븐나이츠,Netmarble,롤플레잉게임,1.24
58,,피쉬돔 (Fishdom),Playrix,퍼즐/퀴즈게임,-9.36
59,-3.0,콜 오브 듀티: 모바일,PROXIMA BETA,액션게임,-14.62
60,4.0,꿈의 마을 (Township),Playrix,캐주얼게임,-4.97
61,6.0,고스톱 PLUS (무료 맞고 게임),BUZZPOWDER,카지노게임,-2.1
62,-5.0,마피아42,TEAM42,전략게임,-16.74
63,3.0,드래곤 플라이트,LINE Games,아케이드게임,-4.79
64,1.0,스도쿠 - 무료 두뇌훈련 스도쿠 퍼즐,Easybrain,보드게임,-7.85
65,-4.0,모바일 레전드: Bang Bang,Moonton,슈팅게임,-12.47
66,-11.0,프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉게임,-22.28
67,-7.0,3D운전교실,John 3:16,시뮬레이션게임,-21.76
68,-16.0,"Brain Out – 넌센스 마스터, 두뇌 트레이닝",Focus apps,퍼즐/퀴즈게임,-26.35
69,4.0,"Happy Color – 컬러링북, 숫자 색칠 게임",X-Flow,유아교육,-6.83
70,,행복의 저택,"Magic Tavern, Inc.",퍼즐/퀴즈게임,-8.46
71,5.0,라이즈 오브 킹덤즈,LilithGames,전략게임,-4.25
72,-3.0,검은사막 모바일,PEARL ABYSS,롤플레잉게임,-12.4
73,8.0,Toon Blast,Peak,퍼즐/퀴즈게임,-2.81
74,8.0,상하이 애니팡,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-1.34
75,-4.0,단어호감 - 무료 워드 게임! 재미있는 퍼즐 게임,Kerun Games,퍼즐/퀴즈게임,-12.95
76,4.0,블록 퍼즐 보석,hua weiwei,퍼즐/퀴즈게임,-8.54
77,2.0,한게임 섯다,NHN BIGFOOT,카지노게임,-9.01
78,-6.0,쿠키런 for Kakao,Devsisters Corporation,어드벤처게임,-18.56
79,-1.0,기적의 검,4399 KOREA,롤플레잉게임,-11.52
80,4.0,Tile Master,Higgs Studio,보드게임,-7.62
81,8.0,스누피 틀린그림찾기,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-5.08
82,4.0,아이러브니키,Kakao Games Corp.,시뮬레이션게임,-6.19
83,4.0,프렌즈사천성,Kakao Games Corp.,퍼즐/퀴즈게임,-6.22
84,1.0,펜타스톰,Netmarble,슈팅게임,-8.95
85,-22.0,슈퍼펭귄 (Super Penguins),Supersolid,액션게임,-29.74
86,-18.0,Soul Knight,ChillyRoom,액션게임,-26.45
87,4.0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉게임,-9.44
88,5.0,피망 뉴맞고: 카카오맞고 1등 고스톱,NEOWIZ corp,카지노게임,-4.03
89,-14.0,Rider,Ketchapp,아케이드게임,-25.28
90,9.0,뱅드림! 걸즈 밴드 파티!,Kakao Games Corp.,리듬/타일게임,-5.43
91,9.0,아이러브커피,PATIGames Corp.,캐주얼게임,-3.85
92,-18.0,Tiles Hop: EDM Rush!,AMANOTES PTE LTD,리듬/타일게임,-30.02
93,-10.0,매직 타일 3,AMANOTES PTE LTD,리듬/타일게임,-22.1
94,-2.0,일곱 개의 대죄: GRAND CROSS,Netmarble,롤플레잉게임,-11.84
95,6.0,라스트오리진,SmartJoy,,-5.68
96,-1.0,리니지2M,NCSOFT,롤플레잉게임,-10.07
97,1.0,명일방주,Yostar Limited.,전략게임,-9.85
98,-1.0,제5인격,X.D. Global,어드벤처게임,-10.45
99,14.0,레알팜 : 진짜 농산물 주는 게임,NEOGAMES,시뮬레이션게임,1.57
100,-4.0,Nonogram.com(피크로스) - 픽처 크로스 퍼즐 게임,Easybrain,퍼즐/퀴즈게임,-12.92
101,6.0,1945 공군: 슈팅 비행기게임 - 무료게임,ONESOFT,아케이드게임,-7.87
102,,스와이프 벽돌깨기 - no.1 벽돌깨기 게임,Nine Games,아케이드게임,-12.01
103,12.0,A3: 스틸얼라이브,Netmarble,롤플레잉게임,-2.9
104,8.0,페이트/그랜드 오더,Netmarble,롤플레잉게임,-5.49
105,-2.0,아이러브커피N,NATRIS,시뮬레이션게임,-12.38
106,11.0,리니지2 레볼루션,Netmarble,롤플레잉게임,-4.4
107,2.0,Blockudoku - 블록 퍼즐 게임,Easybrain,퍼즐/퀴즈게임,-7.12
108,-20.0,의지의 히어로,ZPLAY Games,액션게임,-26.62
109,2.0,1010!,Gram Games Limited,퍼즐/퀴즈게임,-7.77
110,10.0,캔디크러쉬 프렌즈 사가,King,캐주얼게임,-4.08
111,14.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,롤플레잉게임,-2.37
112,6.0,V4,NEXON Company,롤플레잉게임,-6.51
113,8.0,에픽세븐,Smilegate Megaport,롤플레잉게임,-7.49
114,13.0,애니팡 포커,PLAYLINKS Corp.,카지노게임,-3.4
115,4.0,Find Out – 숨은 물건 찾기,Focus apps,퍼즐/퀴즈게임,-9.8
116,-22.0,지오메트리 대시 라이트 (Geometry Dash L),RobTop Games,아케이드게임,-27.42
117,16.0,고스톱 프리: 무료 맞고 혼자 치는 화투게임,NEOWIZ corp,카지노게임,-2.52
118,-14.0,와블맨 - Wobble Man,Ohayoo,캐주얼게임,-22.06
119,10.0,서머너즈 워: 천공의 아레나,Com2uS,롤플레잉게임,-9.08
120,10.0,블레이드&소울 레볼루션,Netmarble,롤플레잉게임,-9.21
121,-11.0,루스터 디펜스,Ohayoo,캐주얼게임,-19.11
122,-14.0,토킹톰 히어로 대시,Outfit7 Limited,액션게임,-21.84
