rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,쿠키런: 킹덤,Devsisters Corporation,롤플레잉게임,-2.34
2,,브롤스타즈,Supercell,액션게임,-0.38
3,,ROBLOX,Roblox Corporation,어드벤처게임,2.92
4,,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,0.95
5,,배틀그라운드,"KRAFTON, Inc.",슈팅게임,-4.3
6,,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,-1.28
7,,무한의 계단,NFLY STUDIO,아케이드게임,-1.45
8,,Pokémon GO,"Niantic, Inc.",어드벤처게임,1.56
9,,Minecraft,Mojang,액션게임,1.75
10,,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,-0.72
11,1.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,스포츠게임,8.33
12,-1.0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,0.44
13,1.0,캔디크러쉬사가,King,캐주얼게임,0.58
14,1.0,꿈의 집 (Homescapes),Playrix,캐주얼게임,0.97
15,1.0,클래시 로얄,Supercell,전략게임,-0.85
16,-3.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-5.69
17,,클래시 오브 클랜,Supercell,전략게임,-0.57
18,,좀비고등학교,AWESOMEPIECE,아케이드게임,2.28
19,,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-0.33
20,,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,0.05
21,3.0,Rummikub,Kinkajoo,보드게임,2.66
22,,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,0.12
23,,애니팡4,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.91
24,1.0,애니팡2,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,0.05
25,-4.0,오딘: 발할라 라이징,Kakao Games Corp.,롤플레잉게임,-7.79
26,,애니팡3,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.69
27,,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,3.14
28,,LoL+,"Riot Games, Inc",게임커뮤니티,-1.39
29,2.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,1.09
30,,피파모바일,NEXON Company,스포츠게임,0.2
31,4.0,냥코 대전쟁,PONOS Corporation,캐주얼게임,8.32
32,-3.0,Among Us,Innersloth LLC,액션게임,-2.07
33,-1.0,워드퍼즐 - 단어 게임! 재미있는 단어 퍼즐,Kerun Games,퍼즐/퀴즈게임,0.4
34,-1.0,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,1.28
35,-1.0,애니팡 맞고,PLAYLINKS Corp.,카지노게임,0.42
36,,원신,miHoYo Limited,어드벤처게임,-1.89
37,,애니팡 사천성,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,0.34
38,,U+프로야구(모든 통신사 이용가능),LG유플러스(LG Uplus Corporation),야구,1.84
39,,캔디크러쉬소다,King,캐주얼게임,1.52
40,0.0,코노스바 모바일 - 판타스틱 데이즈,NEXON Company,,
41,-1.0,컴투스프로야구2021,Com2uS,스포츠게임,-3.07
42,-1.0,한게임 포커,NHN BIGFOOT,카지노게임,2.42
43,,모두의마블,Netmarble,보드게임,7.73
44,31.0,짐승친구들M,BigPictureTeam,롤플레잉게임,60.9
