rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,쿠키런: 킹덤,Devsisters Corporation,롤플레잉게임,4.53
2,,Roblox,Roblox Corporation,어드벤처게임,2.67
3,,브롤스타즈,Supercell,액션게임,1.05
4,,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,-1.86
5,,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,2.69
6,,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,-0.47
7,,배틀그라운드,"KRAFTON, Inc.",슈팅게임,3.24
8,,Pokémon GO,"Niantic, Inc.",어드벤처게임,-3.47
9,,클래시 로얄,Supercell,전략게임,-5.52
10,,Minecraft,Mojang,액션게임,2.09
11,3.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,스포츠게임,17.17
12,-1.0,무한의 계단,NFLY STUDIO,아케이드게임,1.26
13,5.0,좀비고등학교,AWESOMEPIECE,아케이드게임,22.71
14,-2.0,한게임 신맞고 : 대한민국 원조 고스톱,NHN BIGFOOT,카지노게임,1.58
15,-2.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-2.87
16,-1.0,캔디크러쉬사가,King,캐주얼게임,1.3
17,,꿈의 집 (Homescapes),Playrix,캐주얼게임,1.45
18,-2.0,클래시 오브 클랜,Supercell,전략게임,-0.79
19,,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,1.32
20,1.0,Rummikub,Kinkajoo,보드게임,1.43
21,1.0,애니팡2,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.02
22,1.0,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,0.95
23,2.0,냥코 대전쟁,PONOS Corporation,캐주얼게임,2.4
24,,애니팡4,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.19
25,2.0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,3.9
26,,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,-0.57
27,2.0,피파모바일,NEXON Company,스포츠게임,7.23
28,,애니팡3,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,0.81
29,1.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,2.69
30,4.0,원신,COGNOSPHERE PTE. LTD.,어드벤처게임,18.98
31,1.0,라이엇 모바일,"Riot Games, Inc",게임커뮤니티,8.76
32,-1.0,애니팡 맞고,PLAYLINKS Corp.,카지노게임,2.32
