rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,0.13
2,,Among Us,Innersloth LLC,액션게임,-6.16
3,,브롤스타즈,Supercell,액션게임,-1.37
4,1.0,ROBLOX,Roblox Corporation,어드벤처게임,1.59
5,-1.0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-0.91
6,,배틀그라운드,"KRAFTON, Inc.",슈팅게임,0.19
7,1.0,Pokémon GO,"Niantic, Inc.",어드벤처게임,1.96
8,-1.0,세븐나이츠2,Netmarble,롤플레잉게임,-20.17
9,,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,-15.12
10,,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,-5.52
11,,Minecraft,Mojang,액션게임,1.08
12,,클래시 로얄,Supercell,전략게임,-2.22
13,,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,0.45
14,,꿈의 집 (Homescapes),Playrix,캐주얼게임,-0.85
15,,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,-0.92
16,1.0,클래시 오브 클랜,Supercell,전략게임,-0.46
17,-1.0,애니팡4,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-2.57
18,,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,0.35
19,,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,-1.62
20,2.0,애니팡2,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.32
21,-1.0,캔디크러쉬사가,King,캐주얼게임,-1.35
22,-1.0,무한의 계단,NFLY STUDIO,아케이드게임,-5.15
23,,애니팡3,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-1.27
24,1.0,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,0.55
25,-1.0,좀비고등학교,AWESOMEPIECE,아케이드게임,-4.0
26,,LoL+,"Riot Games, Inc",게임커뮤니티,-1.93
27,,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,8.56
28,2.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,0.13
29,2.0,애니팡 맞고,PLAYLINKS Corp.,카지노게임,0.0
30,-2.0,리니지M,NCSOFT,롤플레잉게임,-3.83
31,1.0,애니팡 사천성,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.37
32,-3.0,고스트헌터 - 퇴마사키우기,DAERISOFT,어드벤처게임,-5.82
33,4.0,메이플스토리M,NEXON Company,롤플레잉게임,9.42
34,,가디언 테일즈,Kakao Games Corp.,롤플레잉게임,-2.02
35,,Rummikub,Kinkajoo,보드게임,-0.23
36,2.0,마술양품점,Smilegate Megaport,캐주얼게임,5.47
37,-1.0,캔디크러쉬소다,King,캐주얼게임,-1.69
38,-5.0,미르4,"Wemade Co., Ltd",롤플레잉게임,-21.71
39,5.0,프렌즈타운,Kakao Games Corp.,퍼즐/퀴즈게임,9.11
40,-1.0,한게임 포커,NHN BIGFOOT,카지노게임,-0.87
41,,워드퍼즐 - 단어 게임! 재미있는 무료 단어 퍼즐,Kerun Games,퍼즐/퀴즈게임,0.44
42,-2.0,궁수의 전설,Habby,액션게임,-4.28
43,-1.0,바람의나라: 연,NEXON Company,롤플레잉게임,0.7
44,1.0,로드 오브 히어로즈,CloverGames,롤플레잉게임,0.19
45,2.0,원신,miHoYo Limited,어드벤처게임,6.36
46,,AFK 아레나,LilithGames,롤플레잉게임,-2.2
47,2.0,머지 스네이크(Merge Snake!),"Wuhan Weipai Network Technology Co., Ltd.",캐주얼게임,2.5
48,,위 베어 베어스 더 퍼즐,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.81
49,-6.0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,전략게임,-9.73
50,,모두의마블,Netmarble,보드게임,0.04
51,,장기,게임 스튜디오 모노몹,보드게임,-0.04
52,,맞고의 신 : 카카오 공식 무료 고스톱,"Wemade Max Co., Ltd.",카지노게임,1.07
53,1.0,Toy Blast - 토이 블라스트,Peak,퍼즐/퀴즈게임,-3.01
54,2.0,애니팡,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.48
55,-2.0,하스스톤,"Blizzard Entertainment, Inc.",카드게임,-6.36
56,-1.0,세븐나이츠,Netmarble,롤플레잉게임,-10.14
57,2.0,피쉬돔 (Fishdom),Playrix,퍼즐/퀴즈게임,-0.25
58,,냥코 대전쟁,PONOS Corporation,캐주얼게임,-8.21
59,1.0,피망 섯다,NEOWIZ corp,카지노게임,-1.34
60,5.0,토킹톰 골드런,Outfit7 Limited,액션게임,1.76
61,,고스트워 : 캐주얼 배틀 아레나,RHAON,전략게임,-3.34
62,,리니지2M,NCSOFT,롤플레잉게임,-1.33
63,,스도쿠 - 무료 두뇌훈련 스도쿠 퍼즐,Easybrain,보드게임,-1.52
64,-7.0,원시인 형님들 키우기 : 문명,Gamecafe,시뮬레이션게임,-14.43
65,2.0,고스톱 PLUS (무료 맞고 게임),BUZZPOWDER,카지노게임,-0.81
66,2.0,콜 오브 듀티: 모바일,PROXIMA BETA,액션게임,0.73
67,-3.0,Rider,Ketchapp,아케이드게임,-5.45
68,18.0,디펜스 워：데스티니 차일드 PVP 게임,THUMBAGE,전략게임,23.01
69,0.0,슈퍼 액션 히어로 리턴즈,Com2uS,캐주얼게임,
70,5.0,일곱 개의 대죄: GRAND CROSS,Netmarble,롤플레잉게임,11.18
71,-2.0,꿈의 마을 (Township),Playrix,캐주얼게임,-0.75
72,-2.0,드래곤 플라이트,LINE Games,아케이드게임,-1.24
73,44.0,조이느 클래시 3D,Supersonic Studios LTD,아케이드게임,53.93
74,-2.0,Toon Blast,Peak,퍼즐/퀴즈게임,0.93
75,4.0,Project Makeover,"Magic Tavern, Inc.",캐주얼게임,11.15
76,-3.0,"Happy Color – 컬러링북, 숫자 색칠 게임",X-Flow,유아교육,-0.14
77,-6.0,"Brain Out – 넌센스 마스터, 두뇌 트레이닝",Focus apps,퍼즐/퀴즈게임,-2.02
78,,마피아42,TEAM42,전략게임,4.84
79,-3.0,상하이 애니팡,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,0.23
80,-6.0,3D운전교실,John 3:16,시뮬레이션게임,-3.75
81,-4.0,라이즈 오브 킹덤즈,LilithGames,전략게임,-1.08
82,10.0,거지 키우기3 부동산,manababa,어드벤처게임,8.07
83,-17.0,Shortcut Run,VOODOO,운전/레이싱게임,-18.4
84,-4.0,한게임 섯다,NHN BIGFOOT,카지노게임,-0.85
85,-4.0,블록 퍼즐 보석,hua weiwei,퍼즐/퀴즈게임,-1.37
86,-4.0,단어호감 - 무료 워드 게임! 재미있는 퍼즐 게임,Kerun Games,퍼즐/퀴즈게임,-0.95
87,,프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉게임,0.82
88,1.0,스누피 틀린그림찾기,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.42
89,2.0,프렌즈사천성,Kakao Games Corp.,퍼즐/퀴즈게임,-0.11
90,-5.0,행복의 저택,"Magic Tavern, Inc.",퍼즐/퀴즈게임,-3.19
91,-3.0,Tiles Hop: EDM Rush!,AMANOTES PTE LTD,리듬/타일게임,-2.05
92,2.0,라스트오리진,SmartJoy,,2.08
93,,페이트/그랜드 오더,Netmarble,롤플레잉게임,1.01
94,-4.0,쿠키런 for Kakao,Devsisters Corporation,어드벤처게임,-3.72
95,-11.0,검은사막 모바일,PEARL ABYSS,롤플레잉게임,-8.62
96,1.0,아이러브커피,PATIGames Corp.,캐주얼게임,0.1
97,1.0,피망 뉴맞고: 카카오맞고 1등 고스톱,NEOWIZ corp,카지노게임,-0.97
98,4.0,기적의 검,4399 KOREA,롤플레잉게임,1.7
99,2.0,Tile Master,Higgs Studio,보드게임,0.38
100,5.0,뱅드림! 걸즈 밴드 파티!,Kakao Games Corp.,리듬/타일게임,3.31
101,-6.0,지오메트리 대시 라이트 (Geometry Dash L),RobTop Games,아케이드게임,-6.68
102,5.0,제5인격,X.D. Global,어드벤처게임,4.87
103,-4.0,슈퍼펭귄 (Super Penguins),Supersolid,액션게임,-4.13
104,-21.0,Soul Knight,ChillyRoom,액션게임,-17.45
105,-9.0,스와이프 벽돌깨기 - no.1 벽돌깨기 게임,Nine Games,아케이드게임,-8.56
106,-3.0,리니지2 레볼루션,Netmarble,롤플레잉게임,-2.85
107,1.0,명일방주,Yostar Limited.,전략게임,0.0
108,6.0,1945 공군: 슈팅 비행기게임 - 무료게임,ONESOFT,아케이드게임,2.43
109,-5.0,1010!,Gram Games Limited,퍼즐/퀴즈게임,-6.71
110,2.0,의지의 히어로,ZPLAY Games,액션게임,-0.96
111,2.0,레알팜 : 진짜 농산물 주는 게임,NEOGAMES,시뮬레이션게임,-0.8
112,-12.0,V4,NEXON Company,롤플레잉게임,-10.46
113,-2.0,모바일 레전드: Bang Bang,Moonton,슈팅게임,-1.41
114,-4.0,Nonogram.com(피크로스) - 픽처 크로스 퍼즐 게임,Easybrain,퍼즐/퀴즈게임,-1.66
115,,매직 타일 3,AMANOTES PTE LTD,리듬/타일게임,-1.05
116,-10.0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉게임,-6.48
117,6.0,Stretch Guy,Yso Corp,퍼즐/퀴즈게임,7.35
118,-9.0,에픽세븐,Smilegate Megaport,롤플레잉게임,-7.35
119,-3.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,롤플레잉게임,-1.79
120,12.0,블록스케이프 - Blockscapes,PeopleFun,퍼즐/퀴즈게임,14.71
121,-3.0,아이러브니키,Kakao Games Corp.,시뮬레이션게임,-1.03
122,-1.0,사신키우기 온라인 : 시즌2 무한의성장,DAERISOFT,시뮬레이션게임,1.02
123,-3.0,Blockudoku - 블록 퍼즐 게임,Easybrain,퍼즐/퀴즈게임,-3.1
124,,고스톱 프리: 무료 맞고 혼자 치는 화투게임,NEOWIZ corp,카지노게임,-0.85
125,-6.0,킹갓캐슬,AWESOMEPIECE,전략게임,-7.06
126,-1.0,캔디크러쉬 프렌즈 사가,King,캐주얼게임,-2.13
127,1.0,애니팡 포커,PLAYLINKS Corp.,카지노게임,-1.76
128,15.0,에브리타운,FLERO Games,시뮬레이션게임,8.1
129,4.0,놀러와 마이홈,Kakao Games Corp.,시뮬레이션게임,2.27
130,1.0,오목의 달인,SUD Inc.,보드게임,1.48
131,3.0,고양이 식탁,DH-Publisher,시뮬레이션게임,0.27
132,9.0,신비아파트 공식앱,씨제이이엔엠(CJ ENM),퍼즐/퀴즈게임,5.22
133,-11.0,로데오 스템피드: 스카이 동물원 사파리,Yodo1 Games,캐주얼게임,-11.69
134,4.0,버블 팝 : 럭키 버블 슈터,Balajoy Games,캐주얼게임,1.76
135,-5.0,Supreme Duelist Stickman,Nerons Brother,액션게임,-3.3
136,10.0,오목,게임 스튜디오 모노몹,보드게임,8.86
137,,사활 마스터 (바둑),LR Studios,보드게임,0.43
138,-11.0,바운스볼,RAON GAMES,퍼즐/퀴즈게임,-8.75
139,-3.0,서머너즈 워: 천공의 아레나,Com2uS,롤플레잉게임,-1.67
140,,붕괴3rd,miHoYo Limited,액션게임,-0.53
141,3.0,펜타스톰,Netmarble,슈팅게임,1.17
142,-13.0,Geometry Dash,RobTop Games,아케이드게임,-11.28
143,-4.0,Find Out – 숨은 물건 찾기,Focus apps,퍼즐/퀴즈게임,-4.19
144,308.0,Imposter Solo Kill,IEC Games Australia,퍼즐/퀴즈게임,294.78
