rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,-0.37
2,,브롤스타즈,Supercell,액션게임,-1.05
3,,배틀그라운드,"KRAFTON, Inc.",슈팅게임,-3.24
4,,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-0.11
5,,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,3.63
6,,ROBLOX,Roblox Corporation,어드벤처게임,-0.43
7,1.0,클래시 로얄,Supercell,전략게임,-1.76
8,-1.0,Minecraft,Mojang,액션게임,-3.48
9,,Pokémon GO,"Niantic, Inc.",어드벤처게임,-0.28
10,1.0,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,1.02
11,1.0,클래시 오브 클랜,Supercell,전략게임,-1.16
12,-2.0,좀비고등학교,AWESOMEPIECE,아케이드게임,-4.86
13,,애니팡3,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,0.08
14,,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,1.14
15,,꿈의 집 (Homescapes),Playrix,캐주얼게임,-0.89
16,,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,-0.45
17,,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,1.14
18,5.0,LoL+,"Riot Games, Inc",게임커뮤니티,11.57
19,-1.0,캔디크러쉬사가,King,캐주얼게임,-0.73
20,-1.0,애니팡2,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,0.42
21,-1.0,AFK 아레나,LilithGames,롤플레잉게임,-4.65
22,-1.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-3.37
23,-1.0,고스트헌터 - 퇴마사키우기,DAERISOFT,어드벤처게임,-1.6
24,,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,0.16
25,,무한의 계단,NFLY STUDIO,아케이드게임,-1.9
26,,궁수의 전설,Habby,액션게임,-2.83
27,,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,-0.87
28,,애니팡 사천성,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.32
29,,애니팡 맞고,PLAYLINKS Corp.,카지노게임,0.46
30,,프렌즈타운,Kakao Games Corp.,퍼즐/퀴즈게임,-1.73
31,1.0,폴아웃 쉘터 Online,GaeaMobile,어드벤처게임,0.31
32,-1.0,캔디크러쉬소다,King,캐주얼게임,-0.41
33,,Rummikub,Kinkajoo,보드게임,-0.43
34,,한게임 포커,NHN BIGFOOT,카지노게임,-1.88
35,1.0,위 베어 베어스 더 퍼즐,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.65
36,1.0,모두의마블,Netmarble,보드게임,-3.46
37,-2.0,리니지M,NCSOFT,롤플레잉게임,-4.23
38,,메이플스토리M,NEXON Company,롤플레잉게임,-5.62
39,1.0,토킹톰 골드런,Outfit7 Limited,액션게임,-3.24
40,2.0,맞고의 신 : 카카오 공식 무료 고스톱,"Wemade Max Co., Ltd.",카지노게임,0.16
41,,"Brain Out – 넌센스 마스터, 두뇌 트레이닝",Focus apps,퍼즐/퀴즈게임,-2.14
42,1.0,장기,게임 스튜디오 모노몹,보드게임,0.95
43,-4.0,뮤 아크엔젤,Webzen Inc.,롤플레잉게임,-13.34
44,1.0,마피아42,TEAM42,전략게임,3.35
45,-1.0,애니팡,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,0.48
46,1.0,하스스톤,"Blizzard Entertainment, Inc.",카드게임,0.33
47,-1.0,꿈의 마을 (Township),Playrix,캐주얼게임,-1.74
48,,피망 섯다,NEOWIZ corp,카지노게임,-1.38
49,3.0,로드 오브 히어로즈,CloverGames,롤플레잉게임,0.5
50,-1.0,세븐나이츠,Netmarble,롤플레잉게임,-4.39
51,7.0,리니지2M,NCSOFT,롤플레잉게임,3.58
52,7.0,일곱 개의 대죄: GRAND CROSS,Netmarble,롤플레잉게임,4.36
53,7.0,워드퍼즐 - 단어 게임! 재미있는 무료 단어 퍼즐,Kerun Games,퍼즐/퀴즈게임,4.89
54,,라스트오리진,SmartJoy,,-1.66
55,1.0,라이즈 오브 킹덤즈,LilithGames,전략게임,-0.31
56,1.0,피쉬돔 (Fishdom),Playrix,퍼즐/퀴즈게임,-1.1
57,-2.0,콜 오브 듀티: 모바일,PROXIMA BETA,액션게임,-2.99
58,-5.0,냥코 대전쟁,PONOS Corporation,캐주얼게임,-5.46
59,3.0,고스톱 PLUS (무료 맞고 게임),BUZZPOWDER,카지노게임,0.97
60,1.0,명일방주,Yostar Limited.,전략게임,-3.51
61,5.0,스도쿠 - 무료 두뇌훈련 스도쿠 퍼즐,Easybrain,보드게임,2.98
62,-12.0,와블맨 - Wobble Man,Ohayoo,캐주얼게임,-17.44
63,-12.0,레전드 오브 룬테라,"Riot Games, Inc",카드게임,-17.72
64,1.0,모바일 레전드: Bang Bang,Moonton,슈팅게임,-2.07
65,4.0,드래곤 플라이트,LINE Games,아케이드게임,0.36
66,1.0,슈퍼펭귄 (Super Penguins),Supersolid,액션게임,-1.87
67,-3.0,쿠키런 for Kakao,Devsisters Corporation,어드벤처게임,-4.48
68,2.0,"Happy Color – 컬러링북, 숫자 색칠 게임",X-Flow,유아교육,-0.26
69,-6.0,A3: 스틸얼라이브,Netmarble,롤플레잉게임,-6.34
70,1.0,블록 퍼즐 보석,hua weiwei,퍼즐/퀴즈게임,0.08
71,-3.0,프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉게임,-6.64
72,2.0,프렌즈사천성,Kakao Games Corp.,퍼즐/퀴즈게임,-0.35
73,4.0,상하이 애니팡,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.31
74,-2.0,검은사막 모바일,PEARL ABYSS,롤플레잉게임,-7.25
75,1.0,펜타스톰,Netmarble,슈팅게임,-2.53
76,-3.0,신비아파트 공식앱,씨제이이엔엠(CJ ENM),퍼즐/퀴즈게임,-6.09
77,6.0,Rider,Ketchapp,아케이드게임,0.31
78,2.0,스누피 틀린그림찾기,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-1.57
79,3.0,Toon Blast,Peak,퍼즐/퀴즈게임,-0.16
80,-5.0,한게임 섯다,NHN BIGFOOT,카지노게임,-5.46
81,,의지의 히어로,ZPLAY Games,액션게임,-0.69
82,-3.0,3D운전교실,John 3:16,시뮬레이션게임,-6.68
83,1.0,Blockudoku - 블록 퍼즐 게임,Easybrain,퍼즐/퀴즈게임,-2.02
84,1.0,캔디크러쉬 프렌즈 사가,King,캐주얼게임,-0.29
85,2.0,피망 뉴맞고: 카카오맞고 1등 고스톱,NEOWIZ corp,카지노게임,-0.28
86,5.0,아이러브커피,PATIGames Corp.,캐주얼게임,-0.19
87,3.0,리니지2 레볼루션,Netmarble,롤플레잉게임,-1.45
88,5.0,아이러브니키,Kakao Games Corp.,시뮬레이션게임,-0.58
89,-11.0,무승부등산가 - Draw Climber,VOODOO,아케이드게임,-16.93
90,-1.0,제5인격,X.D. Global,어드벤처게임,-4.8
91,-3.0,행복의 저택,"Magic Tavern, Inc.",퍼즐/퀴즈게임,-4.87
92,3.0,V4,NEXON Company,롤플레잉게임,-1.22
93,-1.0,디즈니 팝 타운,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-3.28
94,-8.0,뱅드림! 걸즈 밴드 파티!,Kakao Games Corp.,리듬/타일게임,-7.15
95,3.0,Soul Knight,ChillyRoom,액션게임,-2.08
96,1.0,블레이드&소울 레볼루션,Netmarble,롤플레잉게임,-3.9
97,5.0,"모비 - 사전예약, 사전등록, 게임쿠폰",헝그리앱 Group,게임정보,4.08
98,5.0,페이트/그랜드 오더,Netmarble,롤플레잉게임,1.94
99,,토킹톰 히어로 대시,Outfit7 Limited,액션게임,-2.91
100,,레알팜 : 진짜 농산물 주는 게임,NEOGAMES,시뮬레이션게임,-3.55
101,4.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,롤플레잉게임,1.2
102,-8.0,궁수강림: 6개의 예언 - 신비아파트 슈팅게임,3F FACTORY,액션게임,-13.55
103,58.0,킹스레이드,Vespa Inc.,롤플레잉게임,61.56
104,2.0,1010!,Gram Games Limited,퍼즐/퀴즈게임,-0.25
105,-1.0,Minecraft 체험판,Mojang,아케이드게임,-2.89
106,-5.0,MARVEL 퓨처파이트,Netmarble,롤플레잉게임,-5.42
107,,스와이프 벽돌깨기 - no.1 벽돌깨기 게임,Nine Games,아케이드게임,0.29
108,,애니팡 포커,PLAYLINKS Corp.,카지노게임,-0.48
109,1.0,서머너즈 워: 천공의 아레나,Com2uS,롤플레잉게임,3.51
110,2.0,클론다이크 어드벤처,VIZOR APPS LTD.,시뮬레이션게임,-0.64
111,2.0,Toy Blast - 토이 블라스트,Peak,퍼즐/퀴즈게임,-1.26
112,-3.0,바운스볼,RAON GAMES,퍼즐/퀴즈게임,-4.51
113,-17.0,ASMR 컷,Crazy Labs by TabTale,시뮬레이션게임,-23.11
114,6.0,Tiles Hop: EDM Rush!,AMANOTES PTE LTD,리듬/타일게임,3.16
115,2.0,Supreme Duelist Stickman,Nerons Brother,액션게임,0.55
116,5.0,기적의 검,4399 KOREA,롤플레잉게임,3.06
117,-3.0,maybe-메이비:내가 만드는 이야기,CINAMON GAMES,시뮬레이션게임,-4.08
118,1.0,마이토킹톰 2,Outfit7 Limited,캐주얼게임,0.22
119,50.0,Draw Joust!,VOODOO,액션게임,44.04
120,2.0,에픽세븐,Smilegate Megaport,롤플레잉게임,2.02
121,3.0,스도쿠 - 무료 클래식 스도쿠 퍼즐,Beetles Studio,퍼즐/퀴즈게임,4.72
122,-7.0,Yu-Gi-Oh! Duel Links,KONAMI,카드게임,-6.52
123,7.0,마이홈 - 꿈의 디자인,ZenLife Games,캐주얼게임,3.02
124,-6.0,프렌즈레이싱,Kakao Games Corp.,운전/레이싱게임,-8.3
125,-2.0,사활 마스터 (바둑),LR Studios,보드게임,-0.61
126,,1945 공군: 슈팅 비행기게임 - 무료게임,ONESOFT,아케이드게임,-0.95
127,2.0,놀러와 마이홈,Kakao Games Corp.,시뮬레이션게임,-0.87
128,10.0,앵그리버드2,Rovio Entertainment Corporation,캐주얼게임,4.85
129,-1.0,세이브 더 걸! (Save the Girl!),Lion Studios,캐주얼게임,-2.78
130,1.0,Tofu Girl,JoyPac,캐주얼게임,-1.87
131,-15.0,픽셀 건 3D (Pixel Gun 3D),Pixel Gun 3D,액션게임,-14.19
132,-7.0,킹 오브 파이터 올스타,Netmarble,액션게임,-5.71
133,-6.0,드래곤캠프 (Merge Dragons!),Gram Games Limited,퍼즐/퀴즈게임,-5.37
134,5.0,오목,게임 스튜디오 모노몹,보드게임,-0.81
135,,지오메트리 대시 라이트 (Geometry Dash L),RobTop Games,아케이드게임,-2.29
136,-4.0,Pocket World 3D,Minimonster game limited,캐주얼게임,-5.04
137,-1.0,Find Out – 숨은 물건 찾기,Focus apps,퍼즐/퀴즈게임,-3.56
138,2.0,우주 전쟁: 외계인들의 공격,ONESOFT,아케이드게임,-1.36
139,-5.0,붕괴3rd,miHoYo Limited,액션게임,-5.04
140,0.0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,롤플레잉게임,
141,2.0,애니팡 터치 - 트레저리그,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.42
142,-31.0,aquapark.io,VOODOO,액션게임,-23.99
143,2.0,에브리타운,FLERO Games,시뮬레이션게임,0.07
144,-3.0,얼음땡 온라인 : 실시간 배틀,EOAG,아케이드게임,-3.83
145,3.0,BTS WORLD,Netmarble,캐주얼게임,2.67
146,-4.0,프렌즈타워,Kakao Games Corp.,퍼즐/퀴즈게임,-2.46
147,-1.0,고스톱 프리: 무료 맞고 혼자 치는 화투게임,NEOWIZ corp,카지노게임,0.24
148,-15.0,소녀전선,X.D. Global,롤플레잉게임,-12.03
149,-5.0,원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉게임,-5.03
150,-13.0,SKY - 빛의 아이들,thatgamecompany inc,롤플레잉게임,-11.57
151,,오목의 달인,SUD Inc.,보드게임,-2.24
152,3.0,Geometry Dash,RobTop Games,아케이드게임,-1.05
153,24.0,단어호감 - 무료 워드 게임! 재미있는 퍼즐 게임,Kerun Games,퍼즐/퀴즈게임,15.71
154,-5.0,Nonogram.com(피크로스) - 픽처 크로스 퍼즐 게임,Easybrain,퍼즐/퀴즈게임,-4.33
155,-2.0,숫자로 색칠하기 - 무료 색칠 공부 및 퍼즐 게임,Better Life - Color and Draw,캐주얼게임,-2.77
156,2.0,앵그리버드 드림 블라스트 Angry Birds Dream Blast: 버블 퍼즐 팝핑 게임,Rovio Entertainment Corporation,퍼즐/퀴즈게임,-0.67
157,-5.0,Paper.io 2,VOODOO,아케이드게임,-4.23
158,1.0,스페이스 슈터: 외계인 슈팅게임,ONESOFT,아케이드게임,0.14
159,-3.0,프렌즈마블,Kakao Games Corp.,보드게임,-2.99
160,-6.0,틀린 그림 찾기 1000레벨 이상,Gamma Play,퍼즐/퀴즈게임,-4.01
161,10.0,벽돌깨기 퀘스트,mobirix,아케이드게임,5.05
162,3.0,펭귄의 섬,Habby,시뮬레이션게임,2.08
163,-6.0,숨바꼭질 온라인 - 실시간 숨바꼭질,iGene,아케이드게임,-5.46
164,-4.0,A Dance Of Fire and Ice,7th Beat Games,리듬/타일게임,-4.13
165,-3.0,캔디크러쉬젤리,King,퍼즐/퀴즈게임,-1.19
166,-19.0,Art of War: Legions,Fastone Games HK,전략게임,-11.45
167,-1.0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,카지노게임,0.02
168,5.0,신예능 맞고 : 올해의 무료 맞고 |  원조 국민 고스톱 게임,Lunosoft,카지노게임,0.47
169,1.0,붐비치,Supercell,전략게임,-0.54
170,-7.0,Crowd City,VOODOO,아케이드게임,-5.1
171,5.0,나무 블록 퍼즐 - 무료 클래식 블록 퍼즐 게임,Beetles Studio,퍼즐/퀴즈게임,1.78
