rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,-3.61
2,,브롤스타즈,Supercell,액션게임,3.39
3,,배틀그라운드,"KRAFTON, Inc.",슈팅게임,-0.77
4,,ROBLOX,Roblox Corporation,어드벤처게임,2.03
5,,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,0.78
6,1.0,Pokémon GO,"Niantic, Inc.",어드벤처게임,3.03
7,-1.0,Among Us,Innersloth LLC,액션게임,-7.09
8,,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,3.81
9,,Minecraft,Mojang,액션게임,2.55
10,1.0,메이플스토리M,NEXON Company,롤플레잉게임,12.89
11,-1.0,무한의 계단,NFLY STUDIO,아케이드게임,0.79
12,2.0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,16.12
13,-1.0,꿈의 집 (Homescapes),Playrix,캐주얼게임,2.46
14,-1.0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,0.95
15,0.0,쿠키런: 킹덤,Devsisters Corporation,롤플레잉게임,
16,-1.0,클래시 로얄,Supercell,전략게임,-1.08
17,-1.0,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,1.36
18,-1.0,클래시 오브 클랜,Supercell,전략게임,-0.58
19,1.0,캔디크러쉬사가,King,캐주얼게임,2.95
20,-2.0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,-2.25
21,-2.0,애니팡4,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-2.0
22,,좀비고등학교,AWESOMEPIECE,아케이드게임,2.61
23,-2.0,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,-0.69
24,-1.0,애니팡2,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.13
25,-1.0,세븐나이츠2,Netmarble,롤플레잉게임,-1.86
26,-1.0,애니팡3,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.99
27,-1.0,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,-0.58
28,-1.0,LoL+,"Riot Games, Inc",게임커뮤니티,1.05
29,-1.0,Rummikub,Kinkajoo,보드게임,0.09
30,-1.0,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,0.85
