rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,Roblox,Roblox Corporation,어드벤처게임,-1.37
2,,Pokémon GO,"Niantic, Inc.",어드벤처게임,4.06
3,1.0,브롤스타즈,Supercell,액션게임,4.74
4,-1.0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,1.5
5,,쿠키런: 킹덤,Devsisters Corporation,롤플레잉게임,-4.43
6,,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,1.48
7,1.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,스포츠게임,7.46
8,-1.0,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,3.45
9,2.0,무한의 계단,NFLY STUDIO,아케이드게임,4.51
10,,한게임 신맞고 : 대한민국 원조 고스톱,NHN BIGFOOT,카지노게임,-0.07
11,1.0,배틀그라운드,"KRAFTON, Inc.",슈팅게임,2.1
12,1.0,클래시 로얄,Supercell,전략게임,0.94
13,-4.0,던전앤파이터 모바일,NEXON Company,롤플레잉게임,-9.82
14,2.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,6.81
15,-1.0,캔디크러쉬사가,King,캐주얼게임,0.29
16,-1.0,클래시 오브 클랜,Supercell,전략게임,0.76
17,,꿈의 집 (Homescapes),Playrix,캐주얼게임,0.38
18,1.0,좀비고등학교,AWESOMEPIECE,아케이드게임,4.65
19,-1.0,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,-1.12
20,2.0,Minecraft,Mojang,액션게임,2.94
21,,애니팡2,"Wemade Play Co.,Ltd.",퍼즐/퀴즈게임,-0.23
22,2.0,Rummikub,Kinkajoo,보드게임,3.82
23,,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-1.11
24,1.0,피파모바일,NEXON Company,스포츠게임,5.38
25,1.0,애니팡3,"Wemade Play Co.,Ltd.",퍼즐/퀴즈게임,-0.61
26,1.0,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,-0.58
27,2.0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,3.77
28,,애니팡4,"Wemade Play Co.,Ltd.",퍼즐/퀴즈게임,-1.58
29,1.0,"피망 포커: 카지노 로얄(7포커,로우바둑이,하이로우)",NEOWIZ corp,카지노게임,0.18
30,2.0,U+프로야구(모든 통신사 이용가능),LG유플러스(LG Uplus Corporation),야구,2.64
31,2.0,애니팡 맞고,PLAYLINKS Corp.,카지노게임,1.06
32,-1.0,로얄 매치 (Royal Match),"Dream Games, Ltd.",퍼즐/퀴즈게임,-0.18
33,-13.0,신의 탑M: 위대한 여정,NGELGAMES,,-31.62
34,8.0,라이엇 모바일,"Riot Games, Inc",게임커뮤니티,13.8
35,-1.0,원신,COGNOSPHERE PTE. LTD.,어드벤처게임,-4.27
36,-1.0,냥코 대전쟁,PONOS Corporation,캐주얼게임,-4.37
37,-1.0,애니팡 사천성,"Wemade Play Co.,Ltd.",퍼즐/퀴즈게임,0.04
38,,랜덤 다이스(Random Dice) : 디펜스,111%,전략게임,3.41
39,,앙상블스타즈!!,HappyElements,시뮬레이션게임,2.66
40,-3.0,워드퍼즐 - 단어 게임! 재미있는 단어 퍼즐,Kerun Games,퍼즐/퀴즈게임,0.22
41,,한게임 포커,NHN BIGFOOT,카지노게임,1.94
42,-2.0,컴투스프로야구2022,Com2uS,스포츠게임,-0.96
43,,캔디크러쉬소다,King,캐주얼게임,0.33
44,6.0,Yu-Gi-Oh! Master Duel,KONAMI,카드게임,16.46
45,,블록 퍼즐 게임 - Blockudoku,Easybrain,퍼즐/퀴즈게임,-2.41
46,1.0,장기,게임 스튜디오 모노몹,보드게임,1.45
47,-1.0,프렌즈타운,Kakao Games Corp.,퍼즐/퀴즈게임,-4.1
48,,피쉬돔 (Fishdom),Playrix,퍼즐/퀴즈게임,0.97
49,-5.0,블루 아카이브,NEXON Company,롤플레잉게임,-8.22
50,3.0,오딘: 발할라 라이징,Kakao Games Corp.,롤플레잉게임,6.97
51,,Rider,Ketchapp,아케이드게임,4.57
52,-3.0,맞고의 신 : 카카오 공식 무료 고스톱,"Wemade Max Co., Ltd.",카지노게임,1.24
53,0.0,원소첨탑,Efun Company,,
