rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,브롤스타즈,Supercell,액션게임,10.89
2,,배틀그라운드,"KRAFTON, Inc.",슈팅게임,0.31
3,,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-0.6
4,,Minecraft,Mojang,액션게임,1.95
5,492.0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,5691.46
6,-1.0,ROBLOX,Roblox Corporation,어드벤처게임,-4.87
7,-1.0,클래시 로얄,Supercell,전략게임,-1.82
8,-1.0,좀비고등학교,AWESOMEPIECE,아케이드게임,-5.13
9,-1.0,무한의 계단,NFLY STUDIO,아케이드게임,-2.87
10,-1.0,클래시 오브 클랜,Supercell,전략게임,-1.07
11,-1.0,애니팡3,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,1.09
12,,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,0.28
13,-2.0,Pokémon GO,"Niantic, Inc.",어드벤처게임,-0.69
14,-1.0,애니팡2,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.2
15,-1.0,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,-0.46
16,,A3: 스틸얼라이브,Netmarble,롤플레잉게임,1.72
17,-2.0,캔디크러쉬사가,King,캐주얼게임,0.29
18,-1.0,AFK 아레나,LilithGames,롤플레잉게임,-1.06
19,-1.0,고스트헌터 - 퇴마사키우기,DAERISOFT,어드벤처게임,2.86
20,-1.0,꿈의 집 (Homescapes),Playrix,캐주얼게임,-1.12
21,1.0,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,0.71
22,-2.0,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-3.03
23,-2.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-4.91
24,-1.0,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,-1.33
25,-1.0,LoL+,"Riot Games, Inc",게임커뮤니티,9.73
26,-1.0,애니팡 맞고,PLAYLINKS Corp.,카지노게임,0.03
27,-1.0,애니팡 사천성,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.49
28,-1.0,궁수의 전설,Habby,액션게임,-3.29
29,-1.0,"Brain Out – 넌센스 마스터, 두뇌 트레이닝",Focus apps,퍼즐/퀴즈게임,-1.58
30,,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,-2.14
31,,캔디크러쉬소다,King,캐주얼게임,-1.49
