rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,쿠키런: 킹덤,Devsisters Corporation,롤플레잉게임,-5.83
2,,브롤스타즈,Supercell,액션게임,-11.5
3,1.0,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,0.07
4,1.0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-0.59
5,-2.0,ROBLOX,Roblox Corporation,어드벤처게임,-12.04
6,,배틀그라운드,"KRAFTON, Inc.",슈팅게임,-7.35
7,,무한의 계단,NFLY STUDIO,아케이드게임,-6.45
8,,Pokémon GO,"Niantic, Inc.",어드벤처게임,-7.25
9,,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,-7.6
10,2.0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,-0.71
11,,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-9.33
12,5.0,좀비고등학교,AWESOMEPIECE,아케이드게임,10.59
13,-3.0,Minecraft,Mojang,액션게임,-16.14
14,-1.0,꿈의 집 (Homescapes),Playrix,캐주얼게임,-1.98
15,,클래시 오브 클랜,Supercell,전략게임,-3.08
16,-2.0,클래시 로얄,Supercell,전략게임,-5.44
17,-1.0,캔디크러쉬사가,King,캐주얼게임,-0.36
18,,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-1.66
19,,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,-1.47
20,,애니팡4,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.93
21,,애니팡2,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.87
22,,애니팡3,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-3.28
23,,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,-3.59
24,2.0,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,-0.59
25,2.0,LoL+,"Riot Games, Inc",게임커뮤니티,-6.29
26,3.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,0.17
27,1.0,Rummikub,Kinkajoo,보드게임,-3.42
28,-4.0,동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션게임,-18.38
29,-4.0,Among Us,Innersloth LLC,액션게임,-17.27
