rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,쿠키런: 킹덤,Devsisters Corporation,롤플레잉게임,-5.98
2,,브롤스타즈,Supercell,액션게임,-2.71
3,1.0,무한의 계단,NFLY STUDIO,아케이드게임,1.78
4,1.0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-1.27
5,1.0,ROBLOX,Roblox Corporation,어드벤처게임,0.4
6,3.0,배틀그라운드,"KRAFTON, Inc.",슈팅게임,7.3
7,1.0,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,4.37
8,-5.0,오딘: 발할라 라이징,Kakao Games Corp.,롤플레잉게임,-22.84
9,1.0,Pokémon GO,"Niantic, Inc.",어드벤처게임,-2.92
10,-3.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-17.92
11,2.0,Minecraft,Mojang,액션게임,6.99
12,,클래시 로얄,Supercell,전략게임,3.35
13,-2.0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,-0.63
14,,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,-1.01
15,2.0,클래시 오브 클랜,Supercell,전략게임,0.5
16,,꿈의 집 (Homescapes),Playrix,캐주얼게임,-0.1
17,1.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,스포츠게임,2.2
18,1.0,캔디크러쉬사가,King,캐주얼게임,1.7
19,3.0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,6.31
20,,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-0.1
21,,좀비고등학교,AWESOMEPIECE,아케이드게임,0.59
22,1.0,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,2.88
23,-8.0,제2의 나라: CROSS WORLDS,Netmarble,롤플레잉게임,-22.92
24,8.0,냥코 대전쟁,PONOS Corporation,캐주얼게임,34.39
25,-1.0,애니팡2,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,0.07
26,-1.0,애니팡4,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.84
27,-1.0,애니팡3,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.27
28,1.0,Rummikub,Kinkajoo,보드게임,11.34
29,-2.0,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,0.09
30,-2.0,LoL+,"Riot Games, Inc",게임커뮤니티,2.89
31,-1.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,-2.47
32,3.0,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,0.89
33,-2.0,피파모바일,NEXON Company,스포츠게임,-3.21
34,4.0,Among Us,Innersloth LLC,액션게임,3.16
35,-1.0,U+프로야구(모든 통신사 이용가능),LG유플러스(LG Uplus Corporation),야구,-2.63
36,0.0,퍼니싱:그레이 레이븐,"HK HERO ENTERTAINMENT CO., LIMITED",롤플레잉게임,
37,-1.0,워드퍼즐 - 단어 게임! 재미있는 단어 퍼즐,Kerun Games,퍼즐/퀴즈게임,-0.51
38,-1.0,애니팡 맞고,PLAYLINKS Corp.,카지노게임,-1.04
39,6.0,리니지M,NCSOFT,롤플레잉게임,26.52
40,-1.0,애니팡 사천성,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.35
41,-1.0,컴투스프로야구2021,Com2uS,스포츠게임,-0.81
42,,캔디크러쉬소다,King,캐주얼게임,0.89
43,-10.0,마이리틀포레스트,Gamepub,시뮬레이션게임,-25.72
44,10.0,히어로즈 테일즈,37 Mobile Games,롤플레잉게임,31.92
45,-1.0,한게임 포커,NHN BIGFOOT,카지노게임,-2.94
46,-3.0,원신,miHoYo Limited,어드벤처게임,-5.52
47,-6.0,백야극광,PROXIMA BETA,롤플레잉게임,-15.38
48,-2.0,Project Makeover,"Magic Tavern, Inc.",캐주얼게임,-4.39
49,8.0,메이플스토리M,NEXON Company,롤플레잉게임,17.79
50,-2.0,피쉬돔 (Fishdom),Playrix,퍼즐/퀴즈게임,2.62
51,-4.0,프렌즈타운,Kakao Games Corp.,퍼즐/퀴즈게임,-2.63
