rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,Roblox,Roblox Corporation,어드벤처게임,-3.41
2,,쿠키런: 킹덤,Devsisters Corporation,롤플레잉게임,-0.56
3,1.0,브롤스타즈,Supercell,액션게임,-0.71
4,-1.0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-3.27
5,,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,-4.49
6,2.0,Pokémon GO,"Niantic, Inc.",어드벤처게임,8.03
7,-1.0,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,-2.27
8,-1.0,배틀그라운드,"KRAFTON, Inc.",슈팅게임,-4.4
9,1.0,한게임 신맞고 : 대한민국 원조 고스톱,NHN BIGFOOT,카지노게임,-2.48
10,1.0,클래시 로얄,Supercell,전략게임,0.21
11,-2.0,Minecraft,Mojang,액션게임,-7.51
12,4.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,스포츠게임,9.81
13,-1.0,무한의 계단,NFLY STUDIO,아케이드게임,-1.1
14,,캔디크러쉬사가,King,캐주얼게임,-1.16
15,2.0,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,5.7
16,-1.0,꿈의 집 (Homescapes),Playrix,캐주얼게임,-2.73
17,-4.0,좀비고등학교,AWESOMEPIECE,아케이드게임,-9.26
18,,클래시 오브 클랜,Supercell,전략게임,0.58
19,,Rummikub,Kinkajoo,보드게임,-1.38
20,,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-1.49
21,,애니팡2,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-1.37
22,,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-1.41
23,,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,-0.6
24,,애니팡4,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-3.67
25,,애니팡3,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-2.03
26,,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,-1.3
27,1.0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,-0.21
28,1.0,피파모바일,NEXON Company,스포츠게임,-2.58
29,-2.0,냥코 대전쟁,PONOS Corporation,캐주얼게임,-4.88
30,,애니팡 맞고,PLAYLINKS Corp.,카지노게임,-1.22
31,1.0,Royal Match,"Dream Games, Ltd.",퍼즐/퀴즈게임,0.01
32,-1.0,원신,COGNOSPHERE PTE. LTD.,어드벤처게임,-3.06
33,1.0,라이엇 모바일,"Riot Games, Inc",게임커뮤니티,-1.32
34,-1.0,Yu-Gi-Oh! Master Duel,KONAMI,카드게임,-4.7
35,4.0,앙상블스타즈!!,HappyElements,시뮬레이션게임,3.71
36,,애니팡 사천성,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-1.47
37,,캔디크러쉬소다,King,캐주얼게임,-0.5
38,-3.0,워드퍼즐 - 단어 게임! 재미있는 단어 퍼즐,Kerun Games,퍼즐/퀴즈게임,-1.53
39,1.0,랜덤 다이스(Random Dice) : 디펜스,111%,전략게임,-0.86
40,1.0,한게임 포커,NHN BIGFOOT,카지노게임,-1.25
41,2.0,블록 퍼즐 게임 - Blockudoku,Easybrain,퍼즐/퀴즈게임,4.65
42,-4.0,블루 아카이브,NEXON Company,롤플레잉게임,-18.88
43,-1.0,피쉬돔 (Fishdom),Playrix,퍼즐/퀴즈게임,-7.63
44,,Among Us,Innersloth LLC,액션게임,-8.47
45,16.0,뮤오리진3,Webzen Inc.,,19.91
46,1.0,메이플스토리M,NEXON Company,롤플레잉게임,-2.25
47,3.0,프렌즈타운,Kakao Games Corp.,퍼즐/퀴즈게임,-1.52
48,3.0,장기,게임 스튜디오 모노몹,보드게임,-0.7
49,,오딘: 발할라 라이징,Kakao Games Corp.,롤플레잉게임,-2.85
50,-2.0,스도쿠 - 두뇌 훈련용 퍼즐 게임,Easybrain,보드게임,-3.77
51,1.0,맞고의 신 : 카카오 공식 무료 고스톱,"Wemade Max Co., Ltd.",카지노게임,-2.34
52,3.0,컴투스프로야구2022,Com2uS,스포츠게임,5.49
53,,위 베어 베어스 더 퍼즐,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-1.35
54,3.0,Rider,Ketchapp,아케이드게임,3.9
55,-10.0,타임 프린세스,IGG.COM,롤플레잉게임,-16.91
56,-2.0,한게임 섯다&맞고,NHN BIGFOOT,카지노게임,-1.51
57,8.0,리니지M,NCSOFT,롤플레잉게임,9.3
58,,라스트오리진,SmartJoy,,-4.68
59,-3.0,모두의마블,Netmarble,보드게임,-5.39
60,,핀볼도사,Habby,퍼즐/퀴즈게임,-1.19
61,-2.0,피망 섯다,NEOWIZ corp,카지노게임,-4.56
62,1.0,Project Makeover,"Magic Tavern, Inc.",캐주얼게임,-3.26
63,-17.0,테일드 데몬 슬레이어 - 방치형 RPG,CookApps,롤플레잉게임,-26.87
64,,애니팡,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-1.61
