rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,쿠키런: 킹덤,Devsisters Corporation,롤플레잉게임,-6.75
2,,브롤스타즈,Supercell,액션게임,-3.48
3,2.0,ROBLOX,Roblox Corporation,어드벤처게임,2.92
4,,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-0.11
5,-2.0,무한의 계단,NFLY STUDIO,아케이드게임,-4.89
6,,배틀그라운드,"KRAFTON, Inc.",슈팅게임,0.44
7,,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,0.08
8,,Pokémon GO,"Niantic, Inc.",어드벤처게임,10.09
9,4.0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,6.18
10,1.0,Minecraft,Mojang,액션게임,-0.68
11,-2.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-9.74
12,-2.0,오딘: 발할라 라이징,Kakao Games Corp.,롤플레잉게임,-14.84
13,-1.0,클래시 로얄,Supercell,전략게임,-7.28
14,,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,스포츠게임,2.05
15,,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,-0.41
16,,꿈의 집 (Homescapes),Playrix,캐주얼게임,1.09
17,1.0,캔디크러쉬사가,King,캐주얼게임,1.29
18,-1.0,클래시 오브 클랜,Supercell,전략게임,-3.27
19,5.0,좀비고등학교,AWESOMEPIECE,아케이드게임,3.34
20,,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,-4.87
21,-2.0,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,-5.5
22,,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-1.55
23,-2.0,애니팡4,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-6.35
24,-1.0,냥코 대전쟁,PONOS Corporation,캐주얼게임,-4.36
25,,Rummikub,Kinkajoo,보드게임,-0.74
26,,애니팡2,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.99
27,,애니팡3,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.88
28,2.0,LoL+,"Riot Games, Inc",게임커뮤니티,6.44
29,-1.0,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,-0.25
30,2.0,Among Us,Innersloth LLC,액션게임,1.93
31,2.0,피파모바일,NEXON Company,스포츠게임,-1.18
32,2.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,-0.73
33,-2.0,제2의 나라: CROSS WORLDS,Netmarble,롤플레잉게임,-11.2
34,1.0,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,-1.28
35,1.0,워드퍼즐 - 단어 게임! 재미있는 단어 퍼즐,Kerun Games,퍼즐/퀴즈게임,0.23
36,1.0,애니팡 맞고,PLAYLINKS Corp.,카지노게임,-0.83
37,5.0,가디언 테일즈,Kakao Games Corp.,롤플레잉게임,21.97
38,7.0,원신,miHoYo Limited,어드벤처게임,23.12
39,-1.0,애니팡 사천성,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-0.45
40,-1.0,컴투스프로야구2021,Com2uS,스포츠게임,-1.55
41,33.0,로드 오브 히어로즈,CloverGames,롤플레잉게임,96.18
42,-2.0,캔디크러쉬소다,King,캐주얼게임,1.37
43,-2.0,리니지M,NCSOFT,롤플레잉게임,-9.31
44,-1.0,한게임 포커,NHN BIGFOOT,카지노게임,-1.27
45,1.0,메이플스토리M,NEXON Company,롤플레잉게임,-2.28
46,1.0,프렌즈타운,Kakao Games Corp.,퍼즐/퀴즈게임,-2.04
47,2.0,Project Makeover,"Magic Tavern, Inc.",캐주얼게임,-1.56
48,3.0,모두의마블,Netmarble,보드게임,0.17
49,-1.0,피쉬돔 (Fishdom),Playrix,퍼즐/퀴즈게임,-2.23
50,6.0,백야극광,PROXIMA BETA,롤플레잉게임,5.0
51,3.0,장기,게임 스튜디오 모노몹,보드게임,-1.0
52,,마피아42,TEAM42,전략게임,-3.72
53,-24.0,퍼니싱:그레이 레이븐,"HK HERO ENTERTAINMENT CO., LIMITED",롤플레잉게임,-48.7
54,1.0,위 베어 베어스 더 퍼즐,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,0.09
55,2.0,맞고의 신 : 카카오 공식 무료 고스톱,"Wemade Max Co., Ltd.",카지노게임,0.3
56,-6.0,마이리틀포레스트,Gamepub,시뮬레이션게임,-14.24
57,2.0,Rider,Ketchapp,아케이드게임,-1.43
58,,스도쿠 - 무료 두뇌훈련 스도쿠 퍼즐,Easybrain,보드게임,-3.21
59,-6.0,히어로즈 테일즈,37 Mobile Games,롤플레잉게임,-13.17
60,-16.0,U+프로야구(모든 통신사 이용가능),LG유플러스(LG Uplus Corporation),야구,-28.33
61,1.0,Soul Knight,ChillyRoom,액션게임,3.08
62,-1.0,궁수의 전설,Habby,액션게임,0.44
63,2.0,Toon Blast,Peak,퍼즐/퀴즈게임,-0.33
64,-4.0,라스트오리진,SmartJoy,,-8.59
65,3.0,매직 타일 3,AMANOTES PTE LTD,리듬/타일게임,3.71
66,,세븐나이츠2,Netmarble,롤플레잉게임,-2.69
67,,애니팡,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,0.09
68,-5.0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,롤플레잉게임,-8.12
69,,Toy Blast - 토이 블라스트,Peak,퍼즐/퀴즈게임,0.21
70,3.0,꿈의 마을 (Township),Playrix,캐주얼게임,2.29
71,6.0,"단어호감 - 워드 게임, 재미있는 퍼즐 게임",Kerun Games,퍼즐/퀴즈게임,4.05
72,12.0,디 앤츠:언더그라운드 킹덤,StarUnion,전략게임,7.0
