rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,1.0,쿠키런: 킹덤,Devsisters Corporation,롤플레잉게임,-9.98
2,-1.0,브롤스타즈,Supercell,액션게임,-16.52
3,,ROBLOX,Roblox Corporation,어드벤처게임,-15.23
4,,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-3.48
5,1.0,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,-17.73
6,2.0,Pokémon GO,"Niantic, Inc.",어드벤처게임,-16.56
7,-2.0,배틀그라운드,"KRAFTON, Inc.",슈팅게임,-24.55
8,-1.0,무한의 계단,NFLY STUDIO,아케이드게임,-27.76
9,11.0,Pokémon UNITE,The Pokemon Company,,18.57
10,1.0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,-2.35
11,-2.0,Minecraft,Mojang,액션게임,-31.68
12,-2.0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,-13.63
13,,캔디크러쉬사가,King,캐주얼게임,-3.12
14,,꿈의 집 (Homescapes),Playrix,캐주얼게임,-5.24
15,-3.0,클래시 로얄,Supercell,전략게임,-11.12
16,1.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,-5.3
17,2.0,클래시 오브 클랜,Supercell,전략게임,-3.53
18,-2.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,스포츠게임,-11.15
19,3.0,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,-4.05
20,4.0,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-3.21
21,4.0,애니팡2,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-1.75
22,-4.0,Rummikub,Kinkajoo,보드게임,-18.37
23,-8.0,좀비고등학교,AWESOMEPIECE,아케이드게임,-21.63
24,2.0,애니팡4,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-2.59
25,-4.0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,-20.4
26,2.0,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,-2.01
27,3.0,애니팡3,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-1.13
28,1.0,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,-7.28
29,2.0,오딘: 발할라 라이징,Kakao Games Corp.,롤플레잉게임,-6.59
30,6.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,-2.17
31,1.0,원신-1주년,miHoYo Limited,어드벤처게임,-8.46
32,3.0,라이엇 모바일,"Riot Games, Inc",게임커뮤니티,-7.13
33,-10.0,프렌즈샷: 누구나골프,Kakao Games Corp.,골프,-28.37
34,3.0,애니팡 맞고,PLAYLINKS Corp.,카지노게임,-1.77
35,-2.0,냥코 대전쟁,PONOS Corporation,캐주얼게임,-16.5
36,-9.0,미니어스: 작지만 놀라운 모험,BILIBILI,롤플레잉게임,-28.16
37,3.0,워드퍼즐 - 단어 게임! 재미있는 단어 퍼즐,Kerun Games,퍼즐/퀴즈게임,-4.78
38,1.0,피파모바일,NEXON Company,스포츠게임,-10.47
39,2.0,애니팡 사천성,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-1.36
40,2.0,U+프로야구(모든 통신사 이용가능),LG유플러스(LG Uplus Corporation),야구,-0.62
41,2.0,캔디크러쉬소다,King,캐주얼게임,-2.78
42,-4.0,모두의마블,Netmarble,보드게임,-20.87
43,3.0,한게임 포커,NHN BIGFOOT,카지노게임,-1.3
44,1.0,컴투스프로야구2021,Com2uS,스포츠게임,-7.88
45,-11.0,Among Us,Innersloth LLC,액션게임,-40.09
46,4.0,프렌즈타운,Kakao Games Corp.,퍼즐/퀴즈게임,-9.6
47,8.0,장기,게임 스튜디오 모노몹,보드게임,-2.5
48,4.0,피쉬돔 (Fishdom),Playrix,퍼즐/퀴즈게임,-8.6
49,-1.0,가디언 테일즈,Kakao Games Corp.,롤플레잉게임,-17.97
50,4.0,Project Makeover,"Magic Tavern, Inc.",캐주얼게임,-5.45
51,6.0,맞고의 신 : 카카오 공식 무료 고스톱,"Wemade Max Co., Ltd.",카지노게임,-2.1
52,4.0,스도쿠 - 두뇌 훈련용 퍼즐 게임,Easybrain,보드게임,-4.54
53,5.0,위 베어 베어스 더 퍼즐,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-2.28
54,7.0,리니지M,NCSOFT,롤플레잉게임,4.22
55,-8.0,월드 플리퍼,Kakao Games Corp.,액션게임,-25.23
56,-7.0,고스트워 : 캐주얼 배틀 아레나,RHAON,전략게임,-23.0
57,2.0,메이플스토리M,NEXON Company,롤플레잉게임,-7.72
58,18.0,로드 오브 히어로즈,CloverGames,롤플레잉게임,12.69
59,-8.0,Rider,Ketchapp,아케이드게임,-23.18
60,-7.0,마피아42,TEAM42,전략게임,-20.0
61,10.0,프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉게임,3.76
62,31.0,골팡 골프 부킹. 조인. 국내.해외 골프투어 필수어플,(주)골팡,골프,21.54
63,-19.0,고스트헌터 - 퇴마사키우기,DAERISOFT,어드벤처게임,-38.81
64,-2.0,하스스톤,"Blizzard Entertainment, Inc.",카드게임,-9.28
65,5.0,애니팡,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-2.18
66,-1.0,라스트오리진,SmartJoy,,-5.4
67,-3.0,한게임 섯다&맞고,NHN BIGFOOT,카지노게임,-5.86
68,4.0,Toon Blast,Peak,퍼즐/퀴즈게임,-1.83
69,4.0,행복의 저택,"Magic Tavern, Inc.",퍼즐/퀴즈게임,-4.45
70,9.0,꿈의 마을 (Township),Playrix,캐주얼게임,-3.3
71,14.0,앙상블스타즈!!,HappyElements,시뮬레이션게임,-2.18
72,12.0,피망 섯다,NEOWIZ corp,카지노게임,-5.19
73,10.0,뱅드림! 걸즈 밴드 파티!,Kakao Games Corp.,리듬/타일게임,-5.96
74,21.0,"XGOLF 엑스골프 - 골프부킹, 1인예약, 1박2일, 해외골프","GreenWorks Co.,Ltd.",골프,6.85
75,12.0,Toy Blast - 토이 블라스트,Peak,퍼즐/퀴즈게임,-1.85
76,-7.0,1945 공군: 슈팅 비행기게임 - 고전게임,ONESOFT,아케이드게임,-14.28
77,-9.0,궁수의 전설,Habby,액션게임,-15.31
78,12.0,고스톱 PLUS (무료 맞고 게임),BUZZPOWDER,카지노게임,-0.63
79,17.0,Royal Match,"Dream Games, Ltd.",퍼즐/퀴즈게임,4.08
80,21.0,레알팜 : 진짜 농산물 주는 게임,NEOGAMES,시뮬레이션게임,9.07
81,5.0,물 퍼즐 정렬 - 색상 정렬 게임,Sonatgame,퍼즐/퀴즈게임,-8.99
82,7.0,에픽세븐,Smilegate Megaport,롤플레잉게임,-5.9
83,5.0,제2의 나라: CROSS WORLDS,Netmarble,롤플레잉게임,-7.58
84,-9.0,콜 오브 듀티: 모바일,PROXIMA BETA,액션게임,-18.13
85,9.0,드래곤 플라이트,LINE Games,아케이드게임,-3.5
86,5.0,"단어호감 - 워드 게임, 재미있는 퍼즐 게임",Kerun Games,퍼즐/퀴즈게임,-10.61
87,18.0,상하이 애니팡,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-1.18
88,-21.0,Soul Knight,ChillyRoom,액션게임,-27.32
89,21.0,명일방주,Yostar Limited.,전략게임,0.33
90,-30.0,토킹톰 골드런,Outfit7 Limited,액션게임,-35.16
91,6.0,eFootball PES 2021,KONAMI,스포츠게임,-8.94
92,22.0,달려라 티라노,PathBreaker,캐주얼게임,-0.57
93,7.0,"말랑이 온라인 - 말랑이 거래, 말랑이 만들기",Whoyaho Corp.,시뮬레이션게임,-10.02
94,10.0,스누피 틀린그림찾기,SUNDAYTOZ Corp.,퍼즐/퀴즈게임,-7.41
95,-18.0,드래곤빌리지 NEW,highbrow,시뮬레이션게임,-27.85
96,7.0,세븐나이츠2,Netmarble,롤플레잉게임,-9.6
97,11.0,프렌즈사천성,Kakao Games Corp.,퍼즐/퀴즈게임,-6.69
98,11.0,스와이프 벽돌깨기 - no.1 벽돌깨기 게임,Nine Games,아케이드게임,-6.85
99,-36.0,나의 히어로 아카데미아: 최강 히어로,Bluetaku Pte. Ltd.,액션게임,-35.81
100,12.0,페이트/그랜드 오더,Netmarble,롤플레잉게임,-7.21
101,17.0,고스톱 오리지널 : 대표 맞고 혼자 치는 화투게임,NEOWIZ corp,카지노게임,-2.66
102,36.0,Zepp,Huami Inc.,운동/피트니스,8.97
103,-11.0,쿠키런 for Kakao,Devsisters Corporation,어드벤처게임,-22.17
104,17.0,피망 뉴맞고: 카카오맞고 대표 고스톱,NEOWIZ corp,카지노게임,-2.35
105,8.0,히어로즈 테일즈,37 Mobile Games,롤플레잉게임,-9.7
106,14.0,숨겨진 유산,Playrix,어드벤처게임,-3.57
107,,세븐나이츠,Netmarble,롤플레잉게임,-12.46
108,-27.0,뮤 아크엔젤2,Webzen Inc.,롤플레잉게임,-31.33
109,15.0,아이러브커피,NEXTURE Corporation,캐주얼게임,-2.34
110,-44.0,MARVEL 퓨처 레볼루션,Netmarble,롤플레잉게임,-38.06
111,57.0,인피니티 킹덤,YOUZU(SINGAPORE)PTE.LTD.,,30.1
112,5.0,블록 퍼즐 보석,hua weiwei,퍼즐/퀴즈게임,-9.13
113,6.0,Nonogram.com(피크로스) - 픽처 크로스 퍼즐,Easybrain,퍼즐/퀴즈게임,-11.48
114,8.0,바람의나라: 연,NEXON Company,롤플레잉게임,-11.5
115,12.0,백야극광,PROXIMA BETA,롤플레잉게임,-8.94
116,17.0,AFK 아레나,LilithGames,롤플레잉게임,-4.62
117,19.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,롤플레잉게임,-4.29
118,5.0,동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션게임,-12.89
119,-41.0,머지 스네이크(Merge Snake!),"Wuhan Weipai Network Technology Co., Ltd.",캐주얼게임,-39.93
120,8.0,Identity V -제5인격,NetEase Games,롤플레잉게임,-10.44
121,24.0,에브리타운: 대한민국 600만 유저가 선택한 No.1 농장게임,FLERO Games,시뮬레이션게임,-1.4
122,-24.0,3D운전교실,John 3:16,시뮬레이션게임,-27.75
123,-49.0,매직 타일 3,AMANOTES PTE LTD,리듬/타일게임,-42.47
124,1.0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,롤플레잉게임,-13.24
125,19.0,스도쿠 - 무료 클래식 스도쿠 퍼즐,Beetles Games Studio,퍼즐/퀴즈게임,-3.19
126,13.0,풋볼 마스터 2,GALA Sports,스포츠게임,-5.79
127,-1.0,슬레이어 키우기,GEAR2,시뮬레이션게임,-13.31
128,20.0,애니팡 포커,PLAYLINKS Corp.,카지노게임,-1.06
129,31.0,골프존카운티,골프존카운티,골프,11.73
130,,검은사막 모바일,PEARL ABYSS,롤플레잉게임,-11.61
131,15.0,KBO STATS,"Sports2i Co., Ltd.",야구,-3.04
132,21.0,패밀리팜 어드벤처,Century Games Pte. Ltd.,시뮬레이션게임,1.29
133,-53.0,스톤 마이너-Stone Miner,ZPLAY Games,시뮬레이션게임,-41.74
134,-52.0,Destiny Run,VOODOO,액션게임,-41.45
135,-4.0,SortPuz: 물의 색깔 정렬 퍼즐 게임,JoyPuz,퍼즐/퀴즈게임,-12.92
136,11.0,1010!,Zynga,퍼즐/퀴즈게임,-5.67
137,4.0,모바일 레전드: Bang Bang,Moonton,슈팅게임,-9.5
138,12.0,타임 프린세스,IGG.COM,롤플레잉게임,-4.75
139,49.0,Yu-Gi-Oh! Duel Links,KONAMI,카드게임,23.07
140,11.0,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED",롤플레잉게임,-4.84
141,11.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,,-4.17
142,-13.0,붕괴3rd,miHoYo Limited,액션게임,-18.28
143,53.0,고양이와 스프,HIDEA,,25.6
144,12.0,라이즈 오브 킹덤즈,LilithGames,전략게임,-3.9
145,-43.0,지오메트리 대시 라이트 (Geometry Dash L),RobTop Games,아케이드게임,-34.29
146,21.0,기적의 검,4399 KOREA,롤플레잉게임,3.25
147,-10.0,숫자로 색칠하기 - 무료 색칠 공부 및 퍼즐 게임,Better Life - Color and Draw,캐주얼게임,-18.86
148,-49.0,고양이를 만나,BadMouse,캐주얼게임,-37.23
149,0.0,트릭컬,EPIDGames,,
150,-16.0,코노스바 모바일 - 판타스틱 데이즈,NEXON Company,롤플레잉게임,-21.5
151,3.0,Two Dots,PlayDots,퍼즐/퀴즈게임,-11.96
152,-10.0,A Dance Of Fire and Ice,7th Beat Games,리듬/타일게임,-20.34
153,17.0,FotMob - 축구 결과,NorApps AS,스포츠게임,-0.4
154,7.0,Woodoku,Tripledot Studios Limited,퍼즐/퀴즈게임,-5.73
155,9.0,Blockudoku - 블록 퍼즐 게임,Easybrain,퍼즐/퀴즈게임,-5.73
156,10.0,나무 블록 퍼즐 - 클래식 블록 퍼즐 게임,Beetles Games Studio,퍼즐/퀴즈게임,-4.65
157,1.0,마구마구 2021,Netmarble,스포츠게임,-11.0
158,-47.0,의지의 히어로,ZPLAY Games,액션게임,-37.37
159,30.0,"모비 - 사전예약, 사전등록, 게임쿠폰",헝그리앱 Group,게임정보,7.13
160,-54.0,슈퍼펭귄 (Super Penguins),Supersolid,액션게임,-39.84
161,2.0,카르마M,Eskyfun Entertainment,롤플레잉게임,-9.14
162,-7.0,바운스볼,RAON GAMES,퍼즐/퀴즈게임,-16.95
163,-47.0,"Brain Out – 넌센스 마스터, 두뇌 트레이닝",Focus apps,퍼즐/퀴즈게임,-35.76
164,-29.0,Hair Challenge,Rollic Games,액션게임,-27.94
165,4.0,Tile Master,Higgs Studio,보드게임,-7.85
166,12.0,캔디크러쉬 프렌즈 사가,King,캐주얼게임,-3.16
167,4.0,아이러브니키,Kakao Games Corp.,시뮬레이션게임,-7.72
168,17.0,사활 마스터 (바둑),LR Studios,보드게임,-0.15
169,31.0,Art of War: Legions,Fastone Games HK,전략게임,5.73
170,7.0,놀러와 마이홈,Kakao Games Corp.,시뮬레이션게임,-4.53
171,-22.0,Case Hunter – 진실은 언제나 하나!,Focus apps,퍼즐/퀴즈게임,-23.82
172,15.0,일곱 개의 대죄: GRAND CROSS,Netmarble,롤플레잉게임,-0.31
173,18.0,앵그리버드 드림 블라스트: 버블 퍼즐 팝핑 게임,Rovio Entertainment Corporation,퍼즐/퀴즈게임,-0.58
174,-1.0,삼국지 전략판,Qookka Games,전략게임,-10.68
175,23.0,U+골프 (모든 통신사 고객 이용 가능),LG유플러스(LG Uplus Corporation),골프,0.93
176,-1.0,고양이 식탁,DH-Publisher,시뮬레이션게임,-10.31
177,5.0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,전략게임,-7.48
178,-63.0,워패스,LilithGames,전략게임,-41.83
179,55.0,プロジェクトセカイ カラフルステージ！ feat. 初音ミク,SEGA CORPORATION,리듬/타일게임,24.58
180,-15.0,오목의 달인,SUD Inc.,보드게임,-16.9
181,3.0,벽돌깨기 퀘스트,mobirix,아케이드게임,-6.44
182,24.0,리니지2M,NCSOFT,롤플레잉게임,2.61
183,16.0,프로야구 페이지 - KBO 팬 필수 앱 (PAIGE),NCSOFT,야구,-1.93
184,8.0,Block Puzzle - 블럭 퍼즐,Block Puzzle Jewel Games,퍼즐/퀴즈게임,-5.77
185,18.0,서머너즈 워: 천공의 아레나,Com2uS,롤플레잉게임,-1.45
186,-54.0,Tiles Hop: EDM Rush!,AMANOTES PTE LTD,리듬/타일게임,-36.38
187,-15.0,Geometry Dash,RobTop Games,아케이드게임,-17.05
188,-2.0,펜타스톰,Netmarble,슈팅게임,-11.13
189,-8.0,오목,게임 스튜디오 모노몹,보드게임,-13.84
190,-33.0,블레이드&소울2,NCSOFT,롤플레잉게임,-26.77
191,18.0,패밀리 아일랜드 - 농장모험게임,Melsoft Games Ltd,캐주얼게임,-2.08
192,5.0,로드 모바일: 타워 디펜스,IGG.COM,전략게임,-8.38
193,18.0,타일 연결 - 무료 타일 퍼즐 & 매치 브레인 게임,Higgs Studio,보드게임,-2.78
194,33.0,SBS골프,SBS골프,골프,9.1
195,-52.0,Supreme Duelist Stickman,Nerons Brother,액션게임,-36.89
