,tablescraper-selected-row,name,tablescraper-selected-row 2,tablescraper-selected-row 3,num,num 2,num 3,num 4,tablescraper-selected-row 5
0,1.0,리그 오브 레전드,RTS,87.48,"9,440","10,073,990",96.0,"6,286,420",라이엇게임즈
2,2.0,배틀그라운드,FPS,59.11,"9,327","5,302,085",78.0,"4,098,831",카카오/스팀
4,3.0,오버워치,FPS,22.67,"9,202","2,032,824",69.0,"1,764,379",블리자드
6,4.0,FIFA 온라인 4,스포츠,90.71,"9,287","1,608,609",55.0,"1,769,665",넥슨
8,5.0,카트라이더,레이싱,98.86,"9,188","1,109,218",40.0,"1,681,982",넥슨
10,6.0,로스트아크,RPG,32.07,"8,086","986,362",154.0,"383,491",스마일게이트
12,7.0,서든어택,FPS,10.66,"8,989","955,675",66.0,"880,053",넥슨
14,8.0,스타크래프트 리마스터,RTS,6.44,"8,866","741,216",77.0,"585,639",블리자드
16,9.0,메이플스토리,RPG,19.47,"8,258","598,904",90.0,"401,213",넥슨
18,10.0,던전앤파이터,액션,57.84,"7,699","536,928",106.0,"295,158",넥슨
20,11.0,DOTA 2,RTS,3.07,"5,337","353,022",105.0,"203,002",스팀
22,12.0,APEX LEGENDS,FPS,3.06,"5,289","274,085",61.0,"269,260",Origin/스팀
24,13.0,월드 오브 워크래프트,RPG,8.12,"4,815","249,612",134.0,"112,313",블리자드
26,14.0,리니지,RPG,7.94,"4,539","243,956",113.0,"130,879",엔씨소프트
28,15.0,사이퍼즈,액션,21.19,"4,782","196,660",111.0,"104,687",넥슨
30,16.0,디아블로3,RPG,5.18,"4,465","159,241",115.0,"83,632",블리자드
32,17.0,워크래프트3 리포지드,RTS,1.08,"3,532","123,850",77.0,"96,874",블리자드
34,18.0,스타크래프트2,RTS,0.96,"4,688","109,630",75.0,"87,884",블리자드
36,19.0,아이온,RPG,3.39,"2,593","104,002",109.0,"57,441",엔씨소프트
38,20.0,레인보우식스 시즈,FPS,1.07,"3,092","95,637",74.0,"76,567",네오위즈/스팀
40,21.0,Destiny: Guardians,FPS,1.06,"3,158","95,015",117.0,"48,773",스팀
42,22.0,히어로즈 오브 더 스톰,RTS,0.82,"3,401","93,390",91.0,"61,618",블리자드
44,23.0,블레이드 & 소울,RPG,2.97,"3,089","91,148",86.0,"63,451",엔씨소프트
46,24.0,크레이지아케이드,아케이드,69.77,"5,068","85,755",31.0,"172,773",넥슨
48,25.0,검은사막,RPG,2.13,"2,267","65,451",116.0,"33,839",(주)펄어비스
50,26.0,테일즈런너,스포츠,3.61,"3,864","63,993",43.0,"89,631",스마일게이트
52,27.0,스페셜포스,FPS,0.71,"2,298","63,069",95.0,"39,977",네오위즈
54,28.0,파이널판타지14,RPG,1.84,"1,665","56,359",139.0,"24,208",액토즈소프트
56,29.0,GTA 5,액션,5.55,"1,948","51,493",72.0,"43,076",스팀
58,30.0,한게임 로우바둑이,보드,11.75,"2,689","50,027",26.0,"115,420",한게임
0,1.0,리그 오브 레전드,RTS,87.2,"9,440","9,805,138",96.0,"6,147,680",라이엇게임즈
2,2.0,배틀그라운드,FPS,59.23,"9,324","5,080,342",78.0,"3,944,468",카카오/스팀
4,3.0,오버워치,FPS,22.65,"9,196","1,942,021",69.0,"1,687,323",블리자드
6,4.0,FIFA 온라인 4,스포츠,89.87,"9,287","1,505,022",54.0,"1,701,203",넥슨
8,5.0,카트라이더,레이싱,98.85,"9,150","1,015,880",39.0,"1,579,377",넥슨
10,6.0,서든어택,FPS,10.82,"8,966","927,267",65.0,"869,466",넥슨
12,7.0,로스트아크,RPG,29.5,"7,941","888,865",152.0,"352,379",스마일게이트
14,8.0,스타크래프트 리마스터,RTS,6.51,"8,858","731,995",77.0,"577,805",블리자드
16,9.0,메이플스토리,RPG,17.91,"8,125","539,550",85.0,"379,031",넥슨
18,10.0,던전앤파이터,액션,56.84,"7,563","495,250",104.0,"274,574",넥슨
20,11.0,DOTA 2,RTS,3.17,"5,399","356,192",107.0,"200,224",스팀
22,12.0,리니지,RPG,10.55,"5,469","317,683",97.0,"206,926",엔씨소프트
24,13.0,APEX LEGENDS,FPS,2.89,"5,219","247,634",76.0,"201,993",Origin/스팀
26,14.0,월드 오브 워크래프트,RPG,8.01,"4,730","241,282",132.0,"109,697",블리자드
28,15.0,사이퍼즈,액션,22.79,"4,806","198,551",113.0,"104,028",넥슨
30,16.0,디아블로3,RPG,5.0,"4,401","150,567",113.0,"80,108",블리자드
32,17.0,워크래프트3 리포지드,RTS,1.11,"3,527","124,071",77.0,"97,770",블리자드
34,18.0,스타크래프트2,RTS,0.99,"4,750","111,078",75.0,"89,978",블리자드
36,19.0,블레이드 & 소울,RPG,3.25,"3,456","97,708",76.0,"77,109",엔씨소프트
38,20.0,히어로즈 오브 더 스톰,RTS,0.87,"3,494","96,920",92.0,"62,665",블리자드
40,21.0,아이온,RPG,3.19,"2,529","95,943",107.0,"53,820",엔씨소프트
42,22.0,레인보우식스 시즈,FPS,1.06,"3,064","90,149",73.0,"73,163",네오위즈/스팀
44,23.0,크레이지아케이드,아케이드,69.88,"5,119","85,723",31.0,"172,480",넥슨
46,24.0,Destiny: Guardians,FPS,1.0,"2,951","85,601",117.0,"44,210",스팀
48,25.0,테일즈런너,스포츠,3.67,"3,763","61,462",43.0,"87,306",스마일게이트
50,26.0,검은사막,RPG,2.04,"2,191","61,448",114.0,"32,456",(주)펄어비스
52,27.0,스페셜포스,FPS,0.7,"2,234","59,502",95.0,"37,660",네오위즈
54,28.0,파이널판타지14,RPG,1.86,"1,678","55,877",140.0,"23,906",액토즈소프트
56,29.0,한게임 로우바둑이,보드,12.53,"2,668","49,181",27.0,"110,224",한게임
58,30.0,거상,RPG,1.6,"1,809","47,918",95.0,"30,578",(주)에이케이인터렉티브
0,1.0,리그 오브 레전드,RTS,87.68,"9,465","1,852,333",102.0,"1,093,359",라이엇게임즈
2,2.0,배틀그라운드,FPS,60.16,"9,363","1,044,531",82.0,"768,756",카카오/스팀
4,3.0,오버워치,FPS,23.23,"9,301","403,277",72.0,"339,052",블리자드
6,4.0,FIFA 온라인 4,스포츠,89.79,"9,361","283,058",53.0,"322,241",넥슨
8,5.0,카트라이더,레이싱,98.89,"9,299","200,644",41.0,"299,771",넥슨
10,6.0,서든어택,FPS,9.93,"9,189","172,353",65.0,"160,132",넥슨
12,7.0,로스트아크,RPG,26.31,"7,941","148,179",168.0,"53,082",스마일게이트
14,8.0,스타크래프트 리마스터,RTS,5.88,"9,062","124,087",80.0,"94,153",블리자드
16,9.0,던전앤파이터,액션,60.62,"8,106","115,688",129.0,"53,999",넥슨
18,10.0,메이플스토리,RPG,18.12,"8,524","102,036",94.0,"65,520",넥슨
20,11.0,리니지,RPG,12.4,"6,484","69,809",105.0,"40,029",엔씨소프트
22,12.0,DOTA 2,RTS,3.24,"5,920","68,434",115.0,"35,707",스팀
24,13.0,월드 오브 워크래프트,RPG,7.43,"5,109","41,834",141.0,"17,840",블리자드
26,14.0,APEX LEGENDS,FPS,2.38,"5,641","41,172",59.0,"42,567",Origin/스팀
28,15.0,사이퍼즈,액션,20.15,"5,356","38,449",125.0,"18,460",넥슨
30,16.0,디아블로3,RPG,4.65,"4,694","26,189",119.0,"13,277",블리자드
32,17.0,워크래프트3 리포지드,RTS,1.11,"4,004","23,374",79.0,"17,789",블리자드
34,18.0,스타크래프트2,RTS,1.0,"5,449","21,002",79.0,"16,063",블리자드
36,19.0,블레이드 & 소울,RPG,3.62,"3,904","20,382",92.0,"13,418",엔씨소프트
38,20.0,레인보우식스 시즈,FPS,1.16,"3,768","19,991",81.0,"14,858",네오위즈/스팀
40,21.0,히어로즈 오브 더 스톰,RTS,0.94,"4,256","19,660",102.0,"11,655",블리자드
42,22.0,아이온,RPG,3.1,"2,864","17,434",114.0,"9,249",엔씨소프트
44,23.0,크레이지아케이드,아케이드,72.51,"6,318","17,223",30.0,"34,552",넥슨
46,24.0,Destiny: Guardians,FPS,0.94,"3,528","16,166",117.0,"8,305",스팀
48,25.0,검은사막,RPG,2.11,"2,487","11,860",118.0,"6,074",(주)펄어비스
50,26.0,테일즈런너,스포츠,3.65,"4,681","11,498",42.0,"16,573",스마일게이트
52,27.0,GTA 5,액션,5.72,"2,504","10,906",72.0,"9,095",스팀
54,28.0,리니지2,RPG,1.83,"1,857","10,269",115.0,"5,361",엔씨소프트
56,29.0,스페셜포스,FPS,0.59,"2,481","10,165",98.0,"6,247",네오위즈
58,30.0,파이널판타지14,RPG,1.8,"1,798","10,110",155.0,"3,920",액토즈소프트
0,1.0,리그 오브 레전드,RTS,86.84,"9,408","7,779,402",91.0,"5,201,774",라이엇게임즈
2,2.0,배틀그라운드,FPS,61.11,"9,271","4,039,153",78.0,"3,129,077",카카오/스팀
4,3.0,오버워치,FPS,21.16,"9,130","1,398,758",69.0,"1,227,315",블리자드
6,4.0,FIFA 온라인 4,스포츠,89.57,"9,260","1,246,573",53.0,"1,427,992",넥슨
8,5.0,카트라이더,레이싱,99.05,"9,098","794,029",40.0,"1,207,344",넥슨
10,6.0,서든어택,FPS,10.67,"8,888","705,254",63.0,"679,784",넥슨
12,7.0,로스트아크,RPG,26.44,"7,705","683,744",153.0,"268,987",스마일게이트
14,8.0,스타크래프트 리마스터,RTS,6.7,"8,820","599,459",76.0,"477,169",블리자드
16,9.0,리니지,RPG,16.53,"6,491","427,486",107.0,"240,984",엔씨소프트
18,10.0,메이플스토리,RPG,15.96,"7,932","412,708",88.0,"282,556",넥슨
20,11.0,던전앤파이터,액션,57.33,"7,390","371,973",96.0,"229,692",넥슨
22,12.0,DOTA 2,RTS,3.28,"5,428","293,498",103.0,"174,245",스팀
24,13.0,월드 오브 워크래프트,RPG,7.55,"4,644","195,251",128.0,"92,034",블리자드
26,14.0,APEX LEGENDS,FPS,2.51,"4,728","165,722",72.0,"139,938",Origin/스팀
28,15.0,사이퍼즈,액션,21.52,"4,468","139,635",112.0,"74,823",넥슨
30,16.0,디아블로3,RPG,4.29,"4,194","110,884",108.0,"62,177",블리자드
32,17.0,워크래프트3 리포지드,RTS,1.13,"3,546","100,478",76.0,"80,792",블리자드
34,18.0,스타크래프트2,RTS,1.0,"4,579","89,307",75.0,"71,897",블리자드
36,19.0,아이온,RPG,3.24,"2,520","83,642",107.0,"47,043",엔씨소프트
38,20.0,히어로즈 오브 더 스톰,RTS,0.9,"3,486","80,541",93.0,"52,101",블리자드
40,21.0,블레이드 & 소울,RPG,2.93,"3,167","75,757",78.0,"58,227",엔씨소프트
42,22.0,레인보우식스 시즈,FPS,1.07,"2,996","70,373",70.0,"61,320",네오위즈/스팀
44,23.0,Destiny: Guardians,FPS,0.98,"2,762","64,337",114.0,"34,197",스팀
46,24.0,크레이지아케이드,아케이드,68.41,"4,720","63,270",32.0,"120,602",넥슨
48,25.0,리니지2,RPG,1.93,"1,691","49,894",110.0,"27,383",엔씨소프트
50,26.0,스페셜포스,FPS,0.75,"2,211","49,208",97.0,"30,674",네오위즈
52,27.0,한게임 로우바둑이,보드,14.33,"2,980","48,869",25.0,"117,765",한게임
54,28.0,검은사막,RPG,1.88,"2,078","48,585",107.0,"27,414",(주)펄어비스
56,29.0,테일즈런너,스포츠,3.44,"3,588","47,822",41.0,"70,518",스마일게이트
58,30.0,파이널판타지14,RPG,1.66,"1,579","42,866",135.0,"19,127",액토즈소프트
0,1.0,리그 오브 레전드,RTS,87.27,"9,405","9,750,813",96.0,"6,124,838",라이엇게임즈
2,2.0,배틀그라운드,FPS,61.13,"9,280","4,788,656",80.0,"3,638,716",카카오/스팀
4,3.0,오버워치,FPS,21.61,"9,140","1,692,297",70.0,"1,464,772",블리자드
6,4.0,FIFA 온라인 4,스포츠,89.41,"9,260","1,427,886",54.0,"1,599,616",넥슨
8,5.0,카트라이더,레이싱,99.22,"9,120","976,730",42.0,"1,425,210",넥슨
10,6.0,서든어택,FPS,10.14,"8,845","793,927",64.0,"747,412",넥슨
12,7.0,로스트아크,RPG,25.01,"7,585","760,171",155.0,"295,479",스마일게이트
14,8.0,스타크래프트 리마스터,RTS,6.41,"8,846","715,237",76.0,"567,764",블리자드
16,9.0,리니지,RPG,17.81,"6,341","541,040",121.0,"269,345",엔씨소프트
18,10.0,던전앤파이터,액션,59.82,"7,483","515,448",101.0,"298,121",넥슨
20,11.0,메이플스토리,RPG,15.98,"7,845","485,548",91.0,"319,585",넥슨
22,12.0,DOTA 2,RTS,3.09,"5,456","344,255",102.0,"203,994",스팀
24,13.0,월드 오브 워크래프트,RPG,7.55,"4,619","229,442",132.0,"104,271",블리자드
26,14.0,APEX LEGENDS,FPS,2.25,"4,553","175,930",77.0,"138,109",Origin/스팀
28,15.0,사이퍼즈,액션,19.64,"4,499","169,159",114.0,"88,735",넥슨
30,16.0,워크래프트3 리포지드,RTS,1.25,"3,838","138,805",79.0,"106,863",블리자드
32,17.0,디아블로3,RPG,4.34,"4,259","131,833",108.0,"73,883",블리자드
34,18.0,스타크래프트2,RTS,0.98,"4,669","108,916",76.0,"86,384",블리자드
36,19.0,아이온,RPG,3.24,"2,566","98,264",102.0,"58,109",엔씨소프트
38,20.0,히어로즈 오브 더 스톰,RTS,0.88,"3,545","97,614",94.0,"62,207",블리자드
40,21.0,블레이드 & 소울,RPG,2.88,"3,071","87,400",83.0,"62,517",엔씨소프트
42,22.0,레인보우식스 시즈,FPS,1.06,"3,002","82,562",71.0,"71,438",네오위즈/스팀
44,23.0,Destiny: Guardians,FPS,0.98,"2,771","76,254",113.0,"40,638",스팀
46,24.0,크레이지아케이드,아케이드,68.12,"4,609","69,368",33.0,"129,898",넥슨
48,25.0,리니지2,RPG,2.06,"1,738","62,543",116.0,"32,398",엔씨소프트
50,26.0,검은사막,RPG,1.99,"2,142","60,362",112.0,"32,304",(주)펄어비스
52,27.0,스페셜포스,FPS,0.77,"2,208","60,166",98.0,"36,908",네오위즈
54,28.0,테일즈런너,스포츠,3.26,"3,493","51,963",42.0,"75,094",스마일게이트
56,29.0,한게임 로우바둑이,보드,12.25,"2,787","51,567",26.0,"120,099",한게임
58,30.0,파이널판타지14,RPG,1.68,"1,565","50,826",137.0,"22,204",액토즈소프트
0,1.0,리그 오브 레전드,RTS,87.82,"9,409","9,897,752",97.0,"6,102,191",라이엇게임즈
2,2.0,배틀그라운드,FPS,61.88,"9,293","4,495,631",81.0,"3,360,016",카카오/스팀
4,3.0,오버워치,FPS,20.84,"9,138","1,513,948",67.0,"1,361,236",블리자드
6,4.0,FIFA 온라인 4,스포츠,90.24,"9,276","1,507,563",57.0,"1,580,751",넥슨
8,5.0,카트라이더,레이싱,99.26,"9,116","875,698",41.0,"1,292,609",넥슨
10,6.0,서든어택,FPS,10.23,"8,796","742,971",65.0,"689,161",넥슨
12,7.0,스타크래프트 리마스터,RTS,6.26,"8,817","704,494",77.0,"555,432",블리자드
14,8.0,로스트아크,RPG,24.04,"7,433","683,240",151.0,"271,352",스마일게이트
16,9.0,던전앤파이터,액션,61.85,"7,619","548,984",104.0,"309,597",넥슨
18,10.0,리니지,RPG,17.71,"5,979","503,322",135.0,"225,123",엔씨소프트
20,11.0,메이플스토리,RPG,15.53,"7,791","441,379",88.0,"300,990",넥슨
22,12.0,DOTA 2,RTS,2.8,"5,300","314,596",105.0,"180,688",스팀
24,13.0,월드 오브 워크래프트,RPG,7.89,"4,634","224,314",130.0,"103,426",블리자드
26,14.0,사이퍼즈,액션,19.06,"4,488","169,095",110.0,"92,815",넥슨
28,15.0,APEX LEGENDS,FPS,2.01,"4,095","145,577",79.0,"111,200",Origin/스팀
30,16.0,워크래프트3 리포지드,RTS,1.21,"3,710","135,336",79.0,"104,311",블리자드
32,17.0,디아블로3,RPG,4.42,"4,124","125,463",108.0,"69,969",블리자드
34,18.0,스타크래프트2,RTS,0.96,"4,598","107,458",77.0,"84,434",블리자드
36,19.0,아이온,RPG,3.36,"2,512","95,418",102.0,"56,537",엔씨소프트
38,20.0,히어로즈 오브 더 스톰,RTS,0.84,"3,453","94,122",94.0,"60,285",블리자드
40,21.0,블레이드 & 소울,RPG,2.85,"2,969","80,935",83.0,"57,896",엔씨소프트
42,22.0,레인보우식스 시즈,FPS,1.07,"2,911","77,077",75.0,"61,109",네오위즈/스팀
44,23.0,Destiny: Guardians,FPS,1.01,"2,637","72,936",117.0,"37,608",스팀
46,24.0,크레이지아케이드,아케이드,66.01,"4,358","64,038",34.0,"116,965",넥슨
48,25.0,리니지2,RPG,2.19,"1,731","62,183",119.0,"31,522",엔씨소프트
50,26.0,스페셜포스,FPS,0.83,"2,243","59,681",98.0,"36,732",네오위즈
52,27.0,검은사막,RPG,2.09,"2,102","59,181",114.0,"31,184",(주)펄어비스
54,28.0,거상,RPG,1.74,"1,882","49,318",93.0,"32,001",(주)에이케이인터렉티브
56,29.0,한게임 로우바둑이,보드,11.82,"2,723","49,092",26.0,"114,185",한게임
58,30.0,테일즈런너,스포츠,2.89,"3,386","48,277",40.0,"74,102",스마일게이트
0,1.0,리그 오브 레전드,RTS,88.68,"9,407","10,609,775",98.0,"6,504,050",라이엇게임즈
2,2.0,배틀그라운드,FPS,62.08,"9,266","4,415,979",78.0,"3,433,044",카카오/스팀
4,3.0,FIFA 온라인 4,스포츠,90.07,"9,259","1,523,467",54.0,"1,722,882",넥슨
6,4.0,오버워치,FPS,20.19,"9,124","1,435,940",64.0,"1,367,320",블리자드
8,5.0,카트라이더,레이싱,99.25,"9,081","849,635",39.0,"1,344,879",넥슨
10,6.0,서든어택,FPS,10.88,"8,833","773,974",64.0,"734,313",넥슨
12,7.0,로스트아크,RPG,25.34,"7,633","745,466",146.0,"307,634",스마일게이트
14,8.0,스타크래프트 리마스터,RTS,5.95,"8,831","711,511",76.0,"564,978",블리자드
16,9.0,던전앤파이터,액션,60.24,"7,632","530,860",101.0,"308,021",넥슨
18,10.0,리니지,RPG,17.45,"5,958","513,488",126.0,"253,498",엔씨소프트
20,11.0,메이플스토리,RPG,16.78,"7,953","493,558",86.0,"345,298",넥슨
22,12.0,DOTA 2,RTS,2.35,"5,064","281,040",103.0,"164,513",스팀
24,13.0,월드 오브 워크래프트,RPG,7.24,"4,553","212,969",126.0,"101,492",블리자드
26,14.0,사이퍼즈,액션,19.59,"4,468","172,566",118.0,"88,096",넥슨
28,15.0,워크래프트3 리포지드,RTS,1.14,"3,748","136,220",78.0,"105,279",블리자드
30,16.0,APEX LEGENDS,FPS,1.69,"3,802","119,788",75.0,"96,538",Origin/스팀
32,17.0,디아블로3,RPG,3.84,"3,940","112,965",105.0,"64,707",블리자드
34,18.0,스타크래프트2,RTS,0.92,"4,703","109,094",75.0,"87,861",블리자드
36,19.0,히어로즈 오브 더 스톰,RTS,0.84,"3,603","100,469",92.0,"65,953",블리자드
38,20.0,아이온,RPG,3.15,"2,429","92,619",107.0,"52,407",엔씨소프트
40,21.0,레인보우식스 시즈,FPS,1.19,"3,037","84,199",74.0,"68,980",네오위즈/스팀
42,22.0,블레이드 & 소울,RPG,2.77,"2,912","81,299",88.0,"55,422",엔씨소프트
44,23.0,Destiny: Guardians,FPS,0.96,"2,595","68,094",110.0,"37,411",스팀
46,24.0,크레이지아케이드,아케이드,66.61,"4,436","66,102",33.0,"123,104",넥슨
48,25.0,리니지2,RPG,2.17,"1,762","63,661",119.0,"32,464",엔씨소프트
50,26.0,스페셜포스,FPS,0.84,"2,237","59,230",97.0,"36,822",네오위즈
52,27.0,검은사막,RPG,1.98,"2,056","58,094",115.0,"30,577",(주)펄어비스
54,28.0,테일즈런너,스포츠,3.25,"3,581","54,845",40.0,"83,304",스마일게이트
56,29.0,거상,RPG,1.73,"1,930","50,812",94.0,"32,705",(주)에이케이인터렉티브
58,30.0,한게임 로우바둑이,보드,11.72,"2,664","47,758",26.0,"111,982",한게임
0,1.0,리그 오브 레전드,RTS,89.22,"9,405","4,978,981",99.0,"3,033,279",라이엇게임즈
2,2.0,배틀그라운드,FPS,63.56,"9,295","2,125,358",80.0,"1,604,341",카카오/스팀
4,3.0,FIFA 온라인 4,스포츠,89.79,"9,265","674,562",53.0,"765,309",넥슨
6,4.0,오버워치,FPS,19.49,"9,141","651,570",63.0,"621,075",블리자드
8,5.0,카트라이더,레이싱,99.32,"9,137","402,269",37.0,"654,554",넥슨
10,6.0,서든어택,FPS,10.58,"8,898","353,625",65.0,"329,634",넥슨
12,7.0,로스트아크,RPG,24.79,"7,826","348,925",149.0,"140,491",스마일게이트
14,8.0,스타크래프트 리마스터,RTS,5.65,"8,838","315,282",77.0,"246,108",블리자드
16,9.0,메이플스토리,RPG,22.28,"8,414","313,593",99.0,"189,350",넥슨
18,10.0,던전앤파이터,액션,59.67,"7,701","238,256",105.0,"132,532",넥슨
20,11.0,리니지,RPG,16.04,"6,133","225,698",132.0,"103,080",엔씨소프트
22,12.0,DOTA 2,RTS,2.15,"5,072","119,516",101.0,"71,036",스팀
24,13.0,월드 오브 워크래프트,RPG,6.59,"4,585","92,670",134.0,"41,648",블리자드
26,14.0,사이퍼즈,액션,19.75,"4,631","78,847",118.0,"39,833",넥슨
28,15.0,워크래프트3 리포지드,RTS,1.14,"3,903","63,589",79.0,"48,464",블리자드
30,16.0,스타크래프트2,RTS,0.89,"4,826","49,311",75.0,"39,473",블리자드
32,17.0,디아블로3,RPG,3.43,"3,870","48,219",106.0,"27,285",블리자드
34,18.0,APEX LEGENDS,FPS,1.43,"3,584","47,563",77.0,"37,381",Origin/스팀
36,19.0,히어로즈 오브 더 스톰,RTS,0.84,"3,886","46,829",92.0,"30,759",블리자드
38,20.0,아이온,RPG,2.83,"2,459","39,843",109.0,"21,999",엔씨소프트
40,21.0,레인보우식스 시즈,FPS,1.14,"3,206","38,109",72.0,"31,736",네오위즈/스팀
42,22.0,블레이드 & 소울,RPG,2.52,"2,913","35,448",91.0,"23,271",엔씨소프트
44,23.0,크레이지아케이드,아케이드,67.3,"4,546","30,830",33.0,"56,148",넥슨
46,24.0,Destiny: Guardians,FPS,0.87,"2,621","28,918",106.0,"16,385",스팀
48,25.0,리니지2,RPG,1.95,"1,722","27,342",123.0,"13,374",엔씨소프트
50,26.0,스페셜포스,FPS,0.79,"2,213","26,334",100.0,"15,934",네오위즈
52,27.0,테일즈런너,스포츠,3.45,"3,820","25,848",41.0,"38,620",스마일게이트
54,28.0,검은사막,RPG,1.82,"2,126","25,612",111.0,"13,785",(주)펄어비스
56,29.0,거상,RPG,1.6,"1,989","22,468",90.0,"15,029",(주)에이케이인터렉티브
58,30.0,한게임 로우바둑이,보드,11.43,"2,567","19,965",27.0,"45,744",한게임
0,1.0,리그 오브 레전드,RTS,89.87,"9,378","7,617,488",95.0,"4,856,602",라이엇게임즈
2,2.0,배틀그라운드,FPS,59.43,"9,263","2,986,144",74.0,"2,447,675",카카오/스팀
4,3.0,FIFA 온라인 4,스포츠,92.46,"9,255","1,395,863",57.0,"1,453,152",넥슨
6,4.0,오버워치,FPS,23.4,"9,195","1,175,891",63.0,"1,133,341",블리자드
8,5.0,카트라이더,레이싱,99.39,"9,179","713,590",38.0,"1,124,408",넥슨
10,6.0,서든어택,FPS,10.95,"8,988","550,065",60.0,"555,234",넥슨
12,7.0,로스트아크,RPG,24.45,"7,843","462,461",148.0,"186,924",스마일게이트
14,8.0,스타크래프트 리마스터,RTS,5.06,"8,874","428,809",72.0,"358,128",블리자드
16,9.0,메이플스토리,RPG,21.86,"8,493","413,448",93.0,"269,204",넥슨
