,week_num,num,broad_rank,name,broad_share
2660,88,2660,27,테일즈런너,0.3%
2661,88,2661,1,LOL,35.2%
2662,88,2662,2,스타,12.2%
2663,88,2663,3,배틀그라운드,11%
2664,88,2664,5,피파온라인4,5.1%
2665,88,2665,6,리니지M,3.4%
2666,88,2666,7,스팀게임,2.5%
2667,88,2667,8,바람의나라: 연,2.3%
2668,88,2668,9,메이플스토리,2.2%
2669,88,2669,10,모바일 종합 게임,2.1%
2670,89,2670,11,PC 기타게임,1.9%
2671,89,2671,12,어몽 어스,1.8%
2672,89,2672,13,V4,1.1%
2673,89,2673,14,발로란트,1.1%
2674,89,2674,15,로스트아크,0.9%
2675,89,2675,16,비디오게임,0.7%
2676,89,2676,18,TFT,0.7%
2677,89,2677,19,카트라이더,0.7%
2678,89,2678,20,고전게임,0.5%
2679,89,2679,21,테일즈런너,0.4%
2680,89,2680,23,던파,0.4%
2681,89,2681,24,스페셜포스,0.3%
2682,89,2682,25,스타2,0.3%
2683,89,2683,27,철권,0.3%
2684,89,2684,1,LOL,21.9%
2685,89,2685,2,스타,18.2%
2686,89,2686,3,배틀그라운드,13.9%
2687,89,2687,5,리니지M,3.6%
2688,89,2688,6,스팀게임,3.9%
2689,89,2689,7,바람의나라: 연,2.9%
2690,89,2690,8,메이플스토리,2.5%
2691,89,2691,9,PC 기타게임,2.5%
2692,89,2692,10,피파온라인4,1.9%
2693,89,2693,11,TFT,1.5%
2694,89,2694,12,V4,1.4%
2695,89,2695,13,로스트아크,1.4%
2696,89,2696,14,발로란트,1.4%
2697,89,2697,15,모바일 종합 게임,1.1%
2698,89,2698,16,오버워치,1%
2699,89,2699,17,리니지,0.9%
2700,90,2700,18,카트라이더,0.9%
2701,90,2701,19,비디오게임,0.8%
2702,90,2702,20,폴 가이즈,0.8%
2703,90,2703,21,어몽 어스,0.8%
2704,90,2704,22,고전게임,0.5%
2705,90,2705,23,철권,0.4%
2706,90,2706,24,던파,0.4%
2707,90,2707,25,워크래프트,0.4%
2708,90,2708,26,스페셜포스,0.4%
2709,90,2709,27,섀도우 아레나,0.3%
2710,90,2710,29,거상,0.2%
2711,90,2711,2,배틀그라운드,9.7%
2712,90,2712,3,스타,7.1%
2713,90,2713,5,폴 가이즈,6.4%
2714,90,2714,6,바람의나라: 연,3.2%
2715,90,2715,7,리니지M,3.2%
2716,90,2716,8,피파온라인4,2.9%
2717,90,2717,9,메이플스토리,2.8%
2718,90,2718,10,스팀게임,2.9%
2719,90,2719,11,모바일 종합 게임,2.8%
2720,90,2720,12,PC 기타게임,2.3%
2721,90,2721,13,로스트아크,1.7%
2722,90,2722,14,TFT,1.2%
2723,90,2723,15,V4,1%
2724,90,2724,16,리니지,1%
2725,90,2725,17,비디오게임,0.9%
2726,90,2726,18,카트라이더,0.9%
2727,90,2727,19,철권,0.5%
2728,90,2728,21,고전게임,0.4%
2729,90,2729,22,섀도우 아레나,0.4%
2730,91,2730,23,워크래프트,0.4%
2731,91,2731,24,스타2,0.4%
2732,91,2732,25,던파,0.4%
2733,91,2733,26,스페셜포스,0.3%
2734,91,2734,27,리니지2M,0.3%
2735,91,2735,28,발로란트,0.3%
2736,91,2736,29,테일즈런너,0.3%
2737,91,2737,30,WOW,0.3%
2738,91,2738,1,LOL,29.6%
2739,91,2739,5,고전게임,4.7%
2740,91,2740,6,PC 기타게임,4.5%
2741,91,2741,7,리니지M,3.9%
2742,91,2742,8,메이플스토리,3.4%
2743,91,2743,9,스팀게임,3.4%
2744,91,2744,10,바람의나라: 연,2.5%
2745,91,2745,11,카트라이더,2.9%
2746,91,2746,12,TFT,2%
2747,91,2747,13,모바일 종합 게임,1.9%
2748,91,2748,14,철권,2.3%
2749,91,2749,15,피파온라인4,1.8%
2750,91,2750,16,V4,1.1%
2751,91,2751,17,비디오게임,0.8%
2752,91,2752,19,섀도우 아레나,0.4%
2753,91,2753,21,워크래프트,0.4%
2754,91,2754,22,로스트아크,0.4%
2755,91,2755,23,던파,0.4%
2756,91,2756,25,스타2,0.3%
2757,91,2757,26,거상,0.3%
2758,91,2758,27,아이온,0.3%
2759,91,2759,28,테일즈런너,0.3%
2760,92,2760,29,WOW,0.2%
2761,92,2761,30,리니지2M,0.2%
2762,92,2762,1,LOL,25.7%
2763,92,2763,2,배틀그라운드,18.5%
2764,92,2764,3,스타,8.6%
2765,92,2765,4,서든어택,8.6%
2766,92,2766,5,바람의나라: 연,4.8%
2767,92,2767,6,리니지M,4.2%
2768,92,2768,7,메이플스토리,3.7%
2769,92,2769,8,모바일 종합 게임,3.9%
2770,92,2770,9,피파온라인4,2.9%
2771,92,2771,10,PC 기타게임,2.6%
2772,92,2772,11,TFT,2.4%
2773,92,2773,12,스팀게임,1.6%
2774,92,2774,13,비디오게임,0.9%
2775,92,2775,14,V4,0.9%
2776,92,2776,15,리니지,0.8%
2777,92,2777,16,카트라이더,0.9%
2778,92,2778,17,오버워치,0.8%
2779,92,2779,18,마구마구,0.6%
2780,92,2780,20,던파,0.4%
2781,92,2781,21,스타2,0.4%
2782,92,2782,23,스페셜포스,0.4%
2783,92,2783,24,로스트아크,0.4%
2784,92,2784,25,리니지2M,0.3%
2785,92,2785,26,거상,0.3%
2786,92,2786,27,발로란트,0.3%
2787,92,2787,28,테일즈런너,0.2%
2788,92,2788,29,아이온,0.2%
2789,92,2789,30,엘리온,0.3%
2790,93,2790,1,LOL,26.6%
2791,93,2791,2,배틀그라운드,13.5%
2792,93,2792,3,스타,8.5%
2793,93,2793,4,바람의나라: 연,7.2%
2794,93,2794,5,서든어택,8%
2795,93,2795,6,리니지M,3.9%
2796,93,2796,7,메이플스토리,4.1%
2797,93,2797,8,거상,3.2%
2798,93,2798,9,PC 기타게임,2.8%
2799,93,2799,10,피파온라인4,2.7%
2800,93,2800,11,모바일 종합 게임,2.6%
2801,93,2801,12,오버워치,1.6%
2802,93,2802,13,비디오게임,1.7%
2803,93,2803,14,마구마구,1%
2804,93,2804,15,스팀게임,1.2%
2805,93,2805,16,TFT,1%
2806,93,2806,17,리니지,0.9%
2807,93,2807,18,카트라이더,0.9%
2808,93,2808,19,GTA5,0.8%
2809,93,2809,20,V4,0.5%
2810,93,2810,21,엘리온,0.5%
2811,93,2811,23,스타2,0.4%
2812,93,2812,24,던파,0.4%
2813,93,2813,26,로스트아크,0.3%
2814,93,2814,27,스페셜포스,0.3%
2815,93,2815,28,바람의나라,0.3%
2816,93,2816,29,철권,0.3%
2817,93,2817,30,발로란트,0.3%
2818,93,2818,1,LOL,27%
2819,93,2819,2,배틀그라운드,9.5%
2820,94,2820,3,스타,8.5%
2821,94,2821,4,서든어택,7.6%
2822,94,2822,5,바람의나라: 연,6.2%
2823,94,2823,6,리니지M,5.4%
2824,94,2824,7,메이플스토리,5%
2825,94,2825,8,모바일 종합 게임,4.6%
2826,94,2826,9,PC 기타게임,3.5%
2827,94,2827,10,피파온라인4,2.6%
2828,94,2828,11,마구마구,2.6%
2829,94,2829,12,스팀게임,2.5%
2830,94,2830,13,철권,2%
2831,94,2831,14,바람의나라,1.5%
2832,94,2832,15,TFT,1.1%
2833,94,2833,16,V4,0.9%
2834,94,2834,17,카트라이더,0.9%
2835,94,2835,18,비디오게임,0.8%
2836,94,2836,19,리니지,0.7%
2837,94,2837,20,오버워치,0.5%
2838,94,2838,21,고전게임,0.4%
2839,94,2839,22,던파,0.4%
2840,94,2840,23,워크래프트,0.4%
2841,94,2841,24,로스트아크,0.4%
2842,94,2842,25,스타2,0.4%
2843,94,2843,26,거상,0.3%
2844,94,2844,27,스페셜포스,0.3%
2845,94,2845,28,발로란트,0.3%
2846,94,2846,29,리니지2M,0.2%
2847,94,2847,30,디아블로2,0.2%
2848,94,2848,1,LOL,22.9%
2849,94,2849,2,배틀그라운드,12.5%
2850,95,2850,3,메이플스토리,11.8%
2851,95,2851,4,리니지M,8.5%
2852,95,2852,5,스타,7.7%
2853,95,2853,6,서든어택,7.4%
2854,95,2854,7,피파온라인4,6.1%
2855,95,2855,8,모바일 종합 게임,6.1%
2856,95,2856,9,PC 기타게임,2.8%
2857,95,2857,10,TFT,1.5%
2858,95,2858,11,철권,1.3%
2859,95,2859,12,스팀게임,1.1%
2860,95,2860,13,카트라이더,0.9%
2861,95,2861,14,V4,0.7%
2862,95,2862,15,비디오게임,0.7%
2863,95,2863,17,던파,0.4%
2864,95,2864,19,로스트아크,0.4%
2865,95,2865,21,거상,0.3%
2866,95,2866,22,스페셜포스,0.3%
2867,95,2867,23,발로란트,0.3%
2868,95,2868,24,리니지2M,0.3%
2869,95,2869,25,워크래프트,0.3%
2870,95,2870,26,검은사막M,0.2%
2871,95,2871,29,디아블로2,0.2%
2872,95,2872,30,아이온,0.2%
2873,95,2873,1,LOL,25.9%
2874,95,2874,2,스타,12.8%
2875,95,2875,3,메이플스토리,8.7%
2876,95,2876,5,배틀그라운드,8.8%
2877,95,2877,6,스팀게임,7%
2878,95,2878,7,리니지M,3%
2879,95,2879,8,피파온라인4,2.8%
2880,96,2880,9,TFT,2.5%
2881,96,2881,10,PC 기타게임,2.6%
2882,96,2882,11,모바일 종합 게임,1.5%
2883,96,2883,12,철권,1.3%
2884,96,2884,13,V4,1.3%
2885,96,2885,14,카트라이더,1.2%
2886,96,2886,15,리니지,0.9%
2887,96,2887,16,비디오게임,0.9%
2888,96,2888,17,던파,0.6%
2889,96,2889,18,고전게임,0.5%
2890,96,2890,19,워크래프트,0.5%
2891,96,2891,20,오버워치,0.5%
2892,96,2892,21,리니지2M,0.4%
2893,96,2893,22,거상,0.4%
2894,96,2894,23,로스트아크,0.4%
2895,96,2895,24,발로란트,0.4%
2896,96,2896,25,스타2,0.4%
2897,96,2897,26,스페셜포스,0.4%
2898,96,2898,27,패스오브엑자일,0.3%
2899,96,2899,28,GTA5,0.3%
2900,96,2900,29,테일즈런너,0.2%
2901,96,2901,30,아이온,0.2%
2902,96,2902,1,LOL,35.4%
2903,96,2903,2,배틀그라운드,11%
2904,96,2904,3,스타,10%
2905,96,2905,5,PC 기타게임,4.4%
2906,96,2906,6,피파온라인4,3.7%
2907,96,2907,7,스팀게임,3.4%
2908,96,2908,8,메이플스토리,2.9%
2909,96,2909,9,TFT,2.3%
2910,97,2910,10,리니지M,2%
2911,97,2911,11,모바일 종합 게임,1.7%
2912,97,2912,12,GTA5,1.7%
2913,97,2913,14,리니지2M,1%
2914,97,2914,15,비디오게임,1%
2915,97,2915,16,카트라이더,0.9%
2916,97,2916,18,워크래프트,0.5%
2917,97,2917,19,발로란트,0.5%
2918,97,2918,20,고전게임,0.5%
2919,97,2919,21,거상,0.5%
2920,97,2920,22,던파,0.5%
2921,97,2921,23,오버워치,0.4%
2922,97,2922,24,스타2,0.4%
2923,97,2923,25,로스트아크,0.4%
2924,97,2924,26,철권,0.3%
2925,97,2925,27,스페셜포스,0.3%
2926,97,2926,28,디아블로2,0.2%
2927,97,2927,29,아이온,0.2%
2928,97,2928,1,LOL,44.1%
2929,97,2929,2,스타,11.7%
2930,97,2930,5,메이플스토리,3.6%
2931,97,2931,6,TFT,3.1%
2932,97,2932,7,PC 기타게임,1.7%
2933,97,2933,8,스팀게임,1.4%
2934,97,2934,9,피파온라인4,1.3%
2935,97,2935,10,모바일 종합 게임,1.3%
2936,97,2936,11,리니지M,1.2%
2937,97,2937,12,V4,1.1%
2938,97,2938,14,비디오게임,0.8%
2939,97,2939,15,리니지2M,0.7%
2940,98,2940,16,던파,0.6%
2941,98,2941,17,리니지,0.6%
2942,98,2942,18,철권,0.4%
2943,98,2943,20,워크래프트,0.4%
2944,98,2944,21,로스트아크,0.3%
2945,98,2945,22,스타2,0.3%
2946,98,2946,23,발로란트,0.4%
2947,98,2947,24,오버워치,0.3%
2948,98,2948,25,거상,0.3%
2949,98,2949,26,스페셜포스,0.3%
2950,98,2950,27,GTA5,0.3%
2951,98,2951,28,모여봐요 동물의 숲,0.2%
2952,98,2952,29,디아블로2,0.2%
2953,98,2953,1,LOL,26.2%
2954,98,2954,2,스타,19.7%
2955,98,2955,3,배틀그라운드,15.5%
2956,98,2956,5,TFT,4.4%
2957,98,2957,6,스팀게임,2.6%
2958,98,2958,7,메이플스토리,2.4%
2959,98,2959,8,PC 기타게임,2.3%
2960,98,2960,9,피파온라인4,1.9%
2961,98,2961,10,V4,1.5%
2962,98,2962,11,리니지M,1.5%
2963,98,2963,12,던파,1.3%
2964,98,2964,13,모바일 종합 게임,1.2%
2965,98,2965,14,카트라이더,0.9%
2966,98,2966,15,GTA5,0.8%
2967,98,2967,16,비디오게임,0.8%
2968,98,2968,17,리니지,0.7%
2969,98,2969,18,철권,0.5%
2970,99,2970,20,발로란트,0.5%
2971,99,2971,21,거상,0.4%
2972,99,2972,22,로스트아크,0.4%
2973,99,2973,25,스페셜포스,0.4%
2974,99,2974,26,디아블로2,0.3%
2975,99,2975,27,검은사막M,0.3%
2976,99,2976,28,리니지2M,0.2%
2977,99,2977,29,디아블로3,0.2%
2978,99,2978,2,배틀그라운드,17.5%
2979,99,2979,3,스타,9.5%
2980,99,2980,5,메이플스토리,3.1%
2981,99,2981,6,스팀게임,2.8%
2982,99,2982,7,TFT,2.5%
2983,99,2983,8,피파온라인4,2.2%
2984,99,2984,9,PC 기타게임,1.8%
2985,99,2985,10,리니지M,1.5%
2986,99,2986,11,V4,1.4%
2987,99,2987,13,던파,1%
2988,99,2988,14,비디오게임,0.9%
2989,99,2989,15,카트라이더,0.9%
2990,99,2990,16,리니지,0.7%
2991,99,2991,17,GTA5,0.8%
2992,99,2992,18,모두의마블,0.6%
2993,99,2993,19,디아블로3,0.5%
2994,99,2994,21,모여봐요 동물의 숲,0.5%
2995,99,2995,23,스타2,0.5%
2996,99,2996,24,거상,0.4%
2997,99,2997,25,로스트아크,0.4%
2998,99,2998,26,발로란트,0.4%
2999,99,2999,27,워크래프트,0.4%
3000,100,3000,29,리니지2M,0.3%
3001,100,3001,1,LOL,33.9%
3002,100,3002,2,배틀그라운드,15.8%
3003,100,3003,3,스타,14.3%
3004,100,3004,4,서든어택,7.8%
3005,100,3005,5,TFT,5.8%
3006,100,3006,6,피파온라인4,3.2%
3007,100,3007,7,메이플스토리,2.2%
3008,100,3008,8,스팀게임,2.4%
3009,100,3009,9,리니지M,1.2%
3010,100,3010,10,PC 기타게임,1.1%
3011,100,3011,11,V4,0.9%
3012,100,3012,12,모바일 종합 게임,0.9%
3013,100,3013,13,카트라이더,0.9%
3014,100,3014,14,리니지,0.7%
3015,100,3015,15,비디오게임,0.7%
3016,100,3016,16,던파,0.4%
3017,100,3017,17,로스트아크,0.4%
3018,100,3018,18,스타2,0.4%
3019,100,3019,19,오버워치,0.4%
3020,100,3020,20,거상,0.4%
3021,100,3021,22,발로란트,0.4%
3022,100,3022,23,GTA5,0.3%
3023,100,3023,25,리니지2M,0.3%
3024,100,3024,26,마인크래프트,0.3%
3025,100,3025,28,콜 오브 듀티: 모던,0.3%
3026,100,3026,29,에오스 레드,0.2%
3027,100,3027,30,검은사막M,0.2%
3028,100,3028,1,LOL,30.8%
3029,100,3029,2,배틀그라운드,16.8%
3030,101,3030,3,TFT,8.1%
3031,101,3031,4,스타,7.1%
3032,101,3032,6,피파온라인4,3.8%
3033,101,3033,7,스팀게임,3.1%
3034,101,3034,8,GTA5,2.7%
3035,101,3035,9,메이플스토리,2.2%
3036,101,3036,10,리니지M,1.4%
3037,101,3037,11,PC 기타게임,1.3%
3038,101,3038,12,발로란트,1.2%
3039,101,3039,13,V4,1.2%
3040,101,3040,14,비디오게임,1.1%
3041,101,3041,16,카트라이더,1%
3042,101,3042,17,리니지,0.8%
3043,101,3043,18,모여봐요 동물의 숲,0.6%
3044,101,3044,19,로스트아크,0.5%
3045,101,3045,20,고전게임,0.5%
3046,101,3046,21,스타2,0.5%
3047,101,3047,22,던파,0.4%
3048,101,3048,23,리니지2M,0.4%
3049,101,3049,24,하스스톤,0.4%
3050,101,3050,25,오버워치,0.4%
3051,101,3051,26,스페셜포스,0.4%
3052,101,3052,27,워크래프트,0.4%
3053,101,3053,28,거상,0.4%
3054,101,3054,29,테일즈런너,0.3%
3055,101,3055,30,아이온,0.2%
3056,101,3056,1,LOL,30.2%
3057,101,3057,2,배틀그라운드,19.5%
3058,101,3058,3,스타,8.1%
3059,101,3059,5,TFT,7.3%
3060,102,3060,6,메이플스토리,2.8%
3061,102,3061,8,스팀게임,3.1%
3062,102,3062,9,PC 기타게임,1.9%
3063,102,3063,10,리니지M,1.6%
3064,102,3064,11,모바일 종합 게임,1.2%
3065,102,3065,12,발로란트,1.2%
3066,102,3066,13,V4,0.9%
3067,102,3067,16,비디오게임,0.7%
3068,102,3068,17,리니지2M,0.6%
3069,102,3069,18,로스트아크,0.5%
3070,102,3070,19,스타2,0.5%
3071,102,3071,20,고전게임,0.4%
3072,102,3072,24,거상,0.4%
3073,102,3073,26,GTA5,0.3%
3074,102,3074,27,테일즈런너,0.3%
3075,102,3075,29,콜 오브 듀티: 모던,0.2%
3076,102,3076,5,TFT,5.4%
3077,102,3077,6,발로란트,3.5%
3078,102,3078,7,피파온라인4,2.4%
3079,102,3079,9,스팀게임,2.5%
3080,102,3080,11,PC 기타게임,1.2%
3081,102,3081,12,V4,1%
3082,102,3082,13,모바일 종합 게임,1%
3083,102,3083,14,리니지,0.9%
3084,102,3084,15,카트라이더,0.8%
3085,102,3085,16,비디오게임,0.7%
3086,102,3086,17,던파,0.5%
3087,102,3087,18,리니지2M,0.5%
3088,102,3088,19,로스트아크,0.5%
3089,102,3089,20,고전게임,0.5%
3090,103,3090,21,스타2,0.5%
3091,103,3091,22,워크래프트,0.4%
3092,103,3092,23,철권,0.4%
3093,103,3093,25,거상,0.4%
3094,103,3094,26,오버워치,0.3%
3095,103,3095,27,테일즈런너,0.3%
3096,103,3096,28,GTA5,0.3%
3097,103,3097,29,콜 오브 듀티: 모던,0.3%
3098,103,3098,30,검은사막M,0.2%
3099,103,3099,1,LOL,36.3%
3100,103,3100,2,배틀그라운드,13.9%
3101,103,3101,3,스타,11.6%
3102,103,3102,5,TFT,4.2%
3103,103,3103,7,스팀게임,3.1%
3104,103,3104,8,메이플스토리,2%
3105,103,3105,9,V4,1.7%
3106,103,3106,10,리니지M,1.3%
3107,103,3107,11,GTA5,1.5%
3108,103,3108,12,고전게임,1.3%
3109,103,3109,13,PC 기타게임,1.1%
3110,103,3110,14,모바일 종합 게임,0.9%
3111,103,3111,15,카트라이더,0.9%
3112,103,3112,16,리니지,0.8%
3113,103,3113,17,비디오게임,0.7%
3114,103,3114,18,워크래프트,0.5%
3115,103,3115,19,리니지2M,0.5%
3116,103,3116,20,로스트아크,0.5%
3117,103,3117,21,철권,0.4%
3118,103,3118,22,던파,0.4%
3119,103,3119,23,스페셜포스,0.4%
3120,104,3120,24,모여봐요 동물의 숲,0.3%
3121,104,3121,26,에오스 레드,0.2%
3122,104,3122,27,스타2,0.3%
3123,104,3123,28,거상,0.3%
3124,104,3124,30,콜 오브 듀티: 모던,0.2%
3125,104,3125,1,LOL,37.9%
3126,104,3126,2,배틀그라운드,15.1%
3127,104,3127,3,스타,12.3%
3128,104,3128,5,TFT,3.9%
3129,104,3129,7,메이플스토리,1.9%
3130,104,3130,8,PC 기타게임,1.8%
3131,104,3131,9,리니지M,1.5%
3132,104,3132,11,V4,1.1%
3133,104,3133,12,스팀게임,1%
3134,104,3134,13,리니지,0.9%
3135,104,3135,14,비디오게임,0.9%
3136,104,3136,15,카트라이더,0.9%
3137,104,3137,16,로스트아크,0.5%
3138,104,3138,17,워크래프트,0.5%
3139,104,3139,18,고전게임,0.5%
3140,104,3140,19,던파,0.5%
3141,104,3141,20,철권,0.5%
3142,104,3142,21,리니지2M,0.4%
3143,104,3143,22,스페셜포스,0.4%
3144,104,3144,24,거상,0.3%
3145,104,3145,25,오버워치,0.4%
3146,104,3146,26,바람의나라,0.2%
3147,104,3147,29,GTA5,0.2%
3148,104,3148,30,콜 오브 듀티: 모던,0.2%
3149,104,3149,2,스타,16.5%
3150,105,3150,3,배틀그라운드,13.9%
3151,105,3151,6,비디오게임,2.7%
3152,105,3152,8,메이플스토리,2.1%
3153,105,3153,9,스팀게임,1.7%
3154,105,3154,10,PC 기타게임,1.6%
3155,105,3155,11,GTA5,1.5%
3156,105,3156,12,V4,1.2%
3157,105,3157,13,모바일 종합 게임,1.3%
3158,105,3158,14,리니지M,1.2%
3159,105,3159,15,리니지,0.8%
3160,105,3160,16,카트라이더,0.8%
3161,105,3161,17,오버워치,0.6%
3162,105,3162,18,워크래프트,0.5%
3163,105,3163,20,철권,0.5%
3164,105,3164,21,스페셜포스,0.4%
3165,105,3165,22,리니지2M,0.4%
3166,105,3166,23,던파,0.4%
3167,105,3167,24,고전게임,0.4%
3168,105,3168,25,스타2,0.3%
3169,105,3169,27,콜 오브 듀티: 모던,0.3%
3170,105,3170,1,LOL,34.5%
3171,105,3171,2,스타,13%
3172,105,3172,3,배틀그라운드,11.7%
3173,105,3173,5,TFT,5.3%
3174,105,3174,6,PC 기타게임,3.5%
3175,105,3175,7,스팀게임,2.3%
3176,105,3176,8,콜 오브 듀티: 모던,2%
3177,105,3177,9,메이플스토리,2%
3178,105,3178,11,비디오게임,1.3%
3179,105,3179,12,GTA5,1.4%
3180,106,3180,13,리니지M,1%
3181,106,3181,14,고전게임,1.1%
3182,106,3182,15,카트라이더,1%
3183,106,3183,16,모바일 종합 게임,0.9%
3184,106,3184,17,V4,0.8%
3185,106,3185,18,리니지,0.7%
3186,106,3186,19,리니지2M,0.5%
3187,106,3187,20,로스트아크,0.5%
3188,106,3188,21,던파,0.5%
3189,106,3189,22,오버워치,0.5%
3190,106,3190,23,스페셜포스,0.4%
3191,106,3191,24,워크래프트,0.4%
3192,106,3192,25,철권,0.3%
3193,106,3193,27,A3: 스틸얼라이브,0.3%
3194,106,3194,28,스타2,0.3%
3195,106,3195,29,블레스 모바일,0.2%
3196,106,3196,30,아이온,0.2%
3197,106,3197,1,LOL,38.6%
3198,106,3198,5,TFT,3.8%
3199,106,3199,6,스팀게임,2.6%
3200,106,3200,7,메이플스토리,2.1%
3201,106,3201,8,피파온라인4,1.8%
3202,106,3202,9,오버워치,1.6%
3203,106,3203,10,비디오게임,1.4%
3204,106,3204,11,PC 기타게임,1.2%
3205,106,3205,12,모바일 종합 게임,1.1%
3206,106,3206,13,카트라이더,1.1%
3207,106,3207,14,리니지M,1%
3208,106,3208,15,리니지2M,0.9%
3209,106,3209,16,리니지,0.7%
3210,107,3210,17,V4,0.7%
3211,107,3211,18,콜 오브 듀티: 모던,0.7%
3212,107,3212,20,고전게임,0.4%
3213,107,3213,21,스페셜포스,0.4%
3214,107,3214,22,워크래프트,0.4%
3215,107,3215,23,던파,0.4%
3216,107,3216,24,A3: 스틸얼라이브,0.3%
3217,107,3217,26,카오스 모바일,0.3%
3218,107,3218,27,GTA5,0.4%
3219,107,3219,28,검은사막M,0.2%
3220,107,3220,29,모두의마블,0.2%
3221,107,3221,1,LOL,37.5%
3222,107,3222,2,배틀그라운드,11.1%
3223,107,3223,3,스타,10.8%
3224,107,3224,5,스팀게임,5%
3225,107,3225,6,메이플스토리,3.7%
3226,107,3226,7,비디오게임,3.2%
3227,107,3227,8,콜 오브 듀티: 모던,2.6%
3228,107,3228,9,피파온라인4,2%
3229,107,3229,10,TFT,1.7%
3230,107,3230,11,PC 기타게임,1.6%
3231,107,3231,12,리니지M,1%
3232,107,3232,14,카오스 모바일,0.8%
3233,107,3233,15,카트라이더,0.9%
3234,107,3234,16,오버워치,0.8%
3235,107,3235,18,리니지2M,0.7%
3236,107,3236,19,모바일 종합 게임,0.6%
3237,107,3237,20,로스트아크,0.5%
3238,107,3238,21,스타2,0.5%
3239,107,3239,22,고전게임,0.4%
3240,108,3240,23,던파,0.4%
3241,108,3241,24,A3: 스틸얼라이브,0.4%
3242,108,3242,25,스페셜포스,0.4%
3243,108,3243,26,거상,0.4%
3244,108,3244,28,포트리스,0.2%
3245,108,3245,29,마인크래프트,0.2%
3246,108,3246,1,LOL,39.7%
3247,108,3247,2,스타,9.9%
3248,108,3248,3,배틀그라운드,8.5%
3249,108,3249,4,서든어택,8.3%
3250,108,3250,5,콜 오브 듀티: 모던,6.8%
3251,108,3251,6,메이플스토리,3.4%
3252,108,3252,7,PC 기타게임,2.8%
3253,108,3253,8,카트라이더,1.8%
3254,108,3254,9,피파온라인4,1.5%
3255,108,3255,10,고전게임,1.4%
3256,108,3256,11,비디오게임,1%
3257,108,3257,12,V4,1%
3258,108,3258,13,GTA5,1.1%
3259,108,3259,14,스팀게임,1%
3260,108,3260,15,리니지M,0.9%
3261,108,3261,16,TFT,0.9%
3262,108,3262,17,모바일 종합 게임,0.9%
3263,108,3263,18,리니지,0.7%
3264,108,3264,19,A3: 스틸얼라이브,0.7%
3265,108,3265,20,카오스 모바일,0.5%
3266,108,3266,21,로스트아크,0.5%
3267,108,3267,22,던파,0.4%
3268,108,3268,23,리니지2M,0.4%
3269,108,3269,24,워크래프트,0.4%
3270,109,3270,25,스타2,0.4%
3271,109,3271,26,철권,0.4%
3272,109,3272,27,스페셜포스,0.4%
3273,109,3273,28,거상,0.4%
3274,109,3274,29,오버워치,0.3%
3275,109,3275,30,검은사막M,0.2%
3276,109,3276,1,LOL,47.9%
3277,109,3277,2,배틀그라운드,11.7%
3278,109,3278,3,서든어택,6.9%
3279,109,3279,4,스타,6%
3280,109,3280,5,콜 오브 듀티: 모던,3.8%
3281,109,3281,6,메이플스토리,3.2%
3282,109,3282,7,PC 기타게임,2.6%
3283,109,3283,8,피파온라인4,1.7%
3284,109,3284,9,모바일 종합 게임,1.6%
3285,109,3285,10,V4,1.1%
3286,109,3286,11,카오스 모바일,0.9%
3287,109,3287,12,리니지M,0.9%
3288,109,3288,13,리니지,0.9%
3289,109,3289,14,오버워치,0.9%
3290,109,3290,15,카트라이더,0.8%
3291,109,3291,17,스팀게임,0.6%
3292,109,3292,18,로스트아크,0.6%
3293,109,3293,20,A3: 스틸얼라이브,0.5%
3294,109,3294,21,TFT,0.4%
3295,109,3295,24,워크래프트,0.4%
3296,109,3296,25,스페셜포스,0.3%
3297,109,3297,26,거상,0.3%
3298,109,3298,27,검은사막M,0.2%
3299,109,3299,28,아이온,0.2%
3300,110,3300,1,LOL,42.6%
3301,110,3301,2,배틀그라운드,18.1%
3302,110,3302,5,PC 기타게임,3%
3303,110,3303,6,피파온라인4,2.4%
3304,110,3304,7,메이플스토리,2.2%
3305,110,3305,8,리니지M,1.5%
3306,110,3306,9,카트라이더,1.6%
3307,110,3307,10,고전게임,1.2%
3308,110,3308,11,GTA5,1.2%
3309,110,3309,12,모바일 종합 게임,1%
3310,110,3310,13,V4,0.9%
3311,110,3311,14,카오스 모바일,0.8%
3312,110,3312,15,리니지2M,0.8%
3313,110,3313,16,리니지,0.8%
3314,110,3314,17,비디오게임,0.7%
3315,110,3315,18,로스트아크,0.5%
3316,110,3316,19,스팀게임,0.5%
3317,110,3317,20,TFT,0.5%
3318,110,3318,21,던파,0.5%
3319,110,3319,24,오버워치,0.3%
3320,110,3320,26,모두의마블,0.2%
3321,110,3321,28,검은사막M,0.2%
3322,110,3322,29,Blade N Soul,0.2%
3323,110,3323,30,에오스 레드,0.2%
3324,110,3324,1,LOL,37.6%
3325,110,3325,2,배틀그라운드,18.3%
3326,110,3326,3,스타,10.7%
3327,110,3327,5,메이플스토리,3.6%
3328,110,3328,6,PC 기타게임,2.5%
3329,110,3329,7,피파온라인4,2.3%
3330,111,3330,8,리니지,1.3%
3331,111,3331,9,카트라이더,1.3%
3332,111,3332,10,리니지M,1.2%
3333,111,3333,11,모바일 종합 게임,1%
3334,111,3334,12,비디오게임,0.9%
3335,111,3335,13,V4,0.8%
