,week_num,num,broad_rank,name,broad_share
1982,66,1982,19,고전게임,0.4%
1983,66,1983,20,던파,0.4%
1984,66,1984,21,테일즈런너,0.3%
1985,66,1985,24,거상,0.2%
1986,66,1986,25,철권,0.2%
1987,66,1987,26,세븐나이츠2,0.2%
1988,66,1988,28,에오스 레드,0.2%
1989,66,1989,29,엘리온,0.2%
1990,66,1990,30,바람의나라: 연,0.2%
1991,66,1991,1,LoL,44.7%
1992,66,1992,2,배틀그라운드,11.8%
1993,66,1993,3,스타,7.4%
1994,66,1994,5,메이플스토리,4.2%
1995,66,1995,6,PC 기타게임,3.9%
1996,66,1996,7,피파온라인4,3.6%
1997,66,1997,8,아이온,1.6%
1998,66,1998,9,미르4,1.6%
1999,66,1999,10,스팀게임,1.5%
2000,66,2000,11,모바일 종합 게임,1.1%
2001,66,2001,12,TFT,1%
2002,66,2002,13,리니지M,0.9%
2003,66,2003,14,로스트아크,0.9%
2004,66,2004,15,카트라이더,0.8%
2005,66,2005,16,리니지,0.6%
2006,66,2006,17,오버워치,0.7%
2007,66,2007,18,고전게임,0.4%
2008,66,2008,19,던파,0.4%
2009,66,2009,20,비디오게임,0.4%
2010,67,2010,22,V4,0.3%
2011,67,2011,23,거상,0.3%
2012,67,2012,25,세븐나이츠2,0.2%
2013,67,2013,26,엘리온,0.2%
2014,67,2014,28,철권,0.2%
2015,67,2015,29,바람의나라: 연,0.2%
2016,67,2016,30,검은사막M,0.2%
2017,67,2017,1,LoL,43.7%
2018,67,2018,2,스타,10.7%
2019,67,2019,3,배틀그라운드,9.4%
2020,67,2020,5,피파온라인4,3.6%
2021,67,2021,6,스팀게임,3.8%
2022,67,2022,7,메이플스토리,3%
2023,67,2023,8,PC 기타게임,2.9%
2024,67,2024,9,아이온,1.9%
2025,67,2025,10,미르4,1.5%
2026,67,2026,11,리니지M,0.9%
2027,67,2027,12,모바일 종합 게임,0.9%
2028,67,2028,14,카트라이더,0.8%
2029,67,2029,15,리니지,0.7%
2030,67,2030,16,비디오게임,0.7%
2031,67,2031,17,로스트아크,0.6%
2032,67,2032,18,고전게임,0.4%
2033,67,2033,20,오버워치,0.4%
2034,67,2034,21,던파,0.4%
2035,67,2035,22,거상,0.3%
2036,67,2036,23,철권,0.3%
2037,67,2037,24,워크래프트,0.3%
2038,67,2038,25,엘리온,0.3%
2039,67,2039,26,바람의나라: 연,0.2%
2040,68,2040,28,세븐나이츠2,0.2%
2041,68,2041,29,V4,0.2%
2042,68,2042,30,에오스 레드,0.2%
2043,68,2043,1,LoL,49.8%
2044,68,2044,2,스타,7.5%
2045,68,2045,3,배틀그라운드,7.7%
2046,68,2046,5,피파온라인4,4.2%
2047,68,2047,6,PC 기타게임,3.2%
2048,68,2048,7,메이플스토리,2.5%
2049,68,2049,8,아이온,1.9%
2050,68,2050,9,오버워치,2%
2051,68,2051,10,미르4,1.5%
2052,68,2052,11,리니지M,1%
2053,68,2053,12,모바일 종합 게임,0.9%
2054,68,2054,13,스팀게임,1%
2055,68,2055,14,리니지,0.7%
2056,68,2056,15,비디오게임,0.8%
2057,68,2057,16,카트라이더,0.7%
2058,68,2058,17,TFT,0.7%
2059,68,2059,18,로스트아크,0.5%
2060,68,2060,20,던파,0.4%
2061,68,2061,21,스페셜포스,0.3%
2062,68,2062,22,거상,0.3%
2063,68,2063,23,철권,0.3%
2064,68,2064,24,워크래프트,0.2%
2065,68,2065,26,세븐나이츠2,0.2%
2066,68,2066,27,엘리온,0.2%
2067,68,2067,28,바람의나라: 연,0.2%
2068,68,2068,29,V4,0.2%
2069,68,2069,30,R2,0.2%
2070,69,2070,1,LoL,52%
2071,69,2071,2,스타,7.6%
2072,69,2072,3,배틀그라운드,7.7%
2073,69,2073,5,피파온라인4,3.5%
2074,69,2074,6,PC 기타게임,2.4%
2075,69,2075,7,메이플스토리,2.4%
2076,69,2076,8,아이온,1.8%
2077,69,2077,9,미르4,1.4%
2078,69,2078,10,TFT,1.1%
2079,69,2079,12,비디오게임,1%
2080,69,2080,14,모바일 종합 게임,0.8%
2081,69,2081,15,카트라이더,0.8%
2082,69,2082,16,리니지,0.7%
2083,69,2083,17,던파,0.4%
2084,69,2084,18,고전게임,0.4%
2085,69,2085,19,엘리온,0.4%
2086,69,2086,20,로스트아크,0.4%
2087,69,2087,21,바람의나라: 연,0.4%
2088,69,2088,22,GTA5,0.4%
2089,69,2089,23,오버워치,0.4%
2090,69,2090,24,철권,0.3%
2091,69,2091,25,스페셜포스,0.3%
2092,69,2092,26,세븐나이츠2,0.3%
2093,69,2093,27,테일즈런너,0.3%
2094,69,2094,29,워크래프트,0.2%
2095,69,2095,30,그랑사가,0.2%
2096,69,2096,1,LoL,54.4%
2097,69,2097,2,배틀그라운드,7.4%
2098,69,2098,3,스타,6.3%
2099,69,2099,5,피파온라인4,2.8%
2100,70,2100,6,메이플스토리,2.2%
2101,70,2101,7,아이온,1.8%
2102,70,2102,8,PC 기타게임,1.8%
2103,70,2103,9,철권,1.6%
2104,70,2104,10,스팀게임,1.2%
2105,70,2105,11,미르4,1.2%
2106,70,2106,12,TFT,1%
2107,70,2107,13,리니지M,0.8%
2108,70,2108,14,비디오게임,0.9%
2109,70,2109,17,엘리온,0.6%
2110,70,2110,18,모바일 종합 게임,0.5%
2111,70,2111,19,로스트아크,0.4%
2112,70,2112,21,오버워치,0.4%
2113,70,2113,23,스타2,0.3%
2114,70,2114,24,V4,0.3%
2115,70,2115,25,그랑사가,0.3%
2116,70,2116,26,세븐나이츠2,0.3%
2117,70,2117,27,스페셜포스,0.3%
2118,70,2118,29,디아블로2,0.2%
2119,70,2119,30,워크래프트,0.2%
2120,70,2120,1,LoL,48.3%
2121,70,2121,2,스타,8.3%
2122,70,2122,3,배틀그라운드,6.8%
2123,70,2123,5,피파온라인4,3.9%
2124,70,2124,6,메이플스토리,3.1%
2125,70,2125,7,아이온,2.4%
2126,70,2126,8,PC 기타게임,2.5%
2127,70,2127,10,스팀게임,1.8%
2128,70,2128,11,GTA5,1.6%
2129,70,2129,12,TFT,1.5%
2130,71,2130,13,비디오게임,1.2%
2131,71,2131,14,리니지,0.9%
2132,71,2132,15,카트라이더,0.8%
2133,71,2133,16,리니지M,0.8%
2134,71,2134,17,로스트아크,0.6%
2135,71,2135,18,모바일 종합 게임,0.5%
2136,71,2136,20,오버워치,0.4%
2137,71,2137,21,디아블로2,0.4%
2138,71,2138,22,엘리온,0.4%
2139,71,2139,23,고전게임,0.4%
2140,71,2140,24,스페셜포스,0.3%
2141,71,2141,25,철권,0.3%
2142,71,2142,26,워크래프트,0.3%
2143,71,2143,27,거상,0.3%
2144,71,2144,28,세븐나이츠2,0.3%
2145,71,2145,29,V4,0.3%
2146,71,2146,30,테일즈런너,0.2%
2147,71,2147,1,LoL,45.2%
2148,71,2148,2,배틀그라운드,10.6%
2149,71,2149,5,피파온라인4,4.9%
2150,71,2150,6,메이플스토리,4.1%
2151,71,2151,7,PC 기타게임,3.2%
2152,71,2152,8,아이온,2.6%
2153,71,2153,9,미르4,1.3%
2154,71,2154,10,스팀게임,1.2%
2155,71,2155,11,리니지,1%
2156,71,2156,12,리니지M,0.8%
2157,71,2157,13,카트라이더,0.9%
2158,71,2158,14,비디오게임,0.9%
2159,71,2159,15,로스트아크,0.7%
2160,72,2160,16,TFT,0.5%
2161,72,2161,17,모바일 종합 게임,0.5%
2162,72,2162,18,엘리온,0.5%
2163,72,2163,19,고전게임,0.5%
2164,72,2164,21,격투게임,0.5%
2165,72,2165,22,오버워치,0.4%
2166,72,2166,24,세븐나이츠2,0.3%
2167,72,2167,25,워크래프트,0.3%
2168,72,2168,26,V4,0.2%
2169,72,2169,27,바람의나라: 연,0.2%
2170,72,2170,30,테일즈런너,0.2%
2171,72,2171,1,LoL,46.9%
2172,72,2172,2,배틀그라운드,14.5%
2173,72,2173,3,스타,5.9%
2174,72,2174,4,서든어택,6.5%
2175,72,2175,5,메이플스토리,4.8%
2176,72,2176,6,피파온라인4,2.6%
2177,72,2177,7,PC 기타게임,2.5%
2178,72,2178,8,아이온,1.6%
2179,72,2179,9,스팀게임,1.4%
2180,72,2180,10,미르4,1.2%
2181,72,2181,11,V4,1.1%
2182,72,2182,12,리니지M,1%
2183,72,2183,13,리니지,0.9%
2184,72,2184,14,엘리온,0.8%
2185,72,2185,16,오버워치,0.7%
2186,72,2186,17,GTA5,0.6%
2187,72,2187,18,TFT,0.5%
2188,72,2188,19,모바일 종합 게임,0.4%
2189,72,2189,21,로스트아크,0.4%
2190,73,2190,22,고전게임,0.3%
2191,73,2191,23,비디오게임,0.3%
2192,73,2192,25,스페셜포스,0.2%
2193,73,2193,28,바람의나라: 연,0.2%
2194,73,2194,29,테일즈런너,0.2%
2195,73,2195,30,어몽 어스,0.2%
2196,73,2196,1,LoL,45.3%
2197,73,2197,2,배틀그라운드,8.9%
2198,73,2198,3,PC 기타게임,8.2%
2199,73,2199,4,스타,7%
2200,73,2200,5,서든어택,6.8%
2201,73,2201,6,스팀게임,2.6%
2202,73,2202,7,피파온라인4,2.3%
2203,73,2203,8,미르4,2%
2204,73,2204,9,메이플스토리,2.1%
2205,73,2205,10,아이온,1.7%
2206,73,2206,11,비디오게임,1.2%
2207,73,2207,12,리니지,0.9%
2208,73,2208,13,카트라이더,0.8%
2209,73,2209,14,리니지M,0.8%
2210,73,2210,15,V4,0.7%
2211,73,2211,16,TFT,0.6%
2212,73,2212,17,엘리온,0.6%
2213,73,2213,18,철권,0.5%
2214,73,2214,19,모바일 종합 게임,0.5%
2215,73,2215,20,던파,0.4%
2216,73,2216,21,GTA5,0.5%
2217,73,2217,22,바람의나라: 연,0.4%
2218,73,2218,23,로스트아크,0.4%
2219,73,2219,24,세븐나이츠2,0.4%
2220,74,2220,25,고전게임,0.3%
2221,74,2221,26,거상,0.3%
2222,74,2222,27,스페셜포스,0.3%
2223,74,2223,28,워크래프트,0.3%
2224,74,2224,29,오버워치,0.3%
2225,74,2225,30,어몽 어스,0.2%
2226,74,2226,1,LoL,56.9%
2227,74,2227,2,배틀그라운드,7.2%
2228,74,2228,3,스타,5.2%
2229,74,2229,4,서든어택,5.8%
2230,74,2230,5,피파온라인4,3.2%
2231,74,2231,6,메이플스토리,2.1%
2232,74,2232,7,던파,1.8%
2233,74,2233,9,PC 기타게임,1.6%
2234,74,2234,10,미르4,1.3%
2235,74,2235,11,모바일 종합 게임,1.4%
2236,74,2236,12,고전게임,1.2%
2237,74,2237,13,엘리온,0.8%
2238,74,2238,15,카트라이더,0.8%
2239,74,2239,16,철권,0.7%
2240,74,2240,17,리니지,0.6%
2241,74,2241,18,스팀게임,0.7%
2242,74,2242,19,TFT,0.5%
2243,74,2243,20,V4,0.4%
2244,74,2244,21,오버워치,0.4%
2245,74,2245,22,로스트아크,0.3%
2246,74,2246,23,어몽 어스,0.3%
2247,74,2247,24,세븐나이츠2,0.2%
2248,74,2248,25,스페셜포스,0.2%
2249,74,2249,26,워크래프트,0.2%
2250,75,2250,27,비디오게임,0.2%
2251,75,2251,29,바람의나라: 연,0.2%
2252,75,2252,30,GTA5,0.2%
2253,75,2253,1,LoL,40.4%
2254,75,2254,2,배틀그라운드,11.4%
2255,75,2255,3,피파온라인4,7.9%
2256,75,2256,4,스타,6.3%
2257,75,2257,5,서든어택,6.1%
2258,75,2258,6,메이플스토리,3.3%
2259,75,2259,7,카트라이더,2.7%
2260,75,2260,8,아이온,2.1%
2261,75,2261,9,PC 기타게임,2.3%
2262,75,2262,10,미르4,1.8%
2263,75,2263,11,엘리온,1.7%
2264,75,2264,12,TFT,1.5%
2265,75,2265,13,리니지M,1.1%
2266,75,2266,14,어몽 어스,1.2%
2267,75,2267,15,모바일 종합 게임,1.2%
2268,75,2268,16,리니지,0.9%
2269,75,2269,17,V4,0.9%
2270,75,2270,18,스팀게임,0.7%
2271,75,2271,19,철권,0.4%
2272,75,2272,20,사이버펑크 2077,0.4%
2273,75,2273,21,로스트아크,0.4%
2274,75,2274,22,고전게임,0.3%
2275,75,2275,23,던파,0.3%
2276,75,2276,24,GTA5,0.3%
2277,75,2277,25,세븐나이츠2,0.3%
2278,75,2278,26,스페셜포스,0.3%
2279,75,2279,28,비디오게임,0.3%
2280,76,2280,29,오버워치,0.2%
2281,76,2281,30,바람의나라: 연,0.2%
2282,76,2282,1,LoL,34.9%
2283,76,2283,2,배틀그라운드,12.2%
2284,76,2284,3,스타,8.4%
2285,76,2285,4,프리콘,6.8%
2286,76,2286,6,메이플스토리,3.3%
2287,76,2287,7,아이온,2.6%
2288,76,2288,8,엘리온,2.4%
2289,76,2289,9,카운터 스트라이크 온라,2.2%
2290,76,2290,10,사이버펑크 2077,2.2%
2291,76,2291,11,PC 기타게임,1.8%
2292,76,2292,12,피파온라인4,1.4%
2293,76,2293,13,미르4,1.3%
2294,76,2294,14,리니지M,1.1%
2295,76,2295,15,카트라이더,1.2%
2296,76,2296,16,스팀게임,1.1%
2297,76,2297,17,GTA5,1%
2298,76,2298,18,TFT,0.8%
2299,76,2299,19,비디오게임,0.9%
2300,76,2300,20,모바일 종합 게임,0.7%
2301,76,2301,21,리니지,0.5%
2302,76,2302,22,고전게임,0.4%
2303,76,2303,23,V4,0.4%
2304,76,2304,24,로스트아크,0.4%
2305,76,2305,25,바람의나라: 연,0.3%
2306,76,2306,26,던파,0.3%
2307,76,2307,27,스타2,0.3%
2308,76,2308,28,워크래프트,0.3%
2309,76,2309,29,스페셜포스,0.3%
2310,77,2310,30,철권,0.2%
2311,77,2311,1,LoL,36.7%
2312,77,2312,2,배틀그라운드,14%
2313,77,2313,3,스타,8.2%
2314,77,2314,5,프리콘,6.1%
2315,77,2315,6,PC 기타게임,2.7%
2316,77,2316,7,아이온,2.4%
2317,77,2317,8,메이플스토리,2.5%
2318,77,2318,9,피파온라인4,2%
2319,77,2319,10,미르4,1.7%
2320,77,2320,11,TFT,1.7%
2321,77,2321,12,GTA5,1.8%
2322,77,2322,13,리니지M,1.3%
2323,77,2323,14,엘리온,1.1%
2324,77,2324,15,스팀게임,0.8%
2325,77,2325,16,모바일 종합 게임,0.7%
2326,77,2326,17,카트라이더,0.7%
2327,77,2327,18,철권,0.7%
2328,77,2328,19,어몽 어스,0.7%
2329,77,2329,20,V4,0.5%
2330,77,2330,21,리니지,0.5%
2331,77,2331,22,데드 바이 데이라이트,0.5%
2332,77,2332,23,고전게임,0.4%
2333,77,2333,24,던파,0.4%
2334,77,2334,25,로스트아크,0.3%
2335,77,2335,26,바람의나라: 연,0.3%
2336,77,2336,27,워크래프트,0.3%
2337,77,2337,28,스페셜포스,0.3%
2338,77,2338,29,카운터 스트라이크 온라,0.2%
2339,77,2339,30,비디오게임,0.2%
2340,78,2340,1,LoL,28.4%
2341,78,2341,2,스타,16.6%
2342,78,2342,3,배틀그라운드,13.6%
2343,78,2343,5,메이플스토리,4.5%
2344,78,2344,6,피파온라인4,3.1%
2345,78,2345,7,아이온,3%
2346,78,2346,8,PC 기타게임,2.7%
2347,78,2347,9,리니지M,2.3%
2348,78,2348,10,TFT,2%
2349,78,2349,11,미르4,1.6%
2350,78,2350,12,엘리온,1.4%
2351,78,2351,13,던파,1.1%
2352,78,2352,14,모바일 종합 게임,1%
2353,78,2353,15,스팀게임,0.9%
2354,78,2354,16,철권,0.9%
2355,78,2355,17,카트라이더,0.7%
2356,78,2356,18,GTA5,0.7%
2357,78,2357,19,데드 바이 데이라이트,0.6%
2358,78,2358,20,리니지,0.6%
2359,78,2359,21,V4,0.6%
2360,78,2360,22,어몽 어스,0.4%
2361,78,2361,23,바람의나라: 연,0.4%
2362,78,2362,24,로스트아크,0.4%
2363,78,2363,25,고전게임,0.4%
2364,78,2364,26,워크래프트,0.3%
2365,78,2365,27,스페셜포스,0.2%
2366,78,2366,28,비디오게임,0.2%
2367,78,2367,29,오버워치,0.2%
2368,78,2368,30,세븐나이츠,0.2%
2369,78,2369,1,LoL,27.4%
2370,79,2370,3,배틀그라운드,16%
2371,79,2371,5,TFT,4.2%
2372,79,2372,6,아이온,4.1%
2373,79,2373,7,피파온라인4,3.7%
2374,79,2374,8,PC 기타게임,3.3%
2375,79,2375,9,메이플스토리,2.9%
2376,79,2376,10,스팀게임,1.5%
2377,79,2377,11,리니지M,1.3%
2378,79,2378,12,모바일 종합 게임,1.1%
2379,79,2379,13,어몽 어스,1.2%
2380,79,2380,14,V4,0.8%
2381,79,2381,15,카트라이더,0.7%
2382,79,2382,17,리니지2M,0.6%
2383,79,2383,18,철권,0.5%
2384,79,2384,19,데드 바이 데이라이트,0.5%
2385,79,2385,21,세븐나이츠,0.3%
2386,79,2386,22,고전게임,0.3%
2387,79,2387,25,비디오게임,0.3%
2388,79,2388,26,오버워치,0.3%
2389,79,2389,29,거상,0.2%
2390,79,2390,1,LoL,29.5%
2391,79,2391,2,배틀그라운드,19.1%
2392,79,2392,3,스타,11.5%
2393,79,2393,4,피파온라인4,7.1%
2394,79,2394,5,서든어택,7.8%
2395,79,2395,6,아이온,3.7%
2396,79,2396,7,TFT,2%
2397,79,2397,8,리니지M,1.8%
2398,79,2398,9,PC 기타게임,1.8%
2399,79,2399,10,메이플스토리,1.6%
2400,80,2400,11,스팀게임,1.6%
2401,80,2401,12,어몽 어스,1.5%
2402,80,2402,13,모바일 종합 게임,1.3%
2403,80,2403,14,고전게임,1.1%
2404,80,2404,15,카트라이더,1%
2405,80,2405,16,V4,0.9%
2406,80,2406,17,리니지,0.5%
2407,80,2407,18,철권,0.5%
2408,80,2408,19,로스트아크,0.4%
2409,80,2409,20,워크래프트,0.4%
2410,80,2410,21,바람의나라: 연,0.3%
2411,80,2411,23,비디오게임,0.4%
2412,80,2412,24,스페셜포스,0.3%
2413,80,2413,26,오버워치,0.2%
2414,80,2414,28,검은사막M,0.2%
2415,80,2415,29,스타2,0.1%
2416,80,2416,1,LoL,31.7%
2417,80,2417,2,스타,20.6%
2418,80,2418,3,배틀그라운드,15.2%
2419,80,2419,5,피파온라인4,3.2%
2420,80,2420,6,리니지M,1.8%
2421,80,2421,7,PC 기타게임,1.9%
2422,80,2422,8,메이플스토리,1.7%
2423,80,2423,9,TFT,1.6%
2424,80,2424,10,비디오게임,1.3%
2425,80,2425,11,모바일 종합 게임,1.2%
2426,80,2426,12,스팀게임,1%
2427,80,2427,13,V4,0.9%
2428,80,2428,14,어몽 어스,0.9%
2429,80,2429,15,카트라이더,0.9%
2430,81,2430,16,바람의나라: 연,0.7%
2431,81,2431,17,리니지,0.6%
2432,81,2432,18,워크래프트,0.6%
2433,81,2433,19,아이온,0.5%
2434,81,2434,20,로스트아크,0.5%
2435,81,2435,22,고전게임,0.4%
2436,81,2436,23,스타2,0.4%
2437,81,2437,25,오버워치,0.3%
2438,81,2438,26,철권,0.2%
2439,81,2439,29,포트리스,0.2%
2440,81,2440,30,검은사막M,0.2%
2441,81,2441,1,LOL,29.7%
2442,81,2442,2,배틀그라운드,18%
2443,81,2443,4,서든어택,11.2%
2444,81,2444,5,PC 기타게임,2.9%
2445,81,2445,6,TFT,2.5%
2446,81,2446,7,리니지M,2.1%
2447,81,2447,8,메이플스토리,1.9%
2448,81,2448,9,어몽 어스,1.8%
2449,81,2449,10,모바일 종합 게임,1.7%
2450,81,2450,11,피파온라인4,1.5%
2451,81,2451,12,미르4,0.8%
2452,81,2452,13,리니지,0.7%
2453,81,2453,14,카트라이더,0.7%
2454,81,2454,15,스팀게임,0.7%
2455,81,2455,16,바람의나라: 연,0.6%
2456,81,2456,17,비디오게임,0.5%
2457,81,2457,18,로스트아크,0.5%
2458,81,2458,19,고전게임,0.4%
2459,81,2459,21,V4,0.4%
2460,82,2460,22,철권,0.3%
2461,82,2461,23,아이온,0.3%
2462,82,2462,24,스페셜포스,0.3%
2463,82,2463,25,오버워치,0.3%
2464,82,2464,29,포트리스,0.2%
2465,82,2465,30,검은사막M,0.2%
2466,82,2466,1,LOL,34.1%
2467,82,2467,2,스타,17.2%
2468,82,2468,3,배틀그라운드,17.4%
2469,82,2469,5,리니지M,2.9%
2470,82,2470,6,TFT,2.7%
2471,82,2471,8,모바일 종합 게임,2.2%
2472,82,2472,9,PC 기타게임,1.7%
2473,82,2473,10,메이플스토리,1.5%
2474,82,2474,12,바람의나라: 연,0.7%
2475,82,2475,14,스팀게임,0.7%
2476,82,2476,15,로스트아크,0.6%
2477,82,2477,16,고전게임,0.4%
2478,82,2478,18,비디오게임,0.4%
2479,82,2479,19,V4,0.4%
2480,82,2480,20,어몽 어스,0.3%
2481,82,2481,22,아이온,0.3%
2482,82,2482,23,스타2,0.3%
2483,82,2483,25,철권,0.3%
2484,82,2484,27,오버워치,0.3%
2485,82,2485,29,검은사막M,0.2%
2486,82,2486,30,GTA5,0.2%
2487,82,2487,1,LOL,36.5%
2488,82,2488,2,스타,17.5%
2489,82,2489,3,배틀그라운드,12.5%
2490,83,2490,5,TFT,3.9%
2491,83,2491,6,모바일 종합 게임,2.6%
2492,83,2492,7,리니지M,2.1%
2493,83,2493,8,피파온라인4,2%
2494,83,2494,9,어몽 어스,2%
2495,83,2495,10,메이플스토리,1.6%
2496,83,2496,11,PC 기타게임,1.3%
2497,83,2497,12,스팀게임,0.9%
2498,83,2498,13,리니지,0.8%
2499,83,2499,15,바람의나라: 연,0.7%
2500,83,2500,16,V4,0.6%
2501,83,2501,17,로스트아크,0.6%
2502,83,2502,19,비디오게임,0.4%
2503,83,2503,21,스타2,0.4%
2504,83,2504,24,아이온,0.3%
2505,83,2505,27,철권,0.2%
2506,83,2506,30,Blade N Soul,0.2%
2507,83,2507,1,LOL,32%
2508,83,2508,2,스타,14.9%
2509,83,2509,3,배틀그라운드,15%
2510,83,2510,5,피파온라인4,6%
2511,83,2511,6,어몽 어스,3.4%
2512,83,2512,7,TFT,2.3%
2513,83,2513,8,리니지M,2%
2514,83,2514,9,메이플스토리,1.9%
2515,83,2515,10,스팀게임,2.1%
2516,83,2516,11,세븐나이츠,1.1%
2517,83,2517,12,모바일 종합 게임,1%
2518,83,2518,13,PC 기타게임,1%
2519,83,2519,14,바람의나라: 연,0.8%
2520,84,2520,15,카트라이더,0.8%
2521,84,2521,16,로스트아크,0.7%
2522,84,2522,17,리니지,0.7%
2523,84,2523,18,V4,0.6%
2524,84,2524,21,스타2,0.4%
2525,84,2525,23,워크래프트,0.3%
2526,84,2526,24,비디오게임,0.3%
2527,84,2527,25,오버워치,0.3%
2528,84,2528,26,거상,0.2%
2529,84,2529,27,아이온,0.2%
2530,84,2530,29,검은사막M,0.2%
2531,84,2531,30,Blade N Soul,0.2%
2532,84,2532,2,배틀그라운드,13%
2533,84,2533,3,스타,10.4%
2534,84,2534,5,TFT,6.1%
2535,84,2535,6,어몽 어스,4.2%
2536,84,2536,7,피파온라인4,3.7%
2537,84,2537,8,스팀게임,3.5%
2538,84,2538,9,리니지M,2.3%
2539,84,2539,10,메이플스토리,2.2%
2540,84,2540,11,V4,1.8%
2541,84,2541,12,모바일 종합 게임,1.9%
2542,84,2542,13,바람의나라: 연,1.2%
2543,84,2543,14,PC 기타게임,1.2%
2544,84,2544,15,로스트아크,1.1%
2545,84,2545,16,고전게임,1%
2546,84,2546,17,철권,0.9%
2547,84,2547,18,리니지,0.8%
2548,84,2548,19,카트라이더,0.9%
2549,84,2549,20,던파,0.4%
2550,85,2550,21,스페셜포스,0.4%
2551,85,2551,22,워크래프트,0.4%
2552,85,2552,23,비디오게임,0.4%
2553,85,2553,24,거상,0.3%
2554,85,2554,25,검은사막M,0.3%
2555,85,2555,27,아이온,0.2%
2556,85,2556,29,Blade N Soul,0.2%
2557,85,2557,30,마구마구,0.1%
2558,85,2558,1,LOL,40.5%
2559,85,2559,2,배틀그라운드,12.5%
2560,85,2560,5,메이플스토리,4.5%
2561,85,2561,6,TFT,2.8%
2562,85,2562,7,피파온라인4,2.4%
2563,85,2563,8,리니지M,2%
2564,85,2564,9,비디오게임,1.6%
2565,85,2565,10,V4,1.1%
2566,85,2566,11,PC 기타게임,1.2%
2567,85,2567,13,바람의나라: 연,0.9%
2568,85,2568,14,스팀게임,0.9%
2569,85,2569,15,로스트아크,0.9%
2570,85,2570,16,고전게임,0.8%
2571,85,2571,17,어몽 어스,0.9%
2572,85,2572,18,리니지,0.8%
2573,85,2573,19,카트라이더,0.8%
2574,85,2574,20,철권,0.4%
2575,85,2575,21,던파,0.4%
2576,85,2576,22,스페셜포스,0.4%
2577,85,2577,23,발로란트,0.4%
2578,85,2578,24,스타2,0.3%
2579,85,2579,26,오버워치,0.3%
2580,86,2580,27,거상,0.2%
2581,86,2581,29,아이온,0.2%
2582,86,2582,30,검은사막M,0.2%
2583,86,2583,1,LOL,34.3%
2584,86,2584,2,배틀그라운드,13.1%
2585,86,2585,3,스타,11.8%
2586,86,2586,4,서든어택,7.6%
2587,86,2587,5,피파온라인4,4.7%
2588,86,2588,6,어몽 어스,4.5%
2589,86,2589,7,리니지M,2.9%
2590,86,2590,8,메이플스토리,2.8%
2591,86,2591,9,TFT,2.3%
2592,86,2592,10,스팀게임,1.4%
2593,86,2593,11,V4,1.3%
2594,86,2594,12,모바일 종합 게임,1.2%
2595,86,2595,13,바람의나라: 연,1.1%
2596,86,2596,14,PC 기타게임,1.1%
2597,86,2597,15,로스트아크,1%
2598,86,2598,16,카트라이더,0.8%
2599,86,2599,17,리니지,0.7%
2600,86,2600,18,던파,0.5%
2601,86,2601,19,고전게임,0.5%
2602,86,2602,20,철권,0.5%
2603,86,2603,21,워크래프트,0.4%
2604,86,2604,22,스페셜포스,0.4%
2605,86,2605,23,발로란트,0.3%
2606,86,2606,24,비디오게임,0.3%
2607,86,2607,25,스타2,0.3%
2608,86,2608,27,오버워치,0.3%
2609,86,2609,28,검은사막M,0.2%
2610,87,2610,29,거상,0.2%
2611,87,2611,30,아이온,0.2%
2612,87,2612,1,LOL,34.2%
2613,87,2613,2,스타,13.8%
2614,87,2614,3,배틀그라운드,9.3%
2615,87,2615,4,철권,7.9%
2616,87,2616,5,서든어택,7%
2617,87,2617,6,고전게임,3.4%
2618,87,2618,7,리니지M,2.8%
2619,87,2619,8,스팀게임,2.5%
2620,87,2620,9,메이플스토리,2.2%
2621,87,2621,10,PC 기타게임,1.9%
2622,87,2622,11,피파온라인4,1.7%
2623,87,2623,12,바람의나라: 연,1.2%
2624,87,2624,13,모바일 종합 게임,1.1%
2625,87,2625,14,던파,1%
2626,87,2626,15,V4,0.9%
2627,87,2627,16,로스트아크,0.8%
2628,87,2628,18,카트라이더,0.7%
2629,87,2629,19,디아블로2,0.6%
2630,87,2630,20,TFT,0.5%
2631,87,2631,21,오버워치,0.4%
2632,87,2632,22,비디오게임,0.4%
2633,87,2633,23,스페셜포스,0.3%
2634,87,2634,25,워크래프트,0.3%
2635,87,2635,26,어몽 어스,0.3%
2636,87,2636,27,검은사막M,0.2%
2637,87,2637,29,GTA5,0.2%
2638,87,2638,1,LOL,40.9%
2639,87,2639,2,배틀그라운드,10.9%
2640,88,2640,3,스타,8.6%
2641,88,2641,5,철권,4.9%
2642,88,2642,6,리니지M,2.8%
2643,88,2643,7,피파온라인4,2.6%
2644,88,2644,8,어몽 어스,2.2%
2645,88,2645,9,메이플스토리,1.7%
2646,88,2646,10,발로란트,1.7%
2647,88,2647,11,바람의나라: 연,1.5%
2648,88,2648,12,PC 기타게임,1.6%
2649,88,2649,13,스팀게임,1.4%
2650,88,2650,14,V4,1.2%
2651,88,2651,15,TFT,1.2%
2652,88,2652,16,모바일 종합 게임,0.9%
2653,88,2653,17,리니지,0.8%
2654,88,2654,18,로스트아크,0.7%
2655,88,2655,19,카트라이더,0.7%
2656,88,2656,20,비디오게임,0.5%
2657,88,2657,21,고전게임,0.4%
2658,88,2658,22,하스스톤,0.4%
2659,88,2659,25,스타2,0.3%
