,Unnamed: 0,num,title,play_share,index_num,week_num
4112,2,3,피파온라인4,8.5%,4112,137
4113,3,4,배틀그라운드,7.5%,4113,137
4114,4,5,서든어택,6.6%,4114,137
4115,5,6,종합게임,4.5%,4115,137
4116,6,7,TFT,2%,4116,137
4117,7,8,카트라이더,1.8%,4117,137
4118,8,9,메이플스토리,1.1%,4118,137
4119,9,10,던전앤파이터 모바일,0.9%,4119,137
4120,10,11,로스트아크,0.9%,4120,137
4121,11,12,던파,0.7%,4121,137
4122,12,13,리니지M,0.8%,4122,137
4123,13,14,GTA5,0.9%,4123,137
4124,14,15,모바일 종합게임,0.6%,4124,137
4125,15,16,오딘: 발할라 라이징,0.6%,4125,137
4126,16,17,아이온,0.5%,4126,137
4127,17,18,제2의 나라,0.5%,4127,137
4128,18,19,미르M,0.4%,4128,137
4129,19,20,리니지,0.4%,4129,137
4130,20,21,PC 온라인,0.4%,4130,137
4131,21,22,디아블로2,0.3%,4131,137
4132,22,23,스페셜포스,0.3%,4132,137
4133,23,24,워크래프트,0.3%,4133,137
4134,24,25,레트로게임,0.3%,4134,137
4135,25,26,철권,0.2%,4135,137
4136,26,27,오버워치,0.2%,4136,137
4137,27,28,스타2,0.2%,4137,137
4138,28,29,디아블로 이모탈,0.2%,4138,137
4139,29,30,리니지W,0.2%,4139,137
4140,0,1,스타,34.1%,4140,138
4141,1,2,LoL,24.1%,4141,138
4142,2,3,배틀그라운드,8.5%,4142,138
4143,3,4,서든어택,6.7%,4143,138
4144,4,5,피파온라인4,4.4%,4144,138
4145,5,6,종합게임,3.9%,4145,138
4146,6,7,메이플스토리,1.8%,4146,138
4147,7,8,던파,1.7%,4147,138
4148,8,9,던전앤파이터 모바일,1.5%,4148,138
4149,9,10,오딘: 발할라 라이징,1.4%,4149,138
4150,10,11,TFT,1.2%,4150,138
4151,11,12,폴 가이즈,1%,4151,138
4152,12,13,리니지M,0.9%,4152,138
4153,13,14,카트라이더,0.7%,4153,138
4154,14,15,로스트아크,0.6%,4154,138
4155,15,16,아이온,0.6%,4155,138
4156,16,17,모바일 종합게임,0.6%,4156,138
4157,17,18,리니지,0.5%,4157,138
4158,18,19,제2의 나라,0.4%,4158,138
4159,19,20,PC 온라인,0.4%,4159,138
4160,20,21,스페셜포스,0.3%,4160,138
4161,21,22,미르M,0.3%,4161,138
4162,22,23,스타2,0.3%,4162,138
4163,23,24,디아블로2,0.3%,4163,138
4164,24,25,철권,0.3%,4164,138
4165,25,26,오버워치,0.2%,4165,138
4166,26,27,워크래프트,0.2%,4166,138
4167,27,28,레트로게임,0.2%,4167,138
4168,28,29,리니지W,0.2%,4168,138
4169,29,30,테일즈런너,0.2%,4169,138
4170,0,1,스타,35.6%,4170,139
4171,1,2,LoL,21.5%,4171,139
4172,2,3,배틀그라운드,10.8%,4172,139
4173,3,4,서든어택,8.8%,4173,139
4174,4,5,피파온라인4,3.3%,4174,139
4175,5,6,폴 가이즈,3.3%,4175,139
4176,6,7,종합게임,2.3%,4176,139
4177,7,8,메이플스토리,1.9%,4177,139
4178,8,9,오딘: 발할라 라이징,1.3%,4178,139
4179,9,10,TFT,1%,4179,139
4180,10,11,리니지M,1%,4180,139
4181,11,12,던전앤파이터 모바일,0.9%,4181,139
4182,12,13,로스트아크,0.8%,4182,139
4183,13,14,던파,0.7%,4183,139
4184,14,15,모바일 종합게임,0.7%,4184,139
4185,15,16,카트라이더,0.6%,4185,139
4186,16,17,아이온,0.5%,4186,139
4187,17,18,리니지,0.4%,4187,139
4188,18,19,PC 온라인,0.4%,4188,139
4189,19,20,스페셜포스,0.3%,4189,139
4190,20,21,디아블로2,0.3%,4190,139
4191,21,22,워크래프트,0.2%,4191,139
4192,22,23,레트로게임,0.2%,4192,139
4193,23,24,오버워치,0.2%,4193,139
4194,24,25,미르M,0.2%,4194,139
4195,25,26,테일즈런너,0.2%,4195,139
4196,26,27,거상,0.1%,4196,139
4197,27,28,철권,0.1%,4197,139
4198,28,29,R2,0.1%,4198,139
4199,29,30,세븐나이츠 레볼루션,0.1%,4199,139
4200,0,1,스타,38.1%,4200,140
4201,1,2,LoL,20.8%,4201,140
4202,2,3,배틀그라운드,11.2%,4202,140
4203,3,4,서든어택,7.7%,4203,140
4204,4,5,피파온라인4,3.3%,4204,140
4205,5,6,종합게임,3.2%,4205,140
4206,6,7,모바일 종합게임,1.3%,4206,140
4207,7,8,메이플스토리,1.3%,4207,140
4208,8,9,TFT,1.1%,4208,140
4209,9,10,오딘: 발할라 라이징,0.9%,4209,140
4210,10,11,던파,1%,4210,140
4211,11,12,던전앤파이터 모바일,0.9%,4211,140
4212,12,13,세븐나이츠 레볼루션,0.9%,4212,140
4213,13,14,리니지M,0.8%,4213,140
4214,14,15,로스트아크,0.7%,4214,140
4215,15,16,카트라이더,0.6%,4215,140
4216,16,17,아이온,0.5%,4216,140
4217,17,18,세븐나이츠,0.5%,4217,140
4218,18,19,리니지,0.4%,4218,140
4219,19,20,철권,0.3%,4219,140
4220,20,21,PC 온라인,0.4%,4220,140
4221,21,22,스페셜포스,0.3%,4221,140
4222,22,23,디아블로2,0.3%,4222,140
4223,23,24,워크래프트,0.3%,4223,140
4224,24,25,스타2,0.2%,4224,140
4225,25,26,레트로게임,0.2%,4225,140
4226,26,27,오버워치,0.2%,4226,140
4227,27,28,R2,0.2%,4227,140
4228,28,29,테일즈런너,0.2%,4228,140
4229,29,30,미르M,0.1%,4229,140
4230,0,1,스타,40.2%,4230,141
4231,1,2,LoL,18.5%,4231,141
4232,2,3,배틀그라운드,14.2%,4232,141
4233,3,4,서든어택,6.4%,4233,141
4234,4,5,피파온라인4,4.9%,4234,141
4235,5,6,종합게임,2.9%,4235,141
4236,6,7,메이플스토리,1.3%,4236,141
4237,7,8,오딘: 발할라 라이징,1.1%,4237,141
4238,8,9,던전앤파이터 모바일,1%,4238,141
4239,9,10,로스트아크,0.8%,4239,141
4240,10,11,리니지M,0.7%,4240,141
4241,11,12,카트라이더,0.7%,4241,141
4242,12,13,TFT,0.7%,4242,141
4243,13,14,아이온,0.6%,4243,141
4244,14,15,리니지,0.5%,4244,141
4245,15,16,모바일 종합게임,0.5%,4245,141
4246,16,17,PC 온라인,0.3%,4246,141
4247,17,18,스페셜포스,0.3%,4247,141
4248,18,19,스타2,0.3%,4248,141
4249,19,20,철권,0.3%,4249,141
4250,20,21,워크래프트,0.2%,4250,141
4251,21,22,디아블로2,0.2%,4251,141
4252,22,23,레트로게임,0.2%,4252,141
4253,23,24,제2의 나라,0.2%,4253,141
4254,24,25,던파,0.2%,4254,141
4255,25,26,테일즈런너,0.2%,4255,141
4256,26,27,오버워치,0.2%,4256,141
4257,27,28,미르M,0.1%,4257,141
4258,28,29,R2,0.1%,4258,141
4259,29,30,거상,0.1%,4259,141
4260,0,1,스타,38.4%,4260,142
4261,1,2,LoL,19%,4261,142
4262,2,3,배틀그라운드,14.1%,4262,142
4263,3,4,서든어택,6.5%,4263,142
4264,4,5,종합게임,4.5%,4264,142
4265,5,6,던전앤파이터 모바일,2.9%,4265,142
4266,6,7,피파온라인4,3.1%,4266,142
4267,7,8,메이플스토리,1.2%,4267,142
4268,8,9,로스트아크,1%,4268,142
4269,9,10,세븐나이츠 레볼루션,0.9%,4269,142
4270,10,11,리니지M,0.6%,4270,142
4271,11,12,TFT,0.6%,4271,142
4272,12,13,카트라이더,0.6%,4272,142
4273,13,14,아이온,0.5%,4273,142
4274,14,15,리니지,0.4%,4274,142
4275,15,16,오딘: 발할라 라이징,0.3%,4275,142
4276,16,17,스페셜포스,0.3%,4276,142
4277,17,18,스타2,0.3%,4277,142
4278,18,19,철권,0.3%,4278,142
4279,19,20,PC 온라인,0.3%,4279,142
4280,20,21,미르M,0.3%,4280,142
4281,21,22,모바일 종합게임,0.2%,4281,142
4282,22,23,워크래프트,0.2%,4282,142
4283,23,24,레트로게임,0.2%,4283,142
4284,24,25,디아블로2,0.2%,4284,142
4285,25,26,테일즈런너,0.2%,4285,142
4286,26,27,던파,0.2%,4286,142
4287,27,28,R2,0.1%,4287,142
4288,28,29,오버워치,0.1%,4288,142
4289,29,30,거상,0.1%,4289,142
