,week_num,rank,column-1 2,name,company,type
919,45,20,(+1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
920,46,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
921,46,2,(-),피파온라인4,㈜넥슨코리아,스포츠
922,46,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
923,46,4,(+2),카트라이더,㈜넥슨코리아,레이싱
924,46,5,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
925,46,6,(-2),배틀그라운드,펍지주식회사,서바이벌 슈팅
926,46,7,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
927,46,8,(-),리니지,㈜엔씨소프트,MMORPG
928,46,9,(+3),서든어택,㈜넥슨코리아,FPS
929,46,10,(-1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
930,46,11,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
931,46,12,(-2),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
932,46,13,(+1),블레이드앤소울,㈜엔씨소프트,MMORPG
933,46,14,(-1),아키에이지,㈜엑스엘게임즈,판타지 RPG
934,46,15,(-),사이퍼즈,㈜넥슨코리아,액션
935,46,16,(+5),검은사막,㈜펄어비스,MMORPG
936,46,17,(+1),패스 오브 엑자일,㈜카카오게임즈,ARPG
937,46,18,(-2),콜 오브 듀티: 모던 워페어,"블리자드 엔터테인먼트, 액티비전",FPS
938,46,19,(+1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
939,46,20,(-1),리니지2,㈜엔씨소프트,MMORPG
940,47,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
941,47,2,(-),피파온라인4,㈜넥슨코리아,스포츠
942,47,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
943,47,4,(-),카트라이더,㈜넥슨코리아,레이싱
944,47,5,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
945,47,6,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
946,47,7,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
947,47,8,(+1),서든어택,㈜넥슨코리아,FPS
948,47,9,(+1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
949,47,10,(+1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
950,47,11,(-3),리니지,㈜엔씨소프트,MMORPG
951,47,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
952,47,13,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
953,47,14,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
954,47,15,(+1),검은사막,㈜펄어비스,MMORPG
955,47,16,(-1),사이퍼즈,㈜넥슨코리아,액션
956,47,17,(+3),리니지2,㈜엔씨소프트,MMORPG
957,47,18,(+4),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
958,47,19,(+2),테일즈런너,"블리자드 엔터테인먼트, 액티비전",FPS
959,47,20,(-3),패스 오브 엑자일,㈜카카오게임즈,ARPG
960,48,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
961,48,2,(-),피파온라인4,㈜넥슨코리아,스포츠
962,48,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
963,48,4,(+1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
964,48,5,(-1),카트라이더,㈜넥슨코리아,레이싱
965,48,6,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
966,48,7,(+1),서든어택,㈜넥슨코리아,FPS
967,48,8,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
968,48,9,(+1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
969,48,10,(-1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
970,48,11,(-),리니지,㈜엔씨소프트,MMORPG
971,48,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
972,48,13,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
973,48,14,(+1),검은사막,㈜펄어비스,MMORPG
974,48,15,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
975,48,16,(-),사이퍼즈,㈜넥슨코리아,액션
976,48,17,(-),리니지2,㈜엔씨소프트,MMORPG
977,48,18,(-),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
978,48,19,(-),테일즈런너,"블리자드 엔터테인먼트, 액티비전",FPS
979,48,20,(-),패스 오브 엑자일,㈜카카오게임즈,ARPG
980,49,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
981,49,2,(-),피파온라인4,㈜넥슨코리아,스포츠
982,49,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
983,49,4,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
984,49,5,(-),카트라이더,㈜넥슨코리아,레이싱
985,49,6,(+1),서든어택,㈜넥슨코리아,FPS
986,49,7,(+2),마인크래프트,엑스박스 게임 스튜디오,샌드박스
987,49,8,(+2),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
988,49,9,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
989,49,10,(-4),배틀그라운드,펍지주식회사,서바이벌 슈팅
990,49,11,(+1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
991,49,12,(-1),리니지,㈜엔씨소프트,MMORPG
992,49,13,(+7),패스 오브 엑자일,㈜카카오게임즈,ARPG
993,49,14,(-),검은사막,㈜펄어비스,MMORPG
994,49,15,(-2),아키에이지,㈜엑스엘게임즈,판타지 RPG
995,49,16,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
996,49,17,(-1),사이퍼즈,㈜넥슨코리아,액션
997,49,18,(+1),테일즈런너,㈜스마일게이트메가포트,레이싱
998,49,19,(-2),리니지2,"블리자드 엔터테인먼트, 액티비전",FPS
999,49,20,(-2),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
1000,50,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1001,50,2,(-),피파온라인4,㈜넥슨코리아,스포츠
1002,50,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
1003,50,4,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1004,50,5,(-),카트라이더,㈜넥슨코리아,레이싱
1005,50,6,(+4),배틀그라운드,펍지주식회사,서바이벌 슈팅
1006,50,7,(+1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1007,50,8,(-1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1008,50,9,(+2),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1009,50,10,(+3),패스 오브 엑자일,㈜카카오게임즈,ARPG
1010,50,11,(-2),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1011,50,12,(-6),서든어택,㈜넥슨코리아,FPS
1012,50,13,(-1),리니지,㈜엔씨소프트,MMORPG
1013,50,14,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
1014,50,15,(-1),검은사막,㈜펄어비스,MMORPG
1015,50,16,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
1016,50,17,(+1),테일즈런너,㈜스마일게이트메가포트,레이싱
1017,50,18,(-1),사이퍼즈,㈜넥슨코리아,액션
1018,50,19,(-),리니지2,"블리자드 엔터테인먼트, 액티비전",FPS
1019,50,20,(-),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
1020,51,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1021,51,2,(-),피파온라인4,㈜넥슨코리아,스포츠
1022,51,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
1023,51,4,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1024,51,5,(+1),배틀그라운드,펍지주식회사,서바이벌 슈팅
1025,51,6,(-1),카트라이더,㈜넥슨코리아,레이싱
1026,51,7,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1027,51,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1028,51,9,(+1),패스 오브 엑자일,㈜카카오게임즈,ARPG
1029,51,10,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1030,51,11,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1031,51,12,(-),서든어택,㈜넥슨코리아,FPS
1032,51,13,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
1033,51,14,(+1),검은사막,㈜펄어비스,MMORPG
1034,51,15,(+1),블레이드앤소울,㈜엔씨소프트,MMORPG
1035,51,16,(-3),리니지,㈜엔씨소프트,MMORPG
1036,51,17,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
1037,51,18,(-),사이퍼즈,㈜넥슨코리아,액션
1038,51,19,(+2),파이널 판타지 14,"블리자드 엔터테인먼트, 액티비전",FPS
1039,51,20,(-),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
1040,52,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1041,52,2,(+1),메이플스토리,㈜넥슨코리아,MMORPG
1042,52,3,(-1),피파온라인4,㈜넥슨코리아,스포츠
1043,52,4,(+2),카트라이더,㈜넥슨코리아,레이싱
1044,52,5,(-1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1045,52,6,(-1),배틀그라운드,펍지주식회사,서바이벌 슈팅
1046,52,7,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1047,52,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1048,52,9,(+2),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1049,52,10,(+2),서든어택,㈜넥슨코리아,FPS
1050,52,11,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1051,52,12,(-3),패스 오브 엑자일,㈜카카오게임즈,ARPG
1052,52,13,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
1053,52,14,(-),검은사막,㈜펄어비스,MMORPG
1054,52,15,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
1055,52,16,(-),리니지,㈜엔씨소프트,MMORPG
1056,52,17,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
1057,52,18,(-),사이퍼즈,㈜넥슨코리아,액션
1058,52,19,(+2),엘소드,"블리자드 엔터테인먼트, 액티비전",FPS
1059,52,20,(+2),바람의나라,㈜넥슨코리아,MMORPG
1060,53,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1061,53,2,(-),메이플스토리,㈜넥슨코리아,MMORPG
1062,53,3,(-),피파온라인4,㈜넥슨코리아,스포츠
1063,53,4,(+3),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1064,53,5,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1065,53,6,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
1066,53,7,(-3),카트라이더,㈜넥슨코리아,레이싱
1067,53,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1068,53,9,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1069,53,10,(+3),아키에이지,㈜엑스엘게임즈,판타지 RPG
1070,53,11,(-1),서든어택,㈜넥슨코리아,FPS
1071,53,12,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1072,53,13,(-1),패스 오브 엑자일,㈜카카오게임즈,ARPG
1073,53,14,(-),검은사막,㈜펄어비스,MMORPG
1074,53,15,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
1075,53,16,(+1),테일즈런너,㈜스마일게이트메가포트,레이싱
1076,53,17,(+1),사이퍼즈,㈜넥슨코리아,액션
1077,53,18,(-2),리니지,㈜엔씨소프트,MMORPG
1078,53,19,(+3),더 위쳐,"블리자드 엔터테인먼트, 액티비전",FPS
1079,53,20,(-),바람의나라,㈜넥슨코리아,MMORPG
1080,54,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1081,54,2,(-),메이플스토리,㈜넥슨코리아,MMORPG
1082,54,3,(-),피파온라인4,㈜넥슨코리아,스포츠
1083,54,4,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1084,54,5,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1085,54,6,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
1086,54,7,(-),카트라이더,㈜넥슨코리아,레이싱
1087,54,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1088,54,9,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
1089,54,10,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1090,54,11,(-),서든어택,㈜넥슨코리아,FPS
1091,54,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1092,54,13,(+1),검은사막,㈜펄어비스,MMORPG
1093,54,14,(+3),사이퍼즈,㈜넥슨코리아,액션
1094,54,15,(+1),테일즈런너,㈜스마일게이트메가포트,레이싱
1095,54,16,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
1096,54,17,(-4),패스 오브 엑자일,㈜카카오게임즈,ARPG
1097,54,18,(-),리니지,㈜엔씨소프트,MMORPG
1098,54,19,(-),더 위쳐,"블리자드 엔터테인먼트, 액티비전",FPS
1099,54,20,(+1),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
1100,55,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1101,55,2,(+1),피파온라인4,㈜넥슨코리아,스포츠
1102,55,3,(-1),메이플스토리,㈜넥슨코리아,MMORPG
1103,55,4,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1104,55,5,(+1),배틀그라운드,펍지주식회사,서바이벌 슈팅
1105,55,6,(-1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1106,55,7,(-),카트라이더,㈜넥슨코리아,레이싱
1107,55,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1108,55,9,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
1109,55,10,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1110,55,11,(-),서든어택,㈜넥슨코리아,FPS
1111,55,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1112,55,13,(+2),테일즈런너,㈜스마일게이트메가포트,레이싱
1113,55,14,(-),사이퍼즈,㈜넥슨코리아,액션
1114,55,15,(+3),리니지,㈜엔씨소프트,MMORPG
1115,55,16,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
1116,55,17,(-4),검은사막,㈜펄어비스,MMORPG
1117,55,18,(-1),패스 오브 엑자일,㈜카카오게임즈,ARPG
1118,55,19,(+3),삼국지14,코에이 테크모 게임즈,시뮬레이션
1119,55,20,(+3),몬스터헌터 월드,캡콤,액션 RPG
1120,56,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1121,56,2,(-),피파온라인4,㈜넥슨코리아,스포츠
1122,56,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
1123,56,4,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1124,56,5,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
1125,56,6,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1126,56,7,(-),카트라이더,㈜넥슨코리아,레이싱
1127,56,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1128,56,9,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
1129,56,10,(+1),서든어택,㈜넥슨코리아,FPS
1130,56,11,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1131,56,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1132,56,13,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
1133,56,14,(-),사이퍼즈,㈜넥슨코리아,액션
1134,56,15,(-),리니지,㈜엔씨소프트,MMORPG
1135,56,16,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
1136,56,17,(+9),레전드 오브 룬테라,라이엇 게임즈,카드 전략
1137,56,18,(-1),검은사막,㈜펄어비스,MMORPG
1138,56,19,(-),삼국지14,코에이 테크모 게임즈,시뮬레이션
1139,56,20,(-2),패스 오브 엑자일,㈜카카오게임즈,ARPG
1140,57,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1141,57,2,(+1),메이플스토리,㈜넥슨코리아,MMORPG
1142,57,3,(-1),피파온라인4,㈜넥슨코리아,스포츠
1143,57,4,(+1),배틀그라운드,펍지주식회사,서바이벌 슈팅
1144,57,5,(-1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1145,57,6,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1146,57,7,(-),카트라이더,㈜넥슨코리아,레이싱
1147,57,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1148,57,9,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
1149,57,10,(-),서든어택,㈜넥슨코리아,FPS
1150,57,11,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1151,57,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1152,57,13,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
1153,57,14,(-),사이퍼즈,㈜넥슨코리아,액션
1154,57,15,(+2),레전드 오브 룬테라,라이엇 게임즈,카드 전략
1155,57,16,(-1),리니지,㈜엔씨소프트,MMORPG
1156,57,17,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
1157,57,18,(-),검은사막,㈜펄어비스,MMORPG
1158,57,19,(-),삼국지14,코에이 테크모 게임즈,시뮬레이션
1159,57,20,(-),패스 오브 엑자일,㈜카카오게임즈,ARPG
1160,58,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1161,58,2,(-),메이플스토리,㈜넥슨코리아,MMORPG
1162,58,3,(-),피파온라인4,㈜넥슨코리아,스포츠
1163,58,4,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
1164,58,5,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1165,58,6,(+2),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1166,58,7,(-),카트라이더,㈜넥슨코리아,레이싱
1167,58,8,(-2),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1168,58,9,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
1169,58,10,(-),서든어택,㈜넥슨코리아,FPS
1170,58,11,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1171,58,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1172,58,13,(+2),레전드 오브 룬테라,라이엇 게임즈,카드 전략
1173,58,14,(-),사이퍼즈,㈜넥슨코리아,액션
1174,58,15,(-2),테일즈런너,㈜스마일게이트메가포트,레이싱
1175,58,16,(-),리니지,㈜엔씨소프트,MMORPG
1176,58,17,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
1177,58,18,(-),검은사막,㈜펄어비스,MMORPG
1178,58,19,(+1),패스 오브 엑자일,㈜카카오게임즈,ARPG
1179,58,20,(+2),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
1180,59,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1181,59,2,(-),메이플스토리,㈜넥슨코리아,MMORPG
1182,59,3,(-),피파온라인4,㈜넥슨코리아,스포츠
1183,59,4,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
1184,59,5,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1185,59,6,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1186,59,7,(-),카트라이더,㈜넥슨코리아,레이싱
1187,59,8,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1188,59,9,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
1189,59,10,(-),서든어택,㈜넥슨코리아,FPS
1190,59,11,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1191,59,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1192,59,13,(+1),사이퍼즈,㈜넥슨코리아,액션
1193,59,14,(+1),테일즈런너,㈜스마일게이트메가포트,레이싱
1194,59,15,(+2),블레이드앤소울,㈜엔씨소프트,MMORPG
1195,59,16,(-),리니지,㈜엔씨소프트,MMORPG
1196,59,17,(-4),레전드 오브 룬테라,라이엇 게임즈,카드 전략
1197,59,18,(-),검은사막,㈜펄어비스,MMORPG
1198,59,19,(+5),몬스터헌터 월드,캡콤,액션 RPG
1199,59,20,(-1),패스 오브 엑자일,㈜카카오게임즈,ARPG
1200,60,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1201,60,2,(-),메이플스토리,㈜넥슨코리아,MMORPG
1202,60,3,(-),피파온라인4,㈜넥슨코리아,스포츠
1203,60,4,(-),배틀그라운드,"펍지주식회사, (주)카카오게임즈",서바이벌 슈팅
1204,60,5,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1205,60,6,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1206,60,7,(+1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1207,60,8,(-1),카트라이더,㈜넥슨코리아,레이싱
1208,60,9,(+1),서든어택,㈜넥슨코리아,FPS
1209,60,10,(-1),아키에이지,㈜엑스엘게임즈,판타지 RPG
1210,60,11,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1211,60,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1212,60,13,(+2),블레이드앤소울,㈜엔씨소프트,MMORPG
1213,60,14,(+2),리니지,㈜엔씨소프트,MMORPG
1214,60,15,(-1),테일즈런너,㈜스마일게이트메가포트,레이싱
1215,60,16,(-3),사이퍼즈,㈜넥슨코리아,액션
1216,60,17,(+11),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
1217,60,18,(-),검은사막,㈜펄어비스,MMORPG
1218,60,19,(+2),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
1219,60,20,(-1),몬스터헌터 월드,캡콤,액션 RPG
1220,61,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1221,61,2,(-),메이플스토리,㈜넥슨코리아,MMORPG
1222,61,3,(-),피파온라인4,㈜넥슨코리아,스포츠
1223,61,4,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
1224,61,5,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1225,61,6,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1226,61,7,(+2),서든어택,㈜넥슨코리아,FPS
1227,61,8,(-1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1228,61,9,(-1),카트라이더,㈜넥슨코리아,레이싱
1229,61,10,(+1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1230,61,11,(-1),아키에이지,㈜엑스엘게임즈,판타지 RPG
1231,61,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1232,61,13,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
1233,61,14,(+1),테일즈런너,㈜스마일게이트메가포트,레이싱
1234,61,15,(-1),리니지,㈜엔씨소프트,MMORPG
1235,61,16,(-),사이퍼즈,㈜넥슨코리아,액션
1236,61,17,(-),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
1237,61,18,(-),검은사막,㈜펄어비스,MMORPG
1238,61,19,(-),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
1239,61,20,(+2),GTA5,락스타 게임즈,오픈월드 범죄 액션
1240,62,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1241,62,2,(+1),피파온라인4,㈜넥슨코리아,스포츠
1242,62,3,(-1),메이플스토리,㈜넥슨코리아,MMORPG
1243,62,4,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
1244,62,5,(+2),서든어택,㈜넥슨코리아,FPS
1245,62,6,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1246,62,7,(-2),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1247,62,8,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1248,62,9,(-),카트라이더,㈜넥슨코리아,레이싱
1249,62,10,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1250,62,11,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
1251,62,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1252,62,13,(+1),테일즈런너,㈜스마일게이트메가포트,레이싱
1253,62,14,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
1254,62,15,(+1),사이퍼즈,㈜넥슨코리아,액션
1255,62,16,(+1),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
1256,62,17,(-2),리니지,㈜엔씨소프트,MMORPG
1257,62,18,(-),검은사막,㈜펄어비스,MMORPG
1258,62,19,(+2),패스 오브 엑자일,㈜카카오게임즈,ARPG
1259,62,20,(+2),스타듀 밸리,처클피시,전원 생활 시뮬레이션
1260,63,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1261,63,2,(+1),메이플스토리,㈜넥슨코리아,MMORPG
1262,63,3,(-1),피파온라인4,㈜넥슨코리아,스포츠
1263,63,4,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
1264,63,5,(-),서든어택,㈜넥슨코리아,FPS
1265,63,6,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1266,63,7,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1267,63,8,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1268,63,9,(+1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1269,63,10,(-1),카트라이더,㈜넥슨코리아,레이싱
1270,63,11,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
1271,63,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1272,63,13,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
1273,63,14,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
1274,63,15,(-),사이퍼즈,㈜넥슨코리아,액션
1275,63,16,(-),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
1276,63,17,(+1),검은사막,㈜펄어비스,MMORPG
1277,63,18,(-1),리니지,㈜엔씨소프트,MMORPG
1278,63,19,(-),패스 오브 엑자일,㈜카카오게임즈,ARPG
1279,63,20,(+2),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
1280,64,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1281,64,2,(-),메이플스토리,㈜넥슨코리아,MMORPG
1282,64,3,(-),피파온라인4,㈜넥슨코리아,스포츠
1283,64,4,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
1284,64,5,(-),서든어택,㈜넥슨코리아,FPS
1285,64,6,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1286,64,7,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1287,64,8,(+1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1288,64,9,(+1),카트라이더,㈜넥슨코리아,레이싱
1289,64,10,(-2),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1290,64,11,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
1291,64,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1292,64,13,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
1293,64,14,(+1),사이퍼즈,㈜넥슨코리아,액션
1294,64,15,(+1),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
1295,64,16,(+3),패스 오브 엑자일,㈜카카오게임즈,ARPG
1296,64,17,(-),검은사막,㈜펄어비스,MMORPG
1297,64,18,(-4),블레이드앤소울,㈜엔씨소프트,MMORPG
1298,64,19,(-1),리니지,㈜엔씨소프트,MMORPG
1299,64,20,(+6),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
1300,65,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
