rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지2M,NCSOFT,1,4.0,
2,0,리니지M,NCSOFT,2,1.0,
3,0,쿠키런: 킹덤,Devsisters Corporation,3,2.0,4.0
4,0,기적의 검,4399 KOREA,4,11.0,8.0
5,0,삼국지 전략판,Qookka Games,12,15.0,2.0
6,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,36,3.0,1.0
7,0,세븐나이츠2,Netmarble,5,5.0,
8,0,바람의나라: 연,NEXON Company,15,10.0,5.0
9,0,라이즈 오브 킹덤즈,LilithGames,6,8.0,
10,0,Pencil draw puzzle - draw one part,BA Game Tl.inc,13,,7.0
11,0,미르4,"Wemade Co., Ltd",31,32.0,3.0
12,0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,17,17.0,6.0
13,0,V4,NEXON Company,9,7.0,
14,0,뮤 아크엔젤,Webzen Inc.,8,14.0,
15,0,원신,miHoYo Limited,10,6.0,
16,0,블레이드&소울 레볼루션,Netmarble,7,26.0,
17,0,그랑사가,NPIXEL,11,12.0,
18,0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,14,13.0,
19,0,"이미지 투 PDF 변환 앱 - JPG를 PDF로 변환, PDF 편집기",Simple Design Ltd.,23,31.0,9.0
20,0,R2M,Webzen Inc.,16,56.0,
21,0,리니지2 레볼루션,Netmarble,20,24.0,
22,0,가디언 테일즈,Kakao Games Corp.,18,40.0,
23,0,ROBLOX,Roblox Corporation,19,73.0,
24,0,브롤스타즈,Supercell,21,19.0,
25,0,배틀그라운드,"KRAFTON, Inc.",22,23.0,
26,0,DK모바일: 영웅의귀환,NTRANCE Corp,25,,28.0
27,0,A3: 스틸얼라이브,Netmarble,24,47.0,
28,0,FIFA Mobile,NEXON Company,26,20.0,
29,0,메이플스토리M,NEXON Company,30,9.0,
30,0,AFK 아레나,LilithGames,27,28.0,
31,0,컴투스프로야구2021,Com2uS,28,43.0,
32,0,명일방주,Yostar Limited.,63,38.0,10.0
33,0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,29,100.0,
34,0,이카루스 이터널,LINE Games,41,58.0,18.0
35,0,라그나로크 오리진,"GRAVITY Co., Ltd.",59,33.0,11.0
36,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,34,30.0,54.0
