rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지M,NCSOFT,1,2.0,
2,0,리니지2M,NCSOFT,2,8.0,
3,0,세븐나이츠2,Netmarble,3,1.0,
4,0,기적의 검,4399 KOREA,4,17.0,6.0
5,0,바람의나라: 연,NEXON Company,8,5.0,2.0
6,0,미르4,"Wemade Co., Ltd",15,10.0,1.0
7,0,라이즈 오브 킹덤즈,LilithGames,5,9.0,
8,0,원신,miHoYo Limited,6,3.0,
9,0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,10,15.0,7.0
10,0,R2M,Webzen Inc.,7,41.0,
11,0,V4,NEXON Company,9,13.0,
12,0,찐삼국,ICEBIRD GAMES,13,,8.0
13,0,블레이드&소울 레볼루션,Netmarble,11,18.0,
14,0,블리치: 만해의 길,DAMO NETWORK LIMITED,18,11.0,13.0
15,0,메이플스토리M,NEXON Company,17,4.0,
16,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,27,7.0,5.0
17,0,라그나로크 오리진,"GRAVITY Co., Ltd.",30,12.0,3.0
18,0,뮤 아크엔젤,Webzen Inc.,12,20.0,
19,0,카트라이더 러쉬플러스,NEXON Company,16,6.0,
20,0,리니지2 레볼루션,Netmarble,14,30.0,
21,0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,31,34.0,4.0
22,0,A3: 스틸얼라이브,Netmarble,19,38.0,
23,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,22,46.0,36.0
24,0,배틀그라운드,"KRAFTON, Inc.",21,16.0,
25,0,AFK 아레나,LilithGames,20,22.0,
26,0,한게임 포커,NHN BIGFOOT,26,50.0,24.0
27,0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,29,14.0,43.0
28,0,ROBLOX,Roblox Corporation,23,72.0,
29,0,가디언 테일즈,Kakao Games Corp.,25,21.0,
30,0,명일방주,Yostar Limited.,24,65.0,
31,0,Age of Z Origins (에이지 오브 제트),Camel Games Limited,37,25.0,17.0
32,0,로드 모바일: 타워 디펜스,IGG.COM,28,67.0,
33,0,라이즈 오브 엠파이어,Long Tech Network Limited,45,55.0,11.0
34,0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,73,33.0,10.0
35,0,검은사막 모바일,PEARL ABYSS,35,31.0,51.0
36,0,꿈의 정원 (Gardenscapes),Playrix,32,29.0,
37,0,꿈의 집 (Homescapes),Playrix,34,19.0,
38,0,라스트 쉘터: 서바이벌,Long Tech Network Limited,86,63.0,9.0
39,0,브롤스타즈,Supercell,33,45.0,
40,0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,47,37.0,19.0
41,0,FIFA Mobile,NEXON Company,36,23.0,
42,0,슬램덩크,DeNA HONG KONG LIMITED,48,35.0,22.0
43,0,삼국지 오리진,R2 Games Asia,76,43.0,14.0
44,0,에픽세븐,Smilegate Megaport,38,48.0,
45,0,황제라 칭하라,"Clicktouch Co., Ltd.",55,32.0,21.0
46,0,건쉽배틀 토탈워페어,JOYCITY Corp.,63,60.0,18.0
47,0,황제의 꿈,37GAMES.AISA,71,,15.0
48,0,스테리테일,4399 KOREA,50,80.0,25.0
49,0,서머너즈 워: 천공의 아레나,Com2uS,39,47.0,
50,0,Top War: Battle Game,Topwar Studio,41,39.0,
51,0,컴투스프로야구2021,Com2uS,43,51.0,
52,0,사신키우기 온라인 : 시즌2 무한의성장,DAERISOFT,52,,23.0
53,0,라이프애프터,X.D. Global,42,57.0,
54,0,랜덤 다이스(Random Dice): PvP 디펜스,111%,46,24.0,
55,0,페이트/그랜드 오더,Netmarble,40,143.0,
56,0,카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,53,,27.0
57,0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,44,97.0,
58,0,강호:극,"Scene Stealer Co., Ltd.",51,,32.0
59,0,Pokémon GO,"Niantic, Inc.",49,26.0,
60,0,삼국지M,Efun Company,169,49.0,12.0
61,0,모두의마블,Netmarble,64,27.0,60.0
62,0,마피아 시티,YottaGame,57,92.0,44.0
63,0,King of Avalon: 영토 전쟁,Century Games Limited,78,246.0,26.0
64,0,한게임포커 클래식 with PC,NHN Corp.,54,,52.0
65,0,케페우스M,Ujoy Games,60,112.0,49.0
66,0,십이지천M,NTORI,79,,28.0
67,0,마구마구 2021,Netmarble,61,28.0,
68,0,리치리치,U.LU Games,91,54.0,33.0
69,0,달빛조각사,Kakao Games Corp.,83,76.0,40.0
70,0,킹덤 : 전쟁의 불씨,파우게임즈,96,,29.0
71,0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,59,73.0,142.0
72,0,랑그릿사,ZlongGames,56,85.0,
73,0,한게임 섯다,NHN BIGFOOT,70,58.0,109.0
74,0,왕삼국지,withHUG,89,277.0,34.0
75,0,일곱 개의 대죄: GRAND CROSS,Netmarble,62,59.0,
76,0,에오스 레드,BluePotion Games,82,,41.0
77,0,라스트오리진,SmartJoy,366,,16.0
78,0,로드 오브 히어로즈,CloverGames,65,56.0,
79,0,애니팡4,"SUNDAYTOZ, INC",69,93.0,127.0
80,0,디펜스 워：데스티니 차일드 PVP 게임,THUMBAGE,72,44.0,
81,0,프린세스 커넥트! Re:Dive,Kakao Games Corp.,66,75.0,
82,0,포켓 트레이너DX,Fanya Game LTD,58,,
83,0,캔디크러쉬사가,King,68,78.0,
84,0,리버티레기온,Eyougame Inc.,95,125.0,47.0
85,0,붕괴3rd,miHoYo Limited,74,84.0,
86,0,용의기원,Longtu Korea Inc.,81,376.0,70.0
87,0,프로야구 H2,NCSOFT,333,151.0,20.0
88,0,동방불패 모바일,Perfect World Korea,143,71.0,35.0
89,0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,75,142.0,190.0
90,0,클래시 오브 클랜,Supercell,80,61.0,
91,0,뮤오리진2,Webzen Inc.,67,,
92,0,꿈의 마을 (Township),Playrix,77,101.0,
93,0,캐리비안의 해적: 전쟁의 물결,JOYCITY Corp.,113,190.0,46.0
94,0,Guns of Glory: 철가면,Century Games Limited,106,157.0,58.0
95,0,마피아42,TEAM42,175,52.0,38.0
96,0,킹스레이드,Vespa Inc.,107,127.0,62.0
97,0,에브리타운,FLERO Games,126,176.0,42.0
98,0,프렌즈팝콘,Kakao Games Corp.,85,103.0,196.0
99,0,왕좌의게임:윈터이즈커밍,"YOOZOO GAMES KOREA CO., LTD.",178,115.0,31.0
100,0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",97,40.0,
101,0,Yu-Gi-Oh! Duel Links,KONAMI,88,62.0,
102,0,킹 오브 파이터 올스타,Netmarble,108,160.0,63.0
103,0,애니팡3,"SUNDAYTOZ, INC",92,194.0,105.0
104,0,피쉬돔 (Fishdom),Playrix,87,89.0,
105,0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,99,150.0,86.0
106,0,일루전 커넥트,ChangYou,128,114.0,54.0
107,0,Project Makeover,"Magic Tavern, Inc.",110,36.0,
108,0,리니지M(12),NCSOFT,104,42.0,
109,0,MARVEL 퓨처파이트,Netmarble,90,107.0,
110,0,BIGPOT 999,주식회사 레디나인,84,,
111,0,클론다이크 어드벤처,VIZOR APPS LTD.,93,104.0,
112,0,레알팜 : 진짜 농산물 주는 게임,NEOGAMES,213,,30.0
113,0,하늘무사,withHUG,130,,50.0
114,0,세븐나이츠,Netmarble,94,108.0,
115,0,탄성,Longtu Korea Inc.,112,,68.0
116,0,트라하,NEXON Company,136,187.0,53.0
117,0,앙상블스타즈!!,HappyElements,103,70.0,
118,0,MLB 9이닝스 21,Com2uS,98,91.0,
119,0,카오스모바일,"ZERO GAMES CO.,Ltd.",198,,37.0
120,0,라루나 판타지,Eskyfun Entertainment,120,100.0,101.0
121,0,크로스파이어: 워존,JOYCITY Corp.,102,109.0,
122,0,데스티니 차일드,SHIFTUP,105,110.0,
123,0,프렌즈팝,Kakao Games Corp.,121,129.0,122.0
124,0,좀비고등학교,AWESOMEPIECE,111,123.0,230.0
125,0,Minecraft,Mojang,119,66.0,
126,0,Toy Blast - 토이 블라스트,Peak,109,113.0,
127,0,애니팡2,"SUNDAYTOZ, INC",100,,
128,0,새 천하를 열다,ED GAMES CORP.,228,,39.0
129,0,용구 탄생의 비밀,IUG Games,101,,
130,0,후궁의 법칙,X.D. Global,116,95.0,
131,0,원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,123,79.0,
132,0,로닌: 더 라스트 사무라이,Dreamotion Inc.,118,94.0,
133,0,궁수의 전설,Habby,133,77.0,173.0
134,0,미르의 전설2 어게인: 다시 시작되는 전설,Netblue Games,132,,89.0
135,0,라플라스M,ZlongGames,129,68.0,
