rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지M,NCSOFT,1,2.0,
2,0,리니지2M,NCSOFT,2,11.0,
3,0,쿠키런: 킹덤,Devsisters Corporation,3,1.0,6.0
4,0,기적의 검,4399 KOREA,4,18.0,9.0
5,0,삼국지 전략판,Qookka Games,5,7.0,3.0
6,0,미르4,"Wemade Co., Ltd",20,21.0,1.0
7,0,바람의나라: 연,NEXON Company,14,14.0,2.0
8,0,V4,NEXON Company,6,4.0,
9,0,이카루스 이터널,LINE Games,13,19.0,5.0
10,0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,17,12.0,4.0
11,0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,8,8.0,
12,0,원신,miHoYo Limited,7,20.0,
13,0,그랑사가,NPIXEL,9,6.0,
14,0,세븐나이츠2,Netmarble,11,3.0,
15,0,리니지2 레볼루션,Netmarble,10,16.0,
16,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,27,10.0,7.0
17,0,라이즈 오브 킹덤즈,LilithGames,12,13.0,
18,0,A3: 스틸얼라이브,Netmarble,15,30.0,
19,0,카트라이더 러쉬플러스,NEXON Company,21,5.0,
20,0,라그나로크 오리진,"GRAVITY Co., Ltd.",28,23.0,10.0
21,0,뮤 아크엔젤,Webzen Inc.,16,25.0,
22,0,배틀그라운드,"KRAFTON, Inc.",18,22.0,
23,0,R2M,Webzen Inc.,19,58.0,
24,0,메이플스토리M,NEXON Company,24,9.0,
25,0,블레이드&소울 레볼루션,Netmarble,22,29.0,
26,0,ROBLOX,Roblox Corporation,23,75.0,
27,0,검은강호2: 선미 원픽 MMORPG,9SplayDeveloper,26,88.0,27.0
28,0,Age of Z Origins (에이지 오브 제트),Camel Games Limited,30,24.0,19.0
29,0,브롤스타즈,Supercell,25,44.0,
30,0,찐삼국,ICEBIRD GAMES,35,,15.0
31,0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,39,15.0,22.0
32,0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,53,46.0,11.0
33,0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,92,198.0,8.0
