rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,오딘: 발할라 라이징,Kakao Games Corp.,1.0,1.0,
2,0,리니지M,NCSOFT,2.0,3.0,
3,0,리니지2M,NCSOFT,3.0,11.0,
4,0,기적의 검,4399 KOREA,5.0,17.0,7.0
5,0,제2의 나라: CROSS WORLDS,Netmarble,4.0,2.0,
6,0,히어로즈 테일즈,37 Mobile Games,6.0,12.0,4.0
7,0,바람의나라: 연,NEXON Company,16.0,8.0,2.0
8,0,삼국지 전략판,Qookka Games,22.0,16.0,1.0
9,0,라이즈 오브 킹덤즈,LilithGames,8.0,9.0,
10,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,25.0,4.0,5.0
11,0,원신,miHoYo Limited,9.0,13.0,
12,0,붕괴3rd,miHoYo Limited,7.0,20.0,
13,0,쿠키런: 킹덤,Devsisters Corporation,13.0,5.0,13.0
14,0,블레이드&소울 레볼루션,Netmarble,10.0,31.0,
15,0,뮤 아크엔젤,Webzen Inc.,11.0,22.0,
16,0,피파모바일,NEXON Company,18.0,6.0,
17,0,ROBLOX,Roblox Corporation,12.0,65.0,
18,0,미르4,"Wemade Co., Ltd",53.0,48.0,3.0
19,0,세븐나이츠2,Netmarble,14.0,34.0,
20,0,페이트/그랜드 오더,Netmarble,15.0,88.0,
21,0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,34.0,21.0,6.0
22,0,V4,NEXON Company,17.0,25.0,
23,0,배틀그라운드,"KRAFTON, Inc.",21.0,14.0,
24,0,슬레이어 키우기,GEAR2,19.0,,
25,0,R2M,Webzen Inc.,20.0,98.0,
26,0,천상나르샤,Eyougame Inc.,27.0,41.0,24.0
27,0,에픽세븐,Smilegate Megaport,23.0,39.0,
28,0,가디언 테일즈,Kakao Games Corp.,24.0,35.0,
29,0,브롤스타즈,Supercell,28.0,15.0,
30,0,메이플스토리M,NEXON Company,33.0,10.0,
31,0,리니지2 레볼루션,Netmarble,30.0,23.0,
32,0,디 앤츠:언더그라운드 킹덤,StarUnion,26.0,,
33,0,명일방주,Yostar Limited.,52.0,36.0,9.0
34,0,서머너즈 워: 천공의 아레나,Com2uS,29.0,47.0,
35,0,A3: 스틸얼라이브,Netmarble,31.0,49.0,
36,0,컴투스프로야구2021,Com2uS,43.0,46.0,17.0
37,0,건쉽배틀 토탈워페어,JOYCITY Corp.,40.0,74.0,21.0
38,0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,54.0,19.0,20.0
39,0,삼국지군웅전,FIREPIG LIMITED,32.0,95.0,
40,0,한게임 포커,NHN BIGFOOT,36.0,75.0,49.0
41,0,에이지 오브 제트: 타워 디펜스,Camel Games Limited,45.0,38.0,26.0
42,0,카트라이더 러쉬플러스,NEXON Company,48.0,7.0,
43,0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,128.0,362.0,8.0
44,0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,79.0,61.0,11.0
45,0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,59.0,40.0,19.0
