rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지M,NCSOFT,1,2.0,
2,0,바람의나라: 연,NEXON Company,3,1.0,5.0
3,0,리니지2M,NCSOFT,2,11.0,
4,0,라그나로크 오리진,"GRAVITY Co., Ltd.",10,5.0,1.0
5,0,R2M,Webzen Inc.,4,24.0,
6,0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,13,21.0,2.0
7,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,14,4.0,3.0
8,0,기적의 검,4399 KOREA,5,35.0,9.0
9,0,카트라이더 러쉬플러스,NEXON Company,8,3.0,
10,0,일루전 커넥트,ChangYou,9,14.0,11.0
11,0,뮤 아크엔젤,Webzen Inc.,6,12.0,
12,0,V4,NEXON Company,7,6.0,
13,0,라이즈 오브 킹덤즈,LilithGames,11,9.0,
14,0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,138,181.0,4.0
15,0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,57,33.0,6.0
16,0,슬램덩크,DeNA HONG KONG LIMITED,24,13.0,10.0
17,0,라스트 쉘터: 서바이벌,Long Tech Network Limited,54,39.0,7.0
18,0,블레이드&소울 레볼루션,Netmarble,12,17.0,
19,0,스테리테일,4399 KOREA,21,23.0,17.0
20,0,가디언 테일즈,Kakao Games Corp.,18,10.0,
21,0,메이플스토리M,NEXON Company,20,7.0,
22,0,Age of Z Origins (에이지 오브 제트),Camel Games Limited,33,19.0,12.0
23,0,리니지2 레볼루션,Netmarble,15,20.0,
24,0,AFK 아레나,LilithGames,17,18.0,
25,0,배틀그라운드,"KRAFTON, Inc.",19,22.0,
26,0,A3: 스틸얼라이브,Netmarble,16,27.0,
27,0,황제라 칭하라,"Clicktouch Co., Ltd.",39,25.0,19.0
28,0,에픽세븐,Smilegate Megaport,23,37.0,
29,0,동방불패 모바일,Perfect World Korea,22,42.0,
30,0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",28,16.0,
31,0,마구마구 2021,Netmarble,32,8.0,
32,0,로드 모바일: 타워 디펜스,IGG.COM,25,62.0,
33,0,라이즈 오브 엠파이어,Long Tech Network Limited,34,54.0,28.0
34,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,30,56.0,44.0
35,0,검은사막 모바일,PEARL ABYSS,31,30.0,59.0
36,0,꿈의 정원 (Gardenscapes),Playrix,29,32.0,
37,0,건쉽배틀 토탈워페어,JOYCITY Corp.,59,57.0,15.0
38,0,라스트오리진,SmartJoy,393,,8.0
39,0,브롤스타즈,Supercell,27,45.0,
40,0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,43,34.0,26.0
41,0,ROBLOX,Roblox Corporation,26,96.0,
42,0,FIFA Mobile,NEXON Company,40,15.0,
43,0,삼국지 오리진,R2 Games Asia,75,51.0,13.0
44,0,한게임 포커,NHN BIGFOOT,38,75.0,35.0
45,0,킹덤 : 전쟁의 불씨,파우게임즈,61,,16.0
46,0,왕좌의게임:윈터이즈커밍,"YOOZOO GAMES KOREA CO., LTD.",35,43.0,105.0
47,0,서머너즈 워: 천공의 아레나,Com2uS,36,48.0,
48,0,황제의 꿈,37GAMES.AISA,55,,25.0
49,0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,37,55.0,
50,0,랜덤 다이스(Random Dice): PvP 디펜스,111%,45,26.0,
51,0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,49,29.0,73.0
52,0,에오스 레드,BluePotion Games,56,,27.0
53,0,카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,50,,32.0
54,0,꿈의 집 (Homescapes),Playrix,47,28.0,
55,0,케페우스M,Ujoy Games,41,58.0,
56,0,삼국지M,Efun Company,113,92.0,18.0
57,0,컴투스프로야구2021,Com2uS,44,49.0,
58,0,탄성,Longtu Korea Inc.,60,169.0,29.0
59,0,달빛조각사,Kakao Games Corp.,67,59.0,30.0
60,0,페이트/그랜드 오더,Netmarble,42,115.0,
61,0,붕괴3rd,miHoYo Limited,46,53.0,
62,0,마피아 시티,YottaGame,58,105.0,45.0
63,0,King of Avalon: 영토 전쟁,Century Games Limited,102,173.0,20.0
64,0,로드 오브 히어로즈,CloverGames,52,40.0,
65,0,킹스레이드,Vespa Inc.,106,118.0,22.0
66,0,D-MEN: 히어로 컴백,ACE GAME INTERNATIONAL LIMITED,53,41.0,
67,0,프로야구 H2,NCSOFT,331,167.0,14.0
68,0,랑그릿사,ZlongGames,51,65.0,
69,0,안녕엘라,(주)알피지리퍼블릭,48,305.0,
70,0,아이들프린세스,Infraware Inc.,72,,46.0
71,0,캐리비안의 해적: 전쟁의 물결,JOYCITY Corp.,118,224.0,24.0
72,0,일곱 개의 대죄: GRAND CROSS,Netmarble,64,36.0,
73,0,에브리타운,FLERO Games,171,150.0,21.0
74,0,스톤에이지 월드,Netmarble,68,38.0,
75,0,엑사,9SplayDeveloper,69,312.0,72.0
76,0,Pokémon GO,"Niantic, Inc.",66,50.0,
77,0,라플라스M,ZlongGames,79,31.0,
78,0,야신 : 신을 삼킨 자,삼본전자 주식회사,103,,33.0
79,0,카오스모바일,"ZERO GAMES CO.,Ltd.",193,,23.0
80,0,삼국지 전략,Morefun Technology Limited,135,87.0,31.0
81,0,리치리치,U.LU Games,94,64.0,56.0
82,0,명일방주,Yostar Limited.,62,151.0,
83,0,시노니스,"YOOZOO GAMES KOREA CO., LTD.",63,93.0,
84,0,MARVEL 퓨처파이트,Netmarble,71,86.0,
85,0,DRAGON BALL Z 폭렬격전,BANDAI NAMCO Entertainment Inc.,65,132.0,
86,0,이터널소드M,NEOCRAFT LIMITED,81,52.0,
87,0,라이프애프터,X.D. Global,73,77.0,
88,0,글로리2: 다크니스,U.LU Games,99,114.0,61.0
89,0,애니팡4,"SUNDAYTOZ, INC",85,84.0,113.0
90,0,모바일 레전드: Bang Bang,Moonton,95,46.0,136.0
91,0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,78,97.0,172.0
92,0,뮤오리진2,Webzen Inc.,70,,
93,0,관도:삼국지,Gacraze Entertainment Limited,131,148.0,41.0
94,0,MLB 9이닝스 21,Com2uS,76,117.0,
95,0,프린세스 커넥트! Re:Dive,Kakao Games Corp.,74,136.0,
96,0,Hero Wars,NEXTERS GLOBAL LTD,82,68.0,
97,0,캔디크러쉬사가,King,80,79.0,
98,0,천무,Rolling Games Pte Ltd,108,252.0,52.0
99,0,애니팡3,"SUNDAYTOZ, INC",98,178.0,76.0
100,0,한게임 섯다,NHN BIGFOOT,111,90.0,64.0
101,0,클래시 오브 클랜,Supercell,84,74.0,
