rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지2M,NCSOFT,1.0,4.0,
2,0,리니지M,NCSOFT,2.0,3.0,
3,0,AFK 아레나,LilithGames,3.0,2.0,
4,0,카트라이더 러쉬플러스,NEXON Company,4.0,1.0,
5,0,기적의 검,4399 KOREA,6.0,17.0,4.0
6,0,라이즈 오브 킹덤즈,LilithGames,5.0,5.0,
7,0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,139.0,306.0,1.0
8,0,V4,NEXON Company,7.0,7.0,
9,0,로한M,PLAYWITH Inc.,44.0,337.0,2.0
10,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,19.0,9.0,5.0
11,0,A3: 스틸얼라이브,Netmarble,8.0,12.0,
12,0,블레이드&소울 레볼루션,Netmarble,10.0,6.0,
13,0,킹덤 : 전쟁의 불씨,파우게임즈,11.0,,8.0
14,0,리니지2 레볼루션,Netmarble,9.0,10.0,
15,0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,55.0,14.0,6.0
16,0,브롤스타즈,Supercell,12.0,25.0,
17,0,랜덤 다이스(Random Dice): PvP 디펜스,111%,15.0,11.0,
18,0,케페우스M,Ujoy Games,14.0,19.0,
19,0,검은사막 모바일,PEARL ABYSS,16.0,29.0,47.0
20,0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,13.0,41.0,
21,0,카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,18.0,,27.0
22,0,Age of Z Origins (에이지 오브 제트),Camel Games Limited,22.0,24.0,32.0
23,0,황제라 칭하라,"Clicktouch Co., Ltd.",30.0,16.0,22.0
24,0,라스트 쉘터: 서바이벌,Long Tech Network Limited,53.0,46.0,9.0
25,0,라스트오리진,SmartJoy,268.0,,3.0
26,0,꿈의 정원 (Gardenscapes),Playrix,17.0,18.0,
27,0,배틀그라운드,"KRAFTON, Inc.",20.0,13.0,
28,0,삼국지M,Efun Company,120.0,45.0,7.0
29,0,서머너즈 워: 천공의 아레나,Com2uS,21.0,21.0,
30,0,에오스 레드,BluePotion Games,36.0,,13.0
31,0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,35.0,15.0,43.0
32,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,24.0,53.0,53.0
33,0,황제의 꿈,37GAMES.AISA,34.0,,17.0
34,0,King of Avalon: 영토 전쟁,Century Games Limited,66.0,121.0,10.0
35,0,메이플스토리M,NEXON Company,32.0,8.0,
36,0,라플라스M,ZlongGames,27.0,20.0,
37,0,컴투스프로야구2021,Com2uS,23.0,30.0,
38,0,킹오파 익스트림 매치,ChangYou,51.0,48.0,16.0
39,0,R5,"YOOZOO GAMES KOREA CO., LTD.",67.0,60.0,12.0
40,0,용의기원,Longtu Korea Inc.,43.0,138.0,24.0
41,0,바람의전쟁: 뇌명천하,4399 KOREA,49.0,58.0,23.0
42,0,소녀전선,X.D. Global,25.0,95.0,
43,0,ROBLOX,Roblox Corporation,26.0,87.0,
44,0,에픽세븐,Smilegate Megaport,28.0,49.0,
45,0,리치리치,U.LU Games,60.0,43.0,21.0
46,0,마피아 시티,YottaGame,48.0,77.0,30.0
47,0,한게임 포커,NHN BIGFOOT,29.0,65.0,
48,0,삼국지 오리진,R2 Games Asia,74.0,33.0,25.0
49,0,킹 오브 파이터 올스타,Netmarble,62.0,37.0,29.0
