rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,,오딘: 발할라 라이징,Kakao Games Corp.,1.0,1.0,
2,,리니지M,NCSOFT,2.0,4.0,
3,,리니지2M,NCSOFT,3.0,13.0,
4,,블레이드&소울2,NCSOFT,4.0,35.0,
5,1.0,히어로즈 테일즈,37 Mobile Games,7.0,20.0,1.0
6,2.0,원신,miHoYo Limited,5.0,10.0,
7,-2.0,기적의 검,4399 KOREA,6.0,19.0,6.0
8,-1.0,제2의 나라: CROSS WORLDS,Netmarble,8.0,2.0,
9,1.0,삼국지 전략판,Qookka Games,16.0,7.0,2.0
10,-1.0,뮤 아크엔젤2,Webzen Inc.,9.0,27.0,
11,4.0,블레이드&소울 레볼루션,Netmarble,10.0,34.0,
12,126.0,심포니 오브 에픽,Moonton,14.0,3.0,
13,-2.0,바람의나라: 연,NEXON Company,21.0,16.0,3.0
14,-2.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,35.0,5.0,4.0
15,1.0,라이즈 오브 킹덤즈,LilithGames,15.0,9.0,
16,-2.0,미니어스,BILIBILI,11.0,17.0,
17,1.0,뮤 아크엔젤,Webzen Inc.,12.0,58.0,
18,-1.0,ROBLOX,Roblox Corporation,13.0,64.0,
19,10.0,리니지2 레볼루션,Netmarble,17.0,55.0,
20,3.0,요신:구미호뎐,XiaoMa,19.0,,29.0
21,1.0,V4,NEXON Company,18.0,39.0,
22,-9.0,쿠키런: 킹덤,Devsisters Corporation,26.0,11.0,37.0
23,13.0,에픽세븐,Smilegate Megaport,20.0,50.0,
24,3.0,아르미스,Netease Games Global,24.0,29.0,33.0
25,-1.0,카르마M,Eskyfun Entertainment,25.0,47.0,27.0
26,4.0,세븐나이츠2,Netmarble,23.0,25.0,
27,1.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,22.0,73.0,
28,-8.0,인피니티 킹덤,Youzu (Singaproe) Pte. Ltd,30.0,21.0,20.0
29,2.0,피파모바일,NEXON Company,27.0,15.0,
30,7.0,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED",28.0,44.0,28.0
31,1.0,메이플스토리M,NEXON Company,36.0,8.0,
32,-6.0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,43.0,38.0,8.0
33,,배틀그라운드,"KRAFTON, Inc.",34.0,12.0,
34,-13.0,한게임 포커,NHN BIGFOOT,29.0,90.0,57.0
35,,꿈의 정원 (Gardenscapes),Playrix,31.0,23.0,
36,9.0,에이지 오브 제트: 타워 디펜스,Camel Games Limited,45.0,43.0,10.0
37,5.0,카트라이더 러쉬플러스,NEXON Company,55.0,6.0,
38,3.0,풋볼 마스터 2,GALA Sports,40.0,14.0,
39,1.0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,192.0,,5.0
40,-2.0,미르4,"Wemade Co., Ltd",100.0,118.0,7.0
41,-16.0,R2M,Webzen Inc.,32.0,110.0,
42,2.0,A3: 스틸얼라이브,Netmarble,33.0,99.0,
