rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,,리니지W,NCSOFT,1.0,5.0,
2,1.0,리니지M,NCSOFT,2.0,4.0,
3,-1.0,오딘: 발할라 라이징,Kakao Games Corp.,3.0,2.0,
4,2.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,7.0,1.0,2.0
5,,히어로즈 테일즈,37 Mobile Games,6.0,10.0,1.0
6,-2.0,리니지2M,NCSOFT,4.0,14.0,
7,,뮤오리진3,Webzen Inc.,5.0,7.0,
8,5.0,기적의 검,4399 KOREA,8.0,27.0,10.0
9,11.0,원신,COGNOSPHERE PTE. LTD.,10.0,3.0,
10,1.0,블레이드&소울2,NCSOFT,9.0,45.0,
11,-1.0,2X,JOYGAME KOREA,11.0,36.0,12.0
12,-3.0,Roblox,Roblox Corporation,12.0,48.0,
13,2.0,라이즈 오브 킹덤즈,LilithGames,14.0,11.0,
14,14.0,한게임 포커,NHN BIGFOOT,13.0,57.0,36.0
15,2.0,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED",22.0,63.0,8.0
16,-8.0,쿠키런: 킹덤,Devsisters Corporation,21.0,9.0,41.0
17,-3.0,바람의나라: 연,NEXON Company,32.0,17.0,3.0
18,5.0,이스6 온라인,HaoPlay Limited,15.0,20.0,
19,8.0,리니지2 레볼루션,Netmarble,16.0,52.0,
20,-8.0,블레이드&소울 레볼루션,Netmarble,17.0,53.0,
21,-2.0,메이플스토리M,NEXON Company,25.0,8.0,
22,4.0,삼국지 전략판,Qookka Games,39.0,13.0,7.0
23,1.0,언디셈버 - Undecember,LINE Games,20.0,21.0,
24,24.0,한게임포커 클래식 with PC,NHN Corp.,18.0,,86.0
25,14.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,19.0,97.0,58.0
26,-8.0,제2의 나라: Cross Worlds,Netmarble,24.0,19.0,
27,-11.0,블루 아카이브,NEXON Company,50.0,37.0,4.0
28,-3.0,피파모바일,NEXON Company,27.0,12.0,
29,-7.0,트라하 인피니티,MOAI GAMES Corporation.,23.0,34.0,
30,-1.0,V4,NEXON Company,26.0,55.0,
31,11.0,브롤스타즈,Supercell,30.0,16.0,
32,-11.0,붕괴3rd,miHoYo Limited,28.0,44.0,
33,1.0,미르4,"Wemade Co., Ltd",79.0,93.0,5.0
34,10.0,카트라이더 러쉬플러스,NEXON Company,46.0,6.0,
35,,요신:구미호뎐,XiaoMa,31.0,,49.0
36,4.0,꿈의 정원 (Gardenscapes),Playrix,33.0,24.0,
37,47.0,"윈조이 포커 - 블랙잭,바카라,슬롯,로우바둑이를 동시에",Zempot INC.,90.0,,6.0
38,-1.0,미르의 전설2: 메모리즈 오브 미르,ICEBIRD GAMES,36.0,,25.0
39,-1.0,R2M,Webzen Inc.,29.0,,
40,-4.0,Yu-Gi-Oh! Master Duel,KONAMI,34.0,30.0,
41,8.0,한게임 섯다&맞고,NHN BIGFOOT,43.0,28.0,35.0
42,-10.0,S.O.S: 스테이트 오브 서바이벌,FunPlus International,64.0,78.0,9.0
43,30.0,세븐나이츠2,Netmarble,35.0,67.0,
44,1.0,프리스타일2: 레볼루션 플라잉덩크,ChangYou,74.0,29.0,14.0
45,2.0,에이지 오브 제트: 타워 디펜스,CamelStudio,71.0,59.0,11.0
46,-3.0,꿈의 집 (Homescapes),Playrix,47.0,18.0,237.0
47,22.0,AFK 아레나,LilithGames,42.0,40.0,
48,-18.0,배틀그라운드,"KRAFTON, Inc.",45.0,26.0,
49,46.0,A3: 스틸얼라이브,Netmarble,38.0,103.0,
50,-4.0,뮤 아크엔젤,Webzen Inc.,37.0,115.0,
51,-10.0,서머너즈 워: 천공의 아레나,Com2uS,40.0,79.0,
52,-19.0,에오스 레드,BluePotion Games,51.0,,30.0
53,-2.0,심포니 오브 에픽,Moonton,66.0,39.0,31.0
54,-23.0,테일드 데몬 슬레이어 - 방치형 RPG,CookApps,86.0,15.0,98.0
55,25.0,클래시 오브 클랜,Supercell,44.0,38.0,
56,-4.0,솔라 리바이벌,Ujoy Games,57.0,46.0,42.0
57,13.0,달토끼 키우기,AbleGames,41.0,,
58,-8.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,59.0,25.0,83.0
59,1.0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,93.0,80.0,15.0
60,-2.0,킹덤 : 전쟁의 불씨,FOW Games,72.0,,19.0
61,-2.0,에보니 - 왕의 귀환,TG Inc.,75.0,121.0,20.0
62,4.0,Top War: Battle Game,Topwar Studio,48.0,33.0,
63,-9.0,검은사막 모바일,PEARL ABYSS,52.0,43.0,74.0
64,1.0,컴투스프로야구2022,Com2uS,73.0,94.0,24.0
65,16.0,달빛조각사,Kakao Games Corp.,132.0,124.0,13.0
66,35.0,라이즈 오브 엠파이어,Long Tech Network Limited,78.0,81.0,28.0
67,23.0,앙상블스타즈!!,HappyElements,54.0,32.0,
68,-13.0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,104.0,66.0,26.0
69,-12.0,건쉽배틀 토탈워페어,JOYCITY Corp.,68.0,119.0,39.0
70,16.0,뮤 아크엔젤2,Webzen Inc.,49.0,89.0,
71,12.0,에브리타운: 대한민국 600만 유저가 선택한 농장게임,Wemade Connect,96.0,,23.0
72,-8.0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,123.0,76.0,21.0
73,1.0,황제라 칭하라,"Clicktouch Co., Ltd.",116.0,68.0,29.0
74,-11.0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,127.0,83.0,22.0
75,-4.0,캔디크러쉬사가,King,56.0,54.0,
76,3.0,갈락티코,Efun Company,81.0,107.0,37.0
77,-15.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,53.0,75.0,
78,15.0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,60.0,65.0,110.0
79,-1.0,라스트 쉘터: 서바이벌,Long Tech Network Limited,166.0,136.0,16.0
80,-19.0,무한돌파삼국지 리버스L,NATRIS,55.0,71.0,
81,21.0,핀볼도사,Habby,70.0,35.0,
82,28.0,모두의마블,Netmarble,111.0,41.0,57.0
83,14.0,랜덤 다이스(Random Dice) : 디펜스,111%,85.0,31.0,
84,7.0,리니지M(12),NCSOFT,69.0,61.0,
85,20.0,신명2:아수라,Trigirls Studio,103.0,56.0,60.0
86,18.0,마피아 시티,YOTTA GAMES,84.0,108.0,53.0
87,-12.0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",119.0,22.0,
88,76.0,로드 오브 히어로즈,CloverGames,58.0,116.0,
89,10.0,라스트오리진,SmartJoy,280.0,,17.0
90,8.0,피쉬돔 (Fishdom),Playrix,77.0,60.0,
91,-15.0,아르미스,Netease Games Global,106.0,113.0,43.0
92,-5.0,뉴 삼국세계:신마 대결,XiaoMa,89.0,,51.0
93,-1.0,패밀리 아일랜드 - 농장모험게임,Melsoft Games Ltd,63.0,91.0,
94,13.0,황제의 꿈,37GAMES.AISA,156.0,,27.0
95,-13.0,태왕: 가람의 길,Longtu Korea Inc.,98.0,,46.0
96,,기적의검 레볼루션,4399 KOREA,61.0,,
97,12.0,에이스 디펜더: 드래곤 슬레이어 전쟁,ACE GAME INTERNATIONAL LIMITED,62.0,,
98,-31.0,삼국지워,Archosaur Games,65.0,,
99,9.0,"플레이 포커 : 블랙카지노_7포커,로바,바카라,홀덤","LightCON Co.,Ltd.",,,18.0
100,-23.0,로드 모바일: 타워 디펜스,IGG.COM,67.0,,219.0
101,15.0,King of Avalon: 영토 전쟁,Century Games Publishing,153.0,,33.0
102,-17.0,아레스 크로니클,ZlongGames,80.0,,100.0
103,43.0,사신키우기 온라인,DAERISOFT,133.0,,40.0
104,-51.0,에픽세븐,Smilegate Megaport,76.0,118.0,
105,7.0,Royal Match,"Dream Games, Ltd.",94.0,64.0,
