rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지M,NCSOFT,1,1.0,
2,0,리니지2M,NCSOFT,2,7.0,
3,0,제2의 나라: CROSS WORLDS,Netmarble,3,2.0,
4,0,기적의 검,4399 KOREA,5,9.0,5.0
5,0,파이널기어,BILIBILI,4,14.0,
6,0,바람의나라: 연,NEXON Company,8,5.0,2.0
7,0,미르4,"Wemade Co., Ltd",24,29.0,1.0
8,0,삼국지 전략판,Qookka Games,11,10.0,3.0
9,0,쿠키런: 킹덤,Devsisters Corporation,9,3.0,7.0
10,0,세븐나이츠2,Netmarble,6,11.0,
11,0,트릭스터M,NCSOFT,7,19.0,
12,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,23,4.0,4.0
13,0,원신,miHoYo Limited,12,6.0,
14,0,라이즈 오브 킹덤즈,LilithGames,10,12.0,
15,0,V4,NEXON Company,13,23.0,
16,0,뮤 아크엔젤,Webzen Inc.,14,32.0,
17,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,16,35.0,38.0
18,0,블레이드&소울 레볼루션,Netmarble,15,31.0,
19,0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,31,20.0,6.0
20,0,리니지2 레볼루션,Netmarble,18,25.0,
21,0,R2M,Webzen Inc.,17,99.0,
22,0,배틀그라운드,"KRAFTON, Inc.",22,15.0,
23,0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,20,22.0,
24,0,A3: 스틸얼라이브,Netmarble,19,43.0,
25,0,ROBLOX,Roblox Corporation,21,94.0,
26,0,카트라이더 러쉬플러스,NEXON Company,27,8.0,
27,0,한게임 포커,NHN BIGFOOT,25,69.0,27.0
28,0,브롤스타즈,Supercell,29,21.0,
29,0,페이트/그랜드 오더,Netmarble,26,72.0,
30,0,그랑사가,NPIXEL,30,26.0,
31,0,에픽세븐,Smilegate Megaport,28,61.0,
32,0,킹덤 : 전쟁의 불씨,파우게임즈,43,,9.0
33,0,소녀X헌터,Sincetimes Inc.,32,17.0,57.0
34,0,신명2:아수라,Trigirls Studio,37,157.0,18.0
35,0,데카론M,THUMBAGE,34,,23.0
36,0,건쉽배틀 토탈워페어,JOYCITY Corp.,49,71.0,15.0
37,0,Age of Z Origins (에이지 오브 제트),Camel Games Limited,50,39.0,16.0
38,0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,60,30.0,13.0
39,0,메이플스토리M,NEXON Company,44,13.0,
40,0,가디언 테일즈,Kakao Games Corp.,35,40.0,
41,0,붕괴3rd,miHoYo Limited,33,57.0,
42,0,FIFA Mobile,NEXON Company,42,16.0,
43,0,파이널삼국지2,Gamepub,108,51.0,8.0
44,0,라이즈 오브 엠파이어,Long Tech Network Limited,76,83.0,11.0
45,0,라그나로크 오리진,"GRAVITY Co., Ltd.",71,44.0,12.0
46,0,컴투스프로야구2021,Com2uS,41,50.0,49.0
47,0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,36,59.0,
48,0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,56,27.0,21.0
49,0,서머너즈 워: 천공의 아레나,Com2uS,38,64.0,
50,0,랑그릿사,ZlongGames,39,54.0,
51,0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,67,62.0,14.0
52,0,한게임포커 클래식 with PC,NHN Corp.,40,,68.0
53,0,AFK 아레나,LilithGames,45,37.0,
54,0,사신키우기 온라인 : 시즌2 무한의성장,DAERISOFT,54,,24.0
55,0,라스트 쉘터: 서바이벌,Long Tech Network Limited,150,120.0,10.0
56,0,꿈의 정원 (Gardenscapes),Playrix,46,42.0,
57,0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,51,28.0,59.0
58,0,황제라 칭하라,"Clicktouch Co., Ltd.",66,41.0,26.0
59,0,달빛조각사,Kakao Games Corp.,78,76.0,22.0
60,0,마구마구 2021,Netmarble,55,18.0,
61,0,꿈의 집 (Homescapes),Playrix,52,24.0,
62,0,로드 모바일: 타워 디펜스,IGG.COM,47,79.0,
63,0,클래시 오브 클랜,Supercell,48,58.0,
64,0,조선협객전M,withHUG,59,84.0,32.0
65,0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,112,60.0,17.0
66,0,검은강호2: 선미 원픽 MMORPG,9SplayDeveloper,57,87.0,45.0
67,0,Top War: Battle Game,Topwar Studio,53,38.0,
68,0,슬램덩크,DeNA HONG KONG LIMITED,89,45.0,34.0
69,0,삼국지혼,YOUZU(SINGAPORE)PTE.LTD.,83,92.0,41.0
70,0,Pokémon GO,"Niantic, Inc.",63,36.0,
71,0,검은사막 모바일,PEARL ABYSS,65,67.0,70.0
72,0,마피아 시티,YottaGame,74,136.0,47.0
73,0,황제의 꿈,37GAMES.AISA,123,,20.0
74,0,쾌남본좌,R2 Games Asia,85,,29.0
75,0,찐삼국,ICEBIRD GAMES,82,,33.0
76,0,일곱 개의 대죄: GRAND CROSS,Netmarble,61,55.0,
77,0,케페우스M,Ujoy Games,84,137.0,48.0
78,0,삼국지M,Efun Company,234,146.0,19.0
79,0,랜덤 다이스(Random Dice): PvP 디펜스,111%,81,34.0,
80,0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,68,82.0,122.0
81,0,리니지M(12),NCSOFT,72,47.0,
82,0,킹스레이드,Vespa Inc.,97,95.0,39.0
83,0,라이프애프터,X.D. Global,80,46.0,
84,0,캔디크러쉬사가,King,70,65.0,
85,0,뮤오리진2,Webzen Inc.,58,239.0,
86,0,프로야구 H3,NCSOFT,73,68.0,
87,0,Yu-Gi-Oh! Duel Links,KONAMI,75,63.0,
88,0,DK모바일: 영웅의귀환,NTRANCE Corp,64,,120.0
89,0,로드 오브 히어로즈,CloverGames,69,102.0,
90,0,아르카 - 2주년 이벤트 진행 중,GAMELAND(HK),79,386.0,80.0
91,0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,62,,
92,0,삼국지 오리진,R2 Games Asia,154,66.0,31.0
93,0,에오스 레드,BluePotion Games,92,,50.0
94,0,마피아42,TEAM42,157,53.0,43.0
95,0,세븐나이츠,Netmarble,86,80.0,
96,0,IDLE ANGELS : 여신전쟁,Neojoy Games,91,,61.0
97,0,한게임 섯다,NHN BIGFOOT,93,89.0,95.0
98,0,난투삼국:10vs10,SHARK ENTERTAINMENT LIMITED,87,96.0,
99,0,슬레이어 키우기,GEAR2,77,,
100,0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,103,184.0,56.0
101,0,스테리테일,4399 KOREA,104,173.0,55.0
102,0,에브리타운,FLERO Games,133,177.0,36.0
103,0,리치리치,U.LU Games,116,115.0,53.0
104,0,이카루스 이터널,LINE Games,128,196.0,46.0
105,0,모두의마블,Netmarble,115,70.0,67.0
106,0,MLB 9이닝스 21,Com2uS,88,119.0,
107,0,King of Avalon: 영토 전쟁,Century Games Limited,173,207.0,30.0
108,0,카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,110,,51.0
109,0,Hero Wars,NEXTERS GLOBAL LTD,94,90.0,
110,0,라스트오리진,SmartJoy,468,,25.0
111,0,십이지천M,NTORI,146,,40.0
112,0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,95,138.0,175.0
113,0,킹 오브 파이터 올스타,Netmarble,111,113.0,71.0
114,0,블리치: 만해의 길,DAMO NETWORK LIMITED,156,93.0,54.0
115,0,클래시 로얄,Supercell,113,48.0,
116,0,명일방주,Yostar Limited.,125,169.0,58.0
117,0,MARVEL 퓨처파이트,Netmarble,98,114.0,
118,0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",120,49.0,
119,0,슈퍼스트링 with NAVER WEBTOON,FACTORIAL GAMES,96,156.0,
120,0,관우 키우기 - 국산 삼국지 방치형 RPG,mobirix,90,,
121,0,대항해의길,Linekong Korea Co. Ltd.,274,222.0,28.0
122,0,애니팡4,SUNDAYTOZ Corp.,107,134.0,130.0
123,0,애니팡3,SUNDAYTOZ Corp.,99,224.0,156.0
124,0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",167,33.0,
125,0,벽람항로,X.D. Global,100,162.0,
126,0,카운터사이드,NEXON Company,101,160.0,
127,0,모바일 레전드: Bang Bang,Moonton,122,85.0,170.0
128,0,리니지2M(12),NCSOFT,109,97.0,
129,0,Guns of Glory: 철가면,Century Games Limited,144,163.0,63.0
130,0,더 킹 오브 파이터즈98 UM온라인,FingerFun Limited.,289,139.0,37.0
131,0,크레센트,Eyougame Inc.,213,86.0,52.0
132,0,로한M,PLAYWITH Inc.,231,,35.0
133,0,팬덤시티 - 실사풍 미녀 게임,nxu inc.,210,,42.0
134,0,에이스 디펜더: 드래곤 슬레이어 전쟁,ACE GAME INTERNATIONAL LIMITED,102,,
135,0,피쉬돔 (Fishdom),Playrix,114,130.0,
136,0,앙상블스타즈!!,HappyElements,130,78.0,
137,0,서머너즈 워: 백년전쟁,Com2uS,119,112.0,
138,0,마법소녀 키우기,Mind Blossom,105,,
139,0,던전기사 키우기: 3D 방치형 RPG,mobirix,106,,
140,0,오늘도 우라라 원시 헌팅 라이프,X.D. Global,132,74.0,
141,0,프렌즈팝콘,Kakao Games Corp.,121,140.0,220.0
142,0,동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",165,52.0,
143,0,DRAGON BALL LEGENDS -드래곤 볼 레전즈-,BANDAI NAMCO Entertainment Inc.,117,145.0,
144,0,꿈의 마을 (Township),Playrix,127,106.0,
145,0,캐리비안의 해적: 전쟁의 물결,JOYCITY Corp.,153,245.0,72.0
146,0,논스톱 게임,SevenPirates,129,104.0,
147,0,AFK삼국지,"YOOZOO GAMES KOREA CO., LTD.",145,107.0,125.0
148,0,후궁의 법칙,X.D. Global,139,81.0,
149,0,프렌즈팝,Kakao Games Corp.,137,153.0,115.0
150,0,어비스(ABYSS),StairGames Inc.,134,,82.0
151,0,클론다이크 어드벤처,VIZOR APPS LTD.,126,161.0,
152,0,Project Makeover,"Magic Tavern, Inc.",152,75.0,
153,0,레알팜 : 진짜 농산물 주는 게임,NEOGAMES,297,,44.0
154,0,냥코 대전쟁,PONOS Corporation,131,122.0,
155,0,트라하,NEXON Company,179,204.0,64.0
156,0,숨겨진 유산,Playrix,143,98.0,
