rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,3.0,오딘: 발할라 라이징,Kakao Games Corp.,2.0,2.0,
2,-1.0,리니지M,NCSOFT,1.0,3.0,
3,,던전앤파이터 모바일,NEXON Company,4.0,1.0,
4,-2.0,리니지W,NCSOFT,3.0,5.0,
5,2.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,10.0,4.0,3.0
6,,리니지2M,NCSOFT,5.0,7.0,
7,-2.0,히어로즈 테일즈,37 Mobile Games,6.0,11.0,4.0
8,7.0,바람의나라: 연,NEXON Company,21.0,9.0,1.0
9,40.0,블루 아카이브,NEXON Company,48.0,21.0,2.0
10,1.0,신의 탑M: 위대한 여정,NGELGAMES,9.0,8.0,
11,5.0,블레이드&소울2,NCSOFT,7.0,27.0,
12,6.0,블레이드&소울 레볼루션,Netmarble,8.0,28.0,
13,-4.0,뮤오리진3,Webzen Inc.,11.0,15.0,
14,3.0,Roblox,Roblox Corporation,12.0,29.0,
15,-1.0,기적의 검,4399 KOREA,13.0,26.0,18.0
16,3.0,쿠키런: 킹덤,Devsisters Corporation,25.0,6.0,16.0
17,-4.0,라이즈 오브 킹덤즈,LilithGames,14.0,14.0,
18,6.0,한게임 포커,NHN BIGFOOT,18.0,34.0,13.0
19,-7.0,퍼즐 오브 Z x 지.아이.조,"BLANCOZONE NETWORK CO., LIMITED",22.0,47.0,6.0
20,5.0,명일방주,Yostar Limited.,19.0,62.0,9.0
21,16.0,브롤스타즈,Supercell,16.0,12.0,
22,10.0,에픽세븐,Smilegate Megaport,15.0,39.0,
23,-15.0,삼국지 전략판,Qookka Games,36.0,17.0,7.0
24,-2.0,서머너즈 워: 천공의 아레나,Com2uS,17.0,32.0,
25,-15.0,원신,COGNOSPHERE PTE. LTD.,23.0,13.0,
26,-5.0,제2의 나라: Cross Worlds,Netmarble,24.0,19.0,
27,-7.0,데몬헌터-Demon Hunter,Eskyfun Entertainment,26.0,69.0,21.0
28,-5.0,리니지2 레볼루션,Netmarble,20.0,38.0,
29,1.0,배틀그라운드,"KRAFTON, Inc.",30.0,10.0,
30,24.0,V4,NEXON Company,27.0,51.0,
31,43.0,한게임포커 클래식 with PC,NHN Corp.,28.0,,67.0
