rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,,오딘: 발할라 라이징,Kakao Games Corp.,1.0,1.0,
2,,리니지M,NCSOFT,2.0,2.0,
3,,리니지2M,NCSOFT,3.0,12.0,
4,,블레이드&소울2,NCSOFT,4.0,23.0,
5,,기적의 검,4399 KOREA,5.0,17.0,8.0
6,,히어로즈 테일즈,37 Mobile Games,8.0,15.0,1.0
7,1.0,제2의 나라: CROSS WORLDS,Netmarble,6.0,3.0,
8,8.0,원신,miHoYo Limited,9.0,5.0,
9,,뮤 아크엔젤2,Webzen Inc.,7.0,27.0,
10,,삼국지 전략판,Qookka Games,22.0,8.0,2.0
11,3.0,바람의나라: 연,NEXON Company,17.0,9.0,4.0
12,1.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,29.0,4.0,3.0
13,-1.0,쿠키런: 킹덤,Devsisters Corporation,12.0,6.0,24.0
14,-7.0,미니어스: 작지만 놀라운 모험,BILIBILI,10.0,20.0,
15,,블레이드&소울 레볼루션,Netmarble,11.0,31.0,
16,-5.0,라이즈 오브 킹덤즈,LilithGames,14.0,16.0,
17,,ROBLOX,Roblox Corporation,13.0,55.0,
18,8.0,뮤 아크엔젤,Webzen Inc.,15.0,59.0,
19,4.0,브롤스타즈,Supercell,16.0,33.0,
20,-2.0,인피니티 킹덤,YOUZU(SINGAPORE)PTE.LTD.,26.0,14.0,18.0
21,6.0,한게임 포커,NHN BIGFOOT,19.0,72.0,37.0
22,2.0,V4,NEXON Company,18.0,39.0,
23,16.0,요신:구미호뎐,XiaoMa,21.0,,28.0
24,-4.0,카르마M,Eskyfun Entertainment,27.0,42.0,20.0
25,16.0,R2M,Webzen Inc.,20.0,134.0,
26,-7.0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,40.0,35.0,6.0
27,102.0,아르미스,Netease Games Global,28.0,25.0,33.0
28,8.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,23.0,67.0,
29,-1.0,리니지2 레볼루션,Netmarble,25.0,29.0,
30,-9.0,세븐나이츠2,Netmarble,24.0,38.0,
31,-9.0,피파모바일,NEXON Company,35.0,11.0,
32,1.0,메이플스토리M,NEXON Company,37.0,7.0,
33,-8.0,배틀그라운드,"KRAFTON, Inc.",33.0,18.0,
34,8.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,30.0,123.0,71.0
35,-3.0,꿈의 정원 (Gardenscapes),Playrix,32.0,28.0,
36,2.0,에픽세븐,Smilegate Megaport,31.0,43.0,
37,-3.0,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED",36.0,50.0,23.0
38,-9.0,미르4,"Wemade Co., Ltd",91.0,94.0,7.0
39,1.0,꿈의 집 (Homescapes),Playrix,38.0,19.0,
40,41.0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,167.0,,5.0
41,5.0,풋볼 마스터 2,GALA Sports,45.0,13.0,
42,-11.0,카트라이더 러쉬플러스,NEXON Company,50.0,10.0,
43,2.0,건쉽배틀 토탈워페어,JOYCITY Corp.,44.0,114.0,17.0
44,-14.0,A3: 스틸얼라이브,Netmarble,34.0,85.0,
45,-8.0,에이지 오브 제트: 타워 디펜스,Camel Games Limited,51.0,47.0,16.0
46,-3.0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,86.0,37.0,11.0
47,18.0,랜덤 다이스(Random Dice): PvP 디펜스,111%,46.0,21.0,
48,22.0,한게임포커 클래식 with PC,NHN Corp.,39.0,,84.0
49,7.0,MARVEL 퓨처 레볼루션,Netmarble,47.0,32.0,
50,-15.0,컴투스프로야구2021,Com2uS,54.0,68.0,38.0
51,-1.0,가디언 테일즈,Kakao Games Corp.,42.0,73.0,
52,6.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,63.0,24.0,66.0
53,-1.0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,127.0,52.0,13.0
54,36.0,트릭스터M,NCSOFT,41.0,128.0,
55,2.0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,99.0,83.0,15.0
56,17.0,사신키우기 온라인 : 1주년 이벤트중,DAERISOFT,65.0,,21.0
57,9.0,라그나로크 오리진,"GRAVITY Co., Ltd.",141.0,64.0,10.0
58,-9.0,라이즈 오브 엠파이어,Long Tech Network Limited,95.0,99.0,14.0
59,59.0,삼국지M,Efun Company,254.0,84.0,9.0
60,-13.0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,101.0,58.0,19.0
61,,황제라 칭하라,"Clicktouch Co., Ltd.",71.0,61.0,36.0
62,23.0,슬레이어 키우기,GEAR2,43.0,,
63,-9.0,천상나르샤,Eyougame Inc.,59.0,,35.0
64,-16.0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,90.0,66.0,27.0
65,-1.0,창술사 키우기,DragonHeart,53.0,41.0,
66,3.0,검은사막 모바일,PEARL ABYSS,60.0,57.0,62.0
67,7.0,Yu-Gi-Oh! Duel Links,KONAMI,49.0,54.0,
68,4.0,앙상블스타즈!!,HappyElements,77.0,22.0,
69,-9.0,무협지존: 영웅문,Efun Company,83.0,82.0,29.0
70,-8.0,라스트 쉘터: 서바이벌,Long Tech Network Limited,154.0,127.0,12.0
71,-20.0,Top War: Battle Game,Topwar Studio,57.0,40.0,
72,-4.0,서머너즈 워: 천공의 아레나,Com2uS,55.0,60.0,
73,-20.0,모두의마블,Netmarble,76.0,46.0,72.0
74,3.0,신명2:아수라,Trigirls Studio,74.0,81.0,55.0
75,-20.0,디 앤츠: 언더그라운드 킹덤,StarUnion,48.0,,
76,7.0,마구마구 2021,Netmarble,81.0,30.0,
77,-2.0,로드 모바일: 타워 디펜스,IGG.COM,52.0,118.0,222.0
78,6.0,캔디크러쉬사가,King,58.0,63.0,
79,8.0,피쉬돔 (Fishdom),Playrix,72.0,44.0,
80,6.0,AFK 아레나,LilithGames,67.0,51.0,
81,-3.0,나의 히어로 아카데미아: 최강 히어로,Bluetaku Pte. Ltd.,80.0,36.0,
82,12.0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,62.0,71.0,166.0
83,37.0,랭커,KingKongSOFT,68.0,,63.0
84,13.0,한게임 섯다&맞고,NHN BIGFOOT,78.0,65.0,80.0
85,-5.0,클래시 오브 클랜,Supercell,69.0,53.0,
86,9.0,워패스,LilithGames,56.0,130.0,
87,-20.0,영검,IYAGAMES,70.0,,68.0
88,12.0,올인삼국 : 한정 쿠폰북 공개,(주) 채플린엔터테인먼트,111.0,,32.0
89,19.0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",123.0,26.0,
90,12.0,마피아 시티,YottaGame,89.0,,54.0
91,1.0,컴투스프로야구매니저,Com2uS,182.0,,22.0
92,12.0,에보니 - 왕의 귀환,TG Inc.,64.0,113.0,
93,5.0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,61.0,,
94,-18.0,황제의 꿈,37GAMES.AISA,137.0,,30.0
95,4.0,소녀X헌터,Sincetimes Inc.,122.0,87.0,47.0
96,30.0,로드 오브 히어로즈,CloverGames,73.0,91.0,
97,-9.0,마피아42,TEAM42,170.0,49.0,44.0
98,-35.0,킹덤 : 전쟁의 불씨,FOW Games,114.0,,42.0
99,2.0,에이스 디펜더: 드래곤 슬레이어 전쟁,ACE GAME INTERNATIONAL LIMITED,66.0,,
100,9.0,King of Avalon: 영토 전쟁,Century Games Limited,164.0,120.0,31.0
101,-12.0,달빛조각사,Kakao Games Corp.,128.0,140.0,39.0
102,-31.0,에브리타운: 대한민국 600만 유저가 선택한 농장게임,FLERO Games,116.0,,45.0
103,28.0,삼국지군웅전,FIREPIG LIMITED,88.0,74.0,
104,6.0,데카론M,THUMBAGE,132.0,,41.0
105,37.0,애니팡4,SUNDAYTOZ Corp.,84.0,104.0,115.0
106,-15.0,프렌즈샷: 누구나골프,Kakao Games Corp.,79.0,97.0,
107,54.0,Pokémon GO,"Niantic, Inc.",109.0,45.0,
108,-15.0,삼국지 오리진,R2 Games Asia,174.0,,34.0
109,-6.0,붕괴3rd,miHoYo Limited,75.0,,
110,93.0,대항해의길,Linekong Korea Co. Ltd.,385.0,110.0,25.0
111,16.0,패밀리팜 어드벤처,Century Games Pte. Ltd.,108.0,48.0,
112,-1.0,케페우스M,Ujoy Games,105.0,131.0,65.0
113,-34.0,Pokémon UNITE,The Pokemon Company,94.0,76.0,
114,7.0,라이프애프터,X.D. Global,97.0,69.0,
115,-56.0,월드 플리퍼,Kakao Games Corp.,85.0,98.0,
116,19.0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,82.0,,184.0
117,6.0,Hero Wars,NEXTERS GLOBAL LTD,87.0,100.0,
118,-11.0,라스트오리진,SmartJoy,406.0,,26.0
119,-37.0,조선협객전M,withHUG,160.0,,43.0
120,-8.0,음양문,"Scene Stealer Co., Ltd.",117.0,,59.0
121,-5.0,냥코 대전쟁,PONOS Corporation,96.0,89.0,
122,-26.0,에오스 레드,BluePotion Games,130.0,,56.0
123,27.0,명일방주,Yostar Limited.,151.0,,50.0
124,-9.0,십이지천M,NTORI,159.0,,48.0
