rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,,오딘: 발할라 라이징,Kakao Games Corp.,1.0,1.0,
2,,리니지M,NCSOFT,2.0,2.0,
3,,리니지2M,NCSOFT,4.0,9.0,
4,,블레이드&소울2,NCSOFT,3.0,23.0,
5,4.0,기적의 검,4399 KOREA,5.0,17.0,6.0
6,,히어로즈 테일즈,37 Mobile Games,9.0,26.0,3.0
7,-2.0,미니어스: 작지만 놀라운 모험,BILIBILI,6.0,15.0,
8,2.0,제2의 나라: CROSS WORLDS,Netmarble,10.0,4.0,
9,3.0,뮤 아크엔젤2,Webzen Inc.,7.0,21.0,
10,1.0,삼국지 전략판,Qookka Games,16.0,8.0,2.0
11,2.0,라이즈 오브 킹덤즈,LilithGames,8.0,11.0,
12,3.0,쿠키런: 킹덤,Devsisters Corporation,14.0,3.0,13.0
13,1.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,29.0,5.0,1.0
14,-6.0,바람의나라: 연,NEXON Company,17.0,13.0,4.0
15,3.0,블레이드&소울 레볼루션,Netmarble,11.0,28.0,
16,-9.0,원신-1주년,miHoYo Limited,13.0,18.0,
17,-1.0,ROBLOX,Roblox Corporation,12.0,66.0,
18,6.0,인피니티 킹덤,YOUZU(SINGAPORE)PTE.LTD.,18.0,24.0,36.0
19,-2.0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,27.0,33.0,7.0
20,1.0,카르마M,Eskyfun Entertainment,19.0,32.0,17.0
21,-2.0,세븐나이츠2,Netmarble,15.0,35.0,
22,-2.0,피파모바일,NEXON Company,21.0,14.0,
23,5.0,브롤스타즈,Supercell,23.0,12.0,
24,-2.0,V4,NEXON Company,20.0,38.0,
25,-2.0,배틀그라운드,"KRAFTON, Inc.",26.0,16.0,
26,-1.0,뮤 아크엔젤,Webzen Inc.,22.0,67.0,
27,15.0,한게임 포커,NHN BIGFOOT,28.0,40.0,39.0
28,1.0,리니지2 레볼루션,Netmarble,24.0,34.0,
29,-3.0,미르4,"Wemade Co., Ltd",92.0,93.0,5.0
30,2.0,A3: 스틸얼라이브,Netmarble,25.0,81.0,
31,-4.0,카트라이더 러쉬플러스,NEXON Company,42.0,6.0,
32,4.0,꿈의 정원 (Gardenscapes),Playrix,31.0,25.0,
33,,메이플스토리M,NEXON Company,39.0,7.0,
34,4.0,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED",36.0,54.0,29.0
35,18.0,컴투스프로야구2021,Com2uS,70.0,44.0,8.0
36,-2.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,30.0,80.0,
37,,에이지 오브 제트: 타워 디펜스,Camel Games Limited,45.0,42.0,16.0
38,-7.0,에픽세븐,Smilegate Megaport,32.0,53.0,
39,15.0,요신:구미호뎐,XiaoMa,35.0,,49.0
40,4.0,꿈의 집 (Homescapes),Playrix,41.0,19.0,
41,4.0,R2M,Webzen Inc.,33.0,88.0,
42,25.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,37.0,82.0,54.0
43,-8.0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,77.0,37.0,12.0
44,-14.0,페이트/그랜드 오더,Netmarble,34.0,,
45,-4.0,건쉽배틀 토탈워페어,JOYCITY Corp.,47.0,89.0,23.0
46,13.0,풋볼 마스터 2,GALA Sports,55.0,10.0,
47,15.0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,108.0,39.0,10.0
48,20.0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,110.0,45.0,9.0
49,2.0,라이즈 오브 엠파이어,Long Tech Network Limited,85.0,76.0,14.0
50,-10.0,가디언 테일즈,Kakao Games Corp.,40.0,41.0,
51,-12.0,Top War: Battle Game,Topwar Studio,43.0,36.0,
52,3.0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,127.0,65.0,11.0
53,13.0,모두의마블,Netmarble,84.0,20.0,48.0
54,6.0,천상나르샤,Eyougame Inc.,57.0,118.0,26.0
55,2.0,디 앤츠: 언더그라운드 킹덤,StarUnion,38.0,,
56,-9.0,MARVEL 퓨처 레볼루션,Netmarble,46.0,31.0,
57,-5.0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,83.0,96.0,18.0
58,-8.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,68.0,27.0,66.0
59,-16.0,월드 플리퍼,Kakao Games Corp.,44.0,77.0,
60,-2.0,무협지존: 영웅문,Efun Company,78.0,70.0,31.0
61,4.0,황제라 칭하라,"Clicktouch Co., Ltd.",79.0,63.0,32.0
62,-1.0,라스트 쉘터: 서바이벌,Long Tech Network Limited,153.0,103.0,15.0
63,-15.0,킹덤 : 전쟁의 불씨,FOW Games,56.0,,40.0
64,7.0,창술사 키우기,DragonHeart,48.0,50.0,
65,13.0,랜덤 다이스(Random Dice): PvP 디펜스,111%,72.0,22.0,
66,-3.0,라그나로크 오리진,"GRAVITY Co., Ltd.",120.0,90.0,19.0
67,3.0,영검,IYAGAMES,52.0,99.0,64.0
68,6.0,서머너즈 워: 천공의 아레나,Com2uS,50.0,59.0,
69,6.0,검은사막 모바일,PEARL ABYSS,65.0,47.0,70.0
70,26.0,한게임포커 클래식 with PC,NHN Corp.,51.0,,69.0
71,44.0,에브리타운: 대한민국 600만 유저가 선택한 No.1 농장게임,FLERO Games,129.0,104.0,20.0
72,-23.0,앙상블스타즈!!,HappyElements,64.0,30.0,
73,29.0,사신키우기 온라인 : 1주년 이벤트중,DAERISOFT,109.0,,22.0
74,16.0,Yu-Gi-Oh! Duel Links,KONAMI,54.0,61.0,
75,2.0,로드 모바일: 타워 디펜스,IGG.COM,49.0,,230.0
76,11.0,황제의 꿈,37GAMES.AISA,134.0,,24.0
77,8.0,신명2:아수라,Trigirls Studio,90.0,55.0,52.0
78,-22.0,나의 히어로 아카데미아: 최강 히어로,Bluetaku Pte. Ltd.,59.0,60.0,
79,-3.0,Pokémon UNITE,The Pokemon Company,66.0,48.0,
80,,클래시 오브 클랜,Supercell,69.0,43.0,
81,145.0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,194.0,,21.0
82,10.0,조선협객전M,withHUG,140.0,,27.0
83,-4.0,마구마구 2021,Netmarble,86.0,29.0,
84,-2.0,캔디크러쉬사가,King,63.0,64.0,
85,-16.0,슬레이어 키우기,GEAR2,53.0,,
86,-3.0,AFK 아레나,LilithGames,67.0,71.0,
87,-1.0,피쉬돔 (Fishdom),Playrix,76.0,49.0,
88,-15.0,마피아42,TEAM42,144.0,46.0,46.0
89,-17.0,달빛조각사,Kakao Games Corp.,100.0,133.0,42.0
90,18.0,트릭스터M,NCSOFT,58.0,91.0,
91,7.0,프렌즈샷: 누구나골프,Kakao Games Corp.,71.0,69.0,
92,27.0,컴투스프로야구매니저,Com2uS,230.0,112.0,25.0
93,13.0,삼국지 오리진,R2 Games Asia,164.0,109.0,30.0
94,10.0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,81.0,62.0,165.0
95,8.0,워패스,LilithGames,62.0,117.0,
96,-1.0,에오스 레드,BluePotion Games,126.0,,35.0
97,8.0,한게임 섯다&맞고,NHN BIGFOOT,99.0,58.0,76.0
98,-10.0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,60.0,,
99,,소녀X헌터,Sincetimes Inc.,115.0,137.0,44.0
100,-9.0,올인삼국 : 한정 쿠폰북 공개,(주) 채플린게임즈,135.0,,33.0
101,-7.0,에이스 디펜더: 드래곤 슬레이어 전쟁,ACE GAME INTERNATIONAL LIMITED,61.0,,
102,-1.0,마피아 시티,YottaGame,91.0,,57.0
103,-22.0,붕괴3rd,miHoYo Limited,75.0,113.0,
104,3.0,에보니 - 왕의 귀환,TG Inc.,74.0,129.0,
105,-41.0,슬램덩크,DeNA HONG KONG LIMITED,182.0,79.0,45.0
106,-13.0,임모탈 키우기 :  국산 방치형 액션 RPG,Bad Beans,73.0,,
107,4.0,라스트오리진,SmartJoy,408.0,,28.0
108,-19.0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",95.0,57.0,
109,3.0,King of Avalon: 영토 전쟁,Century Games Limited,155.0,100.0,47.0
110,11.0,데카론M,THUMBAGE,148.0,,43.0
111,-11.0,케페우스M,Ujoy Games,111.0,,55.0
112,-15.0,음양문,"Scene Stealer Co., Ltd.",105.0,,59.0
113,4.0,파이널삼국지2,Gamepub,185.0,,37.0
114,-1.0,랑그릿사,ZlongGames,80.0,,
115,19.0,십이지천M,NTORI,191.0,,41.0
116,-32.0,냥코 대전쟁,PONOS Corporation,88.0,85.0,
117,-3.0,달토끼 키우기,AbleGames,82.0,,
118,-72.0,삼국지M,Efun Company,229.0,,38.0
119,38.0,레알팜 : 진짜 농산물 주는 게임,NEOGAMES,299.0,,34.0
120,22.0,랭커,KINGKONG SOFT,112.0,,75.0
121,4.0,라이프애프터,X.D. Global,93.0,95.0,
122,,애니팡3,SUNDAYTOZ Corp.,89.0,,153.0
123,14.0,Hero Wars,NEXTERS GLOBAL LTD,87.0,,
124,-8.0,태고신이담:신의한수,Trigirls Studio,121.0,108.0,80.0
