rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지M,NCSOFT,1.0,3.0,
2,0,리니지2M,NCSOFT,2.0,6.0,
3,0,세븐나이츠2,Netmarble,3.0,1.0,
4,0,기적의 검,4399 KOREA,4.0,16.0,9.0
5,0,카트라이더 러쉬플러스,NEXON Company,5.0,2.0,
6,0,바람의나라: 연,NEXON Company,7.0,7.0,3.0
7,0,미르4,"Wemade Co., Ltd",13.0,8.0,2.0
8,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,27.0,4.0,1.0
9,0,V4,NEXON Company,6.0,12.0,
10,0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,9.0,14.0,11.0
11,0,라이즈 오브 킹덤즈,LilithGames,8.0,9.0,
12,0,라그나로크 오리진,"GRAVITY Co., Ltd.",17.0,15.0,6.0
13,0,리니지2 레볼루션,Netmarble,10.0,20.0,
14,0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,26.0,45.0,5.0
15,0,R2M,Webzen Inc.,11.0,39.0,
16,0,뮤 아크엔젤,Webzen Inc.,12.0,28.0,
17,0,찐삼국,ICEBIRD GAMES,16.0,,13.0
18,0,A3: 스틸얼라이브,Netmarble,14.0,32.0,
19,0,원신,miHoYo Limited,15.0,23.0,
20,0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,86.0,194.0,4.0
21,0,블레이드&소울 레볼루션,Netmarble,18.0,25.0,
22,0,메이플스토리M,NEXON Company,29.0,5.0,
23,0,에픽세븐,Smilegate Megaport,19.0,43.0,
24,0,Age of Z Origins (에이지 오브 제트),Camel Games Limited,31.0,21.0,19.0
25,0,서머너즈 워: 천공의 아레나,Com2uS,21.0,26.0,
26,0,AFK 아레나,LilithGames,23.0,24.0,
27,0,가디언 테일즈,Kakao Games Corp.,24.0,22.0,
28,0,로드 모바일: 타워 디펜스,IGG.COM,20.0,73.0,
29,0,꿈의 정원 (Gardenscapes),Playrix,25.0,31.0,
30,0,배틀그라운드,"KRAFTON, Inc.",30.0,13.0,
31,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,28.0,42.0,64.0
32,0,ROBLOX,Roblox Corporation,22.0,59.0,
33,0,삼국지M,Efun Company,122.0,44.0,7.0
34,0,라스트 쉘터: 서바이벌,Long Tech Network Limited,80.0,62.0,8.0
35,0,라이즈 오브 엠파이어,Long Tech Network Limited,40.0,72.0,12.0
36,0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,64.0,41.0,10.0
37,0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,37.0,11.0,41.0
38,0,랜덤 다이스(Random Dice): PvP 디펜스,111%,33.0,10.0,
39,0,한게임 포커,NHN BIGFOOT,34.0,63.0,32.0
40,0,황제라 칭하라,"Clicktouch Co., Ltd.",45.0,33.0,20.0
41,0,로드 오브 히어로즈,CloverGames,35.0,19.0,
42,0,건쉽배틀 토탈워페어,JOYCITY Corp.,54.0,70.0,15.0
43,0,꿈의 집 (Homescapes),Playrix,36.0,18.0,
44,0,달빛조각사,Kakao Games Corp.,46.0,61.0,27.0
