rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,,오딘: 발할라 라이징,Kakao Games Corp.,1.0,1.0,
2,,리니지M,NCSOFT,2.0,5.0,
3,,리니지2M,NCSOFT,3.0,7.0,
4,,블레이드&소울2,NCSOFT,4.0,34.0,
5,,히어로즈 테일즈,37 Mobile Games,9.0,17.0,1.0
6,6.0,심포니 오브 에픽,Moonton,5.0,2.0,
7,1.0,제2의 나라: CROSS WORLDS,Netmarble,6.0,3.0,
8,-1.0,기적의 검,4399 KOREA,8.0,29.0,11.0
9,-3.0,원신,miHoYo Limited,7.0,15.0,
10,3.0,바람의나라: 연,NEXON Company,22.0,13.0,2.0
11,-2.0,삼국지 전략판,Qookka Games,23.0,18.0,3.0
12,-1.0,블레이드&소울 레볼루션,Netmarble,11.0,24.0,
13,-3.0,뮤 아크엔젤2,Webzen Inc.,10.0,35.0,
14,1.0,라이즈 오브 킹덤즈,LilithGames,13.0,12.0,
15,-1.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,37.0,4.0,6.0
16,6.0,쿠키런: 킹덤,Devsisters Corporation,26.0,6.0,13.0
17,-1.0,미니어스,BILIBILI,12.0,23.0,
18,14.0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,44.0,26.0,4.0
19,-1.0,Roblox,Roblox Corporation,14.0,79.0,
20,,요신:구미호뎐,XiaoMa,16.0,,35.0
21,-4.0,뮤 아크엔젤,Webzen Inc.,15.0,92.0,
22,52.0,붕괴3rd,miHoYo Limited,18.0,19.0,
23,7.0,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED",25.0,46.0,21.0
24,2.0,세븐나이츠2,Netmarble,17.0,40.0,
25,-2.0,에픽세븐,Smilegate Megaport,20.0,31.0,
26,34.0,명일방주,Yostar Limited.,39.0,49.0,10.0
27,-8.0,리니지2 레볼루션,Netmarble,21.0,41.0,
28,-7.0,V4,NEXON Company,19.0,73.0,
29,2.0,메이플스토리M,NEXON Company,33.0,8.0,
30,-6.0,아르미스,Netease Games Global,30.0,36.0,30.0
31,-6.0,카르마M,Eskyfun Entertainment,27.0,47.0,31.0
32,1.0,배틀그라운드,"KRAFTON, Inc.",28.0,14.0,
33,-5.0,인피니티 킹덤,Youzu (Singapore) Pte. Ltd,40.0,20.0,23.0
34,-7.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,24.0,83.0,
35,-6.0,피파모바일,NEXON Company,29.0,16.0,
36,1.0,카트라이더 러쉬플러스,NEXON Company,41.0,10.0,
37,13.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,43.0,11.0,50.0
38,8.0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,90.0,30.0,7.0
39,1.0,미르4,"Wemade Co., Ltd",101.0,96.0,5.0
40,-4.0,에이지 오브 제트: 타워 디펜스,Camel Games Limited,52.0,43.0,14.0
41,-6.0,꿈의 정원 (Gardenscapes),Playrix,34.0,25.0,
42,,A3: 스틸얼라이브,Netmarble,31.0,59.0,
43,-9.0,한게임 포커,NHN BIGFOOT,36.0,110.0,48.0
44,-3.0,R2M,Webzen Inc.,32.0,93.0,
45,72.0,페이트/그랜드 오더,Netmarble,35.0,86.0,
46,3.0,서머너즈 워: 천공의 아레나,Com2uS,38.0,54.0,
47,16.0,컴투스프로야구2021,Com2uS,69.0,68.0,16.0
48,-4.0,브롤스타즈,Supercell,42.0,28.0,
49,0.0,인투더던전,CRAZYMIND Corp.,71.0,9.0,
50,-11.0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,206.0,,8.0
51,-3.0,달빛조각사,Kakao Games Corp.,84.0,77.0,15.0
52,1.0,건쉽배틀 토탈워페어,JOYCITY Corp.,61.0,67.0,24.0
53,-10.0,꿈의 집 (Homescapes),Playrix,49.0,21.0,
54,21.0,라스트오리진,SmartJoy,424.0,,9.0
55,-17.0,풋볼 마스터 2,GALA Sports,46.0,22.0,
56,-4.0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,88.0,58.0,18.0
57,15.0,삼국지M,Efun Company,219.0,81.0,12.0
58,-3.0,그랑삼국,Youzu (Singapore) Pte. Ltd,98.0,69.0,20.0
59,,Top War: Battle Game,Topwar Studio,48.0,37.0,
60,-3.0,AFK 아레나,LilithGames,47.0,39.0,
61,-3.0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,95.0,53.0,27.0
62,,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,116.0,87.0,19.0
63,-2.0,라그나로크 오리진,"GRAVITY Co., Ltd.",129.0,64.0,17.0
64,-17.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,45.0,,87.0
65,-1.0,황제라 칭하라,"Clicktouch Co., Ltd.",77.0,66.0,37.0
66,-10.0,라이즈 오브 엠파이어,Long Tech Network Limited,93.0,120.0,25.0
67,-22.0,MARVEL 퓨처 레볼루션,Netmarble,50.0,71.0,
68,-3.0,천상나르샤,Eyougame Inc.,67.0,,39.0
69,-3.0,사신키우기 온라인 : 1주년 이벤트중,DAERISOFT,80.0,,32.0
70,-16.0,트릭스터M,NCSOFT,51.0,107.0,
71,-20.0,삼국지군웅전,FIREPIG LIMITED,53.0,84.0,
72,6.0,검은사막 모바일,PEARL ABYSS,73.0,57.0,62.0
73,14.0,라스트 쉘터: 서바이벌,Long Tech Network Limited,157.0,,22.0
74,-6.0,랜덤 다이스(Random Dice): PvP 디펜스,111%,65.0,33.0,
75,40.0,삼국지 오리진,R2 Games Asia,145.0,113.0,26.0
76,,캔디크러쉬사가,King,58.0,56.0,
77,-8.0,창술사 키우기,DragonHeart,59.0,51.0,
78,-7.0,디 앤츠: 언더그라운드 킹덤,StarUnion,54.0,,
79,46.0,에오스 레드,BluePotion Games,138.0,,28.0
