rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지M,NCSOFT,1.0,2.0,
2,0,바람의나라: 연,NEXON Company,2.0,1.0,1.0
3,0,리니지2M,NCSOFT,3.0,9.0,
4,0,라그나로크 오리진,"GRAVITY Co., Ltd.",4.0,4.0,
5,0,기적의 검,4399 KOREA,6.0,19.0,8.0
6,0,뮤 아크엔젤,Webzen Inc.,5.0,7.0,
7,0,카트라이더 러쉬플러스,NEXON Company,7.0,3.0,
8,0,로한M,PLAYWITH Inc.,99.0,,2.0
9,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,25.0,6.0,6.0
10,0,리니지2 레볼루션,Netmarble,8.0,14.0,
11,0,라이즈 오브 킹덤즈,LilithGames,9.0,12.0,
12,0,라스트오리진,SmartJoy,347.0,,3.0
13,0,V4,NEXON Company,10.0,10.0,
14,0,AFK 아레나,LilithGames,11.0,11.0,
15,0,라스트 쉘터: 서바이벌,Long Tech Network Limited,54.0,48.0,5.0
16,0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,119.0,239.0,4.0
17,0,가디언 테일즈,Kakao Games Corp.,13.0,5.0,
18,0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,12.0,16.0,
19,0,달빛조각사,Kakao Games Corp.,27.0,47.0,10.0
20,0,킹덤 : 전쟁의 불씨,파우게임즈,18.0,,11.0
21,0,마구마구 2021,Netmarble,15.0,8.0,
22,0,블레이드&소울 레볼루션,Netmarble,14.0,20.0,
23,0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,55.0,28.0,9.0
24,0,삼국지M,Efun Company,116.0,39.0,7.0
25,0,Age of Z Origins (에이지 오브 제트),Camel Games Limited,31.0,22.0,14.0
26,0,FIFA Mobile,NEXON Company,20.0,13.0,
27,0,A3: 스틸얼라이브,Netmarble,16.0,26.0,
28,0,검은사막 모바일,PEARL ABYSS,24.0,29.0,28.0
29,0,걸카페건,BILIBILI,17.0,35.0,
30,0,배틀그라운드,"KRAFTON, Inc.",19.0,18.0,
31,0,랜덤 다이스(Random Dice): PvP 디펜스,111%,23.0,15.0,
32,0,카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,34.0,,13.0
33,0,브롤스타즈,Supercell,21.0,36.0,
34,0,황제라 칭하라,"Clicktouch Co., Ltd.",43.0,24.0,18.0
35,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,26.0,53.0,57.0
36,0,에픽세븐,Smilegate Megaport,22.0,67.0,
37,0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,41.0,23.0,24.0
38,0,꿈의 정원 (Gardenscapes),Playrix,30.0,31.0,
39,0,케페우스M,Ujoy Games,29.0,43.0,
40,0,스톤에이지 월드,Netmarble,32.0,25.0,
41,0,ROBLOX,Roblox Corporation,28.0,107.0,
42,0,황제의 꿈,37GAMES.AISA,53.0,,17.0
43,0,천무,Rolling Games Pte Ltd,56.0,102.0,19.0
44,0,메이플스토리M,NEXON Company,39.0,17.0,
45,0,마피아 시티,YottaGame,48.0,61.0,32.0
46,0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,47.0,30.0,53.0
47,0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,33.0,46.0,
48,0,삼국지 오리진,R2 Games Asia,71.0,44.0,20.0
49,0,꿈의 집 (Homescapes),Playrix,42.0,21.0,
50,0,카오스모바일,"ZERO GAMES CO.,Ltd.",101.0,,12.0
51,0,한게임 포커,NHN BIGFOOT,35.0,75.0,
52,0,King of Avalon: 영토 전쟁,Century Games Limited,103.0,178.0,15.0
53,0,킹 오브 파이터 올스타,Netmarble,105.0,50.0,16.0
54,0,컴투스프로야구2021,Com2uS,37.0,38.0,
55,0,명일방주,Yostar Limited.,36.0,97.0,
56,0,로드 오브 히어로즈,CloverGames,40.0,49.0,
57,0,랑그릿사,ZlongGames,38.0,56.0,
58,0,모두의마블,Netmarble,64.0,45.0,42.0
59,0,삼국군웅전,KunYue Game,92.0,,21.0
60,0,라플라스M,ZlongGames,52.0,27.0,
61,0,관도:삼국지,Gacraze Entertainment Limited,62.0,128.0,38.0
