rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,,리니지W,NCSOFT,1.0,4.0,
2,,오딘: 발할라 라이징,Kakao Games Corp.,2.0,1.0,
3,1.0,리니지M,NCSOFT,3.0,2.0,
4,-1.0,리니지2M,NCSOFT,4.0,8.0,
5,,히어로즈 테일즈,37 Mobile Games,7.0,25.0,5.0
6,4.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,13.0,3.0,2.0
7,2.0,기적의 검,4399 KOREA,5.0,19.0,12.0
8,-2.0,Roblox,Roblox Corporation,6.0,54.0,
9,-2.0,바람의나라: 연,NEXON Company,18.0,12.0,1.0
10,13.0,원신,COGNOSPHERE PTE. LTD.,10.0,5.0,
11,7.0,블레이드&소울 레볼루션,Netmarble,8.0,24.0,
12,-1.0,블레이드&소울2,NCSOFT,9.0,23.0,
13,1.0,삼국지 전략판,Qookka Games,21.0,15.0,4.0
14,-6.0,라이즈 오브 킹덤즈,LilithGames,11.0,17.0,
15,-3.0,블루 아카이브,NEXON Company,28.0,52.0,3.0
16,,제2의 나라: Cross Worlds,Netmarble,12.0,6.0,
17,-4.0,쿠키런: 킹덤,Devsisters Corporation,15.0,7.0,36.0
18,2.0,미르의 전설2: 메모리즈 오브 미르,ICEBIRD GAMES,14.0,,16.0
19,,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED",20.0,68.0,8.0
20,-5.0,에픽세븐,Smilegate Megaport,16.0,43.0,
21,1.0,리니지2 레볼루션,Netmarble,17.0,22.0,
22,17.0,한게임 포커,NHN BIGFOOT,22.0,31.0,22.0
23,-6.0,브롤스타즈,Supercell,19.0,27.0,
24,1.0,피파모바일,NEXON Company,27.0,13.0,
25,6.0,미르4,"Wemade Co., Ltd",57.0,79.0,6.0
26,9.0,메이플스토리M,NEXON Company,36.0,9.0,
27,-6.0,카트라이더 러쉬플러스,NEXON Company,34.0,10.0,
28,2.0,요신:구미호뎐,XiaoMa,24.0,,45.0
29,-2.0,S.O.S: 스테이트 오브 서바이벌,KingsGroup Holdings,51.0,42.0,7.0
30,-4.0,뮤 아크엔젤,Webzen Inc.,23.0,88.0,
31,-7.0,세븐나이츠2,Netmarble,25.0,35.0,
32,-4.0,앙상블스타즈!!,HappyElements,38.0,11.0,
33,32.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,31.0,77.0,60.0
34,-5.0,V4,NEXON Company,29.0,41.0,
35,5.0,R2M,Webzen Inc.,26.0,92.0,
36,2.0,심포니 오브 에픽,Moonton,39.0,14.0,
37,56.0,페이트/그랜드 오더,Netmarble,30.0,55.0,
38,10.0,컴투스프로야구2021,Com2uS,56.0,63.0,9.0
39,-5.0,뮤 아크엔젤2,Webzen Inc.,33.0,53.0,
40,-7.0,A3: 스틸얼라이브,Netmarble,32.0,78.0,
41,-9.0,배틀그라운드,"KRAFTON, Inc.",43.0,16.0,
42,55.0,한게임포커 클래식 with PC,NHN Corp.,35.0,,78.0
43,-2.0,에이지 오브 제트: 타워 디펜스,CamelStudio,64.0,48.0,11.0
44,-7.0,꿈의 정원 (Gardenscapes),Playrix,41.0,26.0,
45,-9.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,37.0,71.0,
46,17.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,45.0,18.0,68.0
47,6.0,서머너즈 워: 천공의 아레나,Com2uS,40.0,57.0,
48,4.0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,87.0,45.0,14.0
49,-7.0,프리스타일2: 레볼루션 플라잉덩크,ChangYou,54.0,29.0,33.0
50,-6.0,건쉽배틀 토탈워페어,JOYCITY Corp.,61.0,112.0,17.0
51,23.0,무한돌파삼국지 리버스,NATRIS,42.0,,
52,-7.0,꿈의 집 (Homescapes),Playrix,47.0,20.0,
53,6.0,태왕: 가람의 길,Longtu Korea Inc.,55.0,,30.0
54,7.0,검은사막 모바일,PEARL ABYSS,60.0,49.0,50.0
55,5.0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,141.0,81.0,15.0
56,-9.0,드래고니온,9SplayDeveloper,52.0,96.0,48.0
57,21.0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,101.0,86.0,20.0
58,-15.0,백야극광,Level Infinite,44.0,91.0,
59,37.0,"윈조이 포커 - 블랙잭,바카라,슬롯,로우바둑이를 동시에",Zempot INC.,161.0,132.0,13.0
60,30.0,한게임 섯다&맞고,NHN BIGFOOT,72.0,33.0,53.0
61,-3.0,라스트오리진,SmartJoy,400.0,,10.0
62,11.0,황제라 칭하라,"Clicktouch Co., Ltd.",95.0,73.0,27.0
63,-12.0,클래시 오브 클랜,Supercell,49.0,32.0,
64,-14.0,아르미스,Netease Games Global,90.0,72.0,31.0
65,-19.0,ONE PIECE TREASURE CRUISE,BANDAI NAMCO Entertainment Inc.,46.0,56.0,
66,18.0,라그나로크 오리진,"GRAVITY Co., Ltd.",145.0,89.0,18.0
67,-10.0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,124.0,80.0,21.0
68,-4.0,카르마M,Eskyfun Entertainment,69.0,,39.0
69,13.0,모두의마블,Netmarble,83.0,34.0,57.0
70,5.0,킹덤 : 전쟁의 불씨,FOW Games,105.0,,26.0
71,-17.0,라스트 쉘터: 서바이벌,Long Tech Network Limited,193.0,,19.0
72,-4.0,AFK 아레나,LilithGames,70.0,28.0,
73,-6.0,라이즈 오브 엠파이어,Long Tech Network Limited,129.0,106.0,24.0
74,3.0,슬램덩크,DeNA HONG KONG LIMITED,140.0,61.0,32.0
75,-6.0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",104.0,21.0,
76,11.0,황제의 꿈,37GAMES.AISA,132.0,,25.0
77,9.0,에이스 디펜더: 드래곤 슬레이어 전쟁,ACE GAME INTERNATIONAL LIMITED,48.0,,
78,-22.0,로드 모바일: 타워 디펜스,IGG.COM,50.0,,204.0
79,-24.0,마피아42,TEAM42,187.0,36.0,38.0
80,-8.0,Top War: Battle Game,Topwar Studio,59.0,67.0,
81,-15.0,클래시 로얄,Supercell,67.0,37.0,
82,71.0,일곱 개의 대죄: GRAND CROSS,Netmarble,65.0,51.0,
83,-7.0,캔디크러쉬사가,King,62.0,62.0,
84,47.0,MLB 9이닝스 21,Com2uS,53.0,136.0,
85,-36.0,미니어스,BILIBILI,58.0,85.0,
86,16.0,에브리타운: 대한민국 600만 유저가 선택한 농장게임,Wemade Connect,153.0,118.0,29.0
87,8.0,마구마구 2021,Netmarble,86.0,30.0,
88,-17.0,랜덤 다이스(Random Dice) : 디펜스,111%,79.0,40.0,
89,105.0,음양: 신마의 연—레벨업 원보 수령,UnlockGame,92.0,,54.0
90,-11.0,마피아 시티,YottaGame,89.0,105.0,63.0
91,15.0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,73.0,75.0,153.0
92,-3.0,인피니티 킹덤,Youzu (Singapore) Pte. Ltd,135.0,69.0,52.0
93,5.0,그랑사가,Npixel,151.0,108.0,35.0
94,-6.0,랜덤 다이스(Random Dice): 워즈,111%,77.0,66.0,
95,-1.0,핀볼도사,Habby,82.0,47.0,
96,54.0,리치리치,U.LU Games,169.0,107.0,34.0
97,-14.0,달빛조각사,Kakao Games Corp.,119.0,,43.0
98,-28.0,랑그릿사,ZlongGames,63.0,103.0,
99,-37.0,삼국지M,Efun Company,289.0,131.0,28.0
100,39.0,사신키우기 온라인,DAERISOFT,130.0,,42.0
101,-2.0,피쉬돔 (Fishdom),Playrix,80.0,64.0,
102,-22.0,그랑삼국,Youzu (Singapore) Pte. Ltd,154.0,133.0,41.0
103,-18.0,냥코 대전쟁,PONOS Corporation,66.0,134.0,
104,-23.0,"플레이 포커 : 블랙카지노_7포커,로바,바카라,홀덤","LightCON Co., Ltd.",,,23.0
105,51.0,붕괴3rd,miHoYo Limited,68.0,101.0,
106,0.0,갈락티코,Efun Company,202.0,39.0,58.0
