rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지2M,NCSOFT,1.0,2.0,
2,0,리니지M,NCSOFT,2.0,3.0,
3,0,AFK 아레나,LilithGames,3.0,1.0,
4,0,기적의 검,4399 KOREA,7.0,10.0,2.0
5,0,V4,NEXON Company,4.0,4.0,
6,0,A3: 스틸얼라이브,Netmarble,5.0,7.0,
7,0,라이즈 오브 킹덤즈,LilithGames,6.0,5.0,
8,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,14.0,6.0,3.0
9,0,블레이드&소울 레볼루션,Netmarble,8.0,11.0,
10,0,에오스 레드,BluePotion Games,10.0,,6.0
11,0,리니지2 레볼루션,Netmarble,9.0,13.0,
12,0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,107.0,199.0,1.0
13,0,브롤스타즈,Supercell,11.0,19.0,
14,0,랜덤 다이스(Random Dice): PvP 디펜스,111%,13.0,8.0,
15,0,카오스모바일,"ZERO GAMES CO.,Ltd.",30.0,,4.0
16,0,블레스 모바일,JOYCITY Corp.,12.0,22.0,
17,0,검은사막 모바일,PEARL ABYSS,18.0,20.0,40.0
18,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,15.0,49.0,31.0
19,0,용의기원,Longtu Korea Inc.,24.0,67.0,12.0
20,0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,51.0,16.0,7.0
21,0,서머너즈 워: 천공의 아레나,Com2uS,16.0,17.0,
22,0,메이플스토리M,NEXON Company,22.0,9.0,
23,0,라스트 쉘터: 서바이벌,Long Tech Network Limited,47.0,33.0,9.0
24,0,황제라 칭하라,"Clicktouch Co., Ltd.",34.0,15.0,15.0
25,0,배틀그라운드,"KRAFTON, Inc.",19.0,14.0,
26,0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,31.0,12.0,34.0
27,0,한게임 포커,NHN BIGFOOT,17.0,46.0,
28,0,꿈의 정원 (Gardenscapes),Playrix,23.0,18.0,
29,0,컴투스프로야구2021,Com2uS,20.0,30.0,
30,0,Age of Z Origins (에이지 오브 제트),Camel Games Limited,27.0,27.0,44.0
31,0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,21.0,58.0,
32,0,바람의전쟁: 뇌명천하,4399 KOREA,36.0,43.0,21.0
33,0,명일방주,Yostar Limited.,25.0,34.0,
34,0,랑그릿사,ZlongGames,26.0,26.0,
35,0,킹오파 익스트림 매치,ChangYou,37.0,25.0,38.0
36,0,리치리치,U.LU Games,41.0,56.0,17.0
37,0,로한M,PLAYWITH Inc.,91.0,,8.0
38,0,R5,"YOOZOO GAMES KOREA CO., LTD.",40.0,68.0,24.0
39,0,꿈의 집 (Homescapes),Playrix,33.0,21.0,
40,0,달빛조각사,Kakao Games Corp.,45.0,36.0,25.0
41,0,붕괴3rd,miHoYo Limited,29.0,47.0,
42,0,황제의 꿈,37GAMES.AISA,39.0,,26.0
43,0,라플라스M,ZlongGames,32.0,23.0,
44,0,라스트오리진,SmartJoy,328.0,,5.0
45,0,삼국지M,Efun Company,94.0,40.0,11.0
46,0,ROBLOX,Roblox Corporation,28.0,121.0,
47,0,로드 모바일: 타워 디펜스,IGG.COM,35.0,45.0,
48,0,샤이닝라이트,Eyougame Inc.,80.0,39.0,13.0
49,0,모두의마블,Netmarble,56.0,29.0,37.0
50,0,프로야구 H2,NCSOFT,151.0,89.0,10.0
51,0,에픽세븐,Smilegate Megaport,38.0,57.0,
52,0,삼국지 오리진,R2 Games Asia,74.0,107.0,16.0
53,0,별이되어라!,GAMEVIL,109.0,31.0,18.0
54,0,마피아 시티,YottaGame,49.0,118.0,39.0
55,0,Guns of Glory: 철가면,Century Games Limited,62.0,98.0,27.0
56,0,신강호,LE TUI Network Technology CO.，LTD.,68.0,,20.0
57,0,로드 오브 히어로즈,CloverGames,42.0,69.0,
58,0,라그나로크 택틱스,"GRAVITY Co., Ltd.",43.0,128.0,
59,0,페이트/그랜드 오더,Netmarble,46.0,72.0,
60,0,클론다이크 어드벤처,VIZOR APPS LTD.,48.0,53.0,
61,0,King of Avalon: 영토 전쟁,Century Games Limited,81.0,136.0,23.0
62,0,마피아42,TEAM42,154.0,28.0,19.0
63,0,삼국군웅전,KunYue Game,44.0,,
64,0,클래시 오브 클랜,Supercell,54.0,37.0,
65,0,뱅드림! 걸즈 밴드 파티!,Kakao Games Corp.,60.0,32.0,
66,0,하스스톤,"Blizzard Entertainment, Inc.",53.0,59.0,
67,0,방치함대 - 희귀 전함 대방출!,"Skymoons Technology, Inc",50.0,103.0,
