rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,,리니지W,NCSOFT,1.0,8.0,
2,,오딘: 발할라 라이징,Kakao Games Corp.,2.0,1.0,
3,,리니지M,NCSOFT,3.0,5.0,
4,1.0,리니지2M,NCSOFT,4.0,13.0,
5,4.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,10.0,2.0,1.0
6,-2.0,히어로즈 테일즈,37 Mobile Games,6.0,22.0,3.0
7,1.0,블레이드&소울2,NCSOFT,5.0,27.0,
8,18.0,메이플스토리M,NEXON Company,7.0,4.0,
9,6.0,원신,COGNOSPHERE PTE. LTD.,9.0,3.0,
10,14.0,블루 아카이브,NEXON Company,32.0,20.0,2.0
11,-5.0,바람의나라: 연,NEXON Company,38.0,15.0,4.0
12,-1.0,언디셈버 - Undecember,LINE Games,8.0,12.0,
13,-6.0,삼국지 전략판,Qookka Games,19.0,11.0,5.0
14,-4.0,기적의 검,4399 KOREA,13.0,33.0,15.0
15,-2.0,Roblox,Roblox Corporation,11.0,37.0,
16,6.0,쿠키런: 킹덤,Devsisters Corporation,15.0,7.0,31.0
17,-5.0,블레이드&소울 레볼루션,Netmarble,12.0,23.0,
18,-1.0,라이즈 오브 킹덤즈,LilithGames,14.0,9.0,
19,-5.0,카트라이더 러쉬플러스,NEXON Company,16.0,6.0,
20,-4.0,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED",24.0,48.0,9.0
21,107.0,이스6 온라인,HaoPlay Limited,18.0,17.0,
22,7.0,브롤스타즈,Supercell,17.0,25.0,
23,-2.0,제2의 나라: Cross Worlds,Netmarble,21.0,19.0,
24,8.0,리니지2 레볼루션,Netmarble,20.0,29.0,
25,,솔라 리바이벌,Ujoy Games,28.0,16.0,30.0
26,-7.0,미르의 전설2: 메모리즈 오브 미르,ICEBIRD GAMES,23.0,,25.0
27,26.0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",29.0,10.0,
28,-5.0,R2M,Webzen Inc.,22.0,123.0,
29,1.0,피파모바일,NEXON Company,31.0,14.0,
30,196.0,삼국지워,Archosaur Games,25.0,56.0,
31,11.0,V4,NEXON Company,26.0,38.0,
32,5.0,S.O.S: 스테이트 오브 서바이벌,FunPlus International,58.0,41.0,7.0
33,-2.0,갈락티코,Efun Company,33.0,42.0,33.0
34,-6.0,요신:구미호뎐,XiaoMa,27.0,,47.0
35,,미르4,"Wemade Co., Ltd",73.0,72.0,6.0
36,-18.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,42.0,18.0,56.0
37,-4.0,한게임 포커,NHN BIGFOOT,34.0,55.0,52.0
38,41.0,킹덤 : 전쟁의 불씨,FOW Games,41.0,,14.0
39,-1.0,뮤 아크엔젤2,Webzen Inc.,30.0,78.0,
40,,에이지 오브 제트: 타워 디펜스,CamelStudio,56.0,49.0,12.0
41,-7.0,심포니 오브 에픽,Moonton,45.0,30.0,35.0
42,1.0,아레스 크로니클,ZlongGames,35.0,124.0,53.0
43,-16.0,명일방주,Yostar Limited.,49.0,105.0,18.0
44,1.0,꿈의 정원 (Gardenscapes),Playrix,39.0,31.0,
45,-4.0,꿈의 집 (Homescapes),Playrix,43.0,21.0,261.0
46,-2.0,배틀그라운드,"KRAFTON, Inc.",40.0,28.0,
47,-11.0,에픽세븐,Smilegate Megaport,36.0,61.0,
48,15.0,세븐나이츠2,Netmarble,37.0,65.0,
49,-3.0,건쉽배틀 토탈워페어,JOYCITY Corp.,63.0,93.0,19.0
50,75.0,사신키우기 온라인,DAERISOFT,105.0,,11.0
51,48.0,라스트오리진,SmartJoy,332.0,,8.0
52,-3.0,뮤 아크엔젤,Webzen Inc.,44.0,79.0,
53,-1.0,"윈조이 포커 - 블랙잭,바카라,슬롯,로우바둑이를 동시에",Zempot INC.,213.0,,10.0
54,-4.0,달빛조각사,Kakao Games Corp.,67.0,127.0,28.0
55,4.0,프리스타일2: 레볼루션 플라잉덩크,ChangYou,90.0,46.0,24.0
56,-9.0,컴투스프로야구2022,Com2uS,106.0,75.0,20.0
57,18.0,라스트 쉘터: 서바이벌,Long Tech Network Limited,142.0,132.0,13.0
58,-2.0,태왕: 가람의 길,Longtu Korea Inc.,59.0,,38.0
59,13.0,아르미스,Netease Games Global,96.0,66.0,29.0
60,1.0,AFK 아레나,LilithGames,47.0,45.0,
61,-10.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,46.0,107.0,89.0
62,-2.0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,94.0,62.0,32.0
63,-9.0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,123.0,84.0,21.0
64,9.0,앙상블스타즈!!,HappyElements,65.0,26.0,
65,-45.0,붕괴3rd,miHoYo Limited,50.0,59.0,
66,11.0,Top War: Battle Game,Topwar Studio,53.0,43.0,
67,4.0,검은사막 모바일,PEARL ABYSS,66.0,52.0,73.0
68,-3.0,서머너즈 워: 천공의 아레나,Com2uS,52.0,58.0,
69,-14.0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,117.0,81.0,27.0
70,41.0,삼국지M,Efun Company,284.0,92.0,16.0
71,-1.0,캔디크러쉬사가,King,54.0,51.0,
72,29.0,핀볼도사,Habby,78.0,24.0,
73,-15.0,라이즈 오브 엠파이어,Long Tech Network Limited,124.0,120.0,22.0
74,7.0,한게임 섯다&맞고,NHN BIGFOOT,95.0,39.0,51.0
75,21.0,미니어스,BILIBILI,88.0,118.0,37.0
76,-10.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,48.0,119.0,
77,-8.0,라그나로크 오리진,"GRAVITY Co., Ltd.",168.0,88.0,23.0
78,-21.0,창공아레나,Sewon E&C,75.0,,44.0
79,-15.0,황제라 칭하라,"Clicktouch Co., Ltd.",92.0,116.0,39.0
80,-6.0,에이스 디펜더: 드래곤 슬레이어 전쟁,ACE GAME INTERNATIONAL LIMITED,51.0,,
81,21.0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,127.0,74.0,34.0
