rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지M,NCSOFT,1,1.0,
2,0,리니지2M,NCSOFT,2,7.0,
3,0,기적의 검,4399 KOREA,4,12.0,4.0
4,0,그랑사가,NPIXEL,3,3.0,
5,0,쿠키런: 킹덤,Devsisters Corporation,5,2.0,7.0
6,0,미르4,"Wemade Co., Ltd",18,15.0,1.0
7,0,바람의나라: 연,NEXON Company,10,9.0,2.0
8,0,원신,miHoYo Limited,6,5.0,
9,0,세븐나이츠2,Netmarble,7,8.0,
10,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,22,4.0,3.0
11,0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,16,21.0,5.0
12,0,V4,NEXON Company,8,11.0,
13,0,삼국지 전략판,Qookka Games,17,19.0,8.0
14,0,카트라이더 러쉬플러스,NEXON Company,12,6.0,
15,0,블레이드&소울 레볼루션,Netmarble,9,26.0,
16,0,라이즈 오브 킹덤즈,LilithGames,11,18.0,
17,0,찐삼국,ICEBIRD GAMES,26,,6.0
18,0,리니지2 레볼루션,Netmarble,14,22.0,
19,0,뮤 아크엔젤,Webzen Inc.,13,41.0,
20,0,R2M,Webzen Inc.,15,46.0,
21,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,23,20.0,32.0
22,0,서머너즈 워: 천공의 아레나,Com2uS,19,33.0,
23,0,에오스 레드,BluePotion Games,28,,10.0
24,0,A3: 스틸얼라이브,Netmarble,20,40.0,
25,0,가디언 테일즈,Kakao Games Corp.,24,32.0,
26,0,ROBLOX,Roblox Corporation,21,62.0,
27,0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,27,16.0,54.0
28,0,브롤스타즈,Supercell,25,45.0,
29,0,라그나로크 오리진,"GRAVITY Co., Ltd.",36,23.0,11.0
30,0,검은강호2: 선미 원픽 MMORPG,9SplayDeveloper,29,58.0,24.0
31,0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,45,52.0,9.0
32,0,Age of Z Origins (에이지 오브 제트),Camel Games Limited,39,28.0,14.0
33,0,검은사막 모바일,PEARL ABYSS,31,30.0,63.0
34,0,배틀그라운드,"KRAFTON, Inc.",32,14.0,
35,0,한게임 포커,NHN BIGFOOT,35,51.0,28.0
36,0,카운터사이드,NEXON Company,30,71.0,
37,0,슬램덩크,DeNA HONG KONG LIMITED,47,38.0,20.0
38,0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,49,10.0,29.0
39,0,메이플스토리M,NEXON Company,38,13.0,
40,0,로드 모바일: 타워 디펜스,IGG.COM,33,73.0,
41,0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,60,25.0,16.0
42,0,라이즈 오브 엠파이어,Long Tech Network Limited,61,56.0,13.0
43,0,Top War: Battle Game,Topwar Studio,34,37.0,
44,0,사신키우기 온라인 : 시즌2 무한의성장,DAERISOFT,46,,22.0
45,0,건쉽배틀 토탈워페어,JOYCITY Corp.,55,67.0,19.0
46,0,에픽세븐,Smilegate Megaport,37,54.0,
47,0,블리치: 만해의 길,DAMO NETWORK LIMITED,54,29.0,26.0
48,0,AFK 아레나,LilithGames,40,35.0,
49,0,라스트 쉘터: 서바이벌,Long Tech Network Limited,91,87.0,12.0
50,0,황제라 칭하라,"Clicktouch Co., Ltd.",56,27.0,27.0
51,0,크레센트,Eyougame Inc.,51,44.0,31.0
52,0,꿈의 정원 (Gardenscapes),Playrix,41,42.0,
53,0,한게임포커 클래식 with PC,NHN Corp.,43,,39.0
54,0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,93,53.0,18.0
55,0,삼국지M,Efun Company,137,76.0,15.0
56,0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,82,114.0,23.0
57,0,에브리타운,FLERO Games,118,104.0,17.0
58,0,어비스(ABYSS),StairGames Inc.,42,165.0,220.0
59,0,황제의 꿈,37GAMES.AISA,88,,21.0
60,0,꿈의 집 (Homescapes),Playrix,48,31.0,
61,0,달빛조각사,Kakao Games Corp.,73,57.0,34.0
62,0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,44,86.0,
63,0,리니지M(12),NCSOFT,59,17.0,
64,0,모두의마블,Netmarble,62,34.0,49.0
65,0,FIFA Mobile,NEXON Company,53,24.0,
66,0,카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,67,,36.0
67,0,Pokémon GO,"Niantic, Inc.",50,43.0,
68,0,삼국지 오리진,R2 Games Asia,102,66.0,25.0
69,0,킹 오브 파이터 올스타,Netmarble,70,69.0,41.0
70,0,명일방주,Yostar Limited.,63,108.0,50.0
71,0,마피아 시티,YottaGame,66,90.0,52.0
72,0,컴투스프로야구2021,Com2uS,52,63.0,
73,0,삼국지Global,4399 KOREA,79,48.0,48.0
74,0,스테리테일,4399 KOREA,75,88.0,45.0
75,0,킹덤 : 전쟁의 불씨,파우게임즈,97,,33.0
76,0,케페우스M,Ujoy Games,74,148.0,56.0
77,0,랜덤 다이스(Random Dice): PvP 디펜스,111%,69,39.0,
78,0,한게임 섯다,NHN BIGFOOT,87,50.0,66.0
79,0,라그나로크M: TRINITY,"GRAVITY Co., Ltd.",57,106.0,
80,0,리치리치,U.LU Games,95,77.0,43.0
81,0,King of Avalon: 영토 전쟁,Century Games Limited,105,273.0,35.0
82,0,일곱 개의 대죄: GRAND CROSS,Netmarble,68,70.0,
83,0,붕괴3rd,miHoYo Limited,80,36.0,
84,0,뮤오리진2,Webzen Inc.,58,248.0,
85,0,프린세스 커넥트! Re:Dive,Kakao Games Corp.,64,100.0,
86,0,페이트/그랜드 오더,Netmarble,65,103.0,
87,0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,78,74.0,114.0
88,0,클래시 오브 클랜,Supercell,81,47.0,
89,0,좀비고등학교,AWESOMEPIECE,71,95.0,182.0
90,0,강호:극,"Scene Stealer Co., Ltd.",89,,62.0
91,0,캔디크러쉬사가,King,76,75.0,
92,0,랑그릿사,ZlongGames,72,117.0,
93,0,십이지천M,NTORI,122,,37.0
94,0,원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,84,72.0,
95,0,Guns of Glory: 철가면,Century Games Limited,109,199.0,47.0
96,0,라이프애프터,X.D. Global,85,85.0,
97,0,엑소스 히어로즈,LINE Games,83,125.0,
98,0,애니팡4,"SUNDAYTOZ, INC",90,97.0,117.0
99,0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,77,,
100,0,아르카 - 2주년 이벤트 진행 중,GAMELAND(HK),96,222.0,80.0
101,0,퍼즐앤드래곤,GungHoOnlineEntertainment,86,130.0,
102,0,마구마구 2021,Netmarble,103,49.0,
103,0,애니팡3,"SUNDAYTOZ, INC",92,175.0,146.0
104,0,로드 오브 히어로즈,CloverGames,100,78.0,
105,0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,94,131.0,241.0
106,0,캐리비안의 해적: 전쟁의 물결,JOYCITY Corp.,150,98.0,55.0
107,0,용의기원,Longtu Korea Inc.,113,,69.0
108,0,MLB 9이닝스 21,Com2uS,98,140.0,
109,0,Yu-Gi-Oh! Duel Links,KONAMI,107,61.0,
110,0,하스스톤,"Blizzard Entertainment, Inc.",101,102.0,
111,0,소울워커 아카데미아,YJM Games,129,136.0,68.0
112,0,마피아42,TEAM42,182,55.0,61.0
113,0,디펜스 워：데스티니 차일드 PVP 게임,THUMBAGE,106,68.0,
114,0,라스트오리진,SmartJoy,461,,30.0
115,0,별이되어라!,GAMEVIL,158,141.0,51.0
116,0,프렌즈팝콘,Kakao Games Corp.,108,120.0,217.0
117,0,던전기사 키우기: 3D 방치형 RPG,mobirix,99,,
118,0,피쉬돔 (Fishdom),Playrix,110,116.0,
119,0,라플라스M,ZlongGames,114,81.0,
120,0,IDLE ANGELS : 여신전쟁,Neojoy Games,111,,125.0
121,0,동방불패 모바일,Perfect World Korea,187,123.0,57.0
122,0,MARVEL 퓨처파이트,Netmarble,112,101.0,
123,0,궁정계,WISH INTERACTIVE TECHNOLOGY LIMITED,188,142.0,58.0
124,0,왕좌의게임:윈터이즈커밍,"YOOZOO GAMES KOREA CO., LTD.",180,174.0,59.0
125,0,트라하,NEXON Company,147,164.0,75.0
126,0,Project Makeover,"Magic Tavern, Inc.",128,60.0,
127,0,위드2:신의귀환,GAMELAND(HK),119,296.0,98.0
128,0,프렌즈팝,Kakao Games Corp.,120,143.0,128.0
129,0,애니팡2,"SUNDAYTOZ, INC",104,,
130,0,프로야구 H2,NCSOFT,286,144.0,40.0
131,0,더 킹 오브 파이터즈98 UM온라인,FingerFun Limited.,263,159.0,42.0
132,0,레알팜 : 진짜 농산물 주는 게임,NEOGAMES,244,,38.0
133,0,후궁의 법칙,X.D. Global,116,115.0,
134,0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",135,59.0,
135,0,로한M,PLAYWITH Inc.,201,,46.0
136,0,세븐나이츠,Netmarble,117,132.0,
137,0,리버티레기온,Eyougame Inc.,178,128.0,70.0
138,0,카오스모바일,"ZERO GAMES CO.,Ltd.",176,,60.0
139,0,D-MEN: 히어로 컴백,ACE GAME INTERNATIONAL LIMITED,124,96.0,
140,0,로닌: 더 라스트 사무라이,Dreamotion Inc.,115,203.0,
141,0,삼국지K : 실시간 RvR 공성전,CHAPLIN GAME CO. LTD,157,,74.0
142,0,꿈의 마을 (Township),Playrix,121,133.0,
143,0,Minecraft,Mojang,132,93.0,
144,0,제5인격,X.D. Global,127,105.0,
145,0,라루나 판타지,Eskyfun Entertainment,167,134.0,78.0
146,0,검생검사,FlickGames,131,270.0,123.0
147,0,크로스파이어: 워존,JOYCITY Corp.,126,135.0,
148,0,위 베어 베어스 더 퍼즐,"SUNDAYTOZ, INC",134,107.0,
149,0,Art of War: Legions,Fastone Games HK,125,147.0,
150,0,삼국블레이드,"ACTION SQUARE CO., LTD.",160,196.0,94.0
151,0,컴투스프로야구매니저,Com2uS,214,186.0,64.0
152,0,드래곤 스카이 - 슈팅 방치형 RPG,Com2uS,130,166.0,
153,0,팬덤시티 - 실사풍 미녀 게임,nxu inc.,292,,44.0
154,0,미르의 전설2 어게인: 다시 시작되는 전설,Netblue Games,141,,108.0
155,0,냥코 대전쟁,PONOS Corporation,138,119.0,
