rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,,리니지W,NCSOFT,1.0,5.0,
2,,오딘: 발할라 라이징,Kakao Games Corp.,2.0,1.0,
3,,리니지M,NCSOFT,3.0,4.0,
4,,히어로즈 테일즈,37 Mobile Games,6.0,17.0,1.0
5,,리니지2M,NCSOFT,4.0,20.0,
6,2.0,원신,COGNOSPHERE PTE. LTD.,5.0,10.0,
7,-1.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,20.0,3.0,2.0
8,14.0,블루 아카이브,NEXON Company,32.0,8.0,3.0
9,1.0,Roblox,Roblox Corporation,7.0,36.0,
10,10.0,2X,JOYGAME KOREA,9.0,24.0,13.0
11,,트라하 인피니티,MOAI GAMES Corporation.,8.0,22.0,
12,,블레이드&소울2,NCSOFT,10.0,49.0,
13,-4.0,기적의 검,4399 KOREA,11.0,33.0,12.0
14,1.0,메이플스토리M,NEXON Company,18.0,6.0,
15,2.0,라이즈 오브 킹덤즈,LilithGames,13.0,16.0,
16,2.0,언디셈버 - Undecember,LINE Games,12.0,18.0,
17,4.0,피파모바일,NEXON Company,16.0,7.0,
18,-2.0,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED",21.0,48.0,7.0
19,-12.0,삼국지 전략판,Qookka Games,29.0,12.0,5.0
20,18.0,쿠키런: 킹덤,Devsisters Corporation,36.0,2.0,20.0
21,8.0,배틀그라운드,"KRAFTON, Inc.",15.0,14.0,
22,1.0,이스6 온라인,HaoPlay Limited,14.0,21.0,
23,-10.0,제2의 나라: Cross Worlds,Netmarble,19.0,9.0,
24,32.0,테일드 데몬 슬레이어 - 방치형 RPG,CookApps,22.0,11.0,65.0
25,-6.0,블레이드&소울 레볼루션,Netmarble,17.0,32.0,
26,-12.0,바람의나라: 연,NEXON Company,40.0,25.0,4.0
27,12.0,리니지2 레볼루션,Netmarble,23.0,37.0,
28,-1.0,미르의 전설2: 메모리즈 오브 미르,ICEBIRD GAMES,27.0,,19.0
29,-4.0,한게임 포커,NHN BIGFOOT,25.0,65.0,46.0
30,-4.0,Yu-Gi-Oh! Master Duel,KONAMI,26.0,29.0,
31,11.0,V4,NEXON Company,24.0,53.0,
32,-4.0,요신:구미호뎐,XiaoMa,28.0,,36.0
