rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,,리니지M,NCSOFT,1.0,4.0,
2,,리니지W,NCSOFT,2.0,7.0,
3,,던전앤파이터 모바일,NEXON Company,3.0,1.0,
4,,오딘: 발할라 라이징,Kakao Games Corp.,4.0,2.0,
5,,히어로즈 테일즈,37 Mobile Games,6.0,8.0,1.0
6,,리니지2M,NCSOFT,5.0,17.0,
7,,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,15.0,3.0,2.0
8,3.0,삼국지 전략판,Qookka Games,20.0,6.0,3.0
9,,뮤오리진3,Webzen Inc.,7.0,16.0,
10,5.0,원신,COGNOSPHERE PTE. LTD.,8.0,10.0,
11,74.0,신의 탑M: 위대한 여정,NGELGAMES,13.0,5.0,
12,2.0,퍼즐 오브 Z x 지.아이.조,"BLANCOZONE NETWORK CO., LIMITED",16.0,36.0,4.0
13,-3.0,라이즈 오브 킹덤즈,LilithGames,10.0,14.0,
14,-2.0,기적의 검,4399 KOREA,12.0,23.0,23.0
15,-7.0,바람의나라: 연,NEXON Company,23.0,9.0,6.0
16,3.0,블레이드&소울2,NCSOFT,9.0,29.0,
17,3.0,Roblox,Roblox Corporation,11.0,62.0,
18,-5.0,블레이드&소울 레볼루션,Netmarble,14.0,20.0,
19,-1.0,쿠키런: 킹덤,Devsisters Corporation,19.0,12.0,38.0
20,1.0,데몬헌터-Demon Hunter,Eskyfun Entertainment,21.0,67.0,20.0
21,4.0,제2의 나라: Cross Worlds,Netmarble,22.0,15.0,
22,-6.0,서머너즈 워: 천공의 아레나,Com2uS,18.0,27.0,
23,-6.0,리니지2 레볼루션,Netmarble,17.0,40.0,
24,,한게임 포커,NHN BIGFOOT,24.0,65.0,28.0
25,77.0,명일방주,Yostar Limited.,52.0,28.0,5.0
26,-4.0,2X,JOYGAME KOREA,25.0,77.0,39.0
27,-1.0,피파모바일,NEXON Company,29.0,13.0,
28,20.0,카트라이더 러쉬플러스,NEXON Company,30.0,11.0,
29,4.0,Top War: Battle Game,Topwar Studio,26.0,26.0,
30,-1.0,배틀그라운드,"KRAFTON, Inc.",27.0,24.0,
31,4.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,34.0,18.0,65.0
32,26.0,에픽세븐,Smilegate Megaport,28.0,33.0,
33,6.0,미르4,"Wemade Co., Ltd",95.0,81.0,7.0
34,,S.O.S: 스테이트 오브 서바이벌,FunPlus International,56.0,43.0,9.0
35,-7.0,메이플스토리M,NEXON Company,35.0,19.0,
36,5.0,꿈의 정원 (Gardenscapes),Playrix,31.0,30.0,
37,1.0,브롤스타즈,Supercell,36.0,22.0,
38,2.0,에보니 - 왕의 귀환,TG Inc.,59.0,107.0,10.0
39,-12.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,32.0,97.0,
40,-17.0,에곤 : 인페르나 벨룸,주식회사 아이톡시,37.0,139.0,58.0
41,-5.0,트라하 인피니티,MOAI GAMES Corporation.,33.0,91.0,
42,8.0,건쉽배틀 토탈워페어,JOYCITY Corp.,54.0,96.0,15.0
43,3.0,꿈의 집 (Homescapes),Playrix,42.0,21.0,209.0
44,,언디셈버 - Undecember,LINE Games,38.0,46.0,
45,15.0,라이즈 오브 엠파이어,Long Tech Network Limited,67.0,64.0,13.0
46,-3.0,에이지 오브 제트: 타워 디펜스,CamelStudio,71.0,42.0,16.0
47,-17.0,이스6 온라인,HaoPlay Limited,40.0,39.0,
48,9.0,더프레이 MMORPG,나우플레이,46.0,,31.0
49,-4.0,블루 아카이브,NEXON Company,77.0,93.0,17.0
