rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지2M,NCSOFT,1.0,3.0,
2,0,리니지M,NCSOFT,2.0,5.0,
3,0,AFK 아레나,LilithGames,3.0,1.0,
4,0,A3: 스틸얼라이브,Netmarble,4.0,2.0,
5,0,라이즈 오브 킹덤즈,LilithGames,5.0,8.0,
6,0,기적의 검,4399 KOREA,8.0,12.0,3.0
7,0,카오스모바일,"ZERO GAMES CO.,Ltd.",9.0,,2.0
8,0,V4,NEXON Company,6.0,4.0,
9,0,블레이드&소울 레볼루션,Netmarble,7.0,10.0,
10,0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,125.0,199.0,1.0
11,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,18.0,9.0,5.0
12,0,리니지2 레볼루션,Netmarble,10.0,11.0,
13,0,랜덤 다이스(Random Dice): PvP 디펜스,111%,11.0,6.0,
14,0,검은사막 모바일,PEARL ABYSS,13.0,14.0,33.0
15,0,R5,"YOOZOO GAMES KOREA CO., LTD.",12.0,30.0,
16,0,배틀그라운드,"KRAFTON, Inc.",15.0,13.0,
17,0,메이플스토리M,NEXON Company,20.0,7.0,
18,0,브롤스타즈,Supercell,16.0,15.0,
19,0,바람의전쟁: 뇌명천하,4399 KOREA,25.0,20.0,18.0
20,0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,49.0,19.0,8.0
21,0,명일방주,Yostar Limited.,14.0,31.0,
22,0,라스트 쉘터: 서바이벌,Long Tech Network Limited,38.0,35.0,7.0
23,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,17.0,42.0,48.0
24,0,삼국지M,Efun Company,102.0,24.0,4.0
25,0,황제라 칭하라,"Clicktouch Co., Ltd.",32.0,18.0,13.0
26,0,꿈의 정원 (Gardenscapes),Playrix,19.0,22.0,
27,0,랑그릿사,ZlongGames,21.0,26.0,
28,0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,28.0,16.0,56.0
29,0,모두의마블,Netmarble,41.0,17.0,14.0
30,0,좀비고등학교,AWESOMEPIECE,22.0,78.0,171.0
31,0,한게임 포커,NHN BIGFOOT,23.0,52.0,
32,0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,24.0,63.0,
33,0,샤이닝라이트,Eyougame Inc.,52.0,33.0,10.0
34,0,컴투스프로야구2021,Com2uS,27.0,37.0,
35,0,로한M,PLAYWITH Inc.,64.0,,9.0
36,0,테라 히어로,Red Sahara Studio Inc.,35.0,47.0,44.0
37,0,꿈의 집 (Homescapes),Playrix,34.0,21.0,
38,0,소녀전선,X.D. Global,26.0,129.0,
39,0,리치리치,U.LU Games,46.0,51.0,20.0
40,0,서머너즈 워: 천공의 아레나,Com2uS,33.0,36.0,
41,0,Age of Z Origins (에이지 오브 제트),Camel Games Limited,37.0,27.0,85.0
42,0,페이트/그랜드 오더,Netmarble,30.0,65.0,
43,0,마피아 시티,YottaGame,47.0,56.0,21.0
44,0,에오스 레드,BluePotion Games,29.0,,
45,0,방치함대 - 희귀 전함 대방출!,"Skymoons Technology, Inc",31.0,76.0,
46,0,황제의 꿈,37GAMES.AISA,45.0,,25.0
47,0,라플라스M,ZlongGames,43.0,25.0,
48,0,라스트오리진,SmartJoy,285.0,,6.0
49,0,신강호,LE TUI Network Technology CO.，LTD.,56.0,,12.0
50,0,로드 모바일: 타워 디펜스,IGG.COM,39.0,50.0,
51,0,완미세계,Perfect World Games,65.0,86.0,11.0
52,0,프린세스 커넥트! Re:Dive,Kakao Games Corp.,40.0,39.0,
53,0,뮤오리진2,Webzen Inc.,36.0,198.0,
54,0,클래시 오브 클랜,Supercell,48.0,23.0,
55,0,클론다이크 어드벤처,VIZOR APPS LTD.,42.0,53.0,
56,0,라그나로크M: TRINITY,"GRAVITY Co., Ltd.",44.0,40.0,
57,0,삼국지 오리진,R2 Games Asia,63.0,103.0,16.0
58,0,스카이피아:전면전쟁,ICEBIRD GAMES,55.0,48.0,53.0
59,0,붕괴3rd,miHoYo Limited,50.0,67.0,
60,0,라이프애프터,X.D. Global,54.0,54.0,
61,0,일곱 개의 대죄: GRAND CROSS,Netmarble,53.0,60.0,
62,0,King of Avalon: 영토 전쟁,Century Games Limited,84.0,181.0,23.0
63,0,삼국군웅전,KunYue Game,51.0,,
64,0,모바일 레전드: Bang Bang,Moonton,73.0,29.0,105.0
65,0,원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,59.0,41.0,
66,0,미르의전설2 리부트,Gamepub,90.0,,19.0
67,0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,60.0,73.0,102.0
68,0,궁수의 전설,Habby,74.0,32.0,160.0
69,0,애니팡3,"SUNDAYTOZ, INC",61.0,139.0,74.0
70,0,에브리타운,FLERO Games,124.0,114.0,15.0
71,0,카운터사이드,NEXON Company,57.0,91.0,
72,0,리니지2M(12),NCSOFT,58.0,83.0,
73,0,Guns of Glory: 철가면,Century Games Limited,72.0,104.0,64.0
74,0,에픽세븐,Smilegate Megaport,62.0,64.0,
75,0,이터:던전의 포식자,Efun Company,76.0,106.0,49.0
76,0,Pokémon GO,"Niantic, Inc.",68.0,43.0,
77,0,세븐나이츠,Netmarble,67.0,46.0,
78,0,더 킹 오브 파이터즈98 UM온라인,FingerFun Limited.,161.0,72.0,17.0
79,0,달빛조각사,Kakao Games Corp.,79.0,98.0,66.0
80,0,별이되어라!,GAMEVIL,105.0,110.0,31.0
81,0,캔디크러쉬사가,King,66.0,81.0,
82,0,엘프:드래곤소환사,Gamepub,110.0,112.0,34.0
83,0,MARVEL 퓨처파이트,Netmarble,83.0,45.0,
84,0,꿈의 마을 (Township),Playrix,69.0,84.0,
85,0,eFootball PES 2021,KONAMI,99.0,28.0,
86,0,한게임 섯다,NHN BIGFOOT,77.0,59.0,
87,0,위 베어 베어스 더 퍼즐,"SUNDAYTOZ, INC",75.0,70.0,
88,0,궁정계,WISH INTERACTIVE TECHNOLOGY LIMITED,117.0,62.0,37.0
89,0,Yu-Gi-Oh! Duel Links,KONAMI,71.0,85.0,
90,0,새 천하를 열다,ED GAMES CORP.,126.0,191.0,27.0
91,0,뱅드림! 걸즈 밴드 파티!,Kakao Games Corp.,89.0,44.0,
92,0,하스스톤,"Blizzard Entertainment, Inc.",82.0,58.0,
93,0,엑소스 히어로즈,LINE Games,70.0,154.0,
94,0,Minecraft,Mojang,87.0,55.0,
95,0,프렌즈팝콘,Kakao Games Corp.,81.0,87.0,176.0
96,0,마피아42,TEAM42,136.0,38.0,50.0
97,0,오늘도 우라라 원시 헌팅 라이프,X.D. Global,88.0,66.0,
98,0,MLB 9이닝스 21,Com2uS,78.0,117.0,
99,0,십이지천M,NTORI,106.0,,39.0
100,0,아르카 - 2주년 이벤트 진행 중,GAMELAND(HK),86.0,257.0,87.0
101,0,테라 클래식,Kakao Games Corp.,80.0,127.0,
102,0,이사만루21,GONGGAMES Corp.,142.0,34.0,62.0
103,0,킹 오브 파이터 올스타,Netmarble,113.0,80.0,55.0
104,0,쌍삼국지,Gamepub,194.0,136.0,22.0
105,0,나인: 아홉개의 비전절기,JOYMEKA,96.0,,59.0
106,0,Hero Wars,NEXTERS GLOBAL LTD,93.0,69.0,
