rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,1.0,리니지M,NCSOFT,1.0,5.0,
2,-1.0,리니지W,NCSOFT,2.0,9.0,
3,,던전앤파이터 모바일,NEXON Company,3.0,1.0,
4,,오딘: 발할라 라이징,Kakao Games Corp.,4.0,2.0,
5,1.0,히어로즈 테일즈,37 Mobile Games,6.0,8.0,1.0
6,1.0,리니지2M,NCSOFT,5.0,18.0,
7,-2.0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,11.0,3.0,2.0
8,,바람의나라: 연,NEXON Company,17.0,11.0,3.0
9,,뮤오리진3,Webzen Inc.,7.0,17.0,
10,4.0,라이즈 오브 킹덤즈,LilithGames,8.0,10.0,
11,-1.0,삼국지 전략판,Qookka Games,21.0,7.0,4.0
12,-1.0,기적의 검,4399 KOREA,10.0,20.0,20.0
13,2.0,블레이드&소울 레볼루션,Netmarble,9.0,32.0,
14,-1.0,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED",18.0,33.0,5.0
15,2.0,원신,COGNOSPHERE PTE. LTD.,16.0,4.0,
16,21.0,서머너즈 워: 천공의 아레나,Com2uS,12.0,23.0,
17,19.0,리니지2 레볼루션,Netmarble,13.0,42.0,
18,4.0,쿠키런: 킹덤,Devsisters Corporation,27.0,6.0,19.0
19,-7.0,블레이드&소울2,NCSOFT,15.0,35.0,
20,-4.0,Roblox,Roblox Corporation,14.0,61.0,
21,-3.0,데몬헌터-Demon Hunter,Eskyfun Entertainment,19.0,58.0,14.0
22,-1.0,2X,JOYGAME KOREA,22.0,68.0,25.0
23,35.0,에곤 : 인페르나 벨룸,주식회사 아이톡시,20.0,64.0,47.0
24,-5.0,한게임 포커,NHN BIGFOOT,23.0,70.0,41.0
25,-5.0,제2의 나라: Cross Worlds,Netmarble,24.0,15.0,
26,3.0,피파모바일,NEXON Company,29.0,16.0,
27,4.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,25.0,62.0,
28,-2.0,메이플스토리M,NEXON Company,32.0,13.0,
29,-2.0,배틀그라운드,"KRAFTON, Inc.",30.0,19.0,
30,-7.0,이스6 온라인,HaoPlay Limited,28.0,27.0,
31,-1.0,"윈조이 포커 - 블랙잭,바카라,슬롯,로우바둑이를 동시에",Zempot INC.,182.0,,6.0
32,65.0,임모탈 키우기 : 다크판타지 방치형 액션 RPG,Bad Beans,26.0,,
33,10.0,Top War: Battle Game,Topwar Studio,33.0,28.0,
34,-1.0,S.O.S: 스테이트 오브 서바이벌,FunPlus International,53.0,41.0,8.0
