rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,오딘: 발할라 라이징,Kakao Games Corp.,1,1.0,
2,0,리니지M,NCSOFT,2,2.0,
3,0,리니지2M,NCSOFT,3,9.0,
4,0,제2의 나라: CROSS WORLDS,Netmarble,4,3.0,
5,0,삼국지 전략판,Qookka Games,8,10.0,1.0
6,0,바람의나라: 연,NEXON Company,9,8.0,2.0
7,0,기적의 검,4399 KOREA,5,11.0,6.0
8,0,쿠키런: 킹덤,Devsisters Corporation,6,4.0,7.0
9,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,19,5.0,3.0
10,0,원신,miHoYo Limited,7,12.0,
11,0,미르4,"Wemade Co., Ltd",40,37.0,4.0
12,0,라이즈 오브 킹덤즈,LilithGames,12,13.0,
13,0,블레이드&소울 레볼루션,Netmarble,10,38.0,
14,0,뮤 아크엔젤,Webzen Inc.,11,46.0,
15,0,세븐나이츠2,Netmarble,13,21.0,
16,0,V4,NEXON Company,14,24.0,
17,0,백야극광,PROXIMA BETA,15,25.0,
18,0,천상나르샤,Eyougame Inc.,17,51.0,27.0
19,0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,37,16.0,5.0
20,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,18,67.0,52.0
21,0,R2M,Webzen Inc.,16,83.0,
22,0,에픽세븐,Smilegate Megaport,21,29.0,
23,0,ROBLOX,Roblox Corporation,20,93.0,
24,0,한게임 포커,NHN BIGFOOT,22,68.0,44.0
25,0,메이플스토리M,NEXON Company,29,7.0,
26,0,컴투스프로야구2021,Com2uS,31,41.0,17.0
27,0,피파모바일,NEXON Company,27,14.0,
28,0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,42,34.0,9.0
29,0,브롤스타즈,Supercell,24,40.0,
30,0,리니지2 레볼루션,Netmarble,25,39.0,
31,0,트릭스터M,NCSOFT,23,58.0,
32,0,A3: 스틸얼라이브,Netmarble,26,64.0,
33,0,소녀X헌터,Sincetimes Inc.,45,35.0,11.0
34,0,킹덤 : 전쟁의 불씨,파우게임즈,39,,14.0
35,0,히어로즈 테일즈,37 Mobile Games,33,19.0,42.0
36,0,카트라이더 러쉬플러스,NEXON Company,38,6.0,
37,0,파이널기어,BILIBILI,28,54.0,
38,0,에이지 오브 제트: 타워 디펜스,Camel Games Limited,51,30.0,16.0
39,0,라그나로크 오리진,"GRAVITY Co., Ltd.",64,42.0,10.0
40,0,건쉽배틀 토탈워페어,JOYCITY Corp.,43,82.0,22.0
41,0,배틀그라운드,"KRAFTON, Inc.",35,15.0,
42,0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,30,75.0,
43,0,파이널삼국지2,Gamepub,99,57.0,8.0
44,0,데카론M,THUMBAGE,62,,15.0
45,0,라이즈 오브 엠파이어,Long Tech Network Limited,82,90.0,12.0
46,0,한게임포커 클래식 with PC,NHN Corp.,32,,81.0
47,0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,65,31.0,20.0
48,0,서머너즈 워: 천공의 아레나,Com2uS,34,27.0,
49,0,삼국지 오리진,R2 Games Asia,97,61.0,13.0
50,0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,63,23.0,24.0
51,0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,57,59.0,23.0
52,0,가디언 테일즈,Kakao Games Corp.,36,63.0,
53,0,사신키우기 온라인 : 신규서버 오픈,DAERISOFT,75,,19.0
54,0,꿈의 정원 (Gardenscapes),Playrix,41,32.0,
55,0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,114,53.0,21.0
56,0,꿈의 집 (Homescapes),Playrix,50,18.0,
57,0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,48,28.0,72.0
58,0,그랑사가,NPIXEL,55,56.0,37.0
59,0,랜덤 다이스(Random Dice): PvP 디펜스,111%,49,20.0,
