rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지M,NCSOFT,1.0,2.0,
2,0,리니지2M,NCSOFT,2.0,7.0,
3,0,그랑사가,NPIXEL,3.0,3.0,
4,0,쿠키런: 킹덤,Devsisters Corporation,6.0,1.0,3.0
5,0,기적의 검,4399 KOREA,4.0,17.0,7.0
6,0,미르4,"Wemade Co., Ltd",16.0,16.0,1.0
7,0,원신,miHoYo Limited,5.0,11.0,
8,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,19.0,4.0,2.0
9,0,삼국지 전략판,Qookka Games,12.0,12.0,5.0
10,0,바람의나라: 연,NEXON Company,11.0,14.0,4.0
11,0,세븐나이츠2,Netmarble,7.0,6.0,
12,0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,20.0,18.0,6.0
13,0,V4,NEXON Company,8.0,9.0,
14,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,10.0,38.0,29.0
15,0,블레이드&소울 레볼루션,Netmarble,9.0,30.0,
16,0,라이즈 오브 킹덤즈,LilithGames,13.0,13.0,
17,0,카트라이더 러쉬플러스,NEXON Company,14.0,5.0,
18,0,찐삼국,ICEBIRD GAMES,21.0,,13.0
19,0,R2M,Webzen Inc.,15.0,48.0,
20,0,라그나로크 오리진,"GRAVITY Co., Ltd.",39.0,22.0,8.0
21,0,리니지2 레볼루션,Netmarble,17.0,24.0,
22,0,뮤 아크엔젤,Webzen Inc.,18.0,21.0,
23,0,에오스 레드,BluePotion Games,27.0,,14.0
24,0,한게임 포커,NHN BIGFOOT,26.0,54.0,34.0
25,0,가디언 테일즈,Kakao Games Corp.,23.0,26.0,
26,0,A3: 스틸얼라이브,Netmarble,22.0,49.0,
27,0,서머너즈 워: 천공의 아레나,Com2uS,24.0,51.0,
28,0,검은강호2: 선미 원픽 MMORPG,9SplayDeveloper,30.0,74.0,28.0
29,0,ROBLOX,Roblox Corporation,25.0,58.0,
30,0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,46.0,44.0,10.0
31,0,달빛조각사,Kakao Games Corp.,52.0,31.0,11.0
32,0,Age of Z Origins (에이지 오브 제트),Camel Games Limited,38.0,27.0,17.0
33,0,메이플스토리M,NEXON Company,31.0,8.0,
34,0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,33.0,19.0,54.0
35,0,배틀그라운드,"KRAFTON, Inc.",29.0,15.0,
36,0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,69.0,142.0,9.0
37,0,브롤스타즈,Supercell,28.0,46.0,
38,0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,45.0,10.0,27.0
39,0,로드 모바일: 타워 디펜스,IGG.COM,32.0,81.0,
40,0,라스트 쉘터: 서바이벌,Long Tech Network Limited,108.0,80.0,12.0
41,0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,95.0,42.0,15.0
42,0,크레센트,Eyougame Inc.,43.0,36.0,33.0
43,0,사신키우기 온라인 : 시즌2 무한의성장,DAERISOFT,44.0,,23.0
44,0,라이즈 오브 엠파이어,Long Tech Network Limited,65.0,59.0,16.0
45,0,건쉽배틀 토탈워페어,JOYCITY Corp.,57.0,64.0,19.0
46,0,한게임포커 클래식 with PC,NHN Corp.,35.0,,58.0
47,0,검은사막 모바일,PEARL ABYSS,37.0,47.0,73.0
48,0,AFK 아레나,LilithGames,34.0,35.0,
49,0,블리치: 만해의 길,DAMO NETWORK LIMITED,64.0,28.0,25.0
50,0,황제라 칭하라,"Clicktouch Co., Ltd.",61.0,20.0,30.0
51,0,Top War: Battle Game,Topwar Studio,36.0,39.0,
52,0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,60.0,40.0,26.0
53,0,꿈의 정원 (Gardenscapes),Playrix,40.0,33.0,
54,0,슬램덩크,DeNA HONG KONG LIMITED,58.0,45.0,36.0
55,0,황제의 꿈,37GAMES.AISA,92.0,,21.0
