rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지M,NCSOFT,1.0,1.0,
2,0,리니지2M,NCSOFT,2.0,7.0,
3,0,바람의나라: 연,NEXON Company,4.0,3.0,2.0
4,0,기적의 검,4399 KOREA,3.0,21.0,10.0
5,0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,19.0,15.0,1.0
6,0,원신,miHoYo Limited,5.0,6.0,
7,0,V4,NEXON Company,7.0,5.0,
8,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,21.0,4.0,4.0
9,0,R2M,Webzen Inc.,6.0,37.0,
10,0,카트라이더 러쉬플러스,NEXON Company,10.0,2.0,
11,0,라이즈 오브 킹덤즈,LilithGames,8.0,10.0,
12,0,라그나로크 오리진,"GRAVITY Co., Ltd.",20.0,11.0,5.0
13,0,뮤 아크엔젤,Webzen Inc.,9.0,27.0,
14,0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,11.0,8.0,52.0
15,0,슬램덩크,DeNA HONG KONG LIMITED,23.0,16.0,7.0
16,0,"윈조이 포커 - 홀덤, 블랙잭, 바카라, 슬롯, 7포커, 로우바둑이, 뉴포커를 동시에!",Zempot INC.,83.0,188.0,3.0
17,0,리니지2 레볼루션,Netmarble,12.0,20.0,
18,0,블레이드&소울 레볼루션,Netmarble,13.0,23.0,
19,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,15.0,38.0,38.0
20,0,삼국지 오리진,R2 Games Asia,52.0,44.0,6.0
21,0,AFK 아레나,LilithGames,16.0,14.0,
22,0,Age of Z Origins (에이지 오브 제트),Camel Games Limited,25.0,18.0,19.0
23,0,가디언 테일즈,Kakao Games Corp.,14.0,17.0,
24,0,일루전 커넥트,ChangYou,42.0,52.0,8.0
25,0,A3: 스틸얼라이브,Netmarble,18.0,25.0,
26,0,라이즈 오브 엠파이어,Long Tech Network Limited,41.0,55.0,12.0
27,0,한게임 포커,NHN BIGFOOT,24.0,57.0,27.0
28,0,에픽세븐,Smilegate Megaport,17.0,46.0,
29,0,황제라 칭하라,"Clicktouch Co., Ltd.",32.0,28.0,21.0
30,0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,35.0,13.0,30.0
31,0,스테리테일,4399 KOREA,29.0,47.0,37.0
32,0,"왕이되는자 - 서민에서 왕까지, 세상을 흔드는 자",CHUANG COOL ENTERTAINMENT,67.0,35.0,13.0
33,0,마구마구 2021,Netmarble,36.0,9.0,
34,0,ROBLOX,Roblox Corporation,22.0,79.0,
35,0,라스트 쉘터: 서바이벌,Long Tech Network Limited,77.0,67.0,9.0
36,0,건쉽배틀 토탈워페어,JOYCITY Corp.,55.0,58.0,14.0
37,0,메이플스토리M,NEXON Company,37.0,12.0,
38,0,꿈의 정원 (Gardenscapes),Playrix,28.0,30.0,
39,0,황제의 꿈,37GAMES.AISA,53.0,,15.0
40,0,붕괴3rd,miHoYo Limited,27.0,36.0,
41,0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,44.0,31.0,26.0
42,0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,26.0,64.0,
43,0,서머너즈 워: 천공의 아레나,Com2uS,30.0,26.0,
44,0,배틀그라운드,"KRAFTON, Inc.",34.0,19.0,
45,0,킹덤 : 전쟁의 불씨,파우게임즈,60.0,,16.0
46,0,동방불패 모바일,Perfect World Korea,70.0,48.0,17.0
47,0,라루나 판타지,Eskyfun Entertainment,46.0,41.0,29.0
48,0,꿈의 집 (Homescapes),Playrix,38.0,22.0,
49,0,로드 모바일: 타워 디펜스,IGG.COM,33.0,69.0,
50,0,사신키우기 온라인 : 시즌2 무한의성장,DAERISOFT,31.0,,
51,0,에오스 레드,BluePotion Games,58.0,,25.0
52,0,랜덤 다이스(Random Dice): PvP 디펜스,111%,43.0,24.0,
53,0,브롤스타즈,Supercell,40.0,39.0,
54,0,달빛조각사,Kakao Games Corp.,73.0,53.0,23.0
55,0,컴투스프로야구2021,Com2uS,39.0,60.0,
56,0,검은사막 모바일,PEARL ABYSS,45.0,42.0,72.0
57,0,프로야구 H2,NCSOFT,,148.0,11.0
58,0,마피아 시티,YottaGame,54.0,73.0,39.0
59,0,왕좌의게임:윈터이즈커밍,"YOOZOO GAMES KOREA CO., LTD.",92.0,81.0,20.0
60,0,케페우스M,Ujoy Games,48.0,75.0,54.0
61,0,강호:극,"Scene Stealer Co., Ltd.",49.0,,45.0
62,0,관도:삼국지,Gacraze Entertainment Limited,95.0,82.0,24.0
63,0,FIFA Mobile,NEXON Company,47.0,45.0,
64,0,리버티레기온,Eyougame Inc.,59.0,66.0,57.0
65,0,로드 오브 히어로즈,CloverGames,56.0,33.0,
66,0,King of Avalon: 영토 전쟁,Century Games Limited,85.0,144.0,28.0
67,0,카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,61.0,,44.0
68,0,페이트/그랜드 오더,Netmarble,50.0,62.0,
69,0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",62.0,34.0,
70,0,모두의마블,Netmarble,72.0,51.0,61.0
71,0,Pokémon GO,"Niantic, Inc.",57.0,43.0,
72,0,삼국지M,Efun Company,198.0,76.0,22.0
73,0,리니지M(12),NCSOFT,71.0,29.0,
74,0,리치리치,U.LU Games,87.0,59.0,48.0
75,0,킹스레이드,Vespa Inc.,102.0,99.0,32.0
76,0,한게임포커 클래식 with PC,NHN Corp.,65.0,,59.0
77,0,탄성,Longtu Korea Inc.,76.0,198.0,46.0
78,0,뮤오리진2,Webzen Inc.,51.0,263.0,
79,0,라스트오리진,SmartJoy,,,18.0
80,0,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,64.0,77.0,145.0
81,0,랑그릿사,ZlongGames,63.0,92.0,
82,0,마피아42,TEAM42,162.0,49.0,34.0
83,0,D-MEN: 히어로 컴백,ACE GAME INTERNATIONAL LIMITED,66.0,61.0,
84,0,한게임 섯다,NHN BIGFOOT,84.0,70.0,76.0
85,0,클래시 오브 클랜,Supercell,69.0,88.0,
86,0,라이프애프터,X.D. Global,75.0,54.0,
87,0,ANOTHER EDEN 시공을 넘는 고양이,"WFS, Inc.",68.0,140.0,
88,0,바람의전쟁: 뇌명천하,4399 KOREA,96.0,105.0,84.0
89,0,뱅드림! 걸즈 밴드 파티!,Kakao Games Corp.,74.0,116.0,
90,0,애니팡3,"SUNDAYTOZ, INC",94.0,185.0,85.0
91,0,캔디크러쉬사가,King,80.0,80.0,
92,0,로한M,PLAYWITH Inc.,167.0,,33.0
93,0,프린세스 커넥트! Re:Dive,Kakao Games Corp.,78.0,94.0,
94,0,킹 오브 파이터 올스타,Netmarble,131.0,74.0,58.0
95,0,모바일 레전드: Bang Bang,Moonton,103.0,50.0,136.0
96,0,명일방주,Yostar Limited.,81.0,109.0,
97,0,DRAGON BALL Z 폭렬격전,BANDAI NAMCO Entertainment Inc.,79.0,120.0,
98,0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,82.0,143.0,210.0
99,0,애니팡4,"SUNDAYTOZ, INC",97.0,100.0,120.0
100,0,카오스모바일,"ZERO GAMES CO.,Ltd.",192.0,,31.0
101,0,일곱 개의 대죄: GRAND CROSS,Netmarble,86.0,90.0,
102,0,용의기원,Longtu Korea Inc.,107.0,,70.0
103,0,프렌즈팝콘,Kakao Games Corp.,91.0,113.0,213.0
104,0,Guns of Glory: 철가면,Century Games Limited,120.0,173.0,65.0
105,0,십이지천M,NTORI,130.0,,55.0
106,0,캐리비안의 해적: 전쟁의 물결,JOYCITY Corp.,155.0,299.0,50.0
107,0,궁정계,WISH INTERACTIVE TECHNOLOGY LIMITED,157.0,106.0,56.0
108,0,라플라스M,ZlongGames,106.0,56.0,
109,0,Hero Wars,NEXTERS GLOBAL LTD,93.0,107.0,
110,0,데스티니 차일드,SHIFTUP,88.0,162.0,
111,0,eFootball PES 2021,KONAMI,140.0,32.0,
112,0,후궁의 법칙,X.D. Global,98.0,72.0,
113,0,트라하,NEXON Company,118.0,178.0,74.0
114,0,킹갓캐슬,AWESOMEPIECE,100.0,65.0,
115,0,레알팜 : 진짜 농산물 주는 게임,NEOGAMES,209.0,,36.0
116,0,다크에덴M,Benoholdings,119.0,136.0,82.0
117,0,콜 오브 듀티: 모바일,PROXIMA BETA,89.0,,
118,0,BIGPOT 999,주식회사 레디나인,90.0,,
119,0,세븐나이츠,Netmarble,105.0,84.0,
120,0,컴투스프로야구매니저,Com2uS,234.0,135.0,41.0
121,0,천무,Rolling Games Pte Ltd,133.0,395.0,69.0
122,0,진삼국대전2,HRGAME,108.0,98.0,
123,0,Top War: Battle Game,Topwar Studio,114.0,63.0,
124,0,MLB 9이닝스 21,Com2uS,109.0,101.0,
125,0,신강호,LE TUI Network Technology CO.，LTD.,113.0,,111.0
126,0,미르의 전설2 어게인: 다시 시작되는 전설,Netblue Games,146.0,,64.0
127,0,카운터사이드,NEXON Company,104.0,187.0,
128,0,용비불패M,VALOFE,101.0,231.0,
129,0,애니팡2,"SUNDAYTOZ, INC",99.0,333.0,
130,0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",149.0,40.0,
131,0,좀비고등학교,AWESOMEPIECE,110.0,182.0,242.0
132,0,원시인 형님들 키우기 : 문명,Gamecafe,111.0,117.0,
133,0,클래시 로얄,Supercell,117.0,83.0,
134,0,더 킹 오브 파이터즈98 UM온라인,FingerFun Limited.,,154.0,35.0
135,0,클론다이크 어드벤처,VIZOR APPS LTD.,112.0,145.0,
136,0,피쉬돔 (Fishdom),Playrix,116.0,110.0,
137,0,대항해의길,Linekong Korea Co. Ltd.,441.0,180.0,40.0
138,0,위 베어 베어스 더 퍼즐,"SUNDAYTOZ, INC",121.0,103.0,
139,0,이사만루21,GONGGAMES Corp.,154.0,97.0,113.0
140,0,엑사,9SplayDeveloper,137.0,229.0,107.0
141,0,스톤에이지 월드,Netmarble,132.0,71.0,
142,0,Yu-Gi-Oh! Duel Links,KONAMI,124.0,96.0,
143,0,하스스톤,"Blizzard Entertainment, Inc.",126.0,93.0,
144,0,크로스파이어: 워존,JOYCITY Corp.,115.0,184.0,
145,0,에브리타운,FLERO Games,194.0,268.0,60.0
146,0,위드2:신의귀환,GAMELAND(HK),148.0,205.0,100.0
147,0,더 파인더 - Story MMORPG The Finder,PangSky,156.0,68.0,156.0
148,0,걸카페건,BILIBILI,189.0,208.0,67.0
149,0,Art of War: Legions,Fastone Games HK,123.0,128.0,
150,0,소녀전선,X.D. Global,122.0,150.0,
151,0,킹덤스토리: 삼국지 RPG,NHN Corp.,424.0,354.0,42.0
152,0,프렌즈팝,Kakao Games Corp.,136.0,139.0,160.0
153,0,궁수의 전설,Habby,150.0,95.0,162.0
154,0,MARVEL 퓨처파이트,Netmarble,134.0,104.0,
155,0,꿈의 마을 (Township),Playrix,125.0,161.0,
156,0,냥코 대전쟁,PONOS Corporation,129.0,133.0,
