rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,0,리니지M,NCSOFT,1.0,2.0,
2,0,리니지2M,NCSOFT,2.0,8.0,
3,0,기적의 검,4399 KOREA,3.0,13.0,10.0
4,0,쿠키런: 킹덤,Devsisters Corporation,7.0,1.0,2.0
5,0,삼국지 전략판,Qookka Games,8.0,11.0,3.0
6,0,미르4,"Wemade Co., Ltd",22.0,22.0,1.0
7,0,라이즈 오브 킹덤즈,LilithGames,4.0,5.0,
8,0,원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,5.0,10.0,
9,0,DK모바일: 영웅의귀환,NTRANCE Corp,9.0,,5.0
10,0,V4,NEXON Company,6.0,17.0,
11,0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,21.0,15.0,4.0
12,0,이카루스 이터널,LINE Games,15.0,24.0,6.0
13,0,바람의나라: 연,NEXON Company,17.0,16.0,7.0
14,0,그랑사가,NPIXEL,10.0,9.0,
15,0,세븐나이츠2,Netmarble,11.0,12.0,
16,0,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,28.0,6.0,8.0
17,0,블레이드&소울 레볼루션,Netmarble,12.0,28.0,
18,0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,14.0,29.0,49.0
19,0,리니지2 레볼루션,Netmarble,13.0,26.0,
20,0,카트라이더 러쉬플러스,NEXON Company,19.0,3.0,
21,0,뮤 아크엔젤,Webzen Inc.,16.0,30.0,
22,0,원신,miHoYo Limited,20.0,7.0,
23,0,R2M,Webzen Inc.,18.0,44.0,
24,0,한게임 포커,NHN BIGFOOT,29.0,61.0,23.0
25,0,브롤스타즈,Supercell,23.0,33.0,
26,0,A3: 스틸얼라이브,Netmarble,24.0,45.0,
27,0,ROBLOX,Roblox Corporation,25.0,68.0,
28,0,메이플스토리M,NEXON Company,30.0,4.0,
29,0,블리치: 만해의 길,DAMO NETWORK LIMITED,54.0,20.0,12.0
30,0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,75.0,42.0,9.0
