"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","바람의나라 연","https://trees.gamemeca.com/baram_m","NEXON Company","롤플레잉"
"2","(-)","리그 오브 레전드: 와일드 리프트","https://trees.gamemeca.com/wildrift","Riot Games, Inc","전략"
"3","(+2)","리니지M","https://trees.gamemeca.com/lineagem19","NCSOFT Corporation","롤플레잉"
"4","(-1)","원신","https://trees.gamemeca.com/genshin","miHoYo Limited","어드벤처"
"5","(-1)","ROBLOX","https://trees.gamemeca.com/roblox","Roblox Corporation","어드벤처"
"6","(-)","S.O.S : 스테이트 오브 서바이벌","https://trees.gamemeca.com/stateofsurvival","KingsGroup Holdings","전략"
"7","(+1)","V4","https://trees.gamemeca.com/v4kr","NEXON Company","롤플레잉"
"8","(-1)","용비불패M","https://trees.gamemeca.com/yongbi","NHN Corp.","액션"
"9","(+2)","리니지2M","https://trees.gamemeca.com/lineage2m19","NCSOFT Corporation","롤플레잉"
"10","(-1)","카트라이더 러쉬플러스","https://trees.gamemeca.com/nexonkart","NEXON Company","자동차 경주"
"11","(-1)","전략적 팀 전투","https://trees.gamemeca.com/league","Riot Games, Inc","전략"
"12","(-)","브롤스타즈","https://trees.gamemeca.com/brawlstars","Supercell","액션"
"13","(+4)","검은사막 모바일","https://trees.gamemeca.com/blackdesertm","PEARL ABYSS","롤플레잉"
"14","(-)","가디언 테일즈","https://trees.gamemeca.com/guardiantales","Kakao Games Corp.","롤플레잉"
"15","(+3)","그랑삼국","https://trees.gamemeca.com/snsgz2","YOUZU(SINGAPORE)PTE.LTD.","롤플레잉"
"16","(-)","AFK 아레나","https://trees.gamemeca.com/hgame_gp","Lilith Games","롤플레잉"
"17","(-4)","라그나로크 오리진","https://trees.gamemeca.com/ragnarokorigin","GRAVITY Co., Ltd.","롤플레잉"
"18","(+1)","슬램덩크","https://trees.gamemeca.com/slamdunkmobile","DeNA HONG KONG LIMITED","스포츠"
"19","(+3)","포켓몬고","https://trees.gamemeca.com/pokemongo","Niantic, Inc.","어드벤처"
"20","(-)","마구마구 2020","https://trees.gamemeca.com/ma9bkr","Netmarble","스포츠"
"21","(-6)","R2M","https://trees.gamemeca.com/r2m","Webzen Inc.","롤플레잉"
"22","(+1)","피파 모바일","https://trees.gamemeca.com/fmk","NEXON Company","스포츠"
"23","(+3)","메이플스토리M","https://trees.gamemeca.com/maplem","NEXON Company","롤플레잉"
"24","(+1)","좀비고등학교","https://trees.gamemeca.com/aooni","AWESOMEPIECE","아케이드"
"25","(-4)","달빛조각사","https://trees.gamemeca.com/moonlight","Kakao Games Corp.","롤플레잉"
"26","(+1)","세븐나이츠","https://trees.gamemeca.com/sknights","Netmarble","롤플레잉"
"27","(+2)","라이즈 오브 킹덤즈","https://trees.gamemeca.com/rok","Lilith Games","전략"
"28","(-4)","일루전 커넥트","https://trees.gamemeca.com/illusionc","ChangYou","롤플레잉"
"29","(+1)","더 킹 오브 파이터즈 올스타","https://trees.gamemeca.com/kofallstar","Netmarble","롤플레잉"
"30","(-2)","A3: 스틸얼라이브","https://trees.gamemeca.com/a3","Netmarble","롤플레잉"
"31","(+1)","에픽세븐","https://trees.gamemeca.com/epic7","Smilegate Megaport","롤플레잉"
"32","(-1)","일곱개의 대죄: 그랜드 크로스","https://trees.gamemeca.com/sevenguilty","Netmarble","롤플레잉"
"33","(-)","배틀그라운드 모바일","https://trees.gamemeca.com/battlem","PUBG CORPORATION","액션"
"34","(-)","뮤 아크엔젤","https://trees.gamemeca.com/webzenmua","Webzen Inc.","롤플레잉"
"35","(-)","제5인격","https://trees.gamemeca.com/id5","X.D. Global","어드벤처"
"36","(+3)","아이러브니키","https://trees.gamemeca.com/nikki","Kakao Games Corp.","시뮬레이션"
"37","(-1)","리니지2 레볼루션","https://trees.gamemeca.com/lineageii","Netmarble","롤플레잉"
"38","(+2)","라스트오리진","https://trees.gamemeca.com/lastorigin","smart joy","롤플레잉"
"39","(-1)","킹덤 : 전쟁의 불씨","https://trees.gamemeca.com/projectf","파우게임즈","롤플레잉"
"40","(NEW)","붕괴3rd","https://trees.gamemeca.com/bh3korea","miHoYo Limited","액션"
