"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(+1)","리니지M","https://trees.gamemeca.com/lineagem19","NCSOFT Corporation","롤플레잉"
"2","(NEW)","라그나로크 오리진","https://trees.gamemeca.com/ragnarokorigin","GRAVITY Co., Ltd.","롤플레잉"
"3","(-)","스톤에이지 월드","https://trees.gamemeca.com/stonemmogb","Netmarble","롤플레잉"
"4","(-)","카트라이더 러쉬플러스","https://trees.gamemeca.com/nexonkart","NEXON Company","자동차 경주"
"5","(-)","리니지2M","https://trees.gamemeca.com/lineage2m19","NCSOFT Corporation","롤플레잉"
"6","(-)","ROBLOX","https://trees.gamemeca.com/roblox","Roblox Corporation","어드벤처"
"7","(NEW)","마구마구 2020","https://trees.gamemeca.com/ma9bkr","Netmarble","스포츠"
"8","(-1)","브롤스타즈","https://trees.gamemeca.com/brawlstars","Supercell","액션"
"9","(-8)","피파 모바일","https://trees.gamemeca.com/fmk","NEXON Company","스포츠"
"10","(-1)","시노앨리스","https://trees.gamemeca.com/sinoalice","Pokelabo, Inc.","롤플레잉"
"11","(-)","뮤 아크엔젤","https://trees.gamemeca.com/webzenmua","Webzen Inc.","롤플레잉"
"12","(-2)","AFK 아레나","https://trees.gamemeca.com/hgame_gp","Lilith Games","롤플레잉"
"13","(-1)","그랑삼국","https://trees.gamemeca.com/snsgz2","YOUZU(SINGAPORE)PTE.LTD.","롤플레잉"
"14","(-6)","전략적 팀 전투","https://trees.gamemeca.com/league","Riot Games, Inc","전략"
"15","(-1)","V4","https://trees.gamemeca.com/v4kr","NEXON Company","롤플레잉"
"16","(+1)","검은사막 모바일","https://trees.gamemeca.com/blackdesertm","PEARL ABYSS","롤플레잉"
"17","(-4)","A3: 스틸얼라이브","https://trees.gamemeca.com/a3","Netmarble","롤플레잉"
"18","(-2)","애니팡4","https://trees.gamemeca.com/anipang4","SUNDAYTOZ, INC","퍼즐"
"19","(-4)","일곱개의 대죄: 그랜드 크로스","https://trees.gamemeca.com/sevenguilty","Netmarble","롤플레잉"
"20","(-1)","좀비고등학교","https://trees.gamemeca.com/aooni","AWESOMEPIECE","아케이드"
"21","(-3)","라이즈 오브 킹덤즈","https://trees.gamemeca.com/rok","Lilith Games","전략"
"22","(-1)","포켓몬고","https://trees.gamemeca.com/pokemongo","Niantic, Inc.","어드벤처"
"23","(-1)","메이플스토리M","https://trees.gamemeca.com/maplem","NEXON Company","롤플레잉"
"24","(-4)","더 킹 오브 파이터즈 올스타","https://trees.gamemeca.com/kofallstar","Netmarble","롤플레잉"
"25","(+5)","배틀그라운드 모바일","https://trees.gamemeca.com/battlem","PUBG CORPORATION","액션"
"26","(+1)","에픽세븐","https://trees.gamemeca.com/epic7","Smilegate Megaport","롤플레잉"
"27","(-1)","달빛조각사","https://trees.gamemeca.com/moonlight","Kakao Games Corp.","롤플레잉"
"28","(-4)","랜덤 다이스","https://trees.gamemeca.com/royaldice","royaldice","전략"
"29","(+3)","리니지2 레볼루션","https://trees.gamemeca.com/lineageii","Netmarble","롤플레잉"
"30","(-2)","마블 퓨처파이트","https://trees.gamemeca.com/mherosgb","Netmarble","액션"
"31","(-)","카운터사이드","https://trees.gamemeca.com/counterside","NEXON Company","롤플레잉"
"32","(-7)","킹덤 : 전쟁의 불씨","https://trees.gamemeca.com/projectf","파우게임즈","롤플레잉"
"33","(-4)","제5인격","https://trees.gamemeca.com/id5","X.D. Global","어드벤처"
"34","(+2)","라스트오리진","https://trees.gamemeca.com/lastorigin","smart joy","롤플레잉"
"35","(+2)","프린세스 커넥트! Re:Dive","https://trees.gamemeca.com/princessconnect","Kakao Games Corp.","롤플레잉"
"36","(-13)","폴아웃 쉘터 Online","https://trees.gamemeca.com/shelter","GaeaMobile","어드벤처"
"37","(+2)","세븐나이츠 for kakao","https://trees.gamemeca.com/sknights","Netmarble","롤플레잉"
"38","(-)","명일방주","https://trees.gamemeca.com/arknights","Yostar Limited.","전략"
"39","(NEW)","냥코 대전쟁","https://trees.gamemeca.com/battlecatskr","PONOS Corporation","캐주얼 게임"
"40","(-)","랑그릿사","https://trees.gamemeca.com/langrisser","ZlongGames","전략"
