"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","플레이어언노운스 배틀그라운드","https://trees.gamemeca.com/battleground","PUBG Corporation","서바이벌 슈팅"
"2","(-)","어몽 어스","https://trees.gamemeca.com/Among_Us","Innersloth","전략"
"3","(-)","GTA 5","https://trees.gamemeca.com/grand_theft_auto_v","Rockstar Games","오픈월드 범죄 액션"
"4","(-)","스타듀밸리","https://trees.gamemeca.com/stardew_valley","ConcernedApe","전원 생활 시뮬레이션"
"5","(+4)","더 심즈 4","https://trees.gamemeca.com/The_Sims_4","Electronic Arts","시뮬레이션"
"6","(NEW)","데드 바이 데이라이트","https://trees.gamemeca.com/dead_by_daylight","Behaviour Digital Inc.","액션"
"7","(+3)","데스 스트랜딩","","505 Games","액션"
"8","(+3)","어쌔신크리드 오딧세이","","Ubisoft","오픈월드 액션"
"9","(NEW)","휴먼: 폴 플랫","https://trees.gamemeca.com/human_fall_flat","Curve Digital","퍼즐"
"10","(NEW)","삼국지14","","KOEI TECMO GAMES CO., LTD.","시뮬레이션"
"11","(NEW)","레드 데드 리뎀션 2","https://trees.gamemeca.com/reddeadredemption2","Rockstar Games","액션"
"12","(+1)","문명 6","https://trees.gamemeca.com/sid_meiers_civilization_vi","2K","전략"
"13","(NEW)","테라리아","https://trees.gamemeca.com/terraria","Re-Logic","롤플레잉"
"14","(+1)","호라이즌 제로 던 : 컴플리트 에디션","","PlayStation Mobile, Inc.","액션"
"15","(+1)","디트로이트: 비컴 휴먼","https://trees.gamemeca.com/Detroit_Become_Human","Quantic Dream","액션"
"16","(+1)","톰 클랜시 레인보우 식스 시즈","https://trees.gamemeca.com/tom_clancys_rainbow_6_siege","Ubisoft","FPS"
"17","(NEW)","더 포레스트","https://trees.gamemeca.com/the_forest","Endnight Games Ltd","서바이벌"
"18","(-11)","몬스터 헌터 월드: 아이스본","","CAPCOM Co., Ltd.","액션"
"19","(+7)","건파이어 리본","","Duoyi (Hong Kong) Interactive Entertainment Limited","액션"
"20","(NEW)","원피스 해적무쌍 4","","BANDAI NAMCO Entertainment","액션"
"21","(NEW)","하데스","","Supergiant Games","액션"
"22","(-)","로보토미 코퍼레이션","","ProjectMoon","인디"
"23","(-)","씨 오브 시브즈","","Xbox Game Studios","액션"
"24","(NEW)","폴가이즈","","Devolver Digital","캐주얼"
"25","(+5)","아리아 크로니클","","CREST","캐주얼"
"26","(-2)","아크: 서바이벌 이볼브드","https://trees.gamemeca.com/arksurvival","Studio Wildcard","어드벤처"
"27","(+1)","디비니티: 오리지널 신 2","https://trees.gamemeca.com/divinity_original_sin_2","Larian Studios","롤플레잉"
"28","(NEW)","비트 세이버","https://trees.gamemeca.com/Beat%20Saber","Beat Games","인디"
"29","(-2)","돈 스타브 투게더","https://trees.gamemeca.com/dont_starve_together","Klei Entertainment","어드벤처"
"30","(-1)","서브노티카","https://trees.gamemeca.com/subnautica","Unknown Worlds Entertainment","어드벤처"
"31","(-)","래프트","https://trees.gamemeca.com/raft","Square Enix","어드벤처"
"32","(NEW)","더 크루 2","","Ubisoft","레이싱"
"33","(NEW)","타이탄폴 2","","Electronic Arts","액션"
"34","(NEW)","카타나 제로","","Devolver Digital","액션"
"35","(NEW)","마운트 앤 블레이드 2: 배너로드","https://trees.gamemeca.com/mount__blade_ii_bannerlord","TaleWorlds Entertainment","전략"
"36","(NEW)","GTFO","","10 Chambers Collective","액션"
"37","(NEW)","니드 포 스피드 히트","https://trees.gamemeca.com/Need%20for%20Speed%20Heat","Electronic Arts","레이싱"
"38","(-2)","풋볼 매니저 2020","","SEGA","시뮬레이션"
"39","(-5)","페르소나 4 골든","","SEGA","롤플레잉"
"40","(-7)","림월드","","Ludeon Studios","전략"
