"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","어몽 어스","https://trees.gamemeca.com/Among_Us","Innersloth","전략"
"2","(-)","폴가이즈","","Devolver Digital","어드벤처"
"3","(-)","플레이어언노운스 배틀그라운드","https://trees.gamemeca.com/battleground","PUBG Corporation","서바이벌 슈팅"
"4","(-)","GTA 5","https://trees.gamemeca.com/grand_theft_auto_v","Rockstar Games","오픈월드 범죄 액션"
"5","(+14)","데드 바이 데이라이트","https://trees.gamemeca.com/dead_by_daylight","Behaviour Digital Inc.","액션"
"6","(+4)","스타듀밸리","https://trees.gamemeca.com/stardew_valley","ConcernedApe","전원생활 시뮬레이션"
"7","(-1)","피파 21","","Electronic Arts","스포츠"
"8","(-3)","씨 오브 시브즈","","Xbox Game Studios","어드벤처"
"9","(-2)","휴먼: 폴 플랫","https://trees.gamemeca.com/human_fall_flat","Curve Digital","퍼즐"
"10","(NEW)","크루세이더 킹즈 3","","Paradox Interactive","전략 시뮬레이션"
"11","(-3)","더 심즈 4","https://trees.gamemeca.com/The_Sims_4","Electronic Arts","시뮬레이션"
"12","(-1)","사이버펑크 2077","","CD PROJEKT RED","오픈월드 액션 RPG"
"13","(-4)","호라이즌 제로 던 컴플리트 에디션","","PlayStation Mobile, Inc.","오픈월드 액션 RPG"
"14","(+6)","NBA 2K21","","2K","스포츠"
"15","(-)","레드 데드 리뎀션 2","https://trees.gamemeca.com/reddeadredemption2","Rockstar Games","액션"
"16","(-4)","아크: 서바이벌 이볼브드","https://trees.gamemeca.com/arksurvival","Studio Wildcard","어드벤처"
"17","(-1)","테라리아","https://trees.gamemeca.com/terraria","Re-Logic","롤플레잉"
"18","(-1)","문명6","https://trees.gamemeca.com/sid_meiers_civilization_vi","2K","전략"
"19","(-5)","어쌔신 크리드 : 오디세이","","Ubisoft","롤플레잉"
"20","(-7)","삼국지14","","KOEI TECMO GAMES CO., LTD.","시뮬레이션"
"21","(-3)","톰 클랜시의 레인보우 식스 시즈","https://trees.gamemeca.com/tom_clancys_rainbow_6_siege","Ubisoft","FPS"
"22","(-1)","슈퍼 버니 맨","","Catobyte Ltd","액션"
"23","(NEW)","철권 7","https://trees.gamemeca.com/tekken_7","BANDAI NAMCO Entertainment","액션"
"24","(-2)","디트로이트: 비컴 휴먼","https://trees.gamemeca.com/Detroit_Become_Human","Quantic Dream","액션"
"25","(-1)","래프트","https://trees.gamemeca.com/raft","Square Enix","어드벤처"
"26","(+3)","디스코 엘리시움","","ZA/UM","RPG"
"27","(-2)","화이트데이 : 학교라는 이름의 미궁","","PQube Limited, SONNORI Corp","어드벤처"
"28","(-2)","NBA 2K20","","2K","스포츠"
"29","(-6)","건파이어 리본","","Duoyi (Hong Kong) Interactive Entertainment Limited","액션"
"30","(-3)","더 포레스트","https://trees.gamemeca.com/the_forest","Endnight Games Ltd","서바이벌"
"31","(NEW)","더 위쳐 3: 와일드 헌트","https://trees.gamemeca.com/the_witcher_3_wild_hunt","CD PROJEKT RED","롤플레잉"
"32","(+5)","아이언 하베스트","","Deep Silver","전략"
"33","(-5)","원피스 해적무쌍 4","","BANDAI NAMCO Entertainment","액션"
"34","(NEW)","역전재판 123 나루호도 셀렉션","","CAPCOM Co., Ltd.","어드벤처"
"35","(NEW)","스컬: 더 히어로 슬레이어","","NEOWIZ","액션"
"36","(-2)","어그로우","","Bingames","캐주얼"
"37","(-7)","몬스터 헌터 월드: 아이스본","","CAPCOM Co., Ltd.","액션"
"38","(-6)","데스 스트랜딩","","505 Games","액션"
"39","(-6)","세키로","","Activision (Excluding Japan and Asia)","액션"
"40","(-4)","뉴 월드","","Spring 2021","MMORPG"
